"","region","scenario","sector","Units","year","value.x","value.y","percent_reduction","absolute_reduction"
"20","India","1p5","iron and steel","MTCO2",2030,182.848457889068,336.191588093619,-45.611828384549,-153.343130204552
"21","India","1p5","iron and steel","MTCO2",2035,155.398023704651,336.191588093619,-53.7769446922101,-180.793564388968
"22","India","1p5","iron and steel","MTCO2",2040,144.036717248184,336.191588093619,-57.156358948495,-192.154870845435
"23","India","1p5","iron and steel","MTCO2",2045,106.018454699109,336.191588093619,-68.4648698974629,-230.173133394511
"24","India","1p5","iron and steel","MTCO2",2050,33.4519753574793,336.191588093619,-90.0497286243331,-302.73961273614
"25","Japan","1p5","iron and steel","MTCO2",2025,110.827188631869,145.426149243002,-23.7914300772138,-34.5989606111334
"26","Japan","1p5","iron and steel","MTCO2",2030,72.8019700128435,145.426149243002,-49.9388724848969,-72.6241792301587
"27","Japan","1p5","iron and steel","MTCO2",2035,39.0841738379222,145.426149243002,-73.1243837223429,-106.34197540508
"28","Japan","1p5","iron and steel","MTCO2",2040,24.8118262898389,145.426149243002,-82.9385386197779,-120.614322953163
"29","Japan","1p5","iron and steel","MTCO2",2045,10.4996336429799,145.426149243002,-92.780092371534,-134.926515600022
"30","Japan","1p5","iron and steel","MTCO2",2050,4.55065738166915,145.426149243002,-96.870812157678,-140.875491861333
"31","ROW","1p5","iron and steel","MTCO2",2025,371.063163330195,492.48310115605,-24.6546404416384,-121.419937825854
"32","ROW","1p5","iron and steel","MTCO2",2030,245.963334130958,492.48310115605,-50.0564925875453,-246.519767025091
"33","ROW","1p5","iron and steel","MTCO2",2035,146.468540112043,492.48310115605,-70.2591744227924,-346.014561044006
"34","ROW","1p5","iron and steel","MTCO2",2040,106.388734121386,492.48310115605,-78.3974853407863,-386.094367034664
"35","ROW","1p5","iron and steel","MTCO2",2045,65.1835855422033,492.48310115605,-86.7643000563487,-427.299515613846
"36","ROW","1p5","iron and steel","MTCO2",2050,29.3550901797047,492.48310115605,-94.0393710747035,-463.128010976345
"37","South Korea","1p5","iron and steel","MTCO2",2025,69.5277492860248,90.5891289019159,-23.249345557451,-21.0613796158911
"38","South Korea","1p5","iron and steel","MTCO2",2030,44.3886087399107,90.5891289019159,-51.0000711145244,-46.2005201620053
"39","South Korea","1p5","iron and steel","MTCO2",2035,23.618303900783,90.5891289019159,-73.9281035295578,-66.9708250011329
"40","South Korea","1p5","iron and steel","MTCO2",2040,14.8481410079634,90.5891289019159,-83.6093566767376,-75.7409878939525
"41","South Korea","1p5","iron and steel","MTCO2",2045,7.16011911108748,90.5891289019159,-92.0960503783627,-83.4290097908284
"42","South Korea","1p5","iron and steel","MTCO2",2050,2.06690802464735,90.5891289019159,-97.7183707916153,-88.5222208772686
"43","US","1p5","iron and steel","MTCO2",2025,54.940669748273,77.9738085353392,-29.5395841497561,-23.0331387870662
"44","US","1p5","iron and steel","MTCO2",2030,30.9605347608367,77.9738085353392,-60.2936738086805,-47.0132737745026
"45","US","1p5","iron and steel","MTCO2",2035,12.9785647879446,77.9738085353392,-83.3552252586682,-64.9952437473947
"46","US","1p5","iron and steel","MTCO2",2040,6.11067157723601,77.9738085353392,-92.163174158068,-71.8631369581032
"47","US","1p5","iron and steel","MTCO2",2045,1.90959081209682,77.9738085353392,-97.5509843010537,-76.0642177232424
"48","US","1p5","iron and steel","MTCO2",2050,0.96888678201715,77.9738085353392,-98.7574202155612,-77.0049217533221
