"","region","scenario","sector","subsector","input","technology","Units","year","value"
"41","China","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2015,0
"42","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2015,0
"43","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2015,0
"44","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2015,0
"45","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2015,0
"46","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2015,0
"47","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2015,0
"48","China","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2015,0.00694481
"49","China","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2015,0.00694481
"50","China","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2015,0.00694481
"51","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2015,0.0122738
"52","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2015,0.0122738
"53","China","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2015,0.0122738
"54","China","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2015,0.00619779
"55","China","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2015,0.00619779
"56","China","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2015,0.00619779
"57","China","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2015,0.123012
"58","China","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2015,0.123012
"59","China","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2015,0.123012
"60","China","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2015,0
"61","China","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2015,0
"62","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2015,0
"63","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2015,0
"64","China","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2015,0
"65","China","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2015,0
"66","China","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2015,0
"67","China","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2015,0
"68","China","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2015,0.274844
"69","China","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2015,0.274844
"70","China","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2015,0.274844
"71","China","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2015,0.0262211
"72","China","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2015,0.0262211
"73","China","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2015,0.0262211
"74","China","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2015,0
"75","China","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2015,0
"76","China","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2015,0
"77","China","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2015,0
"78","China","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2015,0
"79","China","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2015,0
"80","China","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2020,0.0075325
"81","China","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2020,0.0075325
"82","China","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2020,0.00856063
"83","China","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2020,0.000246116
"84","China","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2020,0.000246116
"85","China","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2020,0.00027971
"86","China","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2020,0.00000448954
"87","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2020,0.00000448954
"88","China","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2020,0.00000510233
"89","China","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2020,0.00000448954
"90","China","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2020,0.00000448954
"91","China","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2020,0.00000510233
"92","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2020,20.06807
"93","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2020,20.06807
"94","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2020,20.97492
"95","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2020,2.062324
"96","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2020,2.062324
"97","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2020,2.155513
"98","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2020,0.00983831
"99","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2020,0.00983831
"100","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2020,0.0102829
"101","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2020,0.0344819
"102","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2020,0.0344819
"103","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2020,0.0360401
"104","China","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2020,0
"105","China","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2020,0
"106","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2020,0
"107","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2020,0
"108","China","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2020,0
"109","China","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2020,0
"110","China","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2020,0
"111","China","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2020,0
"112","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2020,0
"113","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2020,0
"114","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2020,0
"115","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2020,0
"116","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2020,0
"117","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2020,0
"118","China","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2020,0
"119","China","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2020,0
"120","China","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2020,0
"121","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2020,0
"122","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2020,0
"123","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2020,0
"124","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2020,0
"125","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2020,0
"126","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2020,0
"127","China","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2020,0.037361822
"128","China","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2020,0.037361822
"129","China","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2020,0.004231562
"130","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2020,0.06603048
"131","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2020,0.06603048
"132","China","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2020,0.00747855
"133","China","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2020,0.033342953
"134","China","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2020,0.033342953
"135","China","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2020,0.003776391
"136","China","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2020,0.6617797
"137","China","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2020,0.6617797
"138","China","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2020,0.0749525
"139","China","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2020,0
"140","China","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2020,0
"141","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2020,0
"142","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2020,0
"143","China","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2020,0
"144","China","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2020,0
"145","China","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2020,0
"146","China","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2020,0
"147","China","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2020,0.430681
"148","China","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2020,0.430681
"149","China","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2020,0.357828
"150","China","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2020,0.0410886
"151","China","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2020,0.0410886
"152","China","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2020,0.0341381
"153","China","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2020,0
"154","China","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2020,0
"155","China","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2020,0
"156","China","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2020,0
"157","China","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2020,0
"158","China","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2020,0
"159","China","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2025,0.29688317
"160","China","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2025,0.03978165
"161","China","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2025,0.05207075
"162","China","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2025,0.009700352
"163","China","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2025,0.001299822
"164","China","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2025,0.001701355
"165","China","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2025,0.00017694941
"166","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2025,0.00002371078
"167","China","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2025,0.00003103536
"168","China","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2025,0.00017694941
"169","China","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2025,0.00002371078
"170","China","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2025,0.00003103536
"171","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2025,15.77283
"172","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2025,19.03257
"173","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2025,21.49308
"174","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2025,1.620915
"175","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2025,1.955908
"176","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2025,2.208765
"177","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2025,0.00773258
"178","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2025,0.00933067
"179","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2025,0.01053693
"180","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2025,0.02710157
"181","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2025,0.03270263
"182","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2025,0.0369304
"183","China","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2025,0.430686
"184","China","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2025,0
"185","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2025,0.04426
"186","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2025,0
"187","China","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2025,0.000211143
"188","China","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2025,0
"189","China","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2025,0.000740024
"190","China","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2025,0
"191","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2025,0.0343183
"192","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2025,0.0288816
"193","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2025,0.0123289
"194","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2025,0.00137747
"195","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2025,0.00115925
"196","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2025,0.000494855
"197","China","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2025,0.00828916
"198","China","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2025,0.00697601
"199","China","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2025,0.00297789
"200","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2025,0.0000251271
"201","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2025,0.0000211465
"202","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2025,0.00000902691
"203","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2025,0.0000251271
"204","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2025,0.0000211465
"205","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2025,0.00000902691
"206","China","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2025,0.033338907
"207","China","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2025,0.036179203
"208","China","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2025,0.003416854
"209","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2025,0.05892069
"210","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2025,0.06394048
"211","China","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2025,0.006038693
"212","China","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2025,0.029752746
"213","China","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2025,0.032287561
"214","China","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2025,0.003049318
"215","China","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2025,0.5905229
"216","China","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2025,0.640832
"217","China","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2025,0.06052176
"218","China","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2025,0.00829409
"219","China","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2025,0
"220","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2025,0.0146584
"221","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2025,0
"222","China","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2025,0.00740193
"223","China","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2025,0
"224","China","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2025,0.146911
"225","China","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2025,0
"226","China","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2025,0.680444
"227","China","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2025,0.575233
"228","China","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2025,0.36557
"229","China","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2025,0.064917
"230","China","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2025,0.0548793
"231","China","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2025,0.0348768
"232","China","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2025,0.0596835
"233","China","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2025,0.0204679
"234","China","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2025,0.000416822
"235","China","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2025,0.1656
"236","China","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2025,0.0567909
"237","China","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2025,0.00115653
"238","China","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2030,0.59912763
"239","China","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2030,0.09117326
"240","China","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2030,0.13990776
"241","China","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2030,0.019575798
"242","China","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2030,0.002978995
"243","China","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2030,0.004571338
"244","China","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2030,0.0003570924
"245","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2030,0.00005434126
"246","China","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2030,0.00008338814
"247","China","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2030,0.0003570924
"248","China","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2030,0.00005434126
"249","China","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2030,0.00008338814
"250","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2030,9.38962
"251","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2030,15.78349
"252","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2030,20.72774
"253","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2030,0.964937
"254","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2030,1.622012
"255","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2030,2.130114
"256","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2030,0.004603234
"257","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2030,0.00773781
"258","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2030,0.01016172
"259","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2030,0.01613367
"260","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2030,0.02711992
"261","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2030,0.03561531
"262","China","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2030,2.394114
"263","China","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2030,0
"264","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2030,0.2460344
"265","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2030,0
"266","China","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2030,0.001173708
"267","China","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2030,0
"268","China","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2030,0.004113681
"269","China","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2030,0
"270","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2030,0.1442081
"271","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2030,0.1360323
"272","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2030,0.0707699
"273","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2030,0.0057882
"274","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2030,0.00546007
"275","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2030,0.002840559
"276","China","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2030,0.03483165
"277","China","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2030,0.03285705
