"","region","year","scenario","input","value","share"
"71","China",2025,"1p5 delay","refined liquids",0.09654800327,0.427406073160528
"72","China",2025,"1p5 delay","refined liquids with CCS",0,0
"73","China",2030,"Ref","biomass",0.13990766,0.592377889216531
"74","China",2030,"Ref","coal",20.802268204,88.0781204517442
"75","China",2030,"Ref","electricity",2.5054579551,10.6082675885145
"76","China",2030,"Ref","gas",0.1023203542,0.433230857015862
"77","China",2030,"Ref","hydrogen",0.0200010739,0.0846858130494488
"78","China",2030,"Ref","refined liquids",0.0480194522,0.203317400459489
"79","China",2030,"1p5","biomass",0.59955672,3.48909446341377
"80","China",2030,"1p5","coal",9.563892187,55.6566579361297
"81","China",2030,"1p5","coal with CCS",2.41940756,14.0796379070481
"82","China",2030,"1p5","electricity",2.73559319,15.9196665386077
"83","China",2030,"1p5","gas",0.55951004135,3.25604454487424
"84","China",2030,"1p5","gas with CCS",0.457320873,2.66135908874118
"85","China",2030,"1p5","hydrogen",0.6806723,3.96114308139039
"86","China",2030,"1p5","refined liquids",0.14377349735,0.836683664540562
"87","China",2030,"1p5","refined liquids with CCS",0.024007872,0.139712775254269
"88","China",2030,"1p5 delay","biomass",0.09119475,0.4561049624074
"89","China",2030,"1p5 delay","coal",15.969491172,79.8704330092507
"90","China",2030,"1p5 delay","coal with CCS",0,0
"91","China",2030,"1p5 delay","electricity",2.654823531,13.2779374558846
"92","China",2030,"1p5 delay","gas",0.91953618161,4.59900395083569
"93","China",2030,"1p5 delay","gas with CCS",0,0
"94","China",2030,"1p5 delay","hydrogen",0.22367496,1.11869662696895
"95","China",2030,"1p5 delay","refined liquids",0.13552579961,0.677823994652673
"96","China",2030,"1p5 delay","refined liquids with CCS",0,0
"97","China",2035,"Ref","biomass",0.23921608,1.0802325842253
"98","China",2035,"Ref","coal",19.3774023923,87.5029030732703
"99","China",2035,"Ref","electricity",2.3375735428,10.5558251308003
"100","China",2035,"Ref","gas",0.091144078232,0.411581040728474
"101","China",2035,"Ref","hydrogen",0.0540882404,0.244247291835445
"102","China",2035,"Ref","refined liquids",0.045443678332,0.205210879140229
"103","China",2035,"1p5","biomass",0.53934424,3.88905329716862
"104","China",2035,"1p5","coal",3.8296171,27.6142469040707
"105","China",2035,"1p5","coal with CCS",4.27253919,30.8080283274216
"106","China",2035,"1p5","electricity",2.8949020582,20.87429059115
"107","China",2035,"1p5","gas",0.309258669983,2.22997366241525
"108","China",2035,"1p5","gas with CCS",0.659908657,4.75840798510422
"109","China",2035,"1p5","hydrogen",1.16079375,8.37014364104497
"110","China",2035,"1p5","refined liquids",0.166943381983,1.2037798162848
"111","China",2035,"1p5","refined liquids with CCS",0.034958538,0.252075775339873
"112","China",2035,"1p5 delay","biomass",0.25625504,1.71534494422579
"113","China",2035,"1p5 delay","coal",8.838825997,59.1661942994193
"114","China",2035,"1p5 delay","coal with CCS",1.5267123,10.21965548499
"115","China",2035,"1p5 delay","electricity",2.6492480112,17.733794355858
"116","China",2035,"1p5 delay","gas",0.514646305857,3.44498956514684
"117","China",2035,"1p5 delay","gas with CCS",0.29507189,1.97518095524931
"118","China",2035,"1p5 delay","hydrogen",0.69019866,4.62011901089797
"119","China",2035,"1p5 delay","refined liquids",0.152545432857,1.02112347533141
"120","China",2035,"1p5 delay","refined liquids with CCS",0.015476471,0.103597908881352
"121","China",2040,"Ref","biomass",0.30293494,1.45992145574692
"122","China",2040,"Ref","coal",18.0682412331,87.0755055320255
"123","China",2040,"Ref","electricity",2.17855159542,10.4990009293921
"124","China",2040,"Ref","gas",0.07345969972,0.354021202552448
"125","China",2040,"Ref","hydrogen",0.084503129,0.407242330993082
"126","China",2040,"Ref","refined liquids",0.04239419722,0.204308549289971
"127","China",2040,"1p5","biomass",0.31634164,2.90213052769898
"128","China",2040,"1p5","coal",1.376858269,12.6313513920573
"129","China",2040,"1p5","coal with CCS",3.46238543,31.7640588038399
"130","China",2040,"1p5","electricity",2.985760199,27.3914803688395
"131","China",2040,"1p5","gas",0.15422034741,1.41482347442753
"132","China",2040,"1p5","gas with CCS",0.858952993,7.88006821626046
"133","China",2040,"1p5","hydrogen",1.51524339,13.9009018825757
"134","China",2040,"1p5","refined liquids",0.18590653082,1.70551375529106
"135","China",2040,"1p5","refined liquids with CCS",0.0446555308,0.409671579009586
"136","China",2040,"1p5 delay","biomass",0.19834166,1.76600443796056
"137","China",2040,"1p5 delay","coal",4.116866608,36.655963755772
"138","China",2040,"1p5 delay","coal with CCS",1.6891232,15.0397000179496
"139","China",2040,"1p5 delay","electricity",2.878758001,25.6320301321492
"140","China",2040,"1p5 delay","gas",0.31516616699,2.80619235313126
"141","China",2040,"1p5 delay","gas with CCS",0.572030117,5.0932704973282
"142","China",2040,"1p5 delay","hydrogen",1.24456931,11.0814587556115
"143","China",2040,"1p5 delay","refined liquids",0.18675130156,1.66280562212634
"144","China",2040,"1p5 delay","refined liquids with CCS",0.029489987,0.262574427971407
"145","China",2045,"Ref","biomass",0.3379312,1.77211529921094
"146","China",2045,"Ref","coal",16.5257119366,86.6610332316212
"147","China",2045,"Ref","electricity",1.9911212621,10.441463975956
"148","China",2045,"Ref","gas",0.06419148778,0.336620938149688
"149","China",2045,"Ref","hydrogen",0.1112806409,0.583557026533472
"150","China",2045,"Ref","refined liquids",0.03913216158,0.205209528528625
"151","China",2045,"1p5","biomass",0.106366562,1.27236117442733
"152","China",2045,"1p5","coal",0.1805069956,2.15923208004001
"153","China",2045,"1p5","coal with CCS",2.18967608,26.1929950200349
"154","China",2045,"1p5","electricity",2.97864185715,35.6306359846601
"155","China",2045,"1p5","gas",0.013294504975,0.159029413429956
"156","China",2045,"1p5","gas with CCS",0.881927006,10.5496469944506
"157","China",2045,"1p5","hydrogen",1.770674042,21.1808754673025
"158","China",2045,"1p5","refined liquids",0.193391684651,2.31335925858943
"159","China",2045,"1p5","refined liquids with CCS",0.045298675,0.54186460706516
"160","China",2045,"1p5 delay","biomass",0.111951459,1.32948698234367
"161","China",2045,"1p5 delay","coal",1.120931737,13.311699246701
"162","China",2045,"1p5 delay","coal with CCS",1.51554868,17.9979989467412
"163","China",2045,"1p5 delay","electricity",2.9588509337,35.1380306624639
"164","China",2045,"1p5 delay","gas",0.063029833329,0.748514969422568
"165","China",2045,"1p5 delay","gas with CCS",0.767837849,9.11850934248447
"166","China",2045,"1p5 delay","hydrogen",1.646000951,19.5471935500171
"167","China",2045,"1p5 delay","refined liquids",0.197218584479,2.34208239073576
"168","China",2045,"1p5 delay","refined liquids with CCS",0.039280982,0.466483909090244
"169","China",2050,"Ref","biomass",0.3483563,2.02311374642648
"170","China",2050,"Ref","coal",14.8617388404,86.3110216287563
"171","China",2050,"Ref","electricity",1.7875945716,10.3816326871117
"172","China",2050,"Ref","gas",0.0544475939,0.316209799216883
"173","China",2050,"Ref","hydrogen",0.131321459,0.762662391648094
"174","China",2050,"Ref","refined liquids",0.0353605237,0.205359746840546
"175","China",2050,"1p5","biomass",0.00126108095,0.0201347078141604
"176","China",2050,"1p5","coal",0.001125916743,0.0179766450705453
"177","China",2050,"1p5","coal with CCS",0.95953921,15.3202232018336
"178","China",2050,"1p5","electricity",2.717039199534,43.3808713090443
"179","China",2050,"1p5","gas",0.00019833867266,0.00316672075829669
"180","China",2050,"1p5","gas with CCS",0.487092128,7.77702468335409
"181","China",2050,"1p5","hydrogen",1.89162498376,30.2021185412194
"182","China",2050,"1p5","refined liquids",0.18042081758677,2.88064017278316
"183","China",2050,"1p5","refined liquids with CCS",0.0249178442,0.397844018122525
"184","China",2050,"1p5 delay","biomass",0.00170618123,0.0276036111840487
"185","China",2050,"1p5 delay","coal",0.001372811456,0.0222101573936737
"186","China",2050,"1p5 delay","coal with CCS",0.89432339,14.4688938644345
"187","China",2050,"1p5 delay","electricity",2.7222028267384,44.0414107670175
"188","China",2050,"1p5 delay","gas",0.00014614104543,0.00236435645003557
"189","China",2050,"1p5 delay","gas with CCS",0.463358562,7.49648944634558
"190","China",2050,"1p5 delay","hydrogen",1.89246870114,30.617480303807
"191","China",2050,"1p5 delay","refined liquids",0.18173248770514,2.94017589803318
"192","China",2050,"1p5 delay","refined liquids with CCS",0.0236962264,0.383371595334448
"193","Europe",2015,"Ref","biomass",0,0
"194","Europe",2015,"Ref","coal",1.51955438,64.8940226865168
"195","Europe",2015,"Ref","electricity",0.4175084,17.8300954135063
"196","Europe",2015,"Ref","gas",0.349109681,14.9090627206752
"197","Europe",2015,"Ref","hydrogen",0,0
"198","Europe",2015,"Ref","refined liquids",0.05542129,2.36681917930178
"199","Europe",2015,"1p5","biomass",0,0
"200","Europe",2015,"1p5","coal",1.51955438,64.8940226865168
"201","Europe",2015,"1p5","coal with CCS",0,0
"202","Europe",2015,"1p5","electricity",0.4175084,17.8300954135063
"203","Europe",2015,"1p5","gas",0.349109681,14.9090627206752
"204","Europe",2015,"1p5","gas with CCS",0,0
"205","Europe",2015,"1p5","hydrogen",0,0
"206","Europe",2015,"1p5","refined liquids",0.05542129,2.36681917930178
"207","Europe",2015,"1p5","refined liquids with CCS",0,0
"208","Europe",2015,"1p5 delay","biomass",0,0
"209","Europe",2015,"1p5 delay","coal",1.51955438,64.8940226865168
"210","Europe",2015,"1p5 delay","coal with CCS",0,0
"211","Europe",2015,"1p5 delay","electricity",0.4175084,17.8300954135063
"212","Europe",2015,"1p5 delay","gas",0.349109681,14.9090627206752
"213","Europe",2015,"1p5 delay","gas with CCS",0,0
"214","Europe",2015,"1p5 delay","hydrogen",0,0
"215","Europe",2015,"1p5 delay","refined liquids",0.05542129,2.36681917930178
"216","Europe",2015,"1p5 delay","refined liquids with CCS",0,0
"217","Europe",2020,"Ref","biomass",0.0001678325,0.00696152292295739
"218","Europe",2020,"Ref","coal",1.564363414,64.8882175168509
"219","Europe",2020,"Ref","electricity",0.431195013742,17.8855345206075
"220","Europe",2020,"Ref","gas",0.3569209427317,14.804720924197
"221","Europe",2020,"Ref","hydrogen",0,0
"222","Europe",2020,"Ref","refined liquids",0.0582117693717,2.41456551542162
"223","Europe",2020,"1p5","biomass",0.0001501788,0.00629058212472415
"224","Europe",2020,"1p5","coal",1.533257954,64.2240121643236
"225","Europe",2020,"1p5","coal with CCS",0,0
"226","Europe",2020,"1p5","electricity",0.431953046926,18.093340176595
"227","Europe",2020,"1p5","gas",0.3628455258098,15.1986137770129
"228","Europe",2020,"1p5","gas with CCS",0,0
"229","Europe",2020,"1p5","hydrogen",0,0
"230","Europe",2020,"1p5","refined liquids",0.0591526361338,2.47774329994376
"231","Europe",2020,"1p5","refined liquids with CCS",0,0
"232","Europe",2020,"1p5 delay","biomass",0.0001501788,0.00629058212472415
"233","Europe",2020,"1p5 delay","coal",1.533257954,64.2240121643236
"234","Europe",2020,"1p5 delay","coal with CCS",0,0
"235","Europe",2020,"1p5 delay","electricity",0.431953046926,18.093340176595
"236","Europe",2020,"1p5 delay","gas",0.3628455258098,15.1986137770129
"237","Europe",2020,"1p5 delay","gas with CCS",0,0
"238","Europe",2020,"1p5 delay","hydrogen",0,0
"239","Europe",2020,"1p5 delay","refined liquids",0.0591526361338,2.47774329994376
"240","Europe",2020,"1p5 delay","refined liquids with CCS",0,0
"241","Europe",2025,"Ref","biomass",0.0022816962,0.0898642043719479
"242","Europe",2025,"Ref","coal",1.657999079,65.3000027276889
"243","Europe",2025,"Ref","electricity",0.450804571286,17.7548589184894
"244","Europe",2025,"Ref","gas",0.366698317298,14.4423488668285
"245","Europe",2025,"Ref","hydrogen",0.0033925244,0.133613978065274
"246","Europe",2025,"Ref","refined liquids",0.05787283133,2.27931130455597
"247","Europe",2025,"1p5","biomass",0.0085067514,0.404244581080316
"248","Europe",2025,"1p5","coal",1.186367995,56.3767307395241
"249","Europe",2025,"1p5","coal with CCS",0.024415406,1.16023086913952
"250","Europe",2025,"1p5","electricity",0.434987953525,20.6708195384313
"251","Europe",2025,"1p5","gas",0.3484364630905,16.5578545124907
"252","Europe",2025,"1p5","gas with CCS",0.01928365683,0.916367883624756
"253","Europe",2025,"1p5","hydrogen",0.023293476,1.10691626036285
"254","Europe",2025,"1p5","refined liquids",0.0570748026335,2.7122198117628
"255","Europe",2025,"1p5","refined liquids with CCS",0.001991054815,0.0946158035836832
"256","Europe",2025,"1p5 delay","biomass",0.0016565226,0.0713803988739594
"257","Europe",2025,"1p5 delay","coal",1.450365259,62.4969745057227
"258","Europe",2025,"1p5 delay","coal with CCS",0,0
"259","Europe",2025,"1p5 delay","electricity",0.435067686804,18.7472872517649
"260","Europe",2025,"1p5 delay","gas",0.36162855666,15.5827578921079
"261","Europe",2025,"1p5 delay","gas with CCS",0,0
"262","Europe",2025,"1p5 delay","hydrogen",0.014469843,0.62351287267893
"263","Europe",2025,"1p5 delay","refined liquids",0.057508886412,2.47808707885168
"264","Europe",2025,"1p5 delay","refined liquids with CCS",0,0
"265","Europe",2030,"Ref","biomass",0.0062465345,0.243532434986378
"266","Europe",2030,"Ref","coal",1.681845193,65.5697739476866
"267","Europe",2030,"Ref","electricity",0.455302744725,17.7508002363328
"268","Europe",2030,"Ref","gas",0.35635925424223,13.8933094687206
"269","Europe",2030,"Ref","hydrogen",0.0090482827,0.352763651329569
"270","Europe",2030,"Ref","refined liquids",0.05616823816323,2.18982026094408
"271","Europe",2030,"1p5","biomass",0.0176654539,0.962629382364926
"272","Europe",2030,"1p5","coal",0.716739605,39.0567152807566
"273","Europe",2030,"1p5","coal with CCS",0.140164463,7.6378694377732
"274","Europe",2030,"1p5","electricity",0.461815245638,25.1653270383963
"275","Europe",2030,"1p5","gas",0.29326957114177,15.980903051386
"276","Europe",2030,"1p5","gas with CCS",0.0571297268,3.11312428967143
"277","Europe",2030,"1p5","hydrogen",0.0884093642,4.81762043233555
"278","Europe",2030,"1p5","refined liquids",0.05356908055877,2.91909685559484
"279","Europe",2030,"1p5","refined liquids with CCS",0.006362640066,0.346714231721151
"280","Europe",2030,"1p5 delay","biomass",0.0040502339,0.191257048867651
"281","Europe",2030,"1p5 delay","coal",1.23821003,58.4698074390532
"282","Europe",2030,"1p5 delay","coal with CCS",0,0
"283","Europe",2030,"1p5 delay","electricity",0.431673567086,20.3841591753603
"284","Europe",2030,"1p5 delay","gas",0.34293085593531,16.1936187122045
"285","Europe",2030,"1p5 delay","gas with CCS",0,0
"286","Europe",2030,"1p5 delay","hydrogen",0.045433988,2.14544904756446
"287","Europe",2030,"1p5 delay","refined liquids",0.05539263317931,2.61570857694988
"288","Europe",2030,"1p5 delay","refined liquids with CCS",0,0
"289","Europe",2035,"Ref","biomass",0.01064700334,0.420054610413936
"290","Europe",2035,"Ref","coal",1.664411034,65.6657564696064
"291","Europe",2035,"Ref","electricity",0.450737732884,17.7828875167282
"292","Europe",2035,"Ref","gas",0.34223757477072,13.5022472097135
"293","Europe",2035,"Ref","hydrogen",0.012099382,0.477355085741843
"294","Europe",2035,"Ref","refined liquids",0.05453849813672,2.15169910779619
"295","Europe",2035,"1p5","biomass",0.01750532252,1.09944581152858
"296","Europe",2035,"1p5","coal",0.313931017,19.7168684755862
"297","Europe",2035,"1p5","coal with CCS",0.291352973,18.2988234278616
"298","Europe",2035,"1p5","electricity",0.461659931981,28.9951857777642
"299","Europe",2035,"1p5","gas",0.22017753713565,13.8285524713925
"300","Europe",2035,"1p5","gas with CCS",0.09427620521,5.9211464871053
"301","Europe",2035,"1p5","hydrogen",0.1358090394,8.5296731531485
"302","Europe",2035,"1p5","refined liquids",0.04665353944965,2.9301395893905
"303","Europe",2035,"1p5","refined liquids with CCS",0.010829550829,0.6801648062226
"304","Europe",2035,"1p5 delay","biomass",0.01072412154,0.617645890075369
"305","Europe",2035,"1p5 delay","coal",0.731444036,42.1268446996303
"306","Europe",2035,"1p5 delay","coal with CCS",0.11542653,6.6478845464634
"307","Europe",2035,"1p5 delay","electricity",0.421963160091,24.3025790617272
"308","Europe",2035,"1p5 delay","gas",0.27534721621299,15.8583689865237
"309","Europe",2035,"1p5 delay","gas with CCS",0.0412870241,2.37788807723711
"310","Europe",2035,"1p5 delay","hydrogen",0.0858200625,4.94272735453689
"311","Europe",2035,"1p5 delay","refined liquids",0.04940234031699,2.84528223063141
"312","Europe",2035,"1p5 delay","refined liquids with CCS",0.00487513932,0.280779153174613
"313","Europe",2040,"Ref","biomass",0.013479265,0.540117880189555
"314","Europe",2040,"Ref","coal",1.6387295094,65.664345112378
"315","Europe",2040,"Ref","electricity",0.44451173179,17.8117081527667
"316","Europe",2040,"Ref","gas",0.3319160562661,13.2999682632045
"317","Europe",2040,"Ref","hydrogen",0.0135745523,0.543936068680173
"318","Europe",2040,"Ref","refined liquids",0.0534042859541,2.13992452278112
"319","Europe",2040,"1p5","biomass",0.011163052,0.790503152089368
"320","Europe",2040,"1p5","coal",0.1567304017,11.098745806441
"321","Europe",2040,"1p5","coal with CCS",0.320411796,22.6897209387375
"322","Europe",2040,"1p5","electricity",0.44007842454,31.163823456649
"323","Europe",2040,"1p5","gas",0.1626402858688,11.5172498198523
"324","Europe",2040,"1p5","gas with CCS",0.11739759082,8.31342231415815
"325","Europe",2040,"1p5","hydrogen",0.1505097096,10.6582321625713
"326","Europe",2040,"1p5","refined liquids",0.0397201529588,2.81275283098235
"327","Europe",2040,"1p5","refined liquids with CCS",0.0134937462749,0.955549518519005
"328","Europe",2040,"1p5 delay","biomass",0.009216611,0.613548236701191
"329","Europe",2040,"1p5 delay","coal",0.39596032,26.3590115867578
"330","Europe",2040,"1p5 delay","coal with CCS",0.213703713,14.226220059374
"331","Europe",2040,"1p5 delay","electricity",0.41880651051,27.8798786280976
"332","Europe",2040,"1p5 delay","gas",0.21259918958,14.1526921219645
"333","Europe",2040,"1p5 delay","gas with CCS",0.0821808327,5.47076414462112
"334","Europe",2040,"1p5 delay","hydrogen",0.1167206204,7.77007197473009
"335","Europe",2040,"1p5 delay","refined liquids",0.0434899131224,2.89511616694428
"336","Europe",2040,"1p5 delay","refined liquids with CCS",0.009504261484,0.63269708080934
"337","Europe",2045,"Ref","biomass",0.01552889,0.634949825119656
"338","Europe",2045,"Ref","coal",1.600997814,65.4620698592271
"339","Europe",2045,"Ref","electricity",0.43849317364,17.9292379506121
"340","Europe",2045,"Ref","gas",0.321921247912,13.1628107394686
"341","Europe",2045,"Ref","hydrogen",0.0163186383,0.667241286065902
"342","Europe",2045,"Ref","refined liquids",0.052427971722,2.1436903395067
"343","Europe",2045,"1p5","biomass",0.00377071772,0.328293163699511
"344","Europe",2045,"1p5","coal",0.0386778008,3.36743785466165
"345","Europe",2045,"1p5","coal with CCS",0.228132859,19.862122700854
"346","Europe",2045,"1p5","electricity",0.421511658708,36.6984235493178
"347","Europe",2045,"1p5","gas",0.07263677341889,6.32403640827613
"348","Europe",2045,"1p5","gas with CCS",0.15974306986,13.9078450516872
"349","Europe",2045,"1p5","hydrogen",0.17602942988,15.3257980922333
"350","Europe",2045,"1p5","refined liquids",0.029796107912844,2.59416356752358
"351","Europe",2045,"1p5","refined liquids with CCS",0.018284050123,1.59187961174673
"352","Europe",2045,"1p5 delay","biomass",0.0053517535,0.440147989263511
"353","Europe",2045,"1p5 delay","coal",0.1385891476,11.3980837588809
"354","Europe",2045,"1p5 delay","coal with CCS",0.186359986,15.3269340818997
"355","Europe",2045,"1p5 delay","electricity",0.412457850892,33.9220582050468
"356","Europe",2045,"1p5 delay","gas",0.1322769018315,10.8789413352356
"357","Europe",2045,"1p5 delay","gas with CCS",0.13230471248,10.8812285857633
"358","Europe",2045,"1p5 delay","hydrogen",0.1582184988,13.0124741565753
"359","Europe",2045,"1p5 delay","refined liquids",0.03540681923168,2.91198768609962
"360","Europe",2045,"1p5 delay","refined liquids with CCS",0.014932988876,1.22814420123531
"361","Europe",2050,"Ref","biomass",0.016504284,0.693406670941357
"362","Europe",2050,"Ref","coal",1.556216903,65.3824899021308
"363","Europe",2050,"Ref","electricity",0.4288759919,18.0186837423575
"364","Europe",2050,"Ref","gas",0.309437025828,13.0006062635246
"365","Europe",2050,"Ref","hydrogen",0.0180761769,0.759447768081067
"366","Europe",2050,"Ref","refined liquids",0.051063431467,2.14536565296468
"367","Europe",2050,"1p5","biomass",0.0000282778114,0.00299211196995688
"368","Europe",2050,"1p5","coal",0.0006429640131,0.0680328577284458
"369","Europe",2050,"1p5","coal with CCS",0.126387106,13.3731839201251
"370","Europe",2050,"1p5","electricity",0.3953245266856,41.8298018747492
"371","Europe",2050,"1p5","gas",0.00316991441073,0.335412762958171
"372","Europe",2050,"1p5","gas with CCS",0.17271824203,18.2755416286521
"373","Europe",2050,"1p5","hydrogen",0.2057075999865,21.7661884621916
"374","Europe",2050,"1p5","refined liquids",0.020512841302371,2.17049039370318
"375","Europe",2050,"1p5","refined liquids with CCS",0.020587177354,2.17835598792234
"376","Europe",2050,"1p5 delay","biomass",0.0000332926193,0.00351996634620176
"377","Europe",2050,"1p5 delay","coal",0.000685652931,0.0724928014989376
"378","Europe",2050,"1p5 delay","coal with CCS",0.124101207,13.1209884156822
"379","Europe",2050,"1p5 delay","electricity",0.39361752048161,41.6164439597172
"380","Europe",2050,"1p5 delay","gas",0.003235021500627,0.342032770351781
"381","Europe",2050,"1p5 delay","gas with CCS",0.16214635665,17.1434309035345
"382","Europe",2050,"1p5 delay","hydrogen",0.2224393531644,23.5180966133709
"383","Europe",2050,"1p5 delay","refined liquids",0.020389955444553,2.15579183838443
"384","Europe",2050,"1p5 delay","refined liquids with CCS",0.0191737312613,2.02720273111382
"385","Global",2015,"Ref","biomass",0,0
"386","Global",2015,"Ref","coal",26.8119472082,79.7421868045071
"387","Global",2015,"Ref","electricity",4.078091346,12.1287692905467
"388","Global",2015,"Ref","gas",2.31621911969,6.88873420077462
"389","Global",2015,"Ref","gas with CCS",0,0
"390","Global",2015,"Ref","hydrogen",0,0
"391","Global",2015,"Ref","refined liquids",0.4170329363,1.24030970417159
"392","Global",2015,"1p5","biomass",0,0
"393","Global",2015,"1p5","coal",26.8119472182,79.742186810532
"394","Global",2015,"1p5","coal with CCS",0,0
"395","Global",2015,"1p5","electricity",4.078091346,12.1287692869395
"396","Global",2015,"1p5","gas",2.31621911969,6.88873419872582
"397","Global",2015,"1p5","gas with CCS",0,0
"398","Global",2015,"1p5","hydrogen",0,0
"399","Global",2015,"1p5","refined liquids",0.4170329363,1.2403097038027
"400","Global",2015,"1p5","refined liquids with CCS",0,0
"401","Global",2015,"1p5 delay","biomass",0,0
"402","Global",2015,"1p5 delay","coal",26.8119461082,79.7421861417643
"403","Global",2015,"1p5 delay","coal with CCS",0,0
"404","Global",2015,"1p5 delay","electricity",4.078091346,12.1287696873445
"405","Global",2015,"1p5 delay","gas",2.31621911969,6.88873442614245
"406","Global",2015,"1p5 delay","gas with CCS",0,0
"407","Global",2015,"1p5 delay","hydrogen",0,0
"408","Global",2015,"1p5 delay","refined liquids",0.4170329363,1.24030974474884
"409","Global",2015,"1p5 delay","refined liquids with CCS",0,0
"410","Global",2020,"Ref","biomass",0.0150826353517,0.0372214220153956
"411","Global",2020,"Ref","coal",33.0194608624172,81.4865080817816
"412","Global",2020,"Ref","electricity",4.83471318526147,11.9312637079522
"413","Global",2020,"Ref","gas",2.20316882833069,5.43705226694472
"414","Global",2020,"Ref","gas with CCS",0.000000005478899,0.0000000135210065816345
"415","Global",2020,"Ref","hydrogen",0,0
"416","Global",2020,"Ref","refined liquids",0.448958500840788,1.10795450778506
"417","Global",2020,"1p5","biomass",0.014425690522,0.035944613596091
"418","Global",2020,"1p5","coal",31.923049772287,79.5429298253482
"419","Global",2020,"1p5","coal with CCS",0,0
