"","region","year","scenario","em_intensity","em_intensity_2020","abs_reduction","perc_reduction","Units"
"1","China",2020,"1p5",1.97561175927223,1.97561175927223,0,0,"tCO2/t steel"
"2","China",2025,"1p5",1.73907064767788,1.97561175927223,0.23654111159435,-11.973056471454,"tCO2/t steel"
"3","China",2030,"1p5",1.14873614033861,1.97561175927223,0.826875618933623,-41.8541555572753,"tCO2/t steel"
"4","China",2035,"1p5",0.554842899579402,1.97561175927223,1.42076885969283,-71.9153878804714,"tCO2/t steel"
"5","China",2040,"1p5",0.265855634482664,1.97561175927223,1.70975612478957,-86.5431235041545,"tCO2/t steel"
"6","China",2045,"1p5",0.0877810357030914,1.97561175927223,1.88783072356914,-95.5567668955652,"tCO2/t steel"
"7","China",2050,"1p5",0.0406316294461378,1.97561175927223,1.93498012982609,-97.943339360305,"tCO2/t steel"
"8","Europe",2020,"1p5",1.02640773148027,1.02640773148027,0,0,"tCO2/t steel"
"9","Europe",2025,"1p5",0.883630186971622,1.02640773148027,0.142777544508646,-13.9104120253201,"tCO2/t steel"
"10","Europe",2030,"1p5",0.600788875094314,1.02640773148027,0.425618856385954,-41.4668404506398,"tCO2/t steel"
"11","Europe",2035,"1p5",0.337540060098131,1.02640773148027,0.688867671382137,-67.1144273619864,"tCO2/t steel"
"12","Europe",2040,"1p5",0.223804428176389,1.02640773148027,0.802603303303879,-78.1953680479763,"tCO2/t steel"
"13","Europe",2045,"1p5",0.10350180384122,1.02640773148027,0.922905927639048,-89.9161122167356,"tCO2/t steel"
"14","Europe",2050,"1p5",0.0317976684878975,1.02640773148027,0.994610062992371,-96.9020431634864,"tCO2/t steel"
"15","Global",2020,"1p5",1.7522174619127,1.7522174619127,0,0,"tCO2/t steel"
"16","Global",2025,"1p5",1.39312321911527,1.7522174619127,0.359094242797422,-20.4937030136339,"tCO2/t steel"
"17","Global",2030,"1p5",0.873033511199079,1.7522174619127,0.879183950713618,-50.175504457872,"tCO2/t steel"
"18","Global",2035,"1p5",0.450856767067803,1.7522174619127,1.30136069484489,-74.2693600042284,"tCO2/t steel"
"19","Global",2040,"1p5",0.268328222426927,1.7522174619127,1.48388923948577,-84.6863629509762,"tCO2/t steel"
"20","Global",2045,"1p5",0.137607255217291,1.7522174619127,1.61461020669541,-92.1466793815032,"tCO2/t steel"
"21","Global",2050,"1p5",0.055873739467284,1.7522174619127,1.69634372244541,-96.8112554131099,"tCO2/t steel"
"22","India",2020,"1p5",2.86064456421886,2.86064456421886,0,0,"tCO2/t steel"
"23","India",2025,"1p5",1.2256176012087,2.86064456421886,1.63502696301016,-57.1558935864033,"tCO2/t steel"
"24","India",2030,"1p5",0.681333591998521,2.86064456421886,2.17931097222033,-76.1825149296529,"tCO2/t steel"
"25","India",2035,"1p5",0.477426402149055,2.86064456421886,2.3832181620698,-83.3105304964923,"tCO2/t steel"
"26","India",2040,"1p5",0.385066958156556,2.86064456421886,2.4755776060623,-86.5391540433579,"tCO2/t steel"
"27","India",2045,"1p5",0.25839815019587,2.86064456421886,2.60224641402299,-90.9671353992058,"tCO2/t steel"
"28","India",2050,"1p5",0.0765739700790718,2.86064456421886,2.78407059413978,-97.3231917366853,"tCO2/t steel"
"29","Japan",2020,"1p5",1.46744405629466,1.46744405629466,0,0,"tCO2/t steel"
"30","Japan",2025,"1p5",1.33967828783158,1.46744405629466,0.127765768463084,-8.70668751664003,"tCO2/t steel"
"31","Japan",2030,"1p5",0.936538672085204,1.46744405629466,0.530905384209459,-36.178918162646,"tCO2/t steel"
"32","Japan",2035,"1p5",0.524301360644274,1.46744405629466,0.943142695650389,-64.2711176350975,"tCO2/t steel"
"33","Japan",2040,"1p5",0.352041465485561,1.46744405629466,1.1154025908091,-76.00988848771,"tCO2/t steel"
"34","Japan",2045,"1p5",0.163744307324923,1.46744405629466,1.30369974896974,-88.8415298271484,"tCO2/t steel"
"35","Japan",2050,"1p5",0.0783004415639091,1.46744405629466,1.38914361473075,-94.6641617288212,"tCO2/t steel"
"36","ROW",2020,"1p5",1.46174850818328,1.46174850818328,0,0,"tCO2/t steel"
"37","ROW",2025,"1p5",1.03776027883871,1.46174850818328,0.423988229344575,-29.0055523895505,"tCO2/t steel"
"38","ROW",2030,"1p5",0.60348148655574,1.46174850818328,0.858267021627541,-58.715094752806,"tCO2/t steel"
"39","ROW",2035,"1p5",0.322319714564247,1.46174850818328,1.13942879361903,-77.9497148271532,"tCO2/t steel"
"40","ROW",2040,"1p5",0.21212492633746,1.46174850818328,1.24962358184582,-85.4882748195107,"tCO2/t steel"
"41","ROW",2045,"1p5",0.124649389048315,1.46174850818328,1.33709911913497,-91.4725831187449,"tCO2/t steel"
"42","ROW",2050,"1p5",0.0632333498923234,1.46174850818328,1.39851515829096,-95.6741293363171,"tCO2/t steel"
"43","South Korea",2020,"1p5",1.27137872500413,1.27137872500413,0,0,"tCO2/t steel"
"44","South Korea",2025,"1p5",1.11976787547901,1.27137872500413,0.151610849525118,-11.9249163560312,"tCO2/t steel"
"45","South Korea",2030,"1p5",0.769714047711933,1.27137872500413,0.501664677292194,-39.4583193367945,"tCO2/t steel"
"46","South Korea",2035,"1p5",0.446999065876302,1.27137872500413,0.824379659127825,-64.8413917045174,"tCO2/t steel"
"47","South Korea",2040,"1p5",0.309165865343029,1.27137872500413,0.962212859661098,-75.6826302609377,"tCO2/t steel"
"48","South Korea",2045,"1p5",0.167090618922473,1.27137872500413,1.10428810608165,-86.8575259569543,"tCO2/t steel"
"49","South Korea",2050,"1p5",0.0543090492882544,1.27137872500413,1.21706967571587,-95.7283342704922,"tCO2/t steel"
"50","US",2020,"1p5",0.879807994974483,0.879807994974483,0,0,"tCO2/t steel"
"51","US",2025,"1p5",0.667310085358095,0.879807994974483,0.212497909616388,-24.1527595600618,"tCO2/t steel"
"52","US",2030,"1p5",0.378128511507584,0.879807994974483,0.5016794834669,-57.0214735865693,"tCO2/t steel"
"53","US",2035,"1p5",0.16015595153394,0.879807994974483,0.719652043440543,-81.7964882737188,"tCO2/t steel"
"54","US",2040,"1p5",0.0769963980200133,0.879807994974483,0.80281159695447,-91.2484998477143,"tCO2/t steel"
"55","US",2045,"1p5",0.0249535117984522,0.879807994974483,0.854854483176031,-97.1637548259406,"tCO2/t steel"
"56","US",2050,"1p5",0.0132027236499989,0.879807994974483,0.866605271324484,-98.4993630740555,"tCO2/t steel"
