IRONSTL production by tech,,,,,,,,,,,,,,,,,,,,
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00681445,0.068157,0.19224242,0.78648868,0.7758453,0.49274674,0.047996634,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,EAF with DRI,iron and steel,EAF with DRI,8.42,10.5,12.4,10.6,11.2374,9.74142,7.45467,6.957771,7.333256,6.770546,3.680508,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,1.58068,3.63475,6.287093,7.916743,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.972514,2.705618,4.856516,6.347977,8.112359,10.445542,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,EAF with scrap,iron and steel,EAF with scrap,8.42,10.5,12.4,10.6,10.82753,10.46032,10.0377,9.798929,10.552419,11.992673,13.623189,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.37,1.4001,1.3,3.52,4.44364,7.58912,10.976134,9.880045,7.216304,3.973071,0.93480934,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,1.86934,7.04631,13.935122,16.877919,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0142504,0.0823415,0.15216957,0.22652559,0.1941481,0.016096921,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.31E-04,0.013284309,0.040115458,0.150141571,0.16911824,0.12229126,0.012633198,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,4.9333,9.427,12.13,9.4236,11.53438,18.05675,24.27195,26.737506,27.30872,24.45466,15.17095,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,3.46611,7.98599,13.16542,22.901477,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0937239,0.3144034,0.7995163,1.5986898,2.8250911,6.077547,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.55778,2.98,3.838,2.9714,3.5976,5.629528,7.797564,9.422891,11.008538,12.371097,13.028552,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,9.1,10,10.4,13.3,13.42134,10.48373,8.14989,4.208531,2.2255828,0.78371271,0.002071693,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,0.395142,0.450532,0.3380912,0.1945914,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00770527,0.06047424,0.1063235,0.10822059,0.06730467,0.002504623,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0019997,0.00952866,0.031885633,0.112809401,0.10479929,0.06482458,0.003133352,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,EAF with DRI,iron and steel,EAF with DRI,4.8,6.76,7.11,6.13,6.44175,5.45575,5.67297,5.665825,5.472245,4.917852,2.913794,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.734463,1.300363,2.116981,3.795451,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.00686635,0.0403302,0.0812058,0.0995303,0.13929287,0.30859944,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.52,2.14,2.25,1.94,2.046073,1.749253,1.895066,2.0621842,2.1454305,2.368518,2.639931,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,BLASTFUR,iron and steel,BLASTFUR,49.3,42.7,31.2,29.4,32.53265,29.92328,25.33445,13.97735,6.830619,1.92266102,0.001230366,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,3.12502,5.06255,4.09157,2.365161,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0179978,0.0959213,0.16367992,0.15203432,0.08358688,4.44E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00245966,0.0160673,0.04114926,0.141132704,0.1240058,0.073254197,5.51E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,EAF with DRI,iron and steel,EAF with DRI,10.9,13,12.3,12.4,13.37529,11.68271,9.98513,5.358243,2.5389,0.651179,0.003194592,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,1.32411,2.35459,3.121661,2.366626,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.974015,3.032162,6.716348,9.783028,13.840777,17.918732,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,EAF with scrap,iron and steel,EAF with scrap,32.8,39.1,37,37.1,42.7157,43.5984,47.56486,51.05646,52.79951,53.03635,50.5748,0,0,0,Mt
IRONSTL production by tech,,,,,,,,,,,,,,,,,,,,
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,1.68E-04,3.25E-05,7.74E-05,2.65E-04,0.001491048,0.018158679,0.242428607,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,5.37E-06,5.70E-06,2.66E-05,1.34E-04,9.86E-04,0.014836581,0.236815544,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0486491,0.2188195,0.6277142,1.4661505,2.5859021,2.0752241,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0436405,0.0776399,0.1839491,0.38904444,0.66919166,0.8415638,0.5858162,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0139,0.0152,0.0152,0.0152,0.001637958,0.001573409,0.004238383,0.011004769,0.033961342,0.140091535,0.78658237,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,2.59E-05,1.49E-04,7.38E-04,0.002786085,0.011262849,0.057260598,0.372980542,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.00103037,0.002933517,0.007645034,0.022644327,0.089608663,0.48622146,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00438,0.0048,0.0048,0.0048,5.50E-04,9.80E-04,0.002767682,0.007524881,0.024166599,0.102549431,0.59179738,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.92556,2.1154,1.2631,1.2263,1.534303,2.03928,2.52196,2.881265,3.074211,3.196012,3.277277,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0.00459296,0.16536209,0.49833648,0.935578173,1.3592492,1.8502814,2.330171,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,7.38E-05,1.62E-04,2.08E-04,1.52E-04,2.47E-05,1.99E-07,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,9.17E-06,7.77E-05,1.43E-04,1.64E-04,1.20E-04,2.41E-05,6.52E-08,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.9853,4.5832,5.73,4.447,5.20391,5.73003,5.776717,5.514203,5.226574,4.642961,3.551391,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.190146,0.542235,0.955617,1.3144315,1.710886,2.3316476,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0424965,0.1005316,0.1444379,0.13952397,0.12457958,0.11696222,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.6276,1.447,1.81,1.4004,1.590637,1.796325,1.957476,2.0666383,2.157503,2.211533,2.293235,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.0030061,0.03070078,0.13784152,0.392794773,0.95979869,2.0293484,3.4121603,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,7.72E-09,0.005241116,0.042824034,0.175508391,0.568213081,1.50903719,3.0572218,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00580166,0.02980694,0.08220894,0.14320434,0.13255704,0.06967192,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.69E-05,0.005036324,0.022434123,0.051071252,0.070068971,0.05484477,0.026987443,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0173,0.095,0.095,0.095,0.08221424,0.03481658,0.01590104,0.013295493,0.013857576,0.00565102,3.30E-04,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.00153902,0.00873032,0.02655968,0.061376284,0.104477705,0.105727058,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0898466,0.3867938,1.0071064,2.1379535,3.912522,6.497721,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00548,0.03,0.03,0.03,0.02714788,0.03224389,0.06786325,0.152454031,0.32122474,0.57677102,0.9141026,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR,2.03,2.57,2.6,2.82,2.890579,2.172309,1.779963,1.427858,1.3433042,1.072548,0.929897,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,7.98E-09,0.050887607,0.285091404,0.498791801,0.64021318,0.6401802,0.7576174,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00112307,0.004019157,0.005195117,0.004402493,0.002365781,1.70E-04,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,3.46E-04,0.001294522,0.00329793,0.003695879,0.002766447,0.00138948,1.27E-04,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.56,2.13,1.93,1.68,1.390435,0.5279788,0.17522641,0.03487368,0.011679926,7.99E-04,2.64E-05,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.00566578,0.02872829,0.04552514,0.053528979,0.02900776,0.01672312,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.371329,1.675473,2.605135,2.8910373,2.131697,1.624392,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.493,0.674,0.608,0.529,0.563119,0.4473878,0.5180591,0.6647779,1.0080883,2.6755849,3.407787,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR,6.004,6.985,6.69,4.383,4.91889,3.545071,1.778865,0.5118601,0.150716,0.030803597,1.11E-04,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,1.30076,3.04203,4.145765,4.158356,2.810005,1.520069,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0735288,0.1514656,0.1756352,0.1356791,0.06570342,0.001951462,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0016264,0.0594942,0.109469788,0.11412708,0.07925587,0.035939357,0.001329913,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.869,1.266,1.111,1.017,1.159676,1.010581,0.777042,0.5692092,0.4571403,0.3103038,0.02679806,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0488784,0.1495822,0.2716602,0.40184398,0.6554013,0.9183371,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.118626,0.3048507,0.4843648,0.5999449,0.8560522,1.1200615,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.2738,0.3992,0.3508,0.3214,0.384648,0.4915442,0.6750758,0.9358238,1.3508765,2.5373827,3.7508883,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR,20.2,24.7,25.1,26.5,27.30371,21.19295,12.07249,4.832474,2.297276,0.8481389,0.058555845,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,6.94277,17.54586,24.82172,25.97218,18.74686,11.68395,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.189851,0.390733,0.4502344,0.3516107,0.17555893,0.014924247,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0045489,0.17960775,0.31817365,0.323413598,0.2234764,0.10130569,0.010348224,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI,3.99,5.29,5.94,5.11,4.94485,4.290175,3.077259,2.074414,1.550286,0.965664,0.1053211,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.23963,0.688384,1.167529,1.633837,2.3870237,3.05248,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,1.15293,2.798098,4.120214,4.735217,6.44532,9.820131,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.26,1.67,1.87,1.61,1.745679,2.621034,3.926333,5.3763336,7.374959,13.136328,15.921731,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR,8.77,8.97,7.65,6.72,7.41396,5.457144,2.803795,0.8336695,0.2431788,0.018938524,2.89E-05,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,1.3385,2.7678,3.492029,3.122612,1.865983,0.851569,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0195983,0.0342653,0.0350029,0.02153681,0.002139669,6.38E-06,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.71E-04,0.018276908,0.02845717,0.026436211,0.01617579,0.002766917,3.59E-06,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.59,1.59,1.34,1.44,1.179056,0.2550469,0.07971267,0.02510554,0.007491691,5.77E-04,1.08E-05,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0275316,0.052719,0.06498271,0.05368828,0.020021595,0.0049827,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.602075,1.140282,1.42841,1.2106266,0.7373044,0.4356008,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with scrap,iron and steel,EAF with scrap,4.78,4.77,4.02,4.32,5.04778,6.36391,7.599412,8.922044,10.422672,12.73701,14.074385,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.0010033,3.00E-04,4.00E-04,5.00E-04,0.113450787,0.755433,1.590496013,2.3800277,3.071401,3.471716,3.176054,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.121983,0.4467318,0.9845933,1.7848817,2.8991511,4.572613,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,4.04E-05,1.05E-04,1.60E-04,1.40E-04,2.76E-05,3.59E-07,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,1.33E-06,3.77E-05,8.74E-05,1.19E-04,1.03E-04,2.00E-05,8.54E-08,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.9181,0.9217,0.9016,1.0652,1.143709,0.945921,0.590551,0.307731,0.1525689,0.03127747,0.001053475,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0657133,0.1755664,0.3008048,0.4396707,0.5554819,0.5033541,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.193572,0.46869,0.7575035,0.9623783,1.2220088,1.4874231,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.28949,0.2912,0.2849,0.3366,0.351883,0.5163743,0.6668939,0.7762527,0.889371,0.9727849,1.1408459,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.454,4.625,3.376,3.62,4.63399,1.2820216,0.5217111,0.12923533,0.01411546,0.002799548,2.06E-05,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.639197,1.060088,1.433119,1.797674,1.4483447,0.985756,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,3.41486,5.07592,5.88113,5.36232,3.174021,1.4227971,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.159013,2.744261,3.6852336,3.7405468,2.8366,1.4440928,0.57427097,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.203,0.57,1.2742,0.846,0.834403,0.08962242,0.06472238,0.06357135,0.07197805,0.05546225,0.003959542,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0165012,0.02977175,0.06866171,0.15910091,0.30405949,0.39192328,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.602627,0.971162,1.761248,3.016354,5.02439,7.13306,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0642,0.1802,0.4018,0.2668,0.367885,0.2925303,0.3869316,0.6344586,1.3174903,3.0211548,3.7761541,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR,98.9,314,572,756,955.188,710.6842,378.2934,119.97924,31.168904,6.201805,0.020943756,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,104.874,262.2368,325.7825,233.4281,129.9982,53.52377,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,13.3482,27.9243,28.95426,18.44186,7.557128,0.23070466,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.448827,12.270823,21.749614,20.0629949,11.895583,4.4827428,0.164779314,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.922,2.09,3.32,2.37,12.749577,8.351983,7.5034112,5.107497,3.171696,0.6250711,0.011629974,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,2.30554,6.389804,10.347049,15.322207,17.400222,12.046953,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,10.0298,41.75633,81.46318,116.02163,138.68003,149.20793,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with scrap,iron and steel,EAF with scrap,17.5,39.7,63,45.1,70.67,100.8865,160.29911,229.03323,302.6165,351.7837,354.5311,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.255,0.335,0.34,0.241,0.2637996,0.04564964,0.009527926,8.93E-04,3.48E-05,2.51E-06,6.24E-08,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.0776318,0.1280435,0.1530662,0.1497949,0.1114299,0.04198143,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.306514,0.507834,0.591642,0.5150154,0.3170249,0.07363546,0,0,0,Mt
"2_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00644934,0.26623878,0.39477863,0.40352449,0.2984998,0.1540398,0.038176536,0,0,0,Mt
