IRONSTL inputs by tech (energy and feedstocks)
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,4.522739E-5,3.16928467232E-4,0.0013634664359749998,0.004221437522841,0.008506086744,0.0120719326,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,7.32567E-4,0.001997267,0.005258155,0.009721697,0.012657931,0.013788357000000001,0.009114408,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,1.60528E-4,0.00118564,0.0052718762,0.016271939899999997,0.030575545,0.025437865,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,elect_td_ind,0.0,0.0,0.001164307,0.0020408989999999997,2.5665017509999996E-4,3.4251516473000004E-4,0.0010180165380260001,0.0029811916793890006,0.009583114404654001,0.0373665729792,0.21077939069,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,refined liquids industrial,0.0,0.0,0.0,0.0,4.36626E-7,1.307948E-6,4.0020726E-6,9.6542979E-6,1.94583308E-5,3.0604861E-5,2.4057372999999997E-5,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,scrap,0.0,0.0,0.0,0.0,6.04071E-4,7.5917623864E-4,0.00232428606306,0.00734939101231,0.0264521926258,0.11227417767,0.64617786,0.0,0.0,0.0,Mt,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,wholesale gas,0.0,0.0,0.0,0.0,4.36626E-7,1.307948E-6,4.0020726E-6,9.6542979E-6,1.94583308E-5,3.0604861E-5,2.4057372999999997E-5,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,3.042516025E-4,0.0011632049698999999,0.0017951367416,0.00177522854809,0.00157611914724,0.001434929264229,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.55986E-7,1.427934E-6,2.7255795E-6,3.1658276E-6,2.314037E-6,4.4927840000000003E-7,1.123419E-9,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,1.34979E-7,5.17392E-7,1.1871511E-6,1.4422083E-6,3.0698028E-7,2.914849E-9,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,elect_td_ind,0.003599981,0.003935157,0.0053647389999999994,0.002606132,0.00304435399668,0.0035130828138600005,0.0038163988224800003,0.003962360701980999,0.004024075942992999,0.0039576884512190005,0.0037972375499999997,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,refined liquids industrial,0.00276271936,0.00535782922,0.0,0.0,0.0,7.75161E-10,1.881922E-9,2.6980270000000003E-9,2.331855E-9,2.30569E-10,0.0,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,scrap,0.0,0.0,0.0,0.0,0.489917,1.193177,1.8570959999999999,2.2577382999999998,2.359997,2.421533,2.510172,0.0,0.0,0.0,Mt,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,wholesale gas,0.00816278412,0.008748870019999999,0.01385554727,0.00862299419,0.010088604460000001,0.011437331708660998,0.011927640215122002,0.011866792263277,0.011685748386655,0.011037737781069002,0.0099432760255,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,0.0011509869,0.00524040441,0.0135134038,0.02829274129,0.05030447778,0.08089664177,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.28977E-6,1.0925049E-4,4.86500886E-4,0.001080156987,0.0013800872,0.0010541468,5.064963200000001E-4,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,delivered coal,0.00297206,0.0,0.0,0.0,0.0,1.24904E-5,1.192587E-4,6.0562819E-4,0.0016905496799999998,0.0017551942,9.89541E-4,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,elect_td_ind,0.0,2.51159E-4,0.001438148,0.0024391449999999998,0.002160480042,0.0032994833522,0.010207534498000001,0.02565065720874,0.0549477568483,0.102436735431,0.16766915485080006,0.0,0.0,0.0,EJ,
