"","region","scenario","sector","Units","year","value"
"1","China","0_1p5C","iron and steel","MTCO2",2050,22.1561144347349
"2","China","0_1p5C_delay","iron and steel","MTCO2",2050,22.1437959960023
"3","China","1_1p5C","iron and steel","MTCO2",2050,22.1425226675373
"4","China","1_1p5C_delay","iron and steel","MTCO2",2050,22.1256664155338
"5","China","2_1p5C","iron and steel","MTCO2",2050,22.4684537262016
"6","China","2_1p5C_delay","iron and steel","MTCO2",2050,22.7910130356332
"7","China","3_1p5C","iron and steel","MTCO2",2050,22.1587969839311
"8","China","3_1p5C_delay","iron and steel","MTCO2",2050,22.1433353486108
"9","EU-27","0_1p5C","iron and steel","MTCO2",2050,3.42675434798425
"10","EU-27","0_1p5C_delay","iron and steel","MTCO2",2050,3.31679484017176
"11","EU-27","1_1p5C","iron and steel","MTCO2",2050,3.42517945457329
"12","EU-27","1_1p5C_delay","iron and steel","MTCO2",2050,3.31429633821239
"13","EU-27","2_1p5C","iron and steel","MTCO2",2050,3.40617352434093
"14","EU-27","2_1p5C_delay","iron and steel","MTCO2",2050,3.30016610071496
"15","EU-27","3_1p5C","iron and steel","MTCO2",2050,3.42769011022738
"16","EU-27","3_1p5C_delay","iron and steel","MTCO2",2050,3.31721349628799
"17","Global","0_1p5C","iron and steel","MTCO2",2050,88.8948939154141
"18","Global","0_1p5C_delay","iron and steel","MTCO2",2050,95.1984330900028
"19","Global","1_1p5C","iron and steel","MTCO2",2050,94.592619368859
"20","Global","1_1p5C_delay","iron and steel","MTCO2",2050,101.010154635442
"21","Global","2_1p5C","iron and steel","MTCO2",2050,94.8284522070823
"22","Global","2_1p5C_delay","iron and steel","MTCO2",2050,101.762863870421
"23","Global","3_1p5C","iron and steel","MTCO2",2050,89.2441707470935
"24","Global","3_1p5C_delay","iron and steel","MTCO2",2050,95.4722484390494
"25","India","0_1p5C","iron and steel","MTCO2",2050,30.666616261329
"26","India","0_1p5C_delay","iron and steel","MTCO2",2050,32.4426545200527
"27","India","1_1p5C","iron and steel","MTCO2",2050,34.7851364724534
"28","India","1_1p5C_delay","iron and steel","MTCO2",2050,36.1514377714902
"29","India","2_1p5C","iron and steel","MTCO2",2050,31.1532640771078
"30","India","2_1p5C_delay","iron and steel","MTCO2",2050,33.0914465081329
"31","India","3_1p5C","iron and steel","MTCO2",2050,30.9117742896231
"32","India","3_1p5C_delay","iron and steel","MTCO2",2050,32.6241368370288
"33","Japan","0_1p5C","iron and steel","MTCO2",2050,4.36955790770902
"34","Japan","0_1p5C_delay","iron and steel","MTCO2",2050,4.28519068992214
"35","Japan","1_1p5C","iron and steel","MTCO2",2050,4.36855466128455
"36","Japan","1_1p5C_delay","iron and steel","MTCO2",2050,4.28371318680635
"37","Japan","2_1p5C","iron and steel","MTCO2",2050,4.35517413910369
"38","Japan","2_1p5C_delay","iron and steel","MTCO2",2050,4.27179005120455
"39","Japan","3_1p5C","iron and steel","MTCO2",2050,4.37003990924155
"40","Japan","3_1p5C_delay","iron and steel","MTCO2",2050,4.28554013386538
"41","ROW","0_1p5C","iron and steel","MTCO2",2050,25.3971887896417
"42","ROW","0_1p5C_delay","iron and steel","MTCO2",2050,29.8482460092387
"43","ROW","1_1p5C","iron and steel","MTCO2",2050,26.995502218013
"44","ROW","1_1p5C_delay","iron and steel","MTCO2",2050,31.976960059644
"45","ROW","2_1p5C","iron and steel","MTCO2",2050,31.9670457717057
"46","ROW","2_1p5C_delay","iron and steel","MTCO2",2050,36.8600435581809
"47","ROW","3_1p5C","iron and steel","MTCO2",2050,25.4970078362998
"48","ROW","3_1p5C_delay","iron and steel","MTCO2",2050,29.940413081084
"49","South Korea","0_1p5C","iron and steel","MTCO2",2050,1.95117468948783
"50","South Korea","0_1p5C_delay","iron and steel","MTCO2",2050,2.22161107045357
"51","South Korea","1_1p5C","iron and steel","MTCO2",2050,1.9489025287446
"52","South Korea","1_1p5C_delay","iron and steel","MTCO2",2050,2.21893058776713
"53","South Korea","2_1p5C","iron and steel","MTCO2",2050,0.559784025833475
"54","South Korea","2_1p5C_delay","iron and steel","MTCO2",2050,0.514790948291631
"55","South Korea","3_1p5C","iron and steel","MTCO2",2050,1.95105047183614
"56","South Korea","3_1p5C_delay","iron and steel","MTCO2",2050,2.2214294894984
"57","US","0_1p5C","iron and steel","MTCO2",2050,0.927487484527413
"58","US","0_1p5C_delay","iron and steel","MTCO2",2050,0.940139964161759
"59","US","1_1p5C","iron and steel","MTCO2",2050,0.926821366252851
"60","US","1_1p5C_delay","iron and steel","MTCO2",2050,0.939150275987749
"61","US","2_1p5C","iron and steel","MTCO2",2050,0.918556942789039
"62","US","2_1p5C_delay","iron and steel","MTCO2",2050,0.933613668263268
"63","US","3_1p5C","iron and steel","MTCO2",2050,0.927811145934555
"64","US","3_1p5C_delay","iron and steel","MTCO2",2050,0.940180052674075
