"","scenario","region","year","value"
"1","1p5","China",2015,10827.6925587328
"2","1p5","China",2020,12729.7160572837
"3","1p5","China",2025,9978.20069301664
"4","1p5","China",2030,7053.72504834465
"5","1p5","China",2035,4476.89119816522
"6","1p5","China",2040,2463.84576005333
"7","1p5","China",2045,709.703094176961
"8","1p5","China",2050,-568.855951869595
"9","1p5","EU-27",2015,3513.08163767636
"10","1p5","EU-27",2020,3442.66161943696
"11","1p5","EU-27",2025,2892.00765372477
"12","1p5","EU-27",2030,2174.30793629435
"13","1p5","EU-27",2035,1554.11921327888
"14","1p5","EU-27",2040,917.812814120249
"15","1p5","EU-27",2045,314.553013235112
"16","1p5","EU-27",2050,-254.374024796156
"17","1p5","Global",2015,38837.9169936232
"18","1p5","Global",2020,37829.2523601755
"19","1p5","Global",2025,30289.2844429061
"20","1p5","Global",2030,22046.8654865407
"21","1p5","Global",2035,14982.2809338258
"22","1p5","Global",2040,8171.18263566823
"23","1p5","Global",2045,1494.19122893708
"24","1p5","Global",2050,-4730.22997997732
"25","1p5","India",2015,2295.77663268124
"26","1p5","India",2020,2658.22952195969
"27","1p5","India",2025,2407.06534733022
"28","1p5","India",2030,1899.88890272012
"29","1p5","India",2035,1345.59169937314
"30","1p5","India",2040,890.391358351678
"31","1p5","India",2045,407.702543738181
"32","1p5","India",2050,6.25357867593864
"33","1p5","Japan",2015,1190.1522055095
"34","1p5","Japan",2020,1160.66553258149
"35","1p5","Japan",2025,1032.19867369768
"36","1p5","Japan",2030,797.31391267577
"37","1p5","Japan",2035,505.328925068795
"38","1p5","Japan",2040,269.536573129986
"39","1p5","Japan",2045,126.756752550182
"40","1p5","Japan",2050,2.10592758802378
"41","1p5","ROW",2015,15484.113026686
"42","1p5","ROW",2020,12251.6477924578
"43","1p5","ROW",2025,9227.96666736954
"44","1p5","ROW",2030,6430.91294895923
"45","1p5","ROW",2035,4344.90365513765
"46","1p5","ROW",2040,1932.28787627772
"47","1p5","ROW",2045,-746.924597588714
"48","1p5","ROW",2050,-3576.56634079845
"49","1p5","South Korea",2015,663.8723379112
"50","1p5","South Korea",2020,689.078641104333
"51","1p5","South Korea",2025,587.191683714533
"52","1p5","South Korea",2030,460.8761251248
"53","1p5","South Korea",2035,333.12968314439
"54","1p5","South Korea",2040,196.770536267688
"55","1p5","South Korea",2045,94.8244092392198
"56","1p5","South Korea",2050,13.1909578931003
"57","1p5","US",2015,4863.22859442611
"58","1p5","US",2020,4897.25319535155
"59","1p5","US",2025,4164.65372405268
"60","1p5","US",2030,3229.84061242177
"61","1p5","US",2035,2422.31655965774
"62","1p5","US",2040,1500.53771746758
"63","1p5","US",2045,587.576013586137
"64","1p5","US",2050,-351.984126670184
"65","1p5 delay","China",2015,10827.6925587328
"66","1p5 delay","China",2020,12729.7160200624
"67","1p5 delay","China",2025,13694.8361004612
"68","1p5 delay","China",2030,13949.370780308
"69","1p5 delay","China",2035,9458.31688337466
"70","1p5 delay","China",2040,4947.62982192615
"71","1p5 delay","China",2045,1887.16449915687
"72","1p5 delay","China",2050,-571.540169679794
"73","1p5 delay","EU-27",2015,3513.08163767636
"74","1p5 delay","EU-27",2020,3442.66161717142
"75","1p5 delay","EU-27",2025,3649.56745908509
"76","1p5 delay","EU-27",2030,3639.58981369267
"77","1p5 delay","EU-27",2035,2689.52429525533
"78","1p5 delay","EU-27",2040,1641.04112215918
"79","1p5 delay","EU-27",2045,604.904183060668
"80","1p5 delay","EU-27",2050,-428.793099997973
"81","1p5 delay","Global",2015,38837.9169936232
"82","1p5 delay","Global",2020,37829.2518255744
"83","1p5 delay","Global",2025,41531.1097793084
"84","1p5 delay","Global",2030,43430.3230352134
"85","1p5 delay","Global",2035,30469.3239729434
"86","1p5 delay","Global",2040,17030.0448733229
"87","1p5 delay","Global",2045,5315.46369891857
"88","1p5 delay","Global",2050,-6073.32973132626
"89","1p5 delay","India",2015,2295.77663268124
"90","1p5 delay","India",2020,2658.22957972357
"91","1p5 delay","India",2025,3649.00269373823
"92","1p5 delay","India",2030,4347.95567383216
"93","1p5 delay","India",2035,3561.08860304192
"94","1p5 delay","India",2040,2168.99692533557
"95","1p5 delay","India",2045,858.534518724453
"96","1p5 delay","India",2050,-25.624575498484
"97","1p5 delay","Japan",2015,1190.1522055095
"98","1p5 delay","Japan",2020,1160.66546576751
"99","1p5 delay","Japan",2025,1174.41356411434
"100","1p5 delay","Japan",2030,1137.74718310264
"101","1p5 delay","Japan",2035,917.619889057999
"102","1p5 delay","Japan",2040,528.485993780148
"103","1p5 delay","Japan",2045,198.869890469097
"104","1p5 delay","Japan",2050,23.0383150701747
"105","1p5 delay","ROW",2015,15484.113026686
"106","1p5 delay","ROW",2020,12251.6477112698
"107","1p5 delay","ROW",2025,13491.7915309727
"108","1p5 delay","ROW",2030,14437.9601823734
"109","1p5 delay","ROW",2035,9272.74646370449
"110","1p5 delay","ROW",2040,4807.55598553135
"111","1p5 delay","ROW",2045,537.65301686218
"112","1p5 delay","ROW",2050,-4559.21659939432
"113","1p5 delay","South Korea",2015,663.8723379112
"114","1p5 delay","South Korea",2020,689.078644661
"115","1p5 delay","South Korea",2025,709.821376512233
"116","1p5 delay","South Korea",2030,708.740384313133
"117","1p5 delay","South Korea",2035,551.727967749567
"118","1p5 delay","South Korea",2040,363.510403141784
"119","1p5 delay","South Korea",2045,147.948871884902
"120","1p5 delay","South Korea",2050,8.73519773115645
"121","1p5 delay","US",2015,4863.22859442611
"122","1p5 delay","US",2020,4897.25278691876
"123","1p5 delay","US",2025,5161.67705442456
"124","1p5 delay","US",2030,5208.95901759137
"125","1p5 delay","US",2035,4018.29987075941
"126","1p5 delay","US",2040,2572.82462144869
"127","1p5 delay","US",2045,1080.3887187604
"128","1p5 delay","US",2050,-519.928799557022
"129","Ref","China",2015,10827.6925587328
"130","Ref","China",2020,12769.9898910066
"131","Ref","China",2025,13850.9108748087
"132","Ref","China",2030,14268.9501618959
"133","Ref","China",2035,14270.350198278
"134","Ref","China",2040,14025.2986516127
"135","Ref","China",2045,13605.2655307434
"136","Ref","China",2050,12997.5723661664
"137","Ref","EU-27",2015,3513.08163767636
"138","Ref","EU-27",2020,3445.86533110454
"139","Ref","EU-27",2025,3653.00788609834
"140","Ref","EU-27",2030,3652.85034947816
"141","Ref","EU-27",2035,3648.94564865115
"142","Ref","EU-27",2040,3608.9539400802
"143","Ref","EU-27",2045,3677.09074465985
"144","Ref","EU-27",2050,3676.31663187856
"145","Ref","Global",2015,38837.9169936232
"146","Ref","Global",2020,37887.4023804162
"147","Ref","Global",2025,41849.3091265247
"148","Ref","Global",2030,44063.9728400012
"149","Ref","Global",2035,45634.342812551
"150","Ref","Global",2040,46726.8104105055
"151","Ref","Global",2045,47994.2535577885
"152","Ref","Global",2050,48789.9172932536
"153","Ref","India",2015,2295.77663268124
"154","Ref","India",2020,2667.45533638799
"155","Ref","India",2025,3705.69150253582
"156","Ref","India",2030,4473.91509529132
"157","Ref","India",2035,5253.84026101439
"158","Ref","India",2040,5980.19922164848
"159","Ref","India",2045,6587.32523991589
"160","Ref","India",2050,7152.19508077375
"161","Ref","Japan",2015,1190.1522055095
"162","Ref","Japan",2020,1161.24902404541
"163","Ref","Japan",2025,1188.63478521719
"164","Ref","Japan",2030,1163.20569585635
"165","Ref","Japan",2035,1126.75335173445
"166","Ref","Japan",2040,1082.73108885534
"167","Ref","Japan",2045,1055.05572361896
"168","Ref","Japan",2050,1022.20535043387
"169","Ref","ROW",2015,15484.113026686
"170","Ref","ROW",2020,12253.3880741209
"171","Ref","ROW",2025,13571.1323262269
"172","Ref","ROW",2030,14566.9054773822
"173","Ref","ROW",2035,15358.6642310595
"174","Ref","ROW",2040,16061.2952715124
"175","Ref","ROW",2045,17025.2129995514
"176","Ref","ROW",2050,17870.8123002893
"177","Ref","South Korea",2015,663.8723379112
"178","Ref","South Korea",2020,691.306250118
"179","Ref","South Korea",2025,718.011540448033
"180","Ref","South Korea",2030,725.976587099866
"181","Ref","South Korea",2035,721.467636389866
"182","Ref","South Korea",2040,705.588276584473
"183","Ref","South Korea",2045,682.900715591571
"184","Ref","South Korea",2050,655.274069602827
"185","Ref","US",2015,4863.22859442611
"186","Ref","US",2020,4898.14847363278
"187","Ref","US",2025,5161.92021118971
"188","Ref","US",2030,5212.16947299745
"189","Ref","US",2035,5254.32148542361
"190","Ref","US",2040,5262.74396021194
"191","Ref","US",2045,5361.40260370747
"192","Ref","US",2050,5415.54149410898
