"","region","scenario","sector","subsector","output","technology","Units","year","share"
"247","EU-27","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,49.8485089136098
"248","EU-27","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,61.2510472264087
"249","EU-27","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,23.2325947039333
"250","EU-27","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,0
"251","EU-27","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,0.438410377037878
"252","EU-27","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,1.47571864838367
"253","EU-27","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,0.298094630394439
"254","EU-27","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,12.3529655414164
"255","EU-27","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,16.8143693991673
"256","EU-27","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,15.5829523607718
"257","EU-27","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,2.25573120968321
