IRONSTL inputs by tech (energy and feedstocks)
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Eastern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,7.829745E-5,5.2590348704E-4,0.0018353673257899999,0.004358675811,0.007325999370000001,0.011170021950000001,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Eastern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,7.32567E-4,0.001693867,0.003727006,0.005915731,0.006299180999999999,0.004243487,0.0019669270299999997,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Eastern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,2.85157E-4,0.001970794,0.006915996,0.0144250501,0.012346257000000001,0.0069576968,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Eastern,iron and steel,elect_td_ind,0.0,0.0,0.001164307,0.0020408989999999997,2.566501851E-4,4.7171454345399993E-4,0.001559692243124,0.005226893463677,0.02815820792095,0.1488682442432,0.3505723663749999,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Eastern,iron and steel,refined liquids industrial,0.0,0.0,0.0,0.0,4.36626E-7,1.218365E-6,3.6643519999999995E-6,8.5896394E-6,1.43161375E-5,1.1568846000000001E-5,6.26659179E-6,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Eastern,iron and steel,scrap,0.0,0.0,0.0,0.0,6.04071E-4,0.0011292610136,0.0039500688085,0.0142366090775,0.0824331165,0.439385892,1.02956717,0.0,0.0,0.0,Mt,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Eastern,iron and steel,wholesale gas,0.0,0.0,0.0,0.0,4.36626E-7,1.218365E-6,3.6643519999999995E-6,8.5896394E-6,1.43161375E-5,1.1568846000000001E-5,6.26659179E-6,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Northern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,2.287653627E-4,6.785243431E-4,9.4664505963E-4,0.0010029964379009999,0.001124246396765,0.0014358233000000002,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Northern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.55986E-7,5.342710000000001E-7,7.234552E-7,5.658978E-7,5.346821E-8,2.36921E-10,0.0,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Northern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,1.00865E-7,2.99511E-7,4.105347E-7,7.302352099999999E-8,1.22865E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Northern,iron and steel,elect_td_ind,0.003599981,0.003935157,0.0053647389999999994,0.002606132,0.00304435399668,0.00351164696524,0.0038137292198900004,0.003953785335078,0.003993551199649,0.003885893549999999,0.0036923635739999996,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Northern,iron and steel,refined liquids industrial,0.00276271936,0.00535782922,0.0,0.0,0.0,2.43021E-10,5.54527E-10,3.30604E-10,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Northern,iron and steel,scrap,0.0,0.0,0.0,0.0,0.489917,1.1916579999999999,1.85041,2.2548193000000003,2.3904319999999997,2.512731,2.627313,0.0,0.0,0.0,Mt,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Northern,iron and steel,wholesale gas,0.00816278412,0.008748870019999999,0.01385554727,0.00862299419,0.010088604460000001,0.011441911041921,0.011990777259067,0.011924909158434,0.01148231964373,0.0103072645812,0.0088529061511,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Western,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,0.0011377147299999999,0.005119245160000001,0.012958953330000002,0.026751091634,0.04819197012,0.0805813739363,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Western,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.28955E-6,3.88901E-5,1.34635171E-4,2.2961933699999998E-4,1.8801543E-4,9.279596E-5,1.5288524E-6,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Western,iron and steel,delivered coal,0.00297206,0.0,0.0,0.0,0.0,1.00387E-5,8.230253E-5,2.8113371E-4,3.2451048E-4,1.8314337E-4,3.287005E-6,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Western,iron and steel,elect_td_ind,0.0,2.51159E-4,0.0014381379999999998,0.0024391449999999998,0.0021605119347,0.0033351576812,0.010317821998200001,0.025850161410109998,0.054928162421900004,0.1002012639846,0.164494077211963,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Western,iron and steel,refined liquids industrial,0.0,0.0,0.0,0.0,7.686E-10,3.0529488E-8,1.40505448E-7,3.4269766599999997E-7,3.4965999000000004E-7,1.89401865E-7,3.203765E-9,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Western,iron and steel,scrap,0.0,0.0,0.0,0.0,0.00291549,0.02094267,0.07507835,0.18075097499999998,0.36160507,0.600816,0.9253413,0.0,0.0,0.0,Mt,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Africa_Western,iron and steel,wholesale gas,0.002093,0.00803712,0.00259532,0.0106743,0.0092379219006,0.004757194552288,0.0029410462668480004,0.004245058783666,0.00628707163091,0.006085868905065,0.003186075783908,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Argentina,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,0.00465600862,0.024782305333,0.040812605689,0.050235446155,0.059984329500596005,0.069226001413856,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Argentina,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,4.7116E-6,8.79501E-6,1.358511E-5,1.1162984E-5,6.1454181000000005E-6,1.7044633880000001E-6,3.854879E-9,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Argentina,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,1.27773E-6,6.23228E-6,8.262406E-6,5.871356E-6,1.86099233E-6,5.8535400000000004E-9,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Argentina,iron and steel,elect_td_ind,0.0,0.0,0.0,0.022939430000000004,0.021469740947,0.0154956754124,0.021344251249300002,0.0264784932045,0.02986531222923,0.0323810546729,0.034205228207091994,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Argentina,iron and steel,refined liquids industrial,0.016743852,0.025534847,0.025116020000000003,0.028422982,0.02503037400822,0.012261196277543,0.006556119324169001,0.003877801642914,0.0033799725150280005,0.0027581666640910003,0.00116704703357,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Argentina,iron and steel,scrap,0.0,0.0,0.0,0.0,0.117254,0.1622825,0.3522737,0.4683921,0.4685126,0.3814938,0.2205065,0.0,0.0,0.0,Mt,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Argentina,iron and steel,wholesale gas,0.0,0.052283247000000005,0.04659028,0.06969671599999999,0.060666688808219994,0.028274415963243,0.013330199789168998,0.006351032888714,0.0051424744619279995,0.004292940954091,0.001395825574131,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Australia_NZ,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,0.0015427969,0.0056174403,0.0088728825,0.01276892194,0.020760767051,0.029321410526357998,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Australia_NZ,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,2.6084E-5,8.360132E-4,0.0016688703,0.00148520879,8.402299E-4,9.87742941E-5,1.0365041199999999E-7,0.0,0.0,0.0,EJ,
"1p5C_4,date=2021-14-10T18:59:25+17:00",Australia_NZ,iron and steel,delivered coal,0.14504513,0.12641689,0.15433787000000002,0.09786878,0.10872123,0.09110591999999999,0.08106522000000001,0.07516323400000002,0.06259767120000001,0.038773667839999984,0.019016587351872002,0.0,0.0,0.0,EJ,
