IRONSTL production by tech
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0139,0.0152,0.0152,0.0152,0.01836856,0.0406571,0.11340516,0.27767710999999995,0.60494849,1.1470137,1.9063044000000002,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0.0,0.0,0.0,0.0,1.9056E-4,0.005507624,0.0339492802,0.1248297741,0.36131452100000006,0.8541108,1.6973221,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.00306869,0.01684101,0.05825117,0.146908873,0.31560613000000004,0.59009609,0.9733094,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00438,0.0048,0.0048,0.0048,0.0073021200000000005,0.02274404,0.073917556,0.195983593,0.45674558,0.9237579,1.6302585,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.92556,2.1154,1.2631,1.2263,1.443486,1.745203,1.9599090000000001,2.1005947000000003,2.193451,2.227404,2.229418,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0.0,0.0,0.0,0.0,0.00380844,0.042030780000000004,0.11353702,0.201493057,0.28304516,0.3682018,0.4418548,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,1.03864E-5,1.1119957E-4,2.980258E-4,5.2823172E-4,7.429418000000001E-4,9.653595E-4,0.0011618748,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,7.61377E-6,7.866834E-5,2.072775E-4,3.5485034000000003E-4,4.629003E-4,5.370256E-4,5.704587E-4,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.9853,4.5832,5.73,4.447,5.23313,6.49202,7.663193999999999,8.661542,9.493995,10.151985999999999,10.612212,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.00529914,0.01162262,0.016880027,0.021045058,0.023342172,0.027265447999999998,0.030060222,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Northern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.6276,1.447,1.81,1.4004,1.607678,1.9528029999999998,2.288996,2.5896671,2.86118,3.090423,3.2435,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0173,0.095,0.095,0.095,0.0785852,0.07763707,0.15735324,0.354956808,0.7110784299999999,1.2383712,1.9311976,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.00426807,0.07680553,0.38838153,1.1343024800000001,2.736205,5.7068512,10.469351,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Africa_Western,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00548,0.03,0.03,0.03,0.0263287,0.04784619,0.172064829,0.474463488,1.09087935,2.1600114,3.7453396,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR,2.03,2.57,2.6,2.82,1.72826,2.253915,2.859673,3.495317,4.070648,4.530868,4.924684,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0.0,0.0,0.0,0.0,0.0,5.40681E-8,1.50559488E-7,1.82943264E-7,1.97049743E-7,2.43567139E-7,2.7113971E-7,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.00349004,0.01332884,0.024398549999999998,0.034139828,0.04562445,0.05796176,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.0,0.00245343,0.009380630000000001,0.01676424,0.021790792,0.025790840000000002,0.028609299999999997,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.56,2.13,1.93,1.68,0.827519,0.826723,0.683403,0.6073580000000001,0.6518915000000001,0.6596929,0.6419777,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.291824,0.779131,1.132717,1.3341792,1.5727350000000002,1.8073577,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Argentina,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.493,0.674,0.608,0.529,0.32379,0.42667200000000005,0.5599402,0.7024135,0.8303399,0.9301813999999999,1.0064603,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR,6.004,6.985,6.69,4.383,4.97302,5.43874,5.752319,5.992963,6.236435,6.439819,6.6039080000000006,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.00270136,0.027705550000000002,0.08082584000000001,0.152310991,0.22320763,0.30785680000000004,0.4001846,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00169875,0.017601770000000003,0.052495168999999994,0.099369706,0.13943115,0.17591057999999998,0.2045722,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.869,1.266,1.111,1.017,1.119502,1.206276,1.301347,1.3886694,1.4604569,1.5304419999999999,1.591389,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0127149,0.02468709,0.037205840000000004,0.046709649,0.05165005,0.06219855,0.07186366999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Australia_NZ,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.2738,0.3992,0.3508,0.3214,0.36945300000000003,0.4209811,0.4818052,0.5392972,0.5854265,0.6359201999999999,0.6830096,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR,20.2,24.7,25.1,26.5,27.84282,32.34777,36.65924,39.88529,42.41402,44.04120999999999,44.81106,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.00656003,0.09115194,0.26314683,0.47869911,0.6876605,0.9289270000000001,1.1713643,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00499678,0.06714697,0.19139099999999998,0.339902844,0.4579502,0.5580986,0.6274569999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI,3.99,5.29,5.94,5.11,4.753935,5.058906,5.325127,5.515225,5.715486,5.8422979999999995,5.849192,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0974779,0.2580572,0.37994819999999996,0.45296155000000005,0.48989249999999995,0.5756568,0.629427,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Brazil,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.26,1.67,1.87,1.61,1.711061,2.079943,2.5105880000000003,2.8696004,3.130226,3.343302,3.469586,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR,8.77,8.97,7.65,6.72,7.71647,8.40009,8.70439,8.918225,9.115305,9.224299,9.355487,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.00130067,0.0121413,0.033497584999999996,0.06105384,0.08586084,0.11306228000000001,0.14114079000000002,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Canada,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,8.94218E-4,0.00834138,0.022602874,0.039836655,0.052031980000000005,0.06153455,0.06857523,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Canada,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.59,1.59,1.34,1.44,1.075516,0.878564,0.838141,0.7926248,0.7601675999999999,0.7302934,0.6441977999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Canada,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0912704,0.1613599,0.21670723,0.25316529,0.25902864,0.2946812,0.32757181999999996,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Canada,iron and steel,EAF with scrap,iron and steel,EAF with scrap,4.78,4.77,4.02,4.32,5.00591,5.53696,5.975306,6.419955,6.841749,7.2563320000000004,7.635089000000001,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.0010033,3.0E-4,4.0E-4,5.0E-4,5.66567E-4,9.86697E-4,0.0015840189999999999,0.0023380112,0.003274088,0.004358288,0.005591606,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,2.5744E-9,5.7999570000000005E-8,1.9674734E-7,4.39404543E-7,8.155002000000001E-7,1.3665065E-6,2.0777986E-6,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,1.86145E-9,4.062472E-8,1.3457799E-7,2.90151962E-7,4.9414089E-7,7.331278000000001E-7,9.784953E-7,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.9181,0.9217,0.9016,1.0652,1.166051,1.8142179999999999,2.733816,3.8368795,5.112151,6.487815,7.826801,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0105374,0.051168319999999996,0.10766341,0.17863062,0.26847168,0.3878066,0.537677,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central America and Caribbean,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.28949,0.2912,0.2849,0.3366,0.3677407,0.5997052,0.9392258,1.3658945,1.9122705999999998,2.5548448,3.259237,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.454,4.625,3.376,3.62,4.57288,5.10219,4.90673,4.381779,4.009513,3.57211,3.1099620000000003,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.258771,2.1043339999999997,4.740054000000001,7.331682000000001,9.547284999999999,11.489082,13.049721,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.1536,1.177898,2.5791461,3.8584804999999998,4.674158,5.059060000000001,5.093064,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.203,0.57,1.2742,0.846,0.564488,0.3140699,0.2565957,0.22609779,0.21148516,0.20142433,0.18952153,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.194864,0.3080185,0.3661986,0.39840984999999995,0.42568889,0.46079156,0.46124707,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Central Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0642,0.1802,0.4018,0.2668,0.331526,0.34875180000000006,0.3596441,0.3653951,0.3754497,0.3771238,0.3596643,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR,98.9,314.0,572.0,756.0,997.619,1019.663,980.924,908.9114,843.3805,766.9826,685.0021,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.623054,3.963776,10.90101,19.374453000000003,26.172307000000004,32.19621,37.21546,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",China,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.509067,3.03342,8.048186,13.7371868,17.249583,19.04455,19.41216,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",China,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.922,2.09,3.32,2.37,1.445542,1.1651491,1.2725925,1.0915930999999999,0.7967398,0.6743488,0.5464054,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",China,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0809709,0.20410087999999998,0.31891022,0.38591960000000003,0.47637897999999995,0.54590262,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",China,iron and steel,EAF with scrap,iron and steel,EAF with scrap,17.5,39.7,63.0,45.1,58.737500000000004,60.0687,59.24287,56.49652,53.45292,49.565419999999996,45.02499,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.255,0.335,0.34,0.241,0.2601806,0.3404652,0.3512727,0.3326864,0.3173513,0.2923737,0.2723363,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.00889106,0.1827219,0.48188233,0.87478016,1.3218559,1.8297803000000001,2.3596218,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.0061386,0.12441774,0.33044637,0.59710682,0.8605252,1.0955393,1.2839844999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.264,0.511,0.659,0.737,0.789554,1.092825,1.3493507999999999,1.6363944000000001,1.991493,2.369914,2.756586,0.0,0.0,0.0,Mt,
"current_policies,date=2021-18-10T11:53:02-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0114656,0.04595126,0.07614641,0.10668946000000001,0.13950629,0.18204032999999997,0.23023189,0.0,0.0,0.0,Mt,
