hydrogen production by tech
"1p5C,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00242309,0.00932024,0.0196381,0.0334813,0.041791,0.0280961,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,nuclear,thermal splitting,0.0,0.0,3.29716E-5,4.8803E-4,0.00137366,0.00271481,0.00530581,0.0102908,0.0173115,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,solar,electrolysis,0.0,0.0,1.33134E-5,3.03619E-4,0.00128554,0.00374841,0.00999271,0.0254761,0.0561759,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,wind,electrolysis,0.0,0.0,1.41668E-5,2.63196E-4,9.1676E-4,0.00219151,0.00481385,0.0102457,0.0189356,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Canada,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.38977E-5,2.27762E-4,7.19589E-4,0.00156386,0.00291469,0.00716874,0.0185411,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Canada,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,5.33422E-4,0.00353802,0.00695385,0.00860947,0.00493953,0.00157269,2.87497E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,biomass,biomass to H2,0.0,0.0,3.77471E-5,9.51102E-6,2.43254E-6,4.81202E-7,3.978E-9,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,6.29646E-4,0.0031204,0.00931482,0.0217215,0.046692,0.0577181,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00123228,0.00620093,0.0158051,0.022874,0.0189554,0.00528654,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,electricity,electrolysis,0.0,0.0,1.11517E-6,9.87416E-6,4.61349E-5,1.44426E-4,3.63459E-4,7.71243E-4,0.00152537,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,gas,natural gas steam reforming,0.0,0.0,3.78394E-4,2.22403E-4,1.29151E-4,5.3304E-5,1.70011E-6,4.91664E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00124034,0.00784615,0.020994,0.0378038,0.0460894,0.030487,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,nuclear,thermal splitting,0.0,0.0,1.90454E-5,2.15299E-4,0.00106125,0.00284942,0.00611592,0.0112623,0.0176896,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,solar,electrolysis,0.0,0.0,7.69018E-6,1.33944E-4,9.93171E-4,0.00393427,0.0115184,0.0278813,0.0574028,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,wind,electrolysis,0.0,0.0,1.02196E-5,1.4776E-4,9.11665E-4,0.00294603,0.00701216,0.0138325,0.0230403,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 forecourt production,electricity,electrolysis,0.0,0.0,5.46782E-6,6.60893E-5,3.10648E-4,9.18282E-4,0.00186678,0.00364389,0.00978352,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,3.55592E-4,0.00190404,0.00652128,0.0107341,0.0063602,0.00159935,2.86935E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,biomass,biomass to H2,0.0,0.0,8.49776E-5,2.95917E-5,3.88858E-6,7.25943E-7,6.75625E-9,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00190821,0.00529297,0.0140394,0.0366799,0.0942693,0.151129,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00471043,0.0132352,0.0295108,0.0463857,0.0436455,0.0158958,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,electricity,electrolysis,0.0,0.0,4.41659E-6,4.5164E-5,1.34653E-4,3.394E-4,7.33081E-4,0.00129699,0.00276915,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,gas,natural gas steam reforming,0.0,0.0,9.12423E-4,7.17645E-4,2.07328E-4,7.62451E-5,2.72465E-6,9.71441E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00437822,0.0150992,0.0350256,0.0671479,0.0947156,0.0892899,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,nuclear,thermal splitting,0.0,0.0,4.35003E-5,6.70798E-4,0.00179512,0.00434014,0.0103815,0.0228531,0.0503754,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,solar,electrolysis,0.0,0.0,1.75646E-5,4.17324E-4,0.00167996,0.00599254,0.019552,0.0565758,0.163469,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,wind,electrolysis,0.0,0.0,2.37046E-5,4.66931E-4,0.00157229,0.00464634,0.012506,0.0299082,0.0706778,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.93506E-5,2.78669E-4,8.00857E-4,0.00193357,0.00361435,0.00624203,0.0179348,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Central Asia,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,7.788E-4,0.00574573,0.010305,0.0149642,0.00996308,0.00298771,7.2072E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,biomass,biomass to H2,0.0,0.0,3.93326E-4,3.28448E-4,7.04705E-5,9.108E-6,6.54779E-8,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.0200981,0.0770915,0.167237,0.353394,0.708756,0.848228,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.0440715,0.176669,0.334996,0.435283,0.316034,0.0841,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,electricity,electrolysis,0.0,0.0,2.26902E-5,4.84319E-4,0.0018795,0.00377692,0.00748605,0.013206,0.0236866,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,gas,natural gas steam reforming,0.0,0.0,0.00314729,0.00706086,0.00354886,0.00106283,3.37838E-5,9.37144E-8,1.298E-10,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.0345549,0.172181,0.325201,0.516308,0.589955,0.434448,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,nuclear,thermal splitting,0.0,0.0,1.80391E-4,0.00688672,0.0273383,0.0518394,0.0991796,0.166941,0.264515,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,solar,electrolysis,0.0,0.0,7.28387E-5,0.00428444,0.0255845,0.0715759,0.18679,0.413284,0.858352,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 central production,wind,electrolysis,0.0,0.0,7.62805E-5,0.00339197,0.0154605,0.0343844,0.0729913,0.130411,0.219502,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 forecourt production,electricity,electrolysis,0.0,0.0,8.92545E-5,0.0027912,0.0107896,0.0209939,0.0355121,0.0611843,0.147622,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",China,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,0.0020133,0.0432106,0.127347,0.159206,0.0947854,0.0238321,0.00431956,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,biomass,biomass to H2,0.0,0.0,1.02233E-5,3.64575E-6,5.04608E-7,7.68548E-8,7.04794E-10,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,2.82735E-4,9.01318E-4,0.00214354,0.0048659,0.0120142,0.016832,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,6.22532E-4,0.00203126,0.00405285,0.00533742,0.00473611,0.00148826,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,electricity,electrolysis,0.0,0.0,5.69663E-7,5.49362E-6,1.96444E-5,4.82331E-5,1.10196E-4,2.13111E-4,4.57986E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,gas,natural gas steam reforming,0.0,0.0,1.01106E-4,9.34255E-5,3.03666E-5,9.76096E-6,3.50006E-7,1.17546E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,5.72221E-4,0.00227902,0.00461953,0.00774936,0.00987266,0.00771478,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,nuclear,thermal splitting,0.0,0.0,4.96392E-6,8.99943E-5,2.74254E-4,5.8175E-4,0.00126162,0.00252035,0.00462205,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,solar,electrolysis,0.0,0.0,2.00434E-6,5.59883E-5,2.56661E-4,8.03238E-4,0.00237606,0.00623946,0.0149986,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,wind,electrolysis,0.0,0.0,2.78549E-6,6.41538E-5,2.19261E-4,5.16745E-4,0.00116411,0.00233939,0.0041926,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 forecourt production,electricity,electrolysis,0.0,0.0,2.4575E-6,3.53271E-5,1.20301E-4,2.74862E-4,5.1923E-4,9.92038E-4,0.00285793,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Colombia,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,9.46213E-5,8.60951E-4,0.00176725,0.00222738,0.00133329,3.82904E-4,7.93571E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,biomass,biomass to H2,0.0,0.0,4.43939E-4,7.3424E-5,1.20849E-5,2.76545E-6,4.45487E-8,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00296362,0.0101473,0.0299815,0.063566,0.114993,0.126335,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00815781,0.0276579,0.0673242,0.0854779,0.0661325,0.0187739,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,electricity,electrolysis,0.0,0.0,2.12197E-5,7.32331E-5,2.52789E-4,7.48284E-4,0.00188514,0.00384262,0.00666867,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,gas,natural gas steam reforming,0.0,0.0,0.00344083,0.00129726,5.46197E-4,2.58039E-4,1.27443E-5,4.52201E-8,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00535489,0.0238812,0.0658131,0.122602,0.146198,0.0954413,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,nuclear,thermal splitting,0.0,0.0,2.2524E-4,0.00121108,0.00392958,0.0108753,0.0265345,0.0501604,0.0756505,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,solar,electrolysis,0.0,0.0,9.09478E-5,7.53453E-4,0.00367749,0.0150158,0.0499739,0.124179,0.245487,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,wind,electrolysis,0.0,0.0,1.16244E-4,7.9851E-4,0.00321171,0.0108073,0.0295951,0.0605582,0.0991686,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 forecourt production,electricity,electrolysis,0.0,0.0,9.07696E-5,4.44514E-4,0.00151261,0.0043061,0.00905377,0.0177629,0.0413414,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-12,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,0.00294904,0.00858434,0.0202747,0.03601,0.0255862,0.00698916,0.00118646,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,biomass,biomass to H2,0.0,0.0,5.80948E-5,4.76306E-5,8.76216E-6,1.30418E-6,1.14E-8,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00210353,0.00916582,0.0209497,0.0404174,0.0716549,0.0782239,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00436323,0.0191534,0.0379586,0.0456963,0.0333653,0.00961605,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,electricity,electrolysis,0.0,0.0,2.79441E-6,6.10204E-5,2.56999E-4,5.88484E-4,0.00129206,0.00275651,0.00526138,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,gas,natural gas steam reforming,0.0,0.0,4.50687E-4,8.69076E-4,4.34778E-4,1.44678E-4,4.84099E-6,1.59325E-8,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00365175,0.020117,0.041623,0.0648888,0.0730183,0.0497384,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,nuclear,thermal splitting,0.0,0.0,2.94599E-5,8.18626E-4,0.00325836,0.00665288,0.0127563,0.0226014,0.0364351,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,solar,electrolysis,0.0,0.0,1.18954E-5,5.09293E-4,0.00304933,0.0091858,0.0240246,0.0559525,0.118232,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 central production,wind,electrolysis,0.0,0.0,1.23841E-5,4.32647E-4,0.00210766,0.00512596,0.0108336,0.0209608,0.0367518,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.17414E-5,3.46953E-4,0.00144557,0.00315178,0.00575255,0.0127955,0.032335,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",EU-15,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,3.64095E-4,0.00539719,0.0160555,0.0213386,0.01228,0.00348831,6.30445E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,biomass,biomass to H2,0.0,0.0,4.26159E-5,1.60248E-5,3.16705E-6,4.2987E-7,3.33088E-9,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,6.8158E-4,0.00305231,0.00647684,0.0129024,0.0286909,0.0363523,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00154915,0.00707939,0.0128472,0.0157462,0.013375,0.00400412,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,electricity,electrolysis,0.0,0.0,1.91309E-6,1.76252E-5,8.08722E-5,1.62127E-4,3.0431E-4,6.25954E-4,0.00126908,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,gas,natural gas steam reforming,0.0,0.0,3.29872E-4,2.89943E-4,1.50969E-4,4.52785E-5,1.396E-6,4.75181E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00122509,0.00712751,0.0136994,0.0213495,0.0280419,0.0205507,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,nuclear,thermal splitting,0.0,0.0,2.15731E-5,2.73391E-4,0.00114071,0.00214331,0.00401386,0.00802536,0.0139852,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,solar,electrolysis,0.0,0.0,8.71082E-6,1.70085E-4,0.00106753,0.00295932,0.00755951,0.0198678,0.045382,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 central production,wind,electrolysis,0.0,0.0,1.2314E-5,2.07913E-4,0.00111555,0.00261844,0.00564573,0.0125648,0.0244052,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 forecourt production,electricity,electrolysis,0.0,0.0,8.43702E-6,1.06598E-4,4.75839E-4,9.17018E-4,0.0014675,0.00303897,0.00827238,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Eastern,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,3.16573E-4,0.00198639,0.00571192,0.00668392,0.00359707,0.00106385,2.07605E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,biomass,biomass to H2,0.0,0.0,2.67466E-5,1.18051E-5,2.18171E-6,3.69226E-7,4.63594E-9,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,5.0512E-4,0.00206512,0.00491304,0.0102483,0.0209607,0.0289007,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00109029,0.00457151,0.00934024,0.0122353,0.0109415,0.00422678,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,electricity,electrolysis,0.0,0.0,1.61506E-6,1.27529E-5,4.88621E-5,1.09123E-4,2.35125E-4,4.80299E-4,0.00103211,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,gas,natural gas steam reforming,0.0,0.0,2.06681E-4,2.12965E-4,1.03444E-4,3.73643E-5,1.57821E-6,6.86618E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,8.92883E-4,0.00473771,0.0103954,0.0183419,0.025346,0.022177,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,nuclear,thermal splitting,0.0,0.0,1.35962E-5,2.0121E-4,7.71548E-4,0.00168333,0.00377507,0.00838775,0.0172921,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,solar,electrolysis,0.0,0.0,5.48992E-6,1.25179E-4,7.22052E-4,0.00232421,0.00710978,0.0207649,0.0561131,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 central production,wind,electrolysis,0.0,0.0,7.42775E-6,1.45143E-4,7.05315E-4,0.00190122,0.00485445,0.0119529,0.0268687,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 forecourt production,electricity,electrolysis,0.0,0.0,6.67715E-6,7.80394E-5,2.98699E-4,6.48985E-4,0.00118584,0.00222796,0.00636455,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,2.04366E-4,0.00158838,0.00432413,0.00598611,0.00389083,0.00117611,2.68694E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,biomass,biomass to H2,0.0,0.0,7.66995E-6,1.67474E-6,2.43958E-7,2.9069E-8,1.89231E-10,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,1.23773E-4,3.86058E-4,8.94659E-4,0.00178876,0.00336066,0.00364646,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,2.19496E-4,6.75151E-4,0.00129392,0.00157919,0.00111672,3.13086E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,electricity,electrolysis,0.0,0.0,3.10333E-7,5.20657E-6,1.93357E-5,3.92179E-5,6.98816E-5,1.0955E-4,1.89228E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,gas,natural gas steam reforming,0.0,0.0,6.5942E-5,3.86403E-5,1.46147E-5,4.4439E-6,1.36858E-7,3.70919E-10,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,1.90587E-4,7.48318E-4,0.00144037,0.00216052,0.00227805,0.00165663,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,nuclear,thermal splitting,0.0,0.0,3.57755E-6,3.72819E-5,1.13109E-4,2.21118E-4,4.08652E-4,6.50287E-4,0.00105097,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,solar,electrolysis,0.0,0.0,1.44455E-6,2.31943E-5,1.05853E-4,3.05303E-4,7.69635E-4,0.00160987,0.00341041,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 central production,wind,electrolysis,0.0,0.0,2.07921E-6,2.89922E-5,1.13401E-4,2.76966E-4,5.89545E-4,0.00104736,0.00189459,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.40266E-6,2.6426E-5,9.21056E-5,1.81637E-4,2.93269E-4,5.31969E-4,0.00120531,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",European Free Trade Association,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,5.7679E-5,2.64798E-4,5.62053E-4,6.94154E-4,4.01586E-4,1.10674E-4,1.9781E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,biomass,biomass to H2,0.0,0.0,3.36898E-4,3.04452E-4,6.3299E-5,2.57226E-5,6.69112E-7,7.69267E-10,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.0114873,0.038354,0.0729111,0.124567,0.234305,0.309688,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.0240797,0.0791625,0.129983,0.152904,0.152147,0.0641979,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,electricity,electrolysis,0.0,0.0,1.30857E-5,1.60786E-4,5.33265E-4,0.00131838,0.00312756,0.00766228,0.0176393,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,gas,natural gas steam reforming,0.0,0.0,0.00304764,0.00556194,0.00250907,0.00137664,7.93323E-5,3.80719E-7,5.79017E-10,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.024161,0.110103,0.227792,0.378341,0.515756,0.398816,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,nuclear,thermal splitting,0.0,0.0,1.67239E-4,0.00480384,0.0166162,0.040185,0.0966698,0.225311,0.389659,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,solar,electrolysis,0.0,0.0,6.75282E-5,0.00298862,0.0155503,0.0554844,0.182063,0.557786,1.26445,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 central production,wind,electrolysis,0.0,0.0,7.62682E-5,0.0025625,0.0104542,0.0293531,0.0757839,0.174547,0.278491,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 forecourt production,electricity,electrolysis,0.0,0.0,5.96055E-5,0.00111461,0.00369855,0.00872855,0.0170966,0.0326129,0.0965044,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",India,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,0.00283764,0.0425246,0.103977,0.155973,0.104899,0.0280185,0.00525908,0.0,0.0,0.0,EJ,
