CO2 emissions by region
scenario,region,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,7.295411189999999,13.096373571,18.383961688,22.309511555,25.855906864618007,31.259279352919002,38.11177796686198,46.938594266986996,59.83487310917704,75.60879681281102,96.957707289253,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,62.05633009369999,104.91748194183002,125.84087455402,142.68907421791002,142.59623125643643,159.94669592502282,178.0357667110502,195.39478990129996,213.15541986963427,232.2291538478113,251.1987551858063,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Southern,10.153813249999997,11.119168779999997,14.087992260000004,20.89392057837001,18.161940960450007,21.705978512089988,27.731456315499983,34.55033804842402,43.37289466999999,55.25211976731996,71.40699656044994,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Western,17.057262017000003,31.70015723311001,36.04082599130001,48.87344489983002,45.65454044443,51.18685784773002,68.41096766377999,90.89017133190005,121.45261306010005,162.27478756098003,216.24073512108006,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Argentina,28.656641619999995,42.393633113,51.81665412000001,55.844709130000005,49.0871739278,52.61734011800001,55.37037985300001,57.53371133299998,59.28893128400002,60.56155916919999,61.80425639239997,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Australia_NZ,81.53021077,115.06061489999998,120.55670784999995,118.982741,123.59123049804002,130.72286364209998,133.84620245400004,134.78126966170004,134.89094742220001,137.65503027199992,138.9960532199001,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,59.05885415700001,97.70942509999999,116.47905272999998,138.42545987000003,130.992211267,142.47698448799994,152.3257819440001,160.67599098999983,165.31765093199994,167.646899714,167.9893860929999,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,116.88020164,148.40727697000003,141.46890726999996,149.80747964,151.084780617,156.93635312699996,156.71606390539986,155.35766303780002,153.59153491120003,154.76168366740012,155.67371454240003,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,28.813269497923,47.000153996899975,53.504305734499994,56.74473478069002,55.80083821624974,60.4023283727058,64.7553309798579,68.71102479810123,72.28001884563936,76.02070937925409,80.50629883715749,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,155.78115901899994,107.34026510300001,127.89037817999997,140.53869643599995,147.6842381348999,162.0583318922,174.23037840079996,181.55463541649996,185.80177876140004,187.99216191552983,188.3328138560899,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",China,696.4286412904199,1819.0541029830006,2617.0165564889994,2990.09169301,3492.7552718934016,3778.846346455799,3896.487235731299,3897.205715218802,3834.051860805131,3723.0234386769994,3563.5310363580006,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,15.044741679999996,17.603092246999996,21.18280371699999,25.527552306,24.661202594399995,28.869484887,31.825654057899985,34.8259182932,38.107943390800024,41.78462940369999,45.695905189000044,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",EU-12,276.52170300259996,207.67901336022993,202.86308941563996,185.40940156990015,210.6579409692,233.47355518714002,239.24933713821318,240.554620189298,238.9721780827469,238.12767791600507,235.23030520447386,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",EU-15,915.624348112,971.9048627709999,882.3483280159998,790.3613853869999,772.4591507566001,798.0421830857995,787.0859795538204,778.1687109794599,766.7783023929902,779.3025023621495,778.5961051975304,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Europe_Eastern,237.357934964,111.38131813800001,101.92828016680996,77.09874514599998,80.93105273106994,83.59160008855002,85.84562183132006,87.1225089426,87.73860942779005,88.05293863553996,87.91074469412392,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Europe_Non_EU,74.95739272999998,98.45749974119,114.46385804899998,129.47070169799994,141.26674770962,154.66676968228006,162.65472173776985,168.70471666472002,173.34508765582,178.50922626597006,182.45073318688,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",European Free Trade Association,20.969994769999996,23.873046881800004,24.153087744999997,22.310113086999994,21.84267822786,21.36783297702,20.36894354433,19.32823739867,18.305438166000005,18.11430958978902,18.314044819528007,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",India,162.91304300000002,336.15894347000005,493.3296337400002,625.26397673,709.9479925039997,982.558694235,1202.546257489,1411.2550395959988,1607.0284205489997,1785.496665287001,1943.1509280976002,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Indonesia,42.389694530199996,97.728916135,110.07568040400004,137.52369721499997,153.72427198719993,183.5618057094999,215.95187207700005,244.78503680554024,271.3486997693502,296.0225585530698,316.6928170314903,0.0,0.0,0.0,MTC,
"current_policies,date=2021-15-10T17:00:31+17:00",Japan,311.6973512400001,347.4779124679,325.23753601599986,328.76219312399985,320.8974231060001,327.073168228,319.28194098499995,308.37219829600025,296.0803281105001,287.9075195820998,278.7455206504002,0.0,0.0,0.0,MTC,
