industry final energy by tech and fuel
scenario,region,sector,subsector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,other industrial energy use,gas,wholesale gas,gas,0.0,0.0134147,0.0242825,0.0121779,0.013997869999999999,0.01849321,0.026064900000000002,0.03445607,0.044931025,0.058760641,0.0759327153,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,other industrial energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,1.67044E-4,0.001081598,0.003724697,0.009255227,0.0189439471,0.0337227503,0.056280645010000005,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,other industrial energy use,hydrogen,H2 enduse,hydrogen cogen,0.0,0.0,0.0,0.0,6.76225E-5,4.343135E-4,0.0018470564999999999,0.0046105748,0.0085019069,0.0136777685,0.02097820857,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,other industrial energy use,refined liquids,refined liquids industrial,refined liquids,0.0356646,0.0617436,0.10913,0.103036,0.1257162,0.1711623,0.2264252,0.2768882,0.3364668,0.40680162,0.4972234,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,other industrial feedstocks,gas,wholesale gas,gas,0.0,0.0193914,0.0059219,0.0196007,0.0201577,0.0324461,0.0590735,0.099304,0.156796,0.236165,0.334625,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,other industrial feedstocks,refined liquids,refined liquids industrial,refined liquids,0.0108424,0.0187059,0.0210976,0.0253092,0.0328183,0.0488147,0.0796925,0.133991,0.213771,0.311984,0.444275,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,process heat cement,biomass,delivered biomass,biomass,0.00284227,9.33313E-4,0.00140649,0.00140649,0.001596515,0.00232179,0.003918232,0.006645659,0.010118795,0.0143250614,0.01901153672,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,process heat cement,coal,delivered coal,coal,0.00242428,0.00541317,0.00815766,0.00815766,0.00912374,0.012778750000000002,0.02043627,0.033273495,0.051032297000000004,0.074928622,0.1046290158,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,process heat cement,gas,wholesale gas,gas,0.0,0.00541317,0.00815766,0.00815766,0.009125330000000001,0.01225827,0.017925740000000003,0.024814481,0.03337631,0.045322424,0.0600269384,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Eastern,process heat cement,refined liquids,refined liquids industrial,refined liquids,0.00309297,0.0069065,0.010408,0.010408,0.01238984,0.0176754,0.02331077,0.028897600000000002,0.03647478,0.044064173,0.0562360168,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,N fertilizer,gas,wholesale gas,gas,0.0605287,0.117396,0.149477,0.15078,0.1556757,0.16061505,0.16105184,0.15227873,0.14211664,0.13948172,0.14026906900000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,agricultural energy use,biomass,delivered biomass,biomass,0.0,1.271E-4,1.453E-4,1.64E-4,5.13325E-4,0.0015994976999999999,0.0032771036999999998,0.0049345292,0.006020236,0.00698988,0.007757372,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,agricultural energy use,electricity,elect_td_ind,electricity,0.0110104,0.0335734,0.0414855,0.0509879,0.0553562,0.0643672,0.07528334,0.08453296999999999,0.09063214,0.09583757000000001,0.09917464000000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,agricultural energy use,gas,wholesale gas,gas,0.0,0.0,0.0014232,0.0025116,0.0026734539999999996,0.0027980030000000003,0.0028366570000000002,0.002793308,0.002746684,0.002647688,0.002521204,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,agricultural energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,2.5969E-5,1.131324E-4,2.57673E-4,4.1536829E-4,5.426689E-4,6.898988E-4,8.38096E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,agricultural energy use,refined liquids,refined liquids industrial,refined liquids,0.0188046,0.110068,0.139704,0.0898456,0.0952847,0.0984041,0.0990304,0.09912735,0.1011976,0.10233696,0.10356386000000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,alumina,biomass,delivered biomass,biomass,0.0,4.71128E-5,2.51408E-4,2.00715E-4,2.309501E-4,2.459734E-4,2.572223E-4,2.6498660000000003E-4,2.696751E-4,2.7139675E-4,2.6948571E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,alumina,coal,delivered coal,coal,0.00194136,0.00179529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,alumina,gas,wholesale gas,gas,0.0,0.0,3.50871E-5,2.83162E-5,3.258095E-5,3.46999E-5,3.628666E-5,3.7382020000000004E-5,3.8046319999999997E-5,3.8293493E-5,3.8028698E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,alumina,refined liquids,refined liquids industrial,refined liquids,0.00180376,9.97171E-4,6.88548E-4,7.40523E-4,8.520540000000001E-4,9.072972999999999E-4,9.486004000000001E-4,9.774232000000001E-4,9.955689000000002E-4,0.0010029329,9.9706701E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,aluminum,electricity,elect_td_ind,electricity,0.0102584,0.012624,0.0116822,0.0151754,0.017461189999999998,0.018595689999999998,0.01944478,0.020033000000000002,0.02039378,0.020531642000000003,0.020396101999999996,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,cement,cement,elect_td_ind,cement,0.0140982,0.0293312,0.0398772,0.0398772,0.0410759,0.044978149999999995,0.04954293,0.05537844,0.060741641,0.06419069499999999,0.06626641970000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,chemical energy use,biomass,delivered biomass,biomass,0.0,0.0,2.93002E-4,3.76698E-4,4.097202E-4,4.646183E-4,5.396985E-4,6.510573E-4,7.617495E-4,8.240073200000001E-4,8.561841199999999E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,chemical energy use,electricity,elect_td_ind,electricity,0.00460461,0.00653019,0.0104232,0.00975336,0.01067431,0.01261448,0.016100990000000003,0.022942533,0.031345202999999995,0.037446962,0.0422770923,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,chemical energy use,refined liquids,refined liquids industrial,refined liquids,5.44201E-4,0.0010884,8.37006E-5,0.00259529,0.002815425,0.003167319,0.0036574700000000003,0.004475832,0.005473082,0.0062014047,0.0068259366,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,chemical feedstocks,gas,wholesale gas,gas,0.0691706,0.173427,0.209102,0.192708,0.20645,0.224602,0.239235,0.24526,0.246092,0.247663,0.246104,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,chemical feedstocks,refined liquids,refined liquids industrial,refined liquids,0.050818,0.0362926,0.0982036,0.0196323,0.0194582,0.0200289,0.0207223,0.0218089,0.0232786,0.0239552,0.0259888,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,construction energy use,biomass,delivered biomass,biomass,0.0,0.0,4.18999E-5,4.19E-5,4.359636999999999E-5,4.509818E-5,4.5542380000000005E-5,4.451651E-5,4.267273E-5,3.955437E-5,3.607391E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,construction energy use,electricity,elect_td_ind,electricity,0.00414411,0.00866501,0.0126836,0.0064464,0.00614348,0.00736091,0.008780869,0.009934649,0.010538143,0.011098023,0.01136407,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,construction energy use,gas,wholesale gas,gas,0.0290091,0.0560506,0.0387204,0.0419856,0.04360878,0.04486645,0.04532483,0.04460282,0.04336369,0.041365719999999995,0.038847929999999996,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,construction energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,2.22992E-6,9.81412E-6,2.2418575E-5,3.5895446E-5,4.589389E-5,5.840935E-5,7.044293000000001E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,construction energy use,refined liquids,refined liquids industrial,refined liquids,0.00226041,0.00447901,0.0244881,0.0187951,0.01940867,0.01971308,0.019771089999999998,0.019781114000000002,0.019950950000000002,0.019971700000000002,0.01993956,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,construction feedstocks,refined liquids,refined liquids industrial,refined liquids,0.0,0.0,0.0063627,0.0081627,0.0113538,0.0152151,0.0195111,0.0239626,0.0285278,0.0331593,0.0377191,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,H2 enduse,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,3.42638E-8,3.668369E-7,9.831583E-7,1.74257967E-6,2.4508935000000003E-6,3.184617E-6,3.8329039999999994E-6,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,delivered biomass,Biomass-based,0.0,0.0,0.0,0.0,1.27743E-7,1.319889E-6,3.477683E-6,5.953648E-6,7.766514000000001E-6,9.010180999999999E-6,9.571099000000001E-6,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,delivered coal,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,1.41857E-7,1.5187530000000002E-6,4.0704073E-6,7.2145301E-6,1.0147038E-5,1.3184767E-5,1.5868734E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,elect_td_ind,BLASTFUR,8.19518E-4,4.84215E-4,3.36869E-4,2.01726E-4,2.3745340000000002E-4,2.8708559999999995E-4,3.224057E-4,3.4554809999999997E-4,3.6082240000000004E-4,3.664086E-4,3.667386E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,elect_td_ind,BLASTFUR CCS,0.0,0.0,0.0,0.0,6.26489E-7,6.914061E-6,1.8676834E-5,3.3145618000000006E-5,4.656096E-5,6.056926E-5,7.268509E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,elect_td_ind,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,5.69384E-9,6.095976E-8,1.6337785E-7,2.8957622E-7,4.072811E-7,5.292093E-7,6.369385E-7,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,elect_td_ind,Biomass-based,0.0,0.0,0.0,0.0,4.17385E-9,4.3126E-8,1.1362944E-7,1.94528776E-7,2.537621E-7,2.943981E-7,3.127256E-7,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,refined liquids industrial,BLASTFUR,9.82036E-6,9.09622E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,refined liquids industrial,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,1.03864E-10,1.02731E-9,2.928473E-9,5.263424E-9,7.429418E-9,9.653585E-9,1.1618717999999999E-8,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,refined liquids industrial,Biomass-based,0.0,0.0,0.0,0.0,0.0,7.24465E-10,2.034726E-9,3.534622E-9,4.6290130000000005E-9,5.370266E-9,5.7045869999999995E-9,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,wholesale gas,BLASTFUR,5.58412E-6,2.75002E-6,2.14727E-6,1.59419E-6,1.8765349999999999E-6,2.26877E-6,2.547883E-6,2.730779E-6,2.851491E-6,2.89563E-6,2.8982450000000002E-6,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,wholesale gas,BLASTFUR CCS,0.0,0.0,0.0,0.0,4.95097E-9,5.4639989999999995E-8,1.4759839E-7,2.6194058400000003E-7,3.6795920000000003E-7,4.786626E-7,5.744113000000001E-7,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,wholesale gas,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,1.03864E-10,1.02731E-9,2.928473E-9,5.263424E-9,7.429418E-9,9.653585E-9,1.1618717999999999E-8,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,BLASTFUR,wholesale gas,Biomass-based,0.0,0.0,0.0,0.0,0.0,7.24465E-10,2.034726E-9,3.534622E-9,4.6290130000000005E-9,5.370266E-9,5.7045869999999995E-9,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,EAF with DRI,H2 enduse,Hydrogen-based DRI,0.0,0.0,0.0,0.0,7.61448E-5,1.670087E-4,2.42554E-4,3.0240279E-4,3.3541079E-4,3.917841E-4,4.3194269999999996E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,EAF with DRI,elect_td_ind,EAF with DRI,0.00202659,0.00251618,0.00366548,0.00175434,0.002064464,0.002561107,0.0030231290000000003,0.003416981,0.003745371,0.004004959,0.004186517,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,EAF with DRI,elect_td_ind,Hydrogen-based DRI,0.0,0.0,0.0,0.0,2.09051E-6,4.585125E-6,6.659169000000001E-6,8.302271E-6,9.208484E-6,1.075619E-5,1.1858704999999999E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,EAF with DRI,refined liquids industrial,EAF with DRI,0.00257215,0.00499798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,EAF with DRI,wholesale gas,EAF with DRI,0.0081572,0.00874612,0.0138534,0.0086214,0.01014547,0.01258608,0.01485664,0.016792151,0.018406,0.019681650000000002,0.02057388,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,EAF with scrap,elect_td_ind,EAF with scrap,7.53873E-4,9.34762E-4,0.00136239,6.50066E-4,7.462850000000001E-4,9.064909999999999E-4,0.0010625510000000001,0.0012021214000000001,0.0013281611,0.0014345753,0.0015056299,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,iron and steel,EAF with scrap,refined liquids industrial,EAF with scrap,1.80749E-4,3.50753E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,mining energy use,electricity,elect_td_ind,electricity,0.00334881,0.00669763,0.00724186,0.0104232,0.01132724,0.0131614,0.0153925,0.017303582999999997,0.01858554,0.01969081,0.02041946,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,mining energy use,gas,wholesale gas,gas,0.00180001,0.0010046,0.00184182,0.0012558,0.001336569,0.001398497,0.001417897,0.0013977122,0.0013767359,0.001329773,0.0012689620000000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,mining energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,4.22238E-6,1.839883E-5,4.193716E-5,6.7719408E-5,8.866157E-5,1.1292533E-4,1.3747253000000002E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,mining energy use,refined liquids,refined liquids industrial,refined liquids,0.0,0.0,0.00134651,0.0146157,0.01549909,0.016002620000000002,0.01610535,0.016138701,0.01650501,0.016724410000000002,0.01696131,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,other industrial energy use,biomass,delivered biomass,biomass,1.703E-4,0.0042315,2.683E-4,2.167E-4,2.4058990000000002E-4,3.068808E-4,3.754039E-4,4.323154E-4,4.764138E-4,5.1549368E-4,5.452091E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,other industrial energy use,biomass,delivered biomass,biomass cogen,0.0,0.0,0.0,1.75E-5,1.910823E-5,2.280802E-5,2.529989E-5,2.5180209999999997E-5,2.3643769E-5,2.2656734E-5,2.1789047E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,other industrial energy use,coal,delivered coal,coal,0.0390202,0.0018852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,other industrial energy use,electricity,elect_td_ind,electricity,0.0737189,0.137554,0.160488,0.196555,0.2079802,0.28994810000000004,0.39353740000000004,0.5200495,0.6573738,0.79554717,0.93113883,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Africa_Northern,other industrial energy use,gas,wholesale gas,gas,0.352983,0.533068,0.576223,0.481954,0.5341758,0.6777925,0.8273185,0.9537703999999999,1.0612829000000001,1.1713661,1.26822937,0.0,0.0,0.0,EJ,
