elec gen by gen tech
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,geothermal,electricity,geothermal,1.08002E-5,0.0,0.0,0.0,0.00201186,0.00309786,0.00309523,0.00309286,0.00309177,0.00309198,0.00309195,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,hydro,electricity,hydro,0.0229716,0.0143496,0.0150984,0.016092,0.0168527,0.0176134,0.0183741,0.0191348,0.0198955,0.0206562,0.0214169,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.00267349,0.0138219,0.0461389,0.118887,0.227794,0.311913,0.379111,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,nuclear,electricity,Gen_II_LWR,0.118319,0.143918,0.149865,0.131282,0.121324,0.115633,0.107333,0.0959752,0.081718,0.0656412,0.0495643,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0130916,0.0241155,0.0434102,0.059408,0.033792,0.00765155,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0048212,0.00207243,0.00359978,0.00390559,4.88602E-4,4.48277E-6,1.20872E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,refined liquids,electricity,refined liquids (steam/CT),0.0780744,0.0395549,0.0298224,0.0416658,0.0247308,0.0218623,0.0192191,0.0122201,0.00132174,1.68518E-5,3.41728E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,6.23525E-4,0.0205227,0.0262491,0.0360459,0.0306017,0.0137783,0.00150638,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,5.84732E-5,6.30068E-4,0.00722461,0.0522167,0.189563,0.366336,0.577718,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,PV,0.0,3.60048E-6,8.28001E-5,0.00315329,0.00802259,0.02994849,0.06182219,0.10064629,0.14502249,0.1643571,0.16545886,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,3.23094E-6,2.1112739999999998E-5,1.8276574E-4,0.0011776897399999999,0.00411030974,0.00790117974,0.012500798799999999,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind,0.0,3.27644E-4,0.00351361,0.00548945,0.01479463,0.04297263,0.08912383,0.13688973,0.17484803,0.18936758,0.19034320000000002,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,4.42677E-5,8.168457E-4,0.007892315700000001,0.0446900157,0.1490940157,0.27132874799999995,0.40314017,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.54572E-5,1.252622E-4,6.532972E-4,0.0022470071999999997,0.004883267199999999,0.0069441471999999995,0.00874021,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0408925,0.0983644,0.167794,0.28203,0.41407,0.295836,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.0112365,0.00780024,0.00229742,7.48463E-5,4.36912E-7,1.14785E-9,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.10787,0.228408,0.358216,0.533511,0.522564,0.127278,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (conv),0.0791349,0.110634,0.112642,0.124585,0.140034,0.0650795,0.0181526,0.00347724,9.01672E-5,5.63479E-7,1.55503E-9,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.111707,0.387169,0.793594,1.24986,1.15574,0.171333,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0265898,0.0265877,0.00861908,2.17186E-4,1.27689E-6,4.88297E-9,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.206121,0.599341,1.06587,1.45048,0.897192,0.078609,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (conv pul),6.02909,7.68047,7.10527,5.23834,4.84078,3.18943,1.22997,0.206942,0.00375254,1.81616E-5,3.90517E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.470608,1.36158,2.66805,4.60103,5.47491,2.09592,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,gas,electricity,gas (CC),0.589546,1.90083,1.90673,3.03617,3.70341,3.95859,3.80941,2.95215,0.537474,0.00690499,2.63883E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,gas,electricity,gas (steam/CT),0.436748,0.668599,1.47784,1.60468,1.81756,1.25955,0.909616,0.403055,0.0279628,3.01901E-4,1.13904E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,geothermal,electricity,geothermal,0.0576456,0.0604004,0.0632761,0.0674151,0.164998,0.436757,0.679804,0.783277,0.783411,0.783558,0.783022,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,hydro,electricity,hydro,0.983347,0.981803,0.948107,0.909958,0.912057,0.92045,0.928842,0.937234,0.945627,0.954019,0.962412,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,0.420902,1.21837,2.29897,4.25398,7.56558,14.4197,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,nuclear,electricity,Gen_II_LWR,2.20139,2.91859,3.0201,2.98894,2.7622,2.63265,2.44368,2.18509,1.86049,1.49447,1.12845,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0822318,0.0977657,0.107776,0.141817,0.154215,0.0824172,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0180925,0.00586901,0.00413314,0.00215901,3.14077E-4,6.80266E-6,4.51691E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,refined liquids,electricity,refined liquids (steam/CT),0.450767,0.454965,0.144545,0.109613,0.0626843,0.0307798,0.0196875,0.00886167,0.00115286,3.24013E-5,1.51696E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00809199,0.0388097,0.113406,0.222789,0.275572,0.180655,0.0227002,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,CSP,0.0023869,0.00214559,0.00316435,0.012758,0.012758,0.012758,0.012758,0.012758,0.012758,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,6.49881E-4,0.0160757,0.0672685,0.177272,0.503579,1.46179,4.44388,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,PV,1.08004E-5,0.00188639,0.0110266,0.115524,0.282004,0.57484,0.8410770000000001,1.094319,1.38596,1.487568,1.3970713000000001,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.75681E-4,0.002536601,0.008675781,0.020575981,0.054659981,0.155183981,0.47264629999999996,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind,0.0110381,0.0643712,0.342527,0.694749,1.215999,2.730079,3.9950390000000002,5.025809000000001,6.249929000000001,7.1670300000000005,8.49884,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,0.00125024,0.02157404,0.09571704,0.26405604,0.69508204,1.5798527999999998,3.6867389999999998,0.0,0.0,0.0,EJ,
"1p5C,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,8.73455E-4,0.008059034999999999,0.026368735,0.059806134999999996,0.137816835,0.298300835,0.72922438,0.0,0.0,0.0,EJ,
elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00698657,0.0257118,0.0655823,0.0578092,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00100934,0.00278604,0.00349822,0.00105705,1.52735E-6,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135555,0.0419398,0.0807168,0.0209358,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (conv),0.00129239,0.0021024,0.0027324,0.00243508,0.00360812,0.00651264,0.011655,0.00695389,8.91349E-4,7.48873E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017683,0.00614195,0.0106287,0.00158381,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00110548,0.00265661,0.00261848,7.63591E-4,5.55448E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00216195,0.00668619,0.00928744,6.85322E-4,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (conv pul),6.61842E-4,0.00468229,0.00715193,0.00432125,0.00660659,0.00987974,0.0139915,0.00938235,0.0019696,1.23848E-6,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00708098,0.0222138,0.049556,0.0237505,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,gas,electricity,gas (CC),0.0,0.0,6.08846E-5,1.16467E-4,6.95079E-4,0.00233347,0.005257,0.00552789,0.00452448,9.28177E-5,9.71562E-9,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,gas,electricity,gas (steam/CT),0.0,0.0,2.99934E-4,0.00102255,0.002064,0.00384798,0.00559224,0.00343466,0.00107314,7.20787E-6,7.29498E-10,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,geothermal,electricity,geothermal,0.00117359,0.0036108,0.0052956,0.0161244,0.0234369,0.0382704,0.0556436,0.0727687,0.0727901,0.0727577,0.0726748,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,hydro,electricity,hydro,0.0220885,0.0372506,0.0651303,0.0967141,0.124544,0.152375,0.180205,0.208035,0.235866,0.263696,0.291526,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,6.1245E-4,0.00169739,0.00300363,0.00745303,0.0151603,0.0290476,0.0649979,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617192,0.0991724,0.155079,0.0940985,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0107587,0.0301376,0.0453137,0.015436,0.00602895,9.76345E-5,2.14447E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,refined liquids,electricity,refined liquids (steam/CT),0.00928196,0.0284453,0.0290975,0.0402832,0.0505324,0.0618003,0.0613393,0.0229341,0.00502917,8.80897E-5,2.09309E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0115685,0.0234306,0.0878271,0.199642,0.275658,0.23484,0.0230358,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,3.22268E-6,8.03186E-5,5.20625E-4,0.00512544,0.0226161,0.091582,0.546192,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,solar,electricity,PV,0.0,5.21001E-5,2.408E-4,6.75301E-4,0.006219221,0.019379121,0.040151421,0.12083302100000001,0.281356021,0.48468471999999996,0.5895148,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,7.21298E-6,1.0490608E-4,5.4207508E-4,0.00466633508,0.01979183508,0.07969013508,0.4804839221,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,wind,electricity,wind,0.0,1.03E-5,1.084E-4,0.00327681,0.02093581,0.06725251,0.10837081000000001,0.21400481000000002,0.40503381000000005,0.778193,1.612214,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,6.96964E-5,0.0014252464000000002,0.0110002064,0.10805820640000001,0.41999720640000004,1.19131351,3.1315079600000004,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Eastern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,3.95467E-5,3.6825370000000005E-4,0.0017325437,0.0116310537,0.0387949537,0.11093155369999999,0.40702800699999997,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00217914,0.0086001,0.0255245,0.051537,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,4.36177E-4,0.0011236,0.001262,4.18011E-4,8.91846E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00446393,0.014597,0.0322808,0.0181835,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,biomass,electricity,biomass (conv),0.0,0.0,0.0,8.38453E-7,0.00112118,0.00235239,0.00390679,0.00252913,3.86192E-4,5.3951E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00346547,0.0117993,0.0213924,0.00631449,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00414545,0.00893655,0.00794549,0.00251077,3.03715E-6,3.90327E-10,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00422769,0.0127704,0.0186865,0.0027184,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,coal,electricity,coal (conv pul),0.0079653,0.0458462,0.0391365,0.0616071,0.0734889,0.083816,0.0934615,0.0523873,0.0100097,1.02051E-5,1.14571E-9,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242083,0.71561,1.44663,1.0155,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,gas,electricity,gas (CC),0.0753068,0.198025,0.300178,0.382933,0.45735,0.605987,0.806809,0.762739,0.635185,0.0219083,4.54154E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,gas,electricity,gas (steam/CT),0.0605068,0.284423,0.386451,0.494492,0.511447,0.571093,0.615866,0.415049,0.167526,0.00127864,2.4562E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00534184,0.0153683,0.0278693,0.0519608,0.072127,0.0720894,0.0719253,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,hydro,electricity,hydro,0.0408229,0.0516283,0.0603252,0.0564102,0.0615764,0.0667426,0.0719089,0.0770751,0.0822413,0.0874075,0.0925738,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,5.53643E-4,0.00117773,0.00184322,0.00340693,0.00629942,0.0126126,0.046388,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14143,0.331146,0.608735,0.339708,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0317246,0.0647146,0.111395,0.0489347,0.0247827,4.32871E-4,1.76684E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,refined liquids,electricity,refined liquids (steam/CT),0.117727,0.127341,0.157289,0.214293,0.142475,0.141905,0.141524,0.0906181,0.0389022,8.37801E-4,2.95974E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0257265,0.103496,0.166555,0.360199,0.503897,0.570771,0.16886,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,solar,electricity,CSP,0.0,0.0,0.0,1.44E-5,1.44E-5,1.44E-5,1.44E-5,1.44E-5,1.44E-5,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,2.01037E-6,1.53985E-5,7.45669E-5,0.00111687,0.00616806,0.031879,0.394134,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,solar,electricity,PV,0.0,7.2E-6,7.676E-4,0.0010805,0.00814237,0.03336157,0.07787497,0.12620417,0.20990067,0.33173517,0.4731993,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,4.80617E-6,2.292707E-5,8.567657E-5,0.00108281057,0.00574859057,0.02960059057,0.3707327844,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,wind,electricity,wind,0.0,0.0028801,0.0082658,0.0181601,0.0327098,0.061,0.1000968,0.1665662,0.2607286,0.41482849999999993,1.0932407999999998,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.21291E-4,0.001107977,0.005284766999999999,0.036752667,0.15726066700000002,0.529067376,2.04977069,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Northern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,4.77236E-5,2.0643259999999998E-4,5.817926E-4,0.0024986026,0.0085971026,0.0295136026,0.220508879,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90683E-4,0.00218239,0.00695359,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,5.733E-5,1.95439E-4,1.74088E-4,1.18604E-4,3.93777E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52154E-4,0.0025832,0.00255066,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,biomass,electricity,biomass (conv),0.0,0.0,4.03201E-4,5.68121E-4,4.87787E-4,6.32093E-4,9.77874E-4,6.85608E-4,1.90675E-4,3.46372E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00497001,0.0134688,0.00725756,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0023048,0.00716615,0.00659925,0.0054383,1.43168E-5,1.15042E-9,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00526727,0.0112997,0.00313519,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,coal,electricity,coal (conv pul),0.0213304,0.0204674,0.0126978,0.0266819,0.0249717,0.0313362,0.0438396,0.0293368,0.0161713,3.24822E-5,2.51371E-9,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168175,0.0571485,0.10036,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,gas,electricity,gas (CC),0.0,7.8267E-4,0.0,0.00985434,0.0085319,0.0134155,0.0262453,0.0234391,0.0234581,0.00356066,7.30095E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,gas,electricity,gas (steam/CT),0.0,0.00337892,0.00860167,0.0189845,0.0162555,0.0188454,0.0236191,0.0188635,0.0135942,2.54425E-4,4.20527E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,8.26633E-6,6.18276E-4,0.00246578,0.00231624,0.00958647,0.0270139,0.0699578,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,hydro,electricity,hydro,0.0548817,0.120117,0.148422,0.161628,0.175234,0.188839,0.202445,0.202948,0.229657,0.243262,0.256868,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,7.32355E-7,2.61766E-5,7.67263E-5,7.20731E-5,2.06629E-4,6.13508E-4,0.0035233,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0716754,0.246071,0.256878,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,3.0203E-4,0.0168724,0.0579563,0.0341443,0.0203075,6.41435E-4,2.31604E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,refined liquids,electricity,refined liquids (steam/CT),0.00254618,0.00617972,0.00945443,0.0264261,0.00862474,0.0215078,0.0399591,0.0297912,0.0199138,9.02002E-4,3.09932E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0232147,0.0523537,0.0879555,0.214861,0.316144,0.341508,0.249918,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-15-10T17:00:31+17:00",Africa_Southern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,3.41764E-9,9.63135E-7,1.00345E-5,9.42595E-6,3.09908E-4,0.00244894,0.0300205,0.0,0.0,0.0,EJ,
