elec gen by gen tech
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South America_Southern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,9.87846E-7,1.65065E-5,7.47827E-5,2.44906E-4,6.39463E-4,0.00134122,0.00234104,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South America_Southern,solar,electricity,PV,0.0,0.0,1.08005E-5,0.00571327,0.007047670000000001,0.02030237,0.044012670000000004,0.07195067000000001,0.10021287000000001,0.12422910000000001,0.14821689999999998,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South America_Southern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,9.02338E-7,8.927848E-6,3.2542148E-5,9.472784799999999E-5,2.33981848E-4,4.82733848E-4,8.4194251E-4,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South America_Southern,wind,electricity,wind,0.0,2.8801E-5,0.00145446,0.0175898,0.02014986,0.037600659999999994,0.06475605999999999,0.09717605999999998,0.13109885999999998,0.14847965999999999,0.17574949999999998,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South America_Southern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.13962E-5,3.215412E-4,0.0017698212,0.005970411199999999,0.015110871199999999,0.031115775,0.05282133,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South America_Southern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,5.69483E-6,7.007963E-5,2.3836663E-4,5.531366300000001E-4,0.00103677863,0.0016942436299999999,0.0024120768000000002,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,5.41711E-4,0.00148201,0.00291334,0.00487806,0.00728961,0.0102437,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,biomass,electricity,biomass (conv),5.53703E-5,1.44E-5,1.188E-4,2.16918E-4,0.00120554,0.00334675,0.00666979,0.0112487,0.0164959,0.0217667,0.0274834,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00569083,0.0126353,0.0205873,0.029454,0.0388186,0.0487872,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,coal,electricity,coal (conv pul),0.0,0.00142163,0.00347498,0.0278404,0.042465,0.0592216,0.0771815,0.0955601,0.114287,0.132581,0.151297,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,gas,electricity,gas (CC),0.00710737,0.0300657,0.0,0.0,0.0259233,0.0813956,0.176338,0.305145,0.466332,0.653515,0.855095,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,gas,electricity,gas (steam/CT),0.0163467,0.0574752,0.138627,0.172703,0.197242,0.231167,0.25653,0.258,0.252538,0.248634,0.240919,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00410082,0.0150044,0.0295901,0.0454881,0.0612413,0.0750648,0.0841539,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,hydro,electricity,hydro,0.0264292,0.0437314,0.0648191,0.0944174,0.102613,0.11081,0.119006,0.127202,0.135398,0.143594,0.15179,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.00202329,0.00831066,0.0189858,0.0341671,0.0527137,0.0738438,0.0979363,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00627417,0.0162174,0.0274549,0.0396848,0.0522094,0.0615969,0.0743122,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,refined liquids,electricity,refined liquids (steam/CT),0.00849492,0.0423372,0.0373133,0.0576013,0.0498667,0.0522229,0.0487864,0.0445432,0.0399774,0.0344406,0.0320445,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00432335,0.0178285,0.0240005,0.036369,0.0562196,0.0807493,0.112597,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,3.35227E-6,3.92079E-5,2.52395E-4,0.00107594,0.0031679,0.00706146,0.0133211,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,solar,electricity,PV,0.0,4.859E-4,5.289E-4,7.32E-4,0.00490068,0.02086648,0.04278858,0.06630088,0.09196668000000001,0.11873828,0.1444535,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,2.88658E-6,2.0366579999999998E-5,1.0180148E-4,3.8558148E-4,0.0010815984799999998,0.00238264848,0.0045041618999999995,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,wind,electricity,wind,0.0,4.78E-5,3.208E-4,0.0014419,0.013840799999999999,0.0527246,0.11324580000000001,0.1866759,0.2663475,0.3459451,0.4172931,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,8.01484E-6,1.1961884E-4,7.3820684E-4,0.00301493684,0.00914072684,0.021235812,0.041260708,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Asia,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.74232E-5,1.2300819999999999E-4,4.649282E-4,0.0013055552,0.0029586752,0.0055629052,0.009234292,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,5.53345E-4,0.00133911,0.00241995,0.00369975,0.00486243,0.00580777,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,biomass,electricity,biomass (conv),0.0,1.62005E-4,0.0012456,0.00837332,0.00986775,0.0109172,0.0127287,0.0149224,0.0165716,0.0168511,0.0166502,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0277059,0.0576984,0.0895921,0.121441,0.148474,0.168674,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,coal,electricity,coal (conv pul),0.0423734,0.482673,0.721767,0.777509,0.890548,0.943372,0.978861,0.99471,0.988388,0.955984,0.90586,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,gas,electricity,gas (CC),0.0269821,0.202728,0.264735,0.429949,0.468801,0.515555,0.559902,0.599478,0.631253,0.651617,0.658919,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,gas,electricity,gas (steam/CT),0.00759339,0.0103367,0.10074,0.00362032,0.00355917,0.00378659,0.00401335,0.00423118,0.00446561,0.00473443,0.00495263,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,hydro,electricity,hydro,0.0228996,0.0132228,0.0139644,0.0134388,0.0108408,0.013956,0.0170712,0.0201864,0.0233017,0.0264169,0.0295321,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0547323,0.0944557,0.134467,0.174328,0.212005,0.242482,0.264403,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,nuclear,electricity,Gen_II_LWR,0.190399,0.528419,0.534945,0.593123,0.54813,0.522421,0.484922,0.433607,0.369195,0.296561,0.223928,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00345154,0.00461704,0.00736222,0.0104891,0.0131799,0.0141944,0.0149494,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,refined liquids,electricity,refined liquids (steam/CT),0.0678874,0.0757498,0.0538667,0.0381047,0.0210963,0.0185407,0.016142,0.0138898,0.0120869,0.0102736,0.00956672,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00156371,0.0122274,0.0340355,0.0521166,0.0573164,0.0612018,0.0644909,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,5.39897E-5,1.85853E-4,5.29324E-4,0.00140697,0.00341064,0.00665055,0.0106455,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,solar,electricity,PV,3.60012E-6,5.40015E-5,0.0027792,0.0143095,0.0251574,0.0456465,0.0840938,0.1331069,0.1793539,0.2010433,0.21412440000000002,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,7.1439E-6,1.702251E-5,3.718451E-5,8.365890999999999E-5,1.8610591E-4,3.5248191E-4,5.564020100000001E-4,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,wind,electricity,wind,0.0,4.68013E-4,0.0029412,0.00483104,0.01279405,0.02518405,0.04408475,0.06708325,0.09006275,0.10426211,0.1096931,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,2.35617E-5,1.406387E-4,5.926177E-4,0.0018764277,0.0046604977,0.008867996,0.013787078999999999,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",South Korea,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,9.03323E-6,3.078233E-5,8.614053000000001E-5,2.0462053000000003E-4,4.1269053E-4,6.8189453E-4,9.504473E-4,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00594637,0.0124653,0.020294,0.0294569,0.0392512,0.048895,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,biomass,electricity,biomass (conv),0.00221118,0.00917279,0.019656,0.0340298,0.0267252,0.0447814,0.0635044,0.0851157,0.105768,0.12281,0.136905,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0619576,0.13112,0.208681,0.296319,0.389833,0.480803,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,coal,electricity,coal (conv pul),0.104595,0.279409,0.447776,0.71403,0.865905,1.03279,1.18614,1.32907,1.46851,1.5998,1.71631,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,gas,electricity,gas (CC),0.0456406,0.533448,0.435945,0.600354,0.685794,0.870317,1.07143,1.28003,1.49779,1.73208,1.95288,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,gas,electricity,gas (steam/CT),0.0459758,0.272909,0.627434,0.561352,0.566014,0.64768,0.733609,0.80623,0.864433,0.924177,0.948553,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,geothermal,electricity,geothermal,0.0196812,0.0356544,0.0357515,0.039762,0.0563303,0.0833732,0.113328,0.144465,0.175375,0.175763,0.19373,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,hydro,electricity,hydro,0.141419,0.200242,0.254181,0.411564,0.42751,0.443456,0.459402,0.475347,0.491293,0.507239,0.523185,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.00683839,0.0231638,0.0473428,0.0803735,0.122262,0.171549,0.223989,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00830769,0.0200192,0.0322945,0.0462467,0.0604941,0.0717735,0.0832004,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,refined liquids,electricity,refined liquids (steam/CT),0.191675,0.116597,0.102357,0.0485795,0.0199718,0.0271925,0.0280511,0.0278926,0.0275111,0.0262449,0.0273625,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00775385,0.0671137,0.148263,0.199636,0.241496,0.291069,0.35727,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,1.5574E-5,1.02147E-4,4.04154E-4,0.00141264,0.00426921,0.0103724,0.0202752,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,solar,electricity,PV,0.0,2.658E-4,3.66599E-4,0.0103616,0.023085500000000002,0.07200680000000001,0.1557755,0.254853,0.35714599999999996,0.44536149999999997,0.5209336999999999,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,8.36867E-6,3.470657E-5,1.0669797E-4,3.2355797E-4,9.1665997E-4,0.0021893499699999997,0.0042804813,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,wind,electricity,wind,0.0,8.46999E-5,4.76099E-4,0.0044127,0.0259555,0.0894237,0.1842647,0.3026877,0.4359147,0.567458,0.6709611999999999,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,7.28141E-5,8.883300999999999E-4,0.0045613101,0.0160887101,0.044170210099999996,0.096524296,0.17354187999999998,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Southeast Asia,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,2.79276E-5,1.645766E-4,5.322246E-4,0.0013325656,0.0028242956,0.0051391556000000005,0.008105488,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00120765,0.00207251,0.00323856,0.00449544,0.00536332,0.00592343,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,biomass,electricity,biomass (conv),0.0,0.0118312,0.0131472,0.0135742,0.0138191,0.0161413,0.0175045,0.01956,0.020474,0.0192501,0.0179043,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0181247,0.031311,0.0471935,0.0641819,0.0777728,0.0877415,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,coal,electricity,coal (conv pul),0.07806,0.333203,0.340766,0.319141,0.412006,0.455003,0.472137,0.48599,0.493048,0.485572,0.468763,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,gas,electricity,gas (CC),0.0020986,0.114559,0.128459,0.232706,0.294903,0.349405,0.37982,0.415772,0.451316,0.475164,0.488232,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,gas,electricity,gas (steam/CT),0.00162746,0.0156849,0.0761688,0.0401723,0.0449279,0.0503296,0.0524358,0.0548039,0.0564898,0.0569144,0.0559431,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,geothermal,electricity,geothermal,1.08002E-5,0.0,0.0,0.0,0.0019927,0.00309954,0.00310024,0.00309967,0.0030992,0.00309963,0.0030992,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,hydro,electricity,hydro,0.0229716,0.0143496,0.0150984,0.016092,0.0168527,0.0176134,0.0183741,0.0191348,0.0198955,0.0206562,0.0214169,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.00262533,0.00630521,0.0100472,0.0156802,0.0223359,0.0281347,0.032739,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,nuclear,electricity,Gen_II_LWR,0.118319,0.143918,0.149865,0.131282,0.121324,0.115633,0.107333,0.0959751,0.0817179,0.0656411,0.0495643,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00473441,0.00610008,0.00695168,0.0106495,0.0138336,0.0139095,0.0138478,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,refined liquids,electricity,refined liquids (steam/CT),0.0780744,0.0395549,0.0298224,0.0416658,0.0245828,0.0218899,0.0183109,0.0160598,0.0138258,0.0112262,0.00992163,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,6.2317E-4,0.00575249,0.0167578,0.0262139,0.0298758,0.0327369,0.0364933,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,5.74132E-5,2.06638E-4,4.83127E-4,0.0012979,0.00324172,0.00609191,0.00932438,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,PV,0.0,3.60048E-6,8.28001E-5,0.00315329,0.00793543,0.01724572,0.02938702,0.04736192,0.06631942,0.07790503,0.08376019,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,3.17236E-6,7.840700000000001E-6,1.4618350000000002E-5,3.2635650000000007E-5,7.414005000000001E-5,1.3526185E-4,2.0370699E-4,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind,0.0,3.27644E-4,0.00351361,0.00548945,0.01464423,0.026338229999999997,0.03727423,0.05120093,0.06531913,0.07098238,0.07020297,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,4.34166E-5,2.654126E-4,8.605016E-4,0.0027534816,0.0069858716000000005,0.012725915,0.018905568999999997,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.51718E-5,4.8693800000000005E-5,1.014427E-4,2.133577E-4,3.927837E-4,5.869547E-4,7.532509000000001E-4,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.016174,0.028415,0.0407504,0.0541196,0.0718557,0.0880496,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (conv),0.0791349,0.110634,0.112642,0.124585,0.140158,0.165526,0.184468,0.203496,0.215095,0.227913,0.235297,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.126897,0.312045,0.550183,0.783573,1.0685,1.31802,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (conv pul),6.02909,7.68047,7.10527,5.23834,4.84078,5.0512,5.29691,5.52656,5.58628,5.66873,5.6351,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,gas,electricity,gas (CC),0.589546,1.90083,1.90673,3.03617,3.70374,4.25354,4.58039,4.78824,4.96036,5.25888,5.5128,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,gas,electricity,gas (steam/CT),0.436748,0.668599,1.47784,1.60468,1.81795,1.94698,2.06268,2.12623,2.14961,2.18169,2.16235,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,geothermal,electricity,geothermal,0.0576456,0.0604004,0.0632761,0.0674151,0.164971,0.26908,0.355795,0.433893,0.509692,0.544148,0.548598,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,hydro,electricity,hydro,0.983347,0.981803,0.948107,0.909958,0.912057,0.92045,0.928842,0.937234,0.945627,0.954019,0.962412,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,0.115207,0.271024,0.458716,0.690936,1.02848,1.37012,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,nuclear,electricity,Gen_II_LWR,2.20139,2.91859,3.0201,2.98894,2.7622,2.63265,2.44368,2.18509,1.86049,1.49447,1.12844,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0180885,0.023222,0.0247476,0.028629,0.0360723,0.0513341,0.0578691,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,refined liquids,electricity,refined liquids (steam/CT),0.450767,0.454965,0.144545,0.109613,0.0626633,0.0540154,0.0407814,0.0336351,0.0314083,0.0297196,0.029258,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00808749,0.0336666,0.0626313,0.0958063,0.131656,0.203797,0.275611,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,CSP,0.0023869,0.00214559,0.00316435,0.012758,0.012758,0.012758,0.012758,0.012758,0.012758,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,6.49585E-4,0.0026701,0.00703277,0.0161614,0.0342954,0.0658291,0.103072,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,PV,1.08004E-5,0.00188639,0.0110266,0.115524,0.281967,0.46887900000000005,0.6179530000000001,0.7385840000000001,0.8419840000000002,0.8733550000000001,0.8419989999999999,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.75601E-4,4.8484E-4,0.001008024,0.001995564,0.0038897339999999997,0.007197854,0.011057463,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind,0.0110381,0.0643712,0.342527,0.694749,1.215835,1.76162,2.230018,2.667178,3.098753,2.997407,3.025248,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,0.0012498,0.00603673,0.01684283,0.03882033,0.08121963,0.16007323,0.25736929999999997,0.0,0.0,0.0,EJ,
"current_policies_advEE,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,8.73131E-4,0.002455261,0.004744981,0.008175371,0.013485661,0.022298401,0.031398999999999996,0.0,0.0,0.0,EJ,
elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies_advMEF,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00104315,0.00313989,0.00834117,0.0188264,0.0346538,0.0556706,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (conv),0.00129239,0.0021024,0.0027324,0.00243508,0.00375027,0.00763835,0.015328,0.0323007,0.0612844,0.097755,0.138645,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00110481,0.0028129,0.00633326,0.0127087,0.0218847,0.0338856,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (conv pul),6.61842E-4,0.00468229,0.00715193,0.00432125,0.0067737,0.0100422,0.0145908,0.0233695,0.0384727,0.0591599,0.0852693,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-15-10T17:00:31+17:00",Africa_Eastern,gas,electricity,gas (CC),0.0,0.0,6.08846E-5,1.16467E-4,7.36947E-4,0.002407,0.00582395,0.0136709,0.0301447,0.0572399,0.0955653,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-15-10T17:00:31+17:00",Africa_Eastern,gas,electricity,gas (steam/CT),0.0,0.0,2.99934E-4,0.00102255,0.00215102,0.00397931,0.00607337,0.00863931,0.0115782,0.0143257,0.0166236,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-15-10T17:00:31+17:00",Africa_Eastern,geothermal,electricity,geothermal,0.00117359,0.0036108,0.0052956,0.0161244,0.0238398,0.0385812,0.0571787,0.0728041,0.0728025,0.0728342,0.0728131,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-15-10T17:00:31+17:00",Africa_Eastern,hydro,electricity,hydro,0.0220885,0.0372506,0.0651303,0.0967141,0.124544,0.152375,0.180205,0.208035,0.235866,0.263696,0.291526,0.0,0.0,0.0,EJ,
