LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,All LandLeaf,25.817975012669912,28.725265006037706,30.907458715019086,43.062764705487794,37.218791338406,35.547432755183394,47.44507797716602,71.06934129184023,9.319359134993617,13.368712834707912,15.732748247881501,17.84332923907379,19.48909596393912,22.36355649963039,23.42193283537988,25.363045701999777,22.524484609618007,18.873188951706826,15.978789532584113,13.382194325414853,10.564575257757372,8.713624996759801,7.265068940991345,6.189760654904751,5.306066109431232,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,All LandLeaf,-29.853562027829007,-33.030637791953,-33.3633785091962,-0.4301646063949951,8.818295356527301,11.1557439161278,2.529504206068997,2.2701947320439992,-0.013644518339010647,0.24963782262171028,0.6106332104030602,0.44511696609847434,0.19464185940384526,0.2682205301403563,0.3726769849299969,0.08173277822660803,0.12951783519955673,0.15346601390002368,-0.012202536966178545,0.12348059931850379,0.10849848370237086,0.11150031387949567,0.13813999017708697,0.18346873440672876,0.24568496955259764,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Southern,All LandLeaf,5.3887783186558575,9.208798198235522,12.917132302396636,19.270567885975613,20.39909132118857,21.000369685558734,58.556192785733806,121.72807247830201,14.193951606359423,14.829544623091255,16.965611665748387,17.066423625637803,15.464565625727122,17.358221939251393,16.351814623813564,21.465860448350636,19.35118042507521,18.01148845038267,15.743470177561397,13.576963402203157,11.707444457090498,10.16101538860683,8.359960669000708,6.722520233435869,6.170768509933689,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Western,All LandLeaf,58.22517421859592,63.11473045782463,67.3977455943274,148.0191709080117,150.00085478858227,150.2591542600571,115.49884935355045,174.6677763362017,65.61843515085258,74.01670092260274,90.16455179145943,71.43238620754727,58.81618145087535,60.49708971971018,59.506722418927914,71.68024051521668,67.6705202172549,62.67928777690551,55.65528478296274,48.787955695744515,42.53984459323097,36.73826143093373,30.685985453650854,25.76077670823467,21.181806451407713,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Argentina,All LandLeaf,-9.822774728855373,-7.734966227216005,-7.01132661109599,43.82754369174127,43.07109394463402,41.81656619391121,35.79954410038218,46.948493739445055,7.0098870275192695,5.49794049048983,3.0196292483198186,2.745138047643233,2.5142204498452534,2.9879785280664457,2.45946256885432,2.896249279271359,1.9931525475319614,1.723519898959437,1.020656575805649,0.6235366518070731,0.5358811847006739,0.5712227183043295,0.4611198814262306,0.33149039135365294,0.15366770966245058,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Australia_NZ,All LandLeaf,-34.828963306788616,-17.801665489976596,-7.674720762893589,3.0918468478577754,4.7182236009041985,5.415729978606573,21.966856582109287,-0.566221185775798,-22.915748986078736,-8.92987592821936,-2.663665435581028,1.3048529552976151,2.196479299641848,3.783463981421719,3.739742253595518,4.230162164734952,3.01184290776854,2.7143766397492572,1.4561337986394622,0.5881194394632401,-0.1985928798849659,-0.18152491408256985,-0.2583364019719694,-0.22385992544029532,-0.24421748903882842,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Brazil,All LandLeaf,216.89161832438467,221.40395116871215,224.39014644452558,151.20175216129397,157.27899771715317,160.88196754065484,167.39872342548216,251.64147203263602,35.86817084286664,58.77951380118678,49.02577520194539,49.49840747016151,47.203898732660456,52.03133013761855,43.8451158724805,41.247054376200744,27.731860628530676,21.761265350106815,10.76392801869776,4.312992187454555,0.12552071337826992,-2.1976794324323463,-2.946468887159267,-4.0432370108426055,-5.465285033221728,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Canada,All LandLeaf,84.15083453015005,81.14380412440934,79.2205691814715,73.24987308540906,74.10909602722032,74.60948544906363,23.66094257158358,34.846908628130954,20.127411669216727,15.423513939857845,11.359401901422242,10.019940886552558,8.239052272784647,10.027078996284256,8.151094227307654,8.969413732997074,5.659292363124058,4.560280529992718,1.2882498990946591,-0.4967555731432001,-1.231754432572475,-1.2197581668195068,-0.4831266349835017,0.13476445866523937,0.323322598133163,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Central America and Caribbean,All LandLeaf,40.59811702098155,40.59597585544695,40.730718441828216,23.74224912118842,23.788036108507352,24.107121590750154,8.098691158687027,4.615095704281577,-1.914688762697134,-0.28952304825923886,0.7871363577349524,2.623520572579398,2.395939587717411,3.438054678730714,3.2476285569524586,3.2097469833868786,2.311160365460239,2.4990566528941254,1.0634543514738066,0.6406120977747732,0.32375061435938435,0.23046118200956664,0.1719941636381827,0.21912419614942602,0.2247305744742366,MtC/yr,
"Ref,date=2021-6-7T08:31:10-07:00",Central Asia,All LandLeaf,-4.10947624330247,-2.4272268911082353,-0.8327091952099571,0.9605273451308498,-7.081843179845265,-12.27185270441621,13.570573861980812,-1.573856422204906,-21.024690907987843,-10.829672536632781,-6.434010525217524,-3.9085289920447996,-2.6154511239088483,-1.503141876926052,-1.2759325374458896,-0.6600211698387706,-0.7940219292308887,-0.678641886092337,-0.8496250799319927,-0.9917331684666865,-1.0329369456259327,-0.9423503962937072,-0.8365388153823072,-0.7906793642501847,-0.7912927744230381,MtC/yr,
