industry final energy by tech and fuel
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,iron and steel,EAF with DRI,H2 enduse,Hydrogen-based DRI,0.0,0.0,0.0,0.0,1.35188E-6,1.5755887E-5,6.1698999E-5,1.50928915E-4,3.7132804200000003E-4,7.78263993E-4,0.0014069191505999999,0.0021577324523799997,0.0030139472478,0.003883509782,0.004710585971,0.00544961033,0.00606745936,0.00653010777,0.00686629478,0.00708346175,0.0072152336,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,iron and steel,EAF with DRI,elect_td_ind,EAF with DRI,0.0,0.0,9.45378E-4,0.00165714,0.001542338,0.001884044,0.002617144,0.003572975,0.0058168643,0.0095991432,0.01477844177,0.02189383723,0.03028591287,0.03931190405,0.0484259626,0.05698102599999999,0.0644816262,0.0706710009,0.0754052375,0.078782161,0.08088460600000001,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,iron and steel,EAF with DRI,elect_td_ind,EAF with DRI CCS,0.0,0.0,0.0,0.0,9.09626E-6,1.1533383E-4,4.753123E-4,0.00122337739,0.00305254744,0.006546726750000001,0.012155853279,0.0193626202426,0.027829337932,0.0368428793,0.045740345630000005,0.0539108963,0.060992718599999995,0.06680108579999999,0.07121760889999999,0.07434374800000002,0.076258265,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,iron and steel,EAF with DRI,elect_td_ind,Hydrogen-based DRI,0.0,0.0,0.0,0.0,5.18298E-6,6.040646E-5,2.3654769E-4,5.7864911E-4,0.00142363282,0.002983794792,0.005393999931,0.0082725613548,0.011555191063,0.01488901587,0.01805993727,0.0208932742,0.0232620501,0.0250358694,0.0263247536,0.0271573771,0.0276626086,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,iron and steel,EAF with scrap,elect_td_ind,EAF with scrap,0.0,0.0,2.18929E-4,3.8376E-4,5.61445E-4,0.0012460359999999998,0.003246841,0.007326076,0.0150662415,0.027683442599999997,0.04528247845,0.06878995363,0.09671417794,0.1269156825,0.15729706329999998,0.18566912219999998,0.210284439,0.23021719899999998,0.245109154,0.255237712,0.26097822400000004,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,iron and steel,EAF with scrap,elect_td_ind,EAF with scrap CCS,0.0,0.0,0.0,0.0,6.01634E-6,1.3505221E-4,8.254348000000001E-4,0.00289725171,0.00802073586,0.018376253005999998,0.035851125514,0.059113182695199995,0.08679353004000001,0.1164332877,0.1455342662,0.1720614423,0.19477469599999997,0.21302405500000002,0.226544051,0.235623873,0.240617123,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,mining energy use,biomass,delivered biomass,biomass,0.0,0.0,0.0,0.0,1.92065E-5,6.38607E-5,1.4045947999999998E-4,2.2573293999999998E-4,2.8690133E-4,3.36717E-4,3.735213E-4,4.0145809999999997E-4,4.28475E-4,4.524537E-4,4.706367E-4,4.8516269999999994E-4,4.957429E-4,5.049134E-4,5.11851E-4,5.17411E-4,5.211994E-4,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,mining energy use,coal,delivered coal,coal,0.0,0.0,0.0,0.0,8.2339E-5,2.727733E-4,5.907105E-4,9.431657E-4,0.0012177292,0.0014760313,0.0017037671,0.001909183,0.0021131229999999997,0.002297569,0.00243696,0.002541266,0.002612866,0.0026667970000000003,0.002699106,0.002716388,0.002720482,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,mining energy use,electricity,elect_td_ind,electricity,0.0,0.0,0.0,2.0201E-5,2.35488E-5,3.5862200000000004E-5,4.510547E-5,4.6691190000000004E-5,4.42358E-5,4.38466E-5,4.440832E-5,4.6576879999999996E-5,4.9938120000000004E-5,5.3161279999999994E-5,5.5558670000000005E-5,5.748322E-5,5.890686E-5,6.036986E-5,6.167427E-5,6.31046E-5,6.452935E-5,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,mining energy use,gas,wholesale gas,gas,0.0,0.0,0.0,0.0,3.44792E-5,1.0543359999999999E-4,2.113306E-4,3.0389587E-4,3.6209160000000003E-4,4.165125E-4,4.70212E-4,5.240386E-4,5.878375999999999E-4,6.489645999999999E-4,6.981987E-4,7.384424999999999E-4,7.696255000000001E-4,7.922599E-4,8.097041999999999E-4,8.262644999999999E-4,8.479841E-4,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,mining energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,7.02622E-6,2.194231E-5,4.5253330000000005E-5,6.745644E-5,8.312561999999999E-5,9.814088E-5,1.1258741E-4,1.2648304E-4,1.420796E-4,1.5655891E-4,1.678419E-4,1.768937E-4,1.836195E-4,1.882142E-4,1.917833E-4,1.949768E-4,1.988291E-4,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,mining energy use,refined liquids,refined liquids industrial,refined liquids,0.0,0.0,0.00126468,0.00125286,0.001402454,0.001289451,0.001015454,7.373694E-4,5.988589E-4,4.8749159999999993E-4,4.1522659999999997E-4,3.776683E-4,3.6191140000000005E-4,3.538633E-4,3.4395460000000004E-4,3.304724E-4,3.160094E-4,3.0223829999999997E-4,2.882064E-4,2.7383409999999996E-4,2.582749E-4,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial energy use,biomass,delivered biomass,biomass,0.464185,0.662512,0.714271,0.823967,0.921764,1.156534,1.525244,1.9623908,2.4762342999999998,3.0687039,3.6652040999999995,4.212168889999999,4.67690646,5.04058646,5.301093400000001,5.44714136,5.4776811,5.406999,5.2765502,5.1041647999999995,4.901254,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial energy use,biomass,delivered biomass,biomass cogen,0.0,0.0,0.0,0.0033366,0.0033313641000000003,0.0032661109,0.0029250261000000003,0.002049694,0.0011976528999999999,9.2503076E-4,9.415409499999999E-4,9.912833889999999E-4,0.001025996112,0.00102388619,0.0010011406299999998,9.654250999999999E-4,9.212535800000001E-4,8.712894099999999E-4,8.2087234E-4,7.7005636E-4,7.1684622E-4,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial energy use,coal,delivered coal,coal,0.0085523,0.0076415,0.0103706,0.0388862,0.04420154,0.05784095,0.0815118,0.11494826,0.16182259999999998,0.22255827,0.296735675,0.38579336000000003,0.485492507,0.589409952,0.690702321,0.782983365,0.861532178,0.9232615,0.9713284200000001,1.0065069100000001,1.0297906000000001,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial energy use,electricity,elect_td_ind,electricity,0.0115146,0.0220415,0.0268091,0.0391979,0.0443007,0.1019446,0.1973495,0.329615,0.50508548,0.7212798600000001,0.995800309,1.358122044,1.802654931,2.30966251,2.85169452,3.39639384,3.91488923,4.38644294,4.82342199,5.22451946,5.58703508,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial energy use,gas,wholesale gas,gas,0.0,0.0134147,0.0242825,0.0121779,0.01392508,0.0179745,0.024358650000000003,0.03158937,0.041273965,0.054581795,0.07179021669999999,0.0936021166,0.1206898479,0.1509476431,0.182526792,0.213777296,0.24297801200000002,0.267889813,0.289990047,0.309604412,0.328124635,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,3.39575E-4,0.0025298390000000003,0.008631755,0.020570175,0.039826673,0.0668489577,0.1059238232,0.15484037932,0.2118305416,0.27253861430000004,0.332483198,0.388183368,0.4380070549999999,0.47990079100000005,0.51571576,0.546279084,0.573047827,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial energy use,hydrogen,H2 enduse,hydrogen cogen,0.0,0.0,0.0,0.0,0.0036985,0.01262084,0.036095,0.08124155,0.15601623,0.26036409800000004,0.403406162,0.5583707177999999,0.7256214381,0.878861095,1.004860705,1.1070710240000001,1.1818440899999998,1.2199448899999998,1.2412445,1.24671798,1.24381225,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial energy use,refined liquids,refined liquids industrial,refined liquids,0.0356646,0.0617436,0.10913,0.103036,0.1251082,0.1685092,0.2203642,0.2690711,0.327329,0.39779775,0.48802675,0.611958029,0.7727335049999999,0.965937196,1.181508855,1.40378479,1.62678742,1.84140495,2.05054885,2.25147408,2.4377936399999998,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial feedstocks,gas,wholesale gas,gas,0.0,0.0193914,0.0059219,0.0196007,0.0200544,0.0317818,0.057266,0.0969258,0.154934,0.234168,0.334769,0.458373,0.613593,0.786987,0.977582,1.18372,1.38997,1.58435,1.78949,2.00203,2.23355,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,other industrial feedstocks,refined liquids,refined liquids industrial,refined liquids,0.0108424,0.0187059,0.0210976,0.0253092,0.0329148,0.0493052,0.0810731,0.13622,0.216461,0.316121,0.44768,0.625008,0.841897,1.10211,1.39528,1.70983,2.04729,2.40319,2.76922,3.14582,3.51126,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,process heat cement,biomass,delivered biomass,biomass,0.00284227,9.33313E-4,0.00140649,0.00140649,0.001599449,0.002331565,0.003926022,0.006632781,0.010137233999999998,0.0143600264,0.01908010589,0.02413065054,0.029250829710000002,0.0332240615,0.0360822773,0.0382626531,0.0396673514,0.0405795641,0.0412169131,0.0415560769,0.0415571552,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,process heat cement,coal,delivered coal,coal,0.00242428,0.00541317,0.00815766,0.00815766,0.009141110000000001,0.012830499999999998,0.02046361,0.03326799600000001,0.051441562,0.07583606100000001,0.10626584750000001,0.1430569999,0.1840457346,0.2195458765,0.247656702,0.270425255,0.28643990500000005,0.297170822,0.303953046,0.30692812799999997,0.30609021200000003,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,process heat cement,gas,wholesale gas,gas,0.0,0.00541317,0.00815766,0.00815766,0.00912909,0.01218058,0.0174694,0.023802918,0.031877617,0.043142438,0.057561561799999994,0.07533887140000001,0.0971173278,0.11695,0.13361177300000002,0.14820239200000002,0.159435309,0.16707786000000002,0.17263377400000002,0.17650517,0.179971824,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Eastern,process heat cement,refined liquids,refined liquids industrial,refined liquids,0.00309297,0.0069065,0.010408,0.010408,0.01244682,0.01809817,0.024539770000000002,0.03067666,0.03787296,0.045001488,0.05622702880000001,0.074634004,0.0988671241,0.12367912689999999,0.148642691,0.17384902800000002,0.19936068399999998,0.224554036,0.248674985,0.271380218,0.291855186,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,N fertilizer,gas,wholesale gas,gas,0.0605287,0.117396,0.149477,0.15078,0.15567504999999998,0.16060401,0.16101342999999999,0.15220552999999998,0.14201312,0.13936271,0.140136639,0.139782496,0.139075828,0.138316388,0.137597146,0.136784667,0.135697939,0.134346968,0.132847931,0.131217919,0.129435696,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,agricultural energy use,biomass,delivered biomass,biomass,0.0,1.271E-4,1.453E-4,1.64E-4,5.12973E-4,0.0015931597,0.0032491067,0.004871102,0.005924343,0.006866597,0.007625627,0.008242038,0.00877992,0.009325947,0.009912431,0.010540316000000001,0.011181739999999999,0.011792554,0.012339579,0.012862690999999999,0.013467773999999998,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,agricultural energy use,electricity,elect_td_ind,electricity,0.0110104,0.0335734,0.0414855,0.0509879,0.055338,0.0644107,0.07564467,0.08527561,0.09160985999999999,0.09679612,0.09994173,0.10164464000000001,0.10301225,0.10431858,0.10550375,0.10647387,0.1072522,0.10754867,0.10729528999999999,0.10613088,0.10395921,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,agricultural energy use,gas,wholesale gas,gas,0.0,0.0,0.0014232,0.0025116,0.0026725839999999996,0.0027895619999999998,0.002811149,0.002749214,0.002691742,0.0025872539999999998,0.002462511,0.002337953,0.002231054,0.002143001,0.002072019,0.002010528,0.001959582,0.001911505,0.001860007,0.0017911910000000001,0.001715767,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,agricultural energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,1.27884E-4,5.38967E-4,0.0012004679,0.0018898732,0.0023987977999999997,0.0029259909999999997,0.0033851389999999997,0.003770482,0.004138088,0.004511878,0.004874929,0.005223703,0.005576997,0.005916843,0.006229526,0.0064473510000000005,0.006595252,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,agricultural energy use,refined liquids,refined liquids industrial,refined liquids,0.0188046,0.110068,0.139704,0.0898456,0.09526780000000001,0.0981272,0.0981447,0.09755464,0.0991803,0.10002674,0.10110707000000001,0.10236547,0.10170346999999999,0.09976143000000001,0.09673280000000001,0.09300943,0.08907645,0.08545532,0.08234850999999999,0.07968771,0.07774212,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,alumina,biomass,delivered biomass,biomass,0.0,4.71128E-5,2.51408E-4,2.00715E-4,2.309532E-4,2.460248E-4,2.573732E-4,2.652738E-4,2.7011229999999997E-4,2.7191761E-4,2.7005837E-4,2.64964173E-4,2.5712208399999997E-4,2.4711644300000004E-4,2.35349682E-4,2.22413705E-4,2.0907432299999997E-4,1.9568014500000001E-4,1.8258572700000002E-4,1.69720564E-4,1.5726340899999998E-4,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,alumina,coal,delivered coal,coal,0.00194136,0.00179529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,alumina,gas,wholesale gas,gas,0.0,0.0,3.50871E-5,2.83162E-5,3.258015E-5,3.4700690000000004E-5,3.62848E-5,3.735254E-5,3.797269E-5,3.8183515999999995E-5,3.7890879E-5,3.71501668E-5,3.60308209E-5,3.46177775E-5,3.2966416E-5,3.1155455E-5,2.9288729299999997E-5,2.74135732E-5,2.55794632E-5,2.3776757199999998E-5,2.2030774799999998E-5,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,alumina,gas,wholesale gas,gas CCS,0.0,0.0,0.0,0.0,3.11032E-10,1.481983E-9,5.1008699999999996E-9,1.5031304E-8,2.643042E-8,3.2033618999999995E-8,3.6709782E-8,4.1922936000000004E-8,4.5954183999999995E-8,4.6629870999999997E-8,4.4621184999999996E-8,4.2375109000000006E-8,4.0284109000000004E-8,3.7997846E-8,3.5263393E-8,3.2575756E-8,3.0151225000000005E-8,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,alumina,refined liquids,refined liquids industrial,refined liquids,0.00180376,9.97171E-4,6.88548E-4,7.40523E-4,8.52068E-4,9.074882999999999E-4,9.491615000000001E-4,9.78503E-4,9.972363E-4,0.0010049284000000001,9.9925306E-4,9.8202729E-4,9.54545069E-4,9.1853216E-4,8.7528375E-4,8.271331599999999E-4,7.7713708E-4,7.2686047E-4,6.7781328E-4,6.297657499999999E-4,5.8336904E-4,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,aluminum,electricity,elect_td_ind,electricity,0.0102584,0.012624,0.0116822,0.0151754,0.01746124,0.018598570000000002,0.019452579999999997,0.02004382,0.02040566,0.020541879,0.020404451,0.020026598700000002,0.0194416434,0.0186911515,0.0178039703,0.016825296,0.0158139277,0.014797708399999998,0.013804739799999998,0.0128299815,0.0118869649,EJ,
"Ref,date=2021-6-7T08:31:10-07:00",Africa_Northern,cement,cement,elect_td_ind,cement,0.0140982,0.0293312,0.0398772,0.0398772,0.04107891,0.045011230000000006,0.049623679999999996,0.055497580000000005,0.060887816,0.064338966,0.0664148256,0.0678218966,0.0688385389,0.069479987,0.069803893,0.069873082,0.069834367,0.06964407,0.069359229,0.068809455,0.06810143,EJ,
