"","region","scenario","sector","Units","year","value.x","value.y","percent_reduction","absolute_reduction"
"1","China","1p5","iron and steel","MTCO2",2025,1622.12028762817,2052.7787554843,-20.9792929075071,-430.65846785613
"2","China","1p5","iron and steel","MTCO2",2030,995.045857199153,2052.7787554843,-51.526882546853,-1057.73289828514
"3","China","1p5","iron and steel","MTCO2",2035,402.361242627107,2052.7787554843,-80.3991910208472,-1650.41751285719
"4","China","1p5","iron and steel","MTCO2",2040,123.021525392046,2052.7787554843,-94.0070733359172,-1929.75723009225
"5","China","1p5","iron and steel","MTCO2",2045,42.1461393407989,2052.7787554843,-97.9468737569405,-2010.6326161435
"6","China","1p5","iron and steel","MTCO2",2050,18.813955042952,2052.7787554843,-99.0834884181898,-2033.96480044134
"7","EU-27","1p5","iron and steel","MTCO2",2025,139.359926141293,175.667890929742,-20.6685266136487,-36.3079647884491
"8","EU-27","1p5","iron and steel","MTCO2",2030,89.6696333483478,175.667890929742,-48.955023667808,-85.9982575813945
"9","EU-27","1p5","iron and steel","MTCO2",2035,44.7139879790758,175.667890929742,-74.5462942929286,-130.953902950667
"10","EU-27","1p5","iron and steel","MTCO2",2040,20.7525604323025,175.667890929742,-88.1864805671275,-154.91533049744
"11","EU-27","1p5","iron and steel","MTCO2",2045,5.85412892466384,175.667890929742,-96.6675020154906,-169.813762005078
"12","EU-27","1p5","iron and steel","MTCO2",2050,3.04894024597945,175.667890929742,-98.2643724872869,-172.618950683763
"13","Global","1p5","iron and steel","MTCO2",2025,2636.98264131702,3373.1283987717,-21.8238285184385,-736.145757454686
"14","Global","1p5","iron and steel","MTCO2",2030,1648.47743766984,3373.1283987717,-51.1291227968043,-1724.65096110186
"15","Global","1p5","iron and steel","MTCO2",2035,785.822379265847,3373.1283987717,-76.7034548832473,-2587.30601950585
"16","Global","1p5","iron and steel","MTCO2",2040,362.833811410687,3373.1283987717,-89.2434034962081,-3010.29458736102
"17","Global","1p5","iron and steel","MTCO2",2045,145.123766937693,3373.1283987717,-95.6976506737621,-3228.00463183401
"18","Global","1p5","iron and steel","MTCO2",2050,59.9424442333326,3373.1283987717,-98.2229421134648,-3313.18595453837
"19","India","1p5","iron and steel","MTCO2",2025,266.783278080151,336.196261666911,-20.646566158291,-69.4129835867599
"20","India","1p5","iron and steel","MTCO2",2030,180.449715803391,336.196261666911,-46.3260790263715,-155.74654586352
"21","India","1p5","iron and steel","MTCO2",2035,142.654094006993,336.196261666911,-57.568209325204,-193.542167659918
"22","India","1p5","iron and steel","MTCO2",2040,112.794773271784,336.196261666911,-66.4497241246733,-223.401488395127
"23","India","1p5","iron and steel","MTCO2",2045,44.1891245030629,336.196261666911,-86.8561523307943,-292.007137163848
"24","India","1p5","iron and steel","MTCO2",2050,15.0809577438397,336.196261666911,-95.5142399058615,-321.115303923071
"25","Japan","1p5","iron and steel","MTCO2",2025,110.042876330643,145.426839778745,-24.3311093756395,-35.3839634481025
"26","Japan","1p5","iron and steel","MTCO2",2030,70.3029293292515,145.426839778745,-51.6575279802467,-75.1239104494939
"27","Japan","1p5","iron and steel","MTCO2",2035,33.8615833903871,145.426839778745,-76.7157263116598,-111.565256388358
"28","Japan","1p5","iron and steel","MTCO2",2040,15.1682465809161,145.426839778745,-89.5698437757478,-130.258593197829
"29","Japan","1p5","iron and steel","MTCO2",2045,6.40051919989191,145.426839778745,-95.5988047257097,-139.026320578854
"30","Japan","1p5","iron and steel","MTCO2",2050,3.61044204178126,145.426839778745,-97.5173482093991,-141.816397736964
"31","ROW","1p5","iron and steel","MTCO2",2025,376.491477089304,494.989544639149,-23.9395091943267,-118.498067549845
"32","ROW","1p5","iron and steel","MTCO2",2030,241.840638146745,494.989544639149,-51.1422734548771,-253.148906492405
"33","ROW","1p5","iron and steel","MTCO2",2035,132.059548192116,494.989544639149,-73.3207398777709,-362.929996447033
"34","ROW","1p5","iron and steel","MTCO2",2040,80.5435161703285,494.989544639149,-83.7282389006731,-414.446028468821
"35","ROW","1p5","iron and steel","MTCO2",2045,43.580417883863,494.989544639149,-91.1956892108431,-451.409126755286
"36","ROW","1p5","iron and steel","MTCO2",2050,18.372023794658,494.989544639149,-96.2884016453214,-476.617520844491
"37","South Korea","1p5","iron and steel","MTCO2",2025,68.8453014445037,90.2234918941298,-23.6947052267847,-21.378190449626
"38","South Korea","1p5","iron and steel","MTCO2",2030,43.1027931905895,90.2234918941298,-52.2266404395351,-47.1206987035402
