"","region","scenario","sector","Units","year","value.x","value.y","percent_reduction","absolute_reduction"
"39","South Korea","1p5","iron and steel","MTCO2",2035,20.450899355907,90.2234918941298,-77.3330660046892,-69.7725925382228
"40","South Korea","1p5","iron and steel","MTCO2",2040,7.91948850096062,90.2234918941298,-91.2223653344591,-82.3040033931691
"41","South Korea","1p5","iron and steel","MTCO2",2045,1.52614446475693,90.2234918941298,-98.3084843728419,-88.6973474293728
"42","South Korea","1p5","iron and steel","MTCO2",2050,0.427593648867516,90.2234918941298,-99.5260728221767,-89.7958982452622
"43","US","1p5","iron and steel","MTCO2",2025,53.3394946029543,77.8456143787278,-31.4804115445071,-24.5061197757735
"44","US","1p5","iron and steel","MTCO2",2030,28.065870652363,77.8456143787278,-63.9467542566761,-49.7797437263648
"45","US","1p5","iron and steel","MTCO2",2035,9.72102371426158,77.8456143787278,-87.5124324063168,-68.1245906644662
"46","US","1p5","iron and steel","MTCO2",2040,2.63370106234907,77.8456143787278,-96.6167637273234,-75.2119133163787
"47","US","1p5","iron and steel","MTCO2",2045,1.427292620655,77.8456143787278,-98.1665086311593,-76.4183217580728
"48","US","1p5","iron and steel","MTCO2",2050,0.588531715254766,77.8456143787278,-99.2439757590049,-77.257082663473
