IRONSTL production by tech
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.0,0.0,0.0,0.0,1.68312E-4,6.1267353E-5,1.4433180899999998E-4,3.98397812E-4,0.001898135,0.0645469464,0.43488899849999996,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0.0,0.0,0.0,0.0,0.0,5.97697E-7,5.67551602E-6,4.8700518600000005E-5,5.944891215E-4,0.02640661988,0.21026250031000002,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.0120549,0.09113634000000001,0.41518371,1.30768351,1.9443875999999998,1.4641098,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.0436626,0.12117839999999999,0.3268895,0.61825279,0.7856206,0.6909492,0.4060555,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0139,0.0152,0.0152,0.0152,0.00163484529,0.001405350917,0.0032367058792,0.0097749653075,0.037495614562,0.27008789,0.99085612,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0.0,0.0,0.0,0.0,2.58028E-5,1.3338671044100002E-4,5.63543843838E-4,0.00247479305773,0.0124352954469,0.1087577057,0.465833269,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,4.60653E-4,0.0022380819356,0.0067796283627999995,0.024672012648,0.167146562,0.61126049,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00438,0.0048,0.0048,0.0048,5.49337435E-4,6.901911148000001E-4,0.00211294838392,0.00668123546093,0.0265966018729,0.191845275,0.74178359,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.92556,2.1154,1.2631,1.2263,1.54189,2.193698,2.9794219999999996,3.6332381,3.892554,4.134468,4.3040899999999995,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0.0,0.0,0.0,0.0,0.0,0.00959803,0.060034000000000004,0.22450471,0.59526843,1.06404183,1.4954515000000002,0.0,0.0,0.0,Mt,
