IRONSTL inputs by tech (energy and feedstocks)
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,4.522739E-5,3.16979867218E-4,0.0013635091358919999,0.00423194311501,0.0078174457,0.0117856261,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,7.32567E-4,0.001997267,0.005257925,0.009721516999999999,0.012109901,0.010473511999999999,0.0060829099999999995,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,1.60528E-4,0.00118585,0.0052720322,0.016199788399999998,0.023643864,0.01766338,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,elect_td_ind,0.0,0.0,0.001164307,0.0020408989999999997,2.5665017509999996E-4,3.4251516473000004E-4,0.0010179958093219999,0.002981181738949,0.01046795273622,0.07080004968680001,0.269730723005,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,refined liquids industrial,0.0,0.0,0.0,0.0,4.36626E-7,1.307948E-6,4.0020897E-6,9.654306900000001E-6,1.90789096E-5,2.3553912E-5,1.6558271E-5,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,scrap,0.0,0.0,0.0,0.0,6.04071E-4,7.5917623865E-4,0.0023242260615,0.00734936100605,0.029256192067,0.21102930399999997,0.81596314,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Eastern,iron and steel,wholesale gas,0.0,0.0,0.0,0.0,4.36626E-7,1.307948E-6,4.0020897E-6,9.654306900000001E-6,1.90789096E-5,2.3553912E-5,1.6558271E-5,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,3.042516025E-4,0.0011632630047,0.0017951887662,0.00167881647438,0.001416578806996,0.0014221653612169999,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.55986E-7,1.427934E-6,2.7257296E-6,3.1659677E-6,2.106124E-6,4.628932E-8,1.32911E-10,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,1.34979E-7,5.175349999999999E-7,1.1872511E-6,1.2079846000000002E-6,4.4742503E-8,6.6746E-10,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,elect_td_ind,0.003599981,0.003935157,0.0053647389999999994,0.002606132,0.00304435399668,0.0035130828138600005,0.0038164014132100006,0.003962361120281,0.004022353638323,0.003938335999646001,0.00377162025,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,refined liquids industrial,0.00276271936,0.00535782922,0.0,0.0,0.0,7.75161E-10,1.882116E-9,2.6981819999999997E-9,2.0483379999999998E-9,0.0,0.0,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,scrap,0.0,0.0,0.0,0.0,0.489917,1.193177,1.857102,2.2577413,2.361789,2.44831,2.542282,0.0,0.0,0.0,Mt,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Northern,iron and steel,wholesale gas,0.00816278412,0.008748870019999999,0.01385554727,0.00862299419,0.010088604460000001,0.011437331708660998,0.011927637215216001,0.011866777263332,0.011681833473038,0.0108437003735,0.0096643582185,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Western,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,0.0011509869,0.0052404012100000005,0.0135134094,0.028055370269,0.04920094994,0.08042319718999999,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Western,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.28977E-6,1.0925049E-4,4.86500887E-4,0.001080160987,0.001236398,8.059675999999999E-4,2.8463141E-4,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Western,iron and steel,delivered coal,0.00297206,0.0,0.0,0.0,0.0,1.24904E-5,1.1928669999999999E-4,6.0565029E-4,0.0014894398899999999,0.0011941395,4.7788437E-4,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Western,iron and steel,elect_td_ind,0.0,2.51159E-4,0.001438148,0.0024391449999999998,0.002160479942,0.0032994832522,0.010207575428,0.025650629408750004,0.0549594209479,0.1015363213265,0.16664401736753,0.0,0.0,0.0,EJ,
"0_1p5C,date=2021-20-10T08:48:29-07:00",Africa_Western,iron and steel,refined liquids industrial,0.0,0.0,0.0,0.0,7.68734E-10,7.426076700000001E-8,3.77304037E-7,1.087242366E-6,1.82745114E-6,1.3546973E-6,5.195431009999999E-7,0.0,0.0,0.0,EJ,
