"","region","scenario","sector","subsector","output","technology","Units","year","value"
"39","China","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,70.672
"40","China","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,70.672
"41","China","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,58.7171
"42","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"43","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"44","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"45","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,18.14195
"46","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,2.422717
"47","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,3.103536
"48","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,753.261
"49","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,912.353
"50","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,1023.003
"51","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,21.0253
"52","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,0
"53","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,2.57722
"54","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,2.16903
"55","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,0.902691
"56","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,11.601739
"57","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,12.617705
"58","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,1.1660406
"59","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,2.90341
"60","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,0
"61","China","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,113.2312
"62","China","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,95.5275
"63","China","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,59.9876
"64","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,11.8208
"65","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,4.05355
"66","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,0.0804861
"67","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,37.221545
"68","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,5.665451
"69","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,8.338814
"70","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,452.2752
"71","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,769.064
"72","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,986.575
"73","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,119.4831
"74","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,0
"75","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,11.06074
"76","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,10.4394
"77","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,5.181606
"78","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,10.9290219
"79","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,17.9667535
"80","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,1.2825665
"81","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,9.15134
"82","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,0
"83","China","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,198.92857
"84","China","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,147.39336
"85","China","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,59.11328
"86","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,47.07486
"87","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,13.91678
"88","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,0.20234295
"89","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,33.7696283
"90","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,16.3664257
"91","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,14.2578222
"92","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,176.8883
"93","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,423.816
"94","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,912.3865
"95","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,215.1232
"96","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,77.7089
"97","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,15.63338
"98","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,18.35259
"99","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,15.015001
"100","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,6.244372
"101","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,10.271252
"102","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,1.1158048
"103","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,13.44142
"104","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,6.0919
"105","China","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,273.00913
"106","China","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,224.816
"107","China","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,56.47644
"108","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,82.60976
"109","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,47.32151
"110","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,0.31701436
"111","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,19.910488
"112","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,12.72287
"113","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,18.055617
"114","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,61.212314
"115","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,195.69172
"116","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,844.3134
"117","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,174.65428
"118","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,85.866
"119","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,11.244099
"120","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,14.358506
"121","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,23.941355
"122","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,3.203135
"123","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,6.47698
"124","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,0.8199821
"125","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,17.916841
"126","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,12.08129
"127","China","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,331.5302
"128","China","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,317.15029
"129","China","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,53.54917
"130","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,112.24219
"131","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,91.653696
"132","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,0.38436088
"133","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,6.7591125
"134","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,7.2100848
"135","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,20.14144
"136","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,6.1251249
"137","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,51.391614
"138","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,765.8903
"139","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,110.8731
"140","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,77.3482
"141","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,4.6435222
"142","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,7.860356
"143","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,31.663638
"144","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,0.2829015
"145","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,1.324278
"146","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,0.6940703
"147","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,18.905898
"148","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,16.56838
"149","China","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,369.2981
"150","China","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,371.6166
"151","China","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,49.72547
"152","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,136.58576
"153","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,126.54863
"154","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,0.47501538
"155","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,0.081513568
"156","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,0.110470333
"157","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,20.76281
"158","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,0.0114086274
"159","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,0.015957692
"160","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,682.9585
"161","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,49.28911
"162","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,46.23021
"163","China","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,0.07145005
"164","China","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,0.08477055
"165","China","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,37.43478
"166","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,0.004428619
"167","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,0.003227567
"168","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,0.5627904
"169","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2050,10.673556
"170","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2050,10.16524
"171","China","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,354.7241
"172","China","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,357.0564
"173","China","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,45.18811
"174","China","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,151.06304
"175","China","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,151.26572
"176","China","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,0.5447804
"177","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"178","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"179","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"180","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,100.91
"181","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,100.91
"182","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,100.91
"183","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2015,0
"184","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2015,0
"185","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"186","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"187","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"188","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,28.7361
"189","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,28.7361
"190","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,28.7361
"191","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2015,0
"192","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2015,0
"193","Europe","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,36.5781
"194","Europe","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,36.5781
"195","Europe","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,36.5781
"196","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"197","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"198","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"199","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.00895098
"200","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.00895098
"201","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.01000317
"202","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,102.22023
"203","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,102.22023
"204","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,104.4997
"205","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0
"206","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0
"207","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"208","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"209","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"210","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,30.212172
"211","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,30.212172
"212","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,29.713684
"213","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0
"214","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0
"215","Europe","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,38.706022
"216","Europe","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,38.706022
"217","Europe","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,38.137037
"218","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"219","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"220","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"221","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,0.51983445
"222","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,0.1010764
"223","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,0.135994
"224","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,78.20745
"225","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,96.27492
"226","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,109.74011
"227","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,1.427648
"228","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,0
"229","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,0.0815051
"230","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,0.1112857
"231","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,0.0487858
"232","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,28.727402
"233","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,29.858223
"234","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,30.017493
"235","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,1.516017
"236","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,0
"237","Europe","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,45.877306
"238","Europe","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,40.989846
"239","Europe","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,39.465554
"240","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,1.643913
"241","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,1.00727
"242","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,0.2248952
"243","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,1.097055977
"244","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,0.251855031
"245","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,0.372307323
"246","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,46.397717
"247","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,82.480879
"248","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,110.97743
"249","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,9.147413
"250","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,0
"251","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,0.3359825
"252","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,0.5234483
"253","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,0.2598069
"254","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,24.527736
"255","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,28.638731
"256","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,28.995357
"257","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,4.711135
"258","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,0
"259","Europe","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,59.397901
"260","Europe","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,45.89633
"261","Europe","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,40.262275
"262","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,6.366244
"263","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,3.190265
"264","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,0.5700495
"265","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,1.099106865
"266","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,0.684569499
"267","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,0.634584572
"268","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,19.256075
"269","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,48.04622
"270","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,109.666052
"271","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,19.920876
"272","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,7.98576
