"","region","scenario","sector","subsector","output","technology","Units","year","value"
"273","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,0.5480449
"274","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,0.8252877
"275","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,0.7299305
"276","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,18.9210041
"277","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,23.5683241
"278","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,27.8412106
"279","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,8.017373
"280","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,3.605807
"281","Europe","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,66.9326392
"282","Europe","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,54.3403761
"283","Europe","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,40.5171382
"284","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,9.94459
"285","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,6.188825
"286","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,0.67445316
"287","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,0.7062812
"288","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,0.59293877
"289","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,0.80339356
"290","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,8.9339274
"291","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,25.21666
"292","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,107.83262
"293","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,22.1673665
"294","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,14.91253
"295","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,0.47767353
"296","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,0.77196593
"297","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,1.16278305
"298","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,14.321756
"299","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,18.643295
"300","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,27.036841
"301","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,10.1997325
"302","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,7.232536
"303","Europe","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,67.870251
"304","Europe","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,60.583258
"305","Europe","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,40.433541
"306","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,11.258994
"307","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,8.6827271
"308","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,0.67773951
"309","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,0.241130774
"310","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,0.34600699
"311","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,0.9255551
"312","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,1.821297317
"313","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,8.15000872
"314","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,105.18116
"315","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,15.052267
"316","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,12.361385
"317","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,0.174200975
"318","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,0.43361597
"319","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,1.6095561
"320","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,6.7109147
"321","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,11.96152
"322","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,26.262249
"323","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,14.3003377
"324","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,11.808736
"325","Europe","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,72.260184
"326","Europe","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,67.569113
"327","Europe","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,40.632295
"328","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,13.643929
"329","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,12.2386528
"330","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,0.76613844
"331","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,0.00183932381
"332","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,0.00216880018
"333","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,0.983692
"334","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,0.00678409125
"335","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,0.00891246899
"336","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,102.09903
"337","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,7.4363932
"338","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,7.393729
"339","Europe","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,0.00171169403
"340","Europe","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,0.0020239098
"341","Europe","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,1.9765008
"342","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,0.31323092
"343","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,0.3200778
"344","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,25.299693
"345","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2050,16.149773
"346","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2050,15.1341206
"347","Europe","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,73.3774
"348","Europe","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,72.777998
"349","Europe","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,40.374405
"350","Europe","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,16.483645
"351","Europe","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,17.880065
"352","Europe","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,0.80420815
"353","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"354","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"355","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"356","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,1215.239
"357","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,1215.239
"358","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,1215.239
"359","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2015,0
"360","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2015,0
"361","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2015,0
"362","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"363","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"364","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"365","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,212.0759
"366","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,212.0759
"367","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,212.0759
"368","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2015,0
"369","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2015,0
"370","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2015,0
"371","Global","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,192.4283
"372","Global","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,192.4283
"373","Global","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,192.4283
"374","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"375","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"376","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"377","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.859802858799
"378","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.859802858299
"379","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.89895801750973
"380","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,1435.750652848
"381","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,1435.750652868
"382","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,1485.651904423
"383","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0
"384","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0
"385","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0.00568369
"386","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"387","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"388","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"389","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,252.36726882948
"390","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,252.36726885948
"391","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,238.9025520314
"392","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0.0000258019
"393","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0.0000258019
"394","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0.000297959
"395","Global","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,236.34483561701
"396","Global","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,236.34483564701
"397","Global","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,222.2441568341
"398","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"399","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"400","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"401","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,73.120565214222
"402","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,6.629840641761
"403","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,8.43444700802024
"404","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,1116.41434319309
"405","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,1406.37493426051
"406","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,1565.290755121
"407","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,34.757121826835
"408","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,0.007084762698673
"409","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,0.0680360854289
"410","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,11.37551450368
"411","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,7.4143530802
"412","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,2.964390242284
"413","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,278.356359251894
"414","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,306.210661048674
"415","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,306.9957625993
"416","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,20.390956329839
"417","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,0.000117407664999
"418","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,0.006611547449593
"419","Global","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,318.742035046053
"420","Global","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,290.148719032566
"421","Global","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,250.6593377626
"422","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,29.429769139
"423","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,15.952241675
"424","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,3.198532406
"425","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,110.837051770826
"426","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,13.905137466477
"427","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,20.2322056757111
"428","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,679.211244881709
"429","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,1247.02659137055
"430","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,1566.750187308
"431","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,186.760820533197
"432","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,0.059401173964416
"433","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,0.215191089496841
"434","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,34.56748792665
"435","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,32.0906686993
"436","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,15.6098923281344
"437","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,280.896531438309
"438","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,347.598857439009
"439","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,367.928914268
"440","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,62.004756763816
"441","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,0.000329756508923
"442","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,0.03484553145597
"443","Global","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,470.190530547862
"444","Global","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,384.578989373622
"445","Global","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,279.5562772535
"446","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,107.122105777374
"447","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,49.395124831739
"448","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,9.084975833
"449","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,97.277612137327
"450","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,41.113363571941
"451","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,31.9700289383896
"452","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,292.250007057637
"453","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,722.23792221995
"454","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,1514.0617543335
"455","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,351.699555172644
"456","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,140.421029675657
"457","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,0.448138732558534
"458","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,51.925639170103
"459","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,61.19578438997
"460","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,44.8348341754401
"461","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,269.216986752037
"462","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,328.217255865923
"463","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,430.7710013978
"464","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,114.365832759091
"465","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,54.8397408921863
"466","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,0.12546055837744
"467","Global","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,598.684214804278
"468","Global","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,514.786211732697
"469","Global","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,306.401855757
"470","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,177.947484764331
"471","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,114.303375171175
"472","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,13.506176664
"473","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,59.383838717198
"474","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,35.8956307345
"475","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,39.5062389616026
"476","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,132.11647954844
"477","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,360.984725152268
"478","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,1457.749428873
"479","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,347.369985428966
"480","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,217.597278502339
"481","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,0.761141397162673
"482","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,48.226996828452
"483","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,60.6131435221
"484","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,75.8749961422362
"485","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,257.323357770639
"486","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,308.341985294093
"487","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,500.7895806664
"488","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,171.798084121146
"489","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,127.030951219652
"490","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,0.3615812051198
"491","Global","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,702.216346644233
"492","Global","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,664.590078868114
"493","Global","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,329.54987189
"494","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,227.833193555204
"495","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,187.640918348744
"496","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,17.6755152657
"497","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,22.1665240784303
"498","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,22.973001260469
"499","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,43.8168223767453
"500","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,45.7290398410988
"501","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,122.737420356645
"502","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,1379.821444367
"503","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,265.66342356864
"504","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,224.5917072063
"505","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,1.1808653430663
"506","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,26.2681184297628
"507","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,40.541167066988
"508","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,108.335233609545
"509","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,193.345097224737
"510","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,248.762313886625
"511","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,568.1601146787
"512","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,256.29031649119
"513","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,216.004297951862
"514","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,0.85398965780919
"515","Global","1p5","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,827.0452392649
"516","Global","1p5 delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,809.74389336672
"517","Global","Ref","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,350.4630293915
"518","Global","1p5","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,281.1520253283
"519","Global","1p5 delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,253.21603277317
"520","Global","Ref","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,24.0670802784
"521","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,1.70252928655014
"522","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,2.2916623976138
"523","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,45.3632028884423
"524","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,30.8072295783587
"525","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,31.5105975125382
"526","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,1289.677945528
"527","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,167.752475984057
"528","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,166.680068526163
"529","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,1.66689967123064
"530","Global","1p5","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,3.96603856760086
"531","Global","1p5 delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,4.99301689801008
"532","Global","Ref","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,137.076030678609
