CO2 emissions by subsector
scenario,region,sector,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,resid others,biomass,2.87408,3.52092,4.66064,4.51128,4.61269,4.42476,2.70744,1.74108,0.819799,0.0948709,0.00647295,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,resid others,coal,20.2149,3.06967,3.77879,2.41297,2.2291,0.169619,0.0924455,0.0583429,0.0279228,0.00340221,2.34502E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,resid others,gas,12.4241,19.0531,19.8163,15.9785,14.9998,10.4017,9.72306,8.97346,7.08085,2.51332,0.378524,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,resid others,refined liquids,14.9095,13.4515,10.8611,8.4626,7.50569,5.37376,4.67068,4.08963,3.0719,1.09474,0.174558,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_aviation_intl,International Aviation,10.5836,18.1934,17.8626,18.7219,18.0685,18.0679,18.2457,18.4761,18.5419,17.1127,13.7269,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_freight,Domestic Ship,4.85289,5.5134,4.66957,3.71654,3.52031,2.79823,2.75108,2.7167,2.47445,1.36166,0.404852,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_freight,Freight Rail,0.6780486,0.81012074,0.7921021,0.7687045,0.748143,0.876543,0.951141,1.00769,1.06335,1.01658,0.709291,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_freight_road,Heavy truck,21.9559,27.0339,26.0477,25.4164,25.361639999999998,25.04486,22.95785,19.0978,16.023469999999996,10.070228,5.034664289999999,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_freight_road,Light truck,2.95311,3.63692,3.50468,3.41943,3.31984,2.849362,1.9354500000000001,0.805588,0.44569410000000004,0.2206602,0.10614137399999998,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_freight_road,Medium truck,3.10544,3.82379,3.68437,3.59503,3.580883,3.523962,3.221311,2.6758230000000003,2.304121,1.5585660000000001,0.81432898,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_pass,Domestic Aviation,12.1249,20.8429,20.4619,21.4483,21.6262,21.08,21.5736,22.3315,22.1035,18.2453,11.1572,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_pass,Passenger Rail,1.13465,1.39686,1.34579,1.31325,1.33073,1.39743,1.43557,1.47883,1.5136,1.48889,1.3316,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_pass_road,Bus,7.734731999999999,9.672717,9.659346,9.811276,14.220941999999999,12.606675,7.626282,4.402684,3.4980482999999998,2.8856547,1.876331,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_pass_road_LDV,2W and 3W,1.84859,2.27616,2.19313,2.13996,1.7089,0.875188,0.55691,0.532343,0.49015,0.356094,0.139581,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_pass_road_LDV_4W,Car,107.25374803,132.04550476000003,127.2256965,124.1539641,116.33348908,97.50960676,67.67619272199998,45.058857251,26.610890412,20.268089269,14.154388370000001,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_pass_road_LDV_4W,Large Car and Truck,31.277036091,38.50666751,37.10109404,36.205540639999995,33.086471907,26.657043963999996,17.573051081,11.312709763999997,6.889063047800001,5.630981469799999,4.214573039300001,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_pass_road_LDV_4W,Mini Car,2.11657E-4,8.19191E-4,0.00108964,8.54465E-4,8.16201E-4,7.150343999999999E-4,5.196356E-4,3.6135346E-4,2.2128909000000002E-4,1.556436E-4,9.239738000000002E-5,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",EU-15,trn_shipping_intl,International Ship,28.0631,40.6386,38.0051,33.0879,32.5875,30.3139,30.1478,30.2716,29.7005,25.2183,18.0608,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,H2 central production,biomass,0.0,0.0,0.0,0.0,0.00228485,0.009629743,0.0407419708,0.0791035247,0.10758818582,0.1258660134523,0.190233,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,H2 central production,coal,0.0,0.0,0.0,0.0,0.0,0.0054245,0.0188733,0.0351366,0.0515009,0.0518463,0.0354473,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,H2 central production,gas,0.0,0.0,0.0,0.0,0.00666326,0.00751203,0.01148768,0.01717345,0.022911096,0.0308595282,0.0360753428914,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,H2 forecourt production,gas,0.0,0.0,0.0,0.0,0.0065916,0.0363354,0.0999137,0.142409,0.143446,0.0620927,0.01773,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,N fertilizer,gas,2.49774,2.21302,2.12863,2.20053,2.2146131000000002,2.1823566999999997,1.99116933,1.4425734300000002,0.8167956999999999,0.4693330900000001,0.24699749350000003,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,agricultural energy use,biomass,0.0048139,0.0269583,0.0558417,0.0558417,0.060031600000000004,0.0782196,0.10857885,0.12538191999999998,0.11586501999999999,0.0794527,0.018335929999999997,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,agricultural energy use,coal,1.13021,1.10507,0.0239994,0.0125716,0.012271800000000001,0.00878081,0.004957046,0.002283017,0.0015763799999999998,9.242969999999999E-4,1.188778E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,agricultural energy use,gas,0.177135,0.0873783,0.12126,0.124826,0.1222609,0.10058500000000001,0.0808311,0.06522303,0.05712041,0.04146196,0.021117149999999998,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,agricultural energy use,refined liquids,5.83918,1.62778,1.59415,1.59907,1.662908,1.528242,1.4744,1.4018823,1.2956396,0.9969469999999999,0.4209501,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,alumina,biomass,0.0,1.39948E-4,0.00169922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,alumina,coal,0.0,0.0,2.43881E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,alumina,gas,0.0,6.75639E-4,0.00186221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,alumina,refined liquids,0.0,0.0120042,0.00112761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,backup_electricity,gas,0.0,0.0,0.0,0.0,0.00554042,0.0274344,0.1006,0.198191,0.303758,0.386404,0.430353,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,cement,cement,4.14308,2.17,1.978,1.978,1.892,1.62121,1.6259303200000002,1.13572317,0.5928194199999999,0.313351098,0.180974013,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,chemical energy use,biomass,0.0,0.0,9.637E-4,9.63699E-4,9.5967977E-4,9.377838300000001E-4,9.070991E-4,7.862838900000002E-4,6.2995642E-4,5.3348148E-4,4.2360075807000005E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,chemical energy use,coal,0.223986,0.00457003,0.0182855,0.00228501,0.0022749054,0.00219832292,0.00193708348,0.0012954580799999999,6.343730419999999E-4,3.29794519E-4,1.7051277769000001E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,chemical energy use,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,chemical energy use,refined liquids,0.619444,0.0443039,0.0976335,0.0287159,0.028652682999999998,0.0279341001,0.026959842699999997,0.023309929,0.0182274804,0.014669396530000002,0.00869757595,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,chemical feedstocks,coal,0.0,0.0,0.055995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,chemical feedstocks,gas,0.0,2.71589,1.92672,0.950578,0.90359,0.659559,0.561904,0.471515,0.334594,0.0857139,0.0102503,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,comm heating,biomass,0.313603,0.252779,0.150086,0.137448,0.140273,0.191551,0.118963,0.0804149,0.0437675,0.00827615,7.94655E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,comm heating,gas,0.774402,0.331679,0.242363,0.177185,0.187192,0.19332,0.225358,0.253764,0.259948,0.151278,0.0316124,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,comm others,biomass,0.0686205,0.0553104,0.0328417,0.0300748,0.0273226,0.0244238,0.0129535,0.0077022,0.00347895,4.2644E-4,3.00225E-5,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,comm others,coal,2.6261,0.138277,0.294837,0.131419,0.11188,0.00657941,0.00329533,0.00198654,9.37838E-4,1.16585E-4,7.95725E-6,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,comm others,gas,0.179035,0.0766814,0.0560318,0.0409641,0.0390085,0.0269082,0.0249587,0.0236313,0.0190525,0.00673959,0.00102709,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,comm others,refined liquids,3.17188,0.0877884,0.113223,0.106659,0.129212,0.082866,0.0666781,0.056124,0.0413673,0.0138013,0.00195344,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,construction energy use,biomass,0.0,0.00385022,0.00770267,0.0048139,0.004635477000000001,0.004611182,0.004359577,0.0037410990000000003,0.0029719360000000005,0.001771639,3.0488520000000003E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,construction energy use,coal,0.305121,0.00914281,0.00799887,0.00342888,0.003285902,0.002357441,0.0013181719999999998,5.926071E-4,4.040894E-4,2.3014059999999998E-4,2.4410419999999997E-5,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,construction energy use,gas,0.0213994,0.041014,0.0362596,0.02556,0.02456908,0.02045075,0.01619115,0.012733806,0.010917385000000002,0.007689420000000001,0.0036299080000000003,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,construction energy use,refined liquids,2.91672,0.356079,0.36182,0.212497,0.21568130000000002,0.20187650000000001,0.19139899999999999,0.17749406,0.1604205,0.11959170000000001,0.04425028,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,district heat,biomass,0.0,0.381266,0.584414,0.605598,0.991526,2.09919,1.84983,1.56902,1.1472,0.550103,0.163389,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,district heat,coal,1.79187,0.571395,1.42506,0.811386,1.27733,0.312261,0.248396,0.205464,0.149855,0.0679792,0.0188146,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,district heat,gas,24.8458,12.3698,7.19129,4.1776,6.70897,5.07339,5.11441,4.92366,4.36173,3.1584,1.18557,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,district heat,refined liquids,11.4937,0.379054,0.283882,0.19117,0.475888,0.51729,0.576554,0.611159,0.615345,0.553013,0.242907,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_biomass (IGCC CCS),biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0085830289,0.0275064067,0.0495756283,0.0767836898,0.1182464858,0.1800654725,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_biomass (IGCC),biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.019702723,0.027782356,0.0230349602,0.007891677599999999,1.105832816E-4,4.27094339E-7,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_biomass (conv CCS),biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.05575339,0.17141320000000002,0.2913763,0.40900257,0.50410816,0.41246101,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_biomass (conv),biomass (conv),0.0,0.0,0.10012657999999999,0.08375969,0.098171548,0.161640314,0.1177450868,0.057292022639999995,0.01167555494,1.1423700423E-4,4.1780654200000006E-7,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_coal (IGCC CCS),coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.043506378,0.110377477,0.170289599,0.227550456,0.275885388,0.1483699303,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_coal (IGCC),coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.12996544999999998,0.139255699,0.09309097799999999,0.0283646823,3.837297591E-4,1.600744919E-6,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_coal (conv pul CCS),coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0846792,0.18902940000000001,0.2678981,0.33145194,0.35887058000000005,0.103891257,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_coal (conv pul),coal (conv pul),40.78984,15.892180999999999,20.732902,17.268053,18.3059242,11.27365063,4.62515357,1.8720776780000001,0.3932111735999999,0.0043290026941,1.5702787726E-5,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_gas (CC CCS),gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.19811167000000002,0.43195622,0.61519945,0.77230911,0.89563178,0.6545775580000001,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_gas (CC),gas (CC),2.3749681000000002,0.0,0.0,0.0,0.25263945,0.30727055999999997,0.338463724,0.341856184,0.275198926,0.03044034234,2.8475918528000004E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_gas (steam/CT),gas (steam/CT),8.232493999999999,11.338097,9.305878,7.130365,6.093541600000001,2.9253540800000004,1.6341030799999998,0.9120638609999999,0.3266858254000001,0.012976642136,9.8017491547E-5,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_refined liquids (CC CCS),refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.021382577,0.0361939719,0.046397642,0.0576582606,0.0601549829,0.0363436001,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_refined liquids (CC),refined liquids (CC),0.0,0.0,0.0,0.0,0.028848910999999998,0.0171958889,0.0150355366,0.0121544655,0.0070512336,5.0265453E-4,6.248943862000001E-6,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,elec_refined liquids (steam/CT),refined liquids (steam/CT),16.281345,0.4413932,0.3166879,0.23054191000000002,0.138874379,0.07712881500000002,0.0538495835,0.0389984228,0.02087933495,0.0016638244830000002,2.0447542169E-5,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,gas pipeline,gas pipeline,1.48663,3.11233,2.60706,1.52704,1.63079,1.32736,1.34463,1.3452,1.282,1.05096,0.651769,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,gas processing,biomass gasification,0.0,0.0,0.00139685,0.023054,0.0266334,0.0443744,0.031398,0.0219457,0.0113334,7.88083E-4,9.36875E-6,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,gas processing,coal gasification,0.0,0.0,0.0256955,0.0215289,0.0320327,0.0053261,0.00339681,0.0024238,0.00123223,5.43435E-5,3.76889E-7,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,35.6887,19.695,16.8577,12.9554,12.927588080000001,9.813867899999996,6.30794088,3.161767327000001,1.8000249599999998,0.613935034,0.15135852079999998,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,1.1192,4.04494,2.91488,1.25417,1.181816,1.0301610200000002,0.7271769,0.42211676000000004,0.249926253,0.09356205999999999,0.03119424,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,0.0689281,0.0296648,0.019211,0.00786573,0.00816427,0.009997510000000001,0.015516088999999999,0.01906657,0.020270813999999998,0.02816154,0.033649439999999996,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,mining energy use,biomass,0.0,0.0,0.0,9.63699E-4,0.046334771000000004,0.106235841,0.20623519299999998,0.26281884,0.2432915,0.16546940000000002,0.02720068,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,mining energy use,coal,0.00685776,0.239984,0.109708,0.00114387,0.252828198,0.290287701,0.335870527,0.3279698,0.26313299999999995,0.17070549999999998,0.01756632,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,mining energy use,gas,0.00951115,0.261542,0.251436,0.18189,0.2163874,0.19092579999999998,0.190632,0.1921332,0.18532058,0.14710689999999998,0.07467309999999999,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,mining energy use,refined liquids,0.351155,0.209217,0.250239,0.229727,0.2475849,0.1984111,0.161922,0.1376539,0.12871925,0.10219900000000001,0.03685946,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,other industrial energy use,biomass,0.0169625,0.0627279,0.5915140000000001,0.9294260000000001,1.00292823,1.09172345,1.2501018899999998,1.3171548899999999,1.21107788,0.9893752940000001,0.20766269529999998,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,other industrial energy use,coal,7.66727,2.47992248,3.207206,2.8529500000000003,3.055174,3.0214549689999997,2.793168144,2.0745318680000002,1.226618147,0.7174380561,0.07802744559000004,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,other industrial energy use,gas,15.93295,4.05688,2.6905520000000003,1.516402,1.6219580999999998,1.6555424,1.6914273000000002,1.5636818,1.3228210999999999,1.0761744800000002,0.66268408,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,other industrial energy use,refined liquids,3.8904468000000003,0.7256784,0.6399811,0.18096689999999999,0.20124641,0.21500271999999998,0.25171703,0.29314258000000004,0.31466834000000005,0.28489797,0.10885039750000002,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,other industrial feedstocks,coal,0.0,1.48561,0.524534,0.434256,0.406124,0.111479,0.098123,0.0939911,0.0810083,0.0413815,0.0194175,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,other industrial feedstocks,gas,0.0,0.0065391,0.101645,0.0529021,0.0497832,0.0369966,0.0371985,0.0386166,0.036691,0.0230041,0.0121906,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,process heat cement,biomass,0.0282902,0.0131929,0.0121715,0.0121715,0.011807,0.0100767,0.010685215,0.012412988,0.012161829,0.010499192,0.008186721999999999,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,process heat cement,coal,0.235047,0.10961,0.101135,0.101135,0.0981335,0.0837,0.08308755,0.054736994,0.025188138000000002,0.011407493,0.006238148999999999,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,process heat cement,gas,1.18766,0.553844,0.511025,0.511025,0.49563,0.42272,0.4345157,0.434256,0.41525870000000004,0.36370669999999994,0.28936943000000004,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,process heat cement,refined liquids,0.578579,0.269809,0.24895,0.24895,0.227565,0.198033,0.2147355,0.3271617,0.43314339999999996,0.4280955,0.35275477,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,refining,biomass liquids,0.0,0.0,0.00196772,0.007618669999999999,0.054854019999999996,0.0527419,0.049495939999999995,0.048369594,0.09348217509999998,0.1090518636961,0.1494488501017439,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,refining,coal to liquids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77362E-4,9.0120971918E-4,7.5723698E-5,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,refining,gas to liquids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00132562,0.00240852,3.52364E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,refining,oil refining,2.06519,1.87987,1.28862,1.68095,1.6642739,1.6001454,1.4853034,1.4162118,1.2771951000000001,0.9812574,0.5509929,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,regional biomass,regional biomass,-0.624846,-1.53468,-3.47899,-3.94482,-4.42279,-6.95574,-7.52135,-8.33077,-9.13507,-10.0558,-10.4086,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,regional biomassOil,regional biomassOil,0.0,0.0,-0.0279098,-0.0169149,-0.0732392,-0.0723165,-0.0680778,-0.0671201,-0.062371,-0.0503822,-0.0278667,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,regional corn for ethanol,regional corn for ethanol,0.0,0.0,0.0,-0.0278926,-0.203552,-0.194739,-0.182502,-0.17805,-0.173907,-0.075407,-0.00457404,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,resid heating,biomass,0.163815,0.628233,1.64962,1.73645,1.70433,2.06303,1.22485,0.786641,0.415916,0.0889923,0.0109623,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,resid heating,gas,2.08955,3.40059,3.40296,2.32348,2.36325,2.13488,2.37992,2.54612,2.52989,1.65212,0.438306,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,resid others,biomass,0.0287408,0.110218,0.289416,0.304649,0.275074,0.272291,0.140808,0.0802244,0.0356114,0.00462179,3.21473E-4,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,resid others,coal,7.45206,0.803374,0.841086,0.515394,0.436078,0.0283981,0.0138682,0.00801074,0.00371664,4.89191E-4,3.2987E-5,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,resid others,gas,3.67149,5.97507,5.97923,4.0825,3.86635,2.93709,2.65336,2.40532,1.90281,0.70908,0.106196,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,resid others,refined liquids,2.93067,0.717899,0.219883,0.132094,0.159044,0.11295,0.0886157,0.0714708,0.0517708,0.0182877,0.00255733,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,trn_aviation_intl,International Aviation,0.604091,0.117313,0.0831079,0.080564,0.0874419,0.0894329,0.0992185,0.108945,0.115195,0.104787,0.0773814,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,trn_freight,Domestic Ship,0.0262521,0.108291,0.0664524,0.0410195,0.0507537,0.039528,0.0402822,0.0413168,0.0385684,0.0208481,0.00557172,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,trn_freight,Freight Rail,0.8423927,0.409103,0.4547829,0.3517546,0.37435,0.357114,0.388804,0.417722,0.426472,0.311137,0.0981468,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,trn_freight_road,Heavy truck,2.2564565,1.0428866,1.2466397999999999,1.02312,1.13769933,1.13540694,1.1141053399999998,1.0254780959999998,0.916188837,0.6124677269999999,0.31861916443999994,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,trn_freight_road,Light truck,1.4561663999999999,0.6730077,0.8044965599999999,0.66024806,0.70211753,0.616749421,0.44264989,0.22417142399999998,0.13771447699999997,0.0774409666,0.039008023690000004,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,trn_freight_road,Medium truck,0.7791792999999999,0.36011918000000004,0.43047805,0.35329291,0.389160854,0.385100294,0.37165509099999994,0.332406723,0.297962144,0.213426013,0.1149592152,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,trn_pass,Domestic Aviation,1.14915,0.223163,0.158096,0.153257,0.193808,0.194942,0.226163,0.260877,0.274988,0.213348,0.107503,0.0,0.0,0.0,MTC,
"1p5C,date=2021-21-10T15:24:23-07:00",Europe_Eastern,trn_pass,Passenger Rail,0.249962,0.113522,0.13751,0.113069,0.124529,0.136835,0.15389,0.169954,0.182024,0.176322,0.138364,0.0,0.0,0.0,MTC,
