IRONSTL production by tech
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.00513221,0.01464128,0.019845949,0.022987088000000003,0.027207453,0.029999107,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.6276,1.447,1.81,1.4004,1.603393,1.943918,2.2813429999999997,2.5851203,2.859454,3.0900279999999998,3.24359,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0173,0.095,0.095,0.095,0.08183354000000001,0.09565355,0.17077195,0.36105618500000003,0.7104958699999999,1.2351146,1.9303949999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0562807,0.373411,1.1277529,2.7378609000000003,5.7126272,10.473393999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00548,0.03,0.03,0.03,0.02635817,0.04973006,0.17323228400000001,0.473783631,1.08804009,2.1551564,3.7403898,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR,2.03,2.57,2.6,2.82,1.74038,2.273062,2.875637,3.498311,4.0574829999999995,4.494832000000001,4.882327,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0.0,0.0,0.0,0.0,0.0,5.54289E-8,1.5149684099999998E-7,1.8355853399999999E-7,1.97162673E-7,2.43066296E-7,2.71230636E-7,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,9.2269E-4,0.006672644,0.018934232000000002,0.030965503,0.044402460000000005,0.05770093999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.0,0.00253276,0.009577869999999999,0.01712011,0.022413124,0.02676882,0.030063660000000002,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.56,2.13,1.93,1.68,0.820527,0.8991340000000001,0.737706,0.6522140999999999,0.6926137,0.7213134,0.713527,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.204831,0.7133879999999999,1.084707,1.3006181,1.5294768,1.7511888999999998,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.493,0.674,0.608,0.529,0.326027,0.429495,0.5621828,0.7059588000000001,0.836884,0.9458876,1.0310363,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR,6.004,6.985,6.69,4.383,4.95106,5.42248,5.7664729999999995,6.005084999999999,6.237844,6.425631,6.579181999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.00661047,0.03899537,0.11968919,0.20597196,0.30323573000000004,0.40104700000000004,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00167209,0.01781588,0.054022242,0.102561825,0.14519231,0.18507228,0.2180582,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.869,1.266,1.111,1.017,1.153228,1.258511,1.336179,1.4074154,1.4687519,1.536985,1.59896,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.011542,0.03269509,0.044453980000000004,0.051171656,0.062313709999999994,0.07198111,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.2738,0.3992,0.3508,0.3214,0.367431,0.4169632,0.47722960000000003,0.535743,0.5835417,0.6349184999999999,0.6823418,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR,20.2,24.7,25.1,26.5,27.66206,32.101,36.45775999999999,39.610910000000004,42.102320000000006,43.74128,44.54647,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.0221219,0.1257726,0.369654,0.6271654799999999,0.9093843,1.1699204,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00485236,0.06740816000000001,0.19449012,0.346132415,0.46991229999999995,0.5783921000000001,0.6568647,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI,3.99,5.29,5.94,5.11,4.97697,5.475087,5.692336,5.865868000000001,6.023179000000001,6.088666999999999,6.042534,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.132301,0.3411026,0.42495589999999994,0.47383943000000006,0.5665753,0.6229246,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.26,1.67,1.87,1.61,1.698848,2.057287,2.491536,2.8661161,3.1427639999999997,3.363021,3.48748,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR,8.77,8.97,7.65,6.72,7.6484000000000005,8.353829999999999,8.69571,8.916235,9.112331,9.213504,9.339763,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.00287435,0.01586025,0.04722604,0.078391819,0.11079446,0.14112617,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,8.66849E-4,0.008417891,0.023022937,0.040680036,0.053606509999999996,0.06408156,0.0722215,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.59,1.59,1.34,1.44,1.240913,1.033507,0.9139249999999999,0.8313790999999999,0.7724857,0.7359178,0.6500162,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0910771,0.1993577,0.24458052000000002,0.25749022,0.29533074000000004,0.32805201,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,iron and steel,EAF with scrap,iron and steel,EAF with scrap,4.78,4.77,4.02,4.32,4.95861,5.49153,5.942649,6.400841,6.8357719999999995,7.256722,7.637307,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.0010033,3.0E-4,4.0E-4,5.0E-4,5.58823E-4,9.62321E-4,0.001565708,0.0023297335000000002,0.003272473,0.004356967,0.0055850280000000006,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,1.3974E-8,9.556439999999999E-8,3.5499012999999997E-7,7.666782099999999E-7,1.3476655E-6,2.0717087E-6,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,1.76973E-9,3.9632240000000004E-8,1.35124134E-7,2.95048632E-7,5.0938256E-7,7.644353E-7,1.0339423E-6,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.9181,0.9217,0.9016,1.0652,1.184401,1.85985,2.765002,3.8529408000000003,5.116645999999999,6.489044,7.831821999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0223694,0.08736669999999999,0.1674255,0.26492372,0.3873664,0.5366143999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.28949,0.2912,0.2849,0.3366,0.3631898,0.5852865,0.9281863,1.3608453,1.911333,2.5542746999999997,3.255769,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.454,4.625,3.376,3.62,4.67339,5.81423,5.931646,5.112719,4.346361999999999,3.6267810000000003,3.070386,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.64415,2.697235,5.897408,8.776133000000002,11.181225999999999,12.882317,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.163134,1.532173,3.3215154,4.4965428,5.092634,5.3157630000000005,5.319004,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.203,0.57,1.2742,0.846,0.824498,0.5619072,0.3449985,0.26501357,0.23626352,0.22071414,0.20018461,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.215465,0.3765036,0.38687730000000004,0.40826010999999995,0.44315848999999996,0.44811703,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0642,0.1802,0.4018,0.2668,0.345016,0.4081192,0.42012360000000004,0.398786,0.3938274,0.3868861,0.3636602,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR,98.9,314.0,572.0,756.0,998.34,1023.0029999999999,986.575,912.3865000000001,844.3134,765.8903,682.9585,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.902691,5.181606,15.015001,23.941354999999998,31.663638,37.43478,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",China,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.510233,3.103536,8.338814,14.2578222,18.055616999999998,20.14144,20.76281,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",China,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.922,2.09,3.32,2.37,1.4440709999999999,1.1660405999999999,1.2825665000000002,1.1158048,0.8199821,0.6940702999999999,0.5627904,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",China,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0804861,0.20234295000000002,0.31701436,0.38436088,0.47501538,0.5447803999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",China,iron and steel,EAF with scrap,iron and steel,EAF with scrap,17.5,39.7,63.0,45.1,58.7171,59.9876,59.11328,56.476440000000004,53.549170000000004,49.72547,45.188109999999995,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.255,0.335,0.34,0.241,0.2575085,0.3658653,0.3997813,0.3685275,0.3341255,0.2936539,0.2676114,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.0530828,0.2718954,0.7204448000000001,1.24019499,1.7997177999999998,2.3424050999999997,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.0058814,0.14610246,0.40247468,0.66926621,0.9222253,1.1499217,1.3434859000000001,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.264,0.511,0.659,0.737,0.814882,1.181016,1.433452,1.686697,2.004574,2.360245,2.739783,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0213145,0.0623489,0.09946063999999999,0.13685403000000002,0.18079335000000002,0.22814620000000002,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0833,0.161,0.208,0.233,0.2571831,0.3986815,0.5363029,0.6818162999999999,0.8501607,1.0430237,1.2527674000000002,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,BLASTFUR,21.2339,22.6761,17.235,18.22,16.9709,21.331310000000002,22.602629999999998,21.819632,20.7648,19.46882,18.23749,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.0217809,0.10144539999999999,0.2649112,0.42165638,0.5879787000000001,0.7110563000000001,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00176819,0.0557512,0.142145103,0.230561892,0.29306376,0.3445919,0.3674818,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.7214,3.42988,3.4864,3.0739,2.7550139999999996,3.416713,3.5187669999999995,3.3819006,3.237461,3.093459,2.907753,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0601612,0.1238578,0.13773556,0.14359733,0.16414933999999998,0.16645015,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,iron and steel,EAF with scrap,iron and steel,EAF with scrap,3.46402,4.37412,4.4375,3.9061,3.635467,4.630404,5.106154999999999,5.1930982,5.178951,5.134975000000001,4.999025,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,BLASTFUR,89.754,97.87,84.52,82.69,87.5288,88.4088,88.3748,87.84642,87.06782,85.71234000000001,83.86153999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.0270049,0.1583615,0.4650193,0.74112667,1.0215774,1.2654445,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00823498,0.0802428,0.23016222,0.40402268,0.5103298,0.5809632,0.6162102,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,EAF with DRI,26.0359,29.5961,27.7591,25.6622,26.95867,26.60078,25.47659,24.459310000000002,23.79938,23.16879,22.39194,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.164734,0.44619169999999997,0.5367176,0.53414218,0.6019890999999999,0.637758,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,EAF with scrap,33.1483,37.682,35.3595,32.672,34.50157,34.83515,35.15612,35.32404,35.25458999999999,35.49732,35.37538,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,28.1,34.8005,31.93,21.7,21.764300000000002,20.55082,19.28574,17.857295999999998,16.57227,15.24588,14.025519999999998,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.0279691,0.1613786,0.4371343,0.6367225599999999,0.845221,1.0189089,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00768658,0.07453008,0.20527259,0.33099428,0.37812219999999996,0.404872,0.4101169,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.107,4.673,2.883,2.89,2.698367,2.469593,2.1612340000000003,1.8804352,1.6860270000000002,1.543221,1.3991419999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0405835,0.10522004,0.11859834,0.10654042999999999,0.11893150999999999,0.12161715,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.992,2.205,1.3568,1.359,1.368598,1.3132869999999999,1.2833700000000001,1.2494306,1.193428,1.1332470000000001,1.0637467,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.81889,6.1404,10.0829,12.7745,15.8705,17.168280000000003,17.927599999999998,18.325113,18.51232,18.40398,18.087,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.00530657,0.03081874,0.09353502,0.157348454,0.22439977,0.2877024,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00211959,0.0162901,0.04535155,0.08112195,0.10790247,0.12878626999999998,0.14325053999999998,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.8117,10.6655,14.8157,14.2691,18.073909999999998,19.79815,20.95893,21.77234,22.26471,22.51498,22.50142,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0403604,0.1185368,0.16216321,0.18241789,0.20944512,0.23031724999999997,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.73602,5.0161,6.9803,6.7237,8.2445,8.84202,9.32089,9.681197000000001,9.891615,9.948564999999999,9.809435,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.675,0.82,0.814,0.909,1.017007,1.040705,1.01275,0.9998469000000001,1.0385268,1.0924888,1.1508519,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.0123372,0.0374615,0.057437829999999995,0.06976393,0.08133239,0.09102682,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",European Free Trade Association,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.858,1.044,1.036,1.156,1.321548,1.517805,1.749655,1.9474888,2.101505,2.255253,2.420393,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR,15.7,20.4,23.9,38.2,49.087500000000006,82.2259,105.75468000000001,121.54881,130.06017,132.56095,130.26047,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,1.02482,5.534299,17.726842,33.197359,51.465165,69.04499,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",India,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.14048,2.6897699999999998,5.4293074,7.812177,9.398107,10.13611,10.219939,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI,6.72,19.3,34.2,38.6,52.2975,99.7047,137.23806000000002,173.10822,210.72483,244.4461,273.43919,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",India,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.398337,1.184817,1.9734949999999998,2.7095772,3.4862167,4.130689,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",India,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.12,6.09,10.8,12.2,16.191769999999998,30.542550000000002,44.307500000000005,57.86912000000001,68.95531,78.40922,86.1944,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.0,0.0,0.0,2.72,5.4472000000000005,10.37007,17.077857,23.873210999999998,30.32357,35.71696,39.75693,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,3.13147E-4,0.002130098,0.007235411,0.013930624700000001,0.021384601,0.02837484,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,7.58026E-5,9.097918E-4,0.0031141777,0.0065147663000000005,0.010411242000000001,0.014132619999999999,0.017071066,0.0,0.0,0.0,Mt,
"current_policies,date=2021-21-10T15:24:23-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.98,2.79,2.78,1.62,3.0054499999999997,4.890373,6.876819,8.893947,10.772977999999998,12.135436,13.003148,0.0,0.0,0.0,Mt,
