industry final energy by tech and fuel
scenario,region,sector,subsector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,N fertilizer,gas,wholesale gas,gas,0.0,9.41029E-5,0.0,0.0,0.00321954,0.00732668,0.01228607,0.01730241,0.02158886,0.026353872,0.031052362,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,N fertilizer,refined liquids,refined liquids industrial,refined liquids,6.03441E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,agricultural energy use,biomass,delivered biomass,biomass,0.0,0.0217475,0.026237,0.0312804,0.02721029,0.02025551,0.014275482999999999,0.011880739000000001,0.013192454999999999,0.013823408999999998,0.01396538,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,agricultural energy use,electricity,elect_td_ind,electricity,0.00103181,9.91701E-4,0.0012805,0.0028926,0.00480819,0.009010279999999999,0.013717445,0.018349937,0.022250138,0.02715795,0.03224826,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,agricultural energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,4.94181E-6,2.408062E-5,6.622496E-5,1.22339539E-4,1.7582493E-4,2.4251711E-4,3.18183E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,agricultural energy use,refined liquids,refined liquids industrial,refined liquids,0.00630935,0.0152223,0.0108556,0.0133835,0.01755814,0.022239380000000003,0.02551205,0.026516440000000002,0.02591266,0.02496242,0.02452158,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,cement,cement,elect_td_ind,cement,0.00106375,0.00247004,0.0037238,0.0037238,0.004250336,0.0059177050000000005,0.008635061,0.012411202,0.017563919,0.024240074,0.0330129557,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,construction energy use,biomass,delivered biomass,biomass,0.0,0.0,0.0,0.0,2.44229E-5,8.56095E-5,1.849302E-4,2.8302367E-4,3.378662E-4,3.739269E-4,3.917233E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,construction energy use,coal,delivered coal,coal,0.0,0.0,0.0,0.0,1.04591E-4,3.645769E-4,7.743585E-4,0.001173313,0.0014119987,0.0016006740999999999,0.0017333259999999999,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,construction energy use,electricity,elect_td_ind,electricity,0.0,0.0,0.0,0.0,1.46559E-6,4.825568E-6,8.46285E-6,1.2075980999999999E-5,1.5777809E-5,2.1284526E-5,2.6485504E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,construction energy use,gas,wholesale gas,gas,0.0,0.0,0.0,0.0,4.41376E-5,1.432022E-4,2.855289E-4,3.9367641E-4,4.3965599999999997E-4,4.7355830000000006E-4,4.976615E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,construction energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,1.88077E-6,6.21933E-6,1.2945011E-5,1.8645697000000002E-5,2.1833035E-5,2.581533E-5,2.9294539999999998E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,construction energy use,refined liquids,refined liquids industrial,refined liquids,0.0,0.00121395,0.00406043,0.00192553,0.0020521849999999998,0.0018288409999999999,0.001382049,9.54877E-4,7.461283000000001E-4,5.786032000000001E-4,4.650305E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,construction feedstocks,refined liquids,refined liquids industrial,refined liquids,0.0,0.0,0.0,0.0,9.44983E-5,2.11984E-4,3.53855E-4,5.20042E-4,7.11208E-4,9.2624E-4,0.00116728,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,iron and steel,EAF with DRI,H2 enduse,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,1.22837E-4,7.468847000000001E-4,0.002059792,0.0045174988,0.008479134,0.013990344000000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Eastern,iron and steel,EAF with DRI,elect_td_ind,EAF with DRI,0.0,0.0,8.48868E-4,0.00148797,0.0021291829999999998,0.00477411,0.011698119,0.027526784,0.059333682,0.11227458000000001,0.18655371,0.0,0.0,0.0,EJ,
