elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0151308,0.0284178,0.0270985,0.0113125,4.4833E-4,5.05047E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131104,0.0299221,0.0434678,0.0120342,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,coal,electricity,coal (conv pul),0.295991,0.362109,0.286347,0.234633,0.263286,0.302906,0.327563,0.220715,0.056816,0.00175053,1.7922E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964811,0.204652,0.306422,0.236963,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,gas,electricity,gas (CC),0.0338351,0.0870804,0.00856462,0.020151,0.0355547,0.0728505,0.122995,0.124546,0.106538,0.0345313,2.35932E-5,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,gas,electricity,gas (steam/CT),0.00100202,0.0574991,0.179683,0.224645,0.222101,0.24397,0.255391,0.136802,0.0509845,0.00533536,2.52828E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00440388,0.0110457,0.0130459,0.0130348,0.0130295,0.0130257,0.0130111,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,hydro,electricity,hydro,1.06835,1.30301,1.27578,1.37641,1.40009,1.42433,1.44857,1.4728,1.49704,1.52128,1.54552,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0582651,0.16351,0.262421,0.562817,0.882987,1.20278,1.87638,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,nuclear,electricity,Gen_II_LWR,0.262681,0.331344,0.326368,0.366512,0.338709,0.322823,0.299651,0.267942,0.228139,0.183256,0.138373,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279612,0.0399543,0.0484169,0.0476821,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00397981,0.0118847,0.0185368,0.00678268,0.00380813,7.68947E-4,9.19461E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,refined liquids,electricity,refined liquids (steam/CT),0.0592847,0.0563436,0.0300167,0.028566,0.0151002,0.0209761,0.0220252,0.0084728,0.00386752,7.38309E-4,1.2038E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,1.34357E-4,5.75055E-4,8.49303E-4,0.00132897,0.00173542,0.00181124,3.08692E-4,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,6.59559E-4,0.00460428,0.0152194,0.108731,0.271381,0.496236,1.13754,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,solar,electricity,PV,0.0,6.12E-5,9.17998E-4,0.010422,0.015102280000000001,0.025151180000000002,0.033338940000000004,0.04351734,0.05087607,0.04583977,0.04322114,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,4.50874E-6,1.977634E-5,5.196924E-5,3.0780323999999996E-4,7.3747024E-4,0.00133405124,0.0030585525,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,wind,electricity,wind,0.0,0.0056412,0.0314063,0.0952055,0.1294353,0.2066824,0.2874117,0.5119517,0.7435887,0.8900851999999999,1.2574584,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,2.66276E-4,0.0024147960000000003,0.008184536,0.046792936,0.130925036,0.27245576,0.73907424,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Canada,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,8.1156E-5,3.73125E-4,8.45561E-4,0.0031154909999999997,0.006943520999999999,0.012311691,0.028479635,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00632431,0.0208726,0.0400036,0.0711448,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.0034355,0.00762444,0.00891617,0.00707156,5.71364E-4,6.74631E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280454,0.0829778,0.136864,0.148082,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,biomass,electricity,biomass (conv),0.0072234,0.0074233,0.0114243,0.0163225,0.0177927,0.0304722,0.04565,0.0456872,0.0199004,7.46431E-4,8.31051E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00111973,0.00365863,0.00651632,0.00555492,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0023617,0.0049689,0.00502681,0.00334681,2.38927E-4,3.2443E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139359,0.00406045,0.00653447,0.00349861,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,coal,electricity,coal (conv pul),1.548E-4,0.00896761,0.0108828,0.0234072,0.0300987,0.0364481,0.0423204,0.0336253,0.0146492,7.66356E-4,9.98088E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210523,0.0559151,0.0928441,0.112184,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,gas,electricity,gas (CC),0.0,0.0,0.0,0.0012726,0.00791711,0.0216995,0.0445729,0.0460291,0.0449735,0.0282925,3.98885E-5,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,gas,electricity,gas (steam/CT),0.0129179,0.0429926,0.0582957,0.0764306,0.0827438,0.0959131,0.105627,0.0832384,0.0484987,0.00827479,4.90566E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,geothermal,electricity,geothermal,0.002898,0.00948961,0.0117864,0.0138852,0.0218683,0.032778,0.0357096,0.035729,0.0357423,0.0357625,0.0357341,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,hydro,electricity,hydro,0.049193,0.0743529,0.084477,0.0850763,0.0907238,0.0963713,0.102019,0.107666,0.113314,0.118961,0.124609,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230025,0.071113,0.208123,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361157,0.0767723,0.10519,0.0935538,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0107104,0.0253524,0.0471714,0.0235683,0.01346,0.00303863,5.54841E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,refined liquids,electricity,refined liquids (steam/CT),0.124963,0.232951,0.223787,0.22262,0.193179,0.186425,0.178794,0.12995,0.0762302,0.0207787,4.20116E-5,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00792542,0.0139751,0.0330031,0.0940045,0.12624,0.140497,0.0555733,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,1.44317E-5,2.13554E-4,0.00112996,0.0051139,0.0186352,0.0459093,0.161619,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,solar,electricity,PV,0.0,1.345E-4,1.196E-4,0.0023835,0.0124817,0.0304173,0.0525861,0.0848027,0.1407572,0.19547599999999998,0.23717719999999998,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.16057E-5,1.022651E-4,4.2918810000000003E-4,0.0017112681,0.0059126781,0.0144241981,0.051072292400000004,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,wind,electricity,wind,0.0,0.0013909,0.00251391,0.0132457,0.0451749,0.10181119999999999,0.1553176,0.20312059999999998,0.27178589999999997,0.3285045,0.4309263,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.30465E-4,0.001637485,0.008462035,0.036598935,0.116432035,0.24619957000000003,0.5601295500000001,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,5.18715E-5,3.328755E-4,0.0011770395000000001,0.004039969500000001,0.0116307895,0.0237350895,0.056087318,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00311471,0.00869063,0.0174292,0.039358,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,3.86425E-4,9.90676E-4,0.00160798,9.88533E-4,7.2106E-5,1.82939E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136193,0.0341785,0.0565448,0.0641356,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,biomass,electricity,biomass (conv),0.0,0.0,0.0,6.55197E-4,0.0017352,0.00277792,0.00455464,0.00564075,0.00160237,6.77523E-5,1.5953E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156812,0.038418,0.0635727,0.0625507,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0128193,0.0272704,0.027176,0.0134031,8.57659E-4,2.30343E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020939,0.0462624,0.0686346,0.0423264,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,coal,electricity,coal (conv pul),0.257194,0.204724,0.264497,0.307784,0.366369,0.397229,0.423024,0.192097,0.0610072,0.00317474,8.33951E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288182,0.5954,0.914812,1.04558,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,gas,electricity,gas (CC),0.025709,0.0,0.0,0.0,0.052401,0.122188,0.245338,0.260702,0.239134,0.113633,2.32036E-4,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,gas,electricity,gas (steam/CT),0.293909,0.255239,0.295482,0.418455,0.415077,0.462569,0.49807,0.253321,0.116333,0.0196493,2.5034E-5,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00622076,0.0142497,0.024335,0.0512348,0.0664325,0.0664268,0.0663567,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,hydro,electricity,hydro,0.187164,0.207216,0.212854,0.204458,0.22609,0.247721,0.269353,0.290984,0.312616,0.334247,0.355879,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0525591,0.0936661,0.138086,0.306488,0.494763,0.721966,1.39772,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,nuclear,electricity,Gen_II_LWR,0.0,0.00977756,0.00896394,0.0100368,0.00927538,0.00884033,0.00820578,0.00733745,0.00624747,0.00501837,0.00378928,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111452,0.016335,0.0235233,0.0332476,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00190857,0.00273876,0.00458419,0.00221073,0.00141463,3.81044E-4,1.06819E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,refined liquids,electricity,refined liquids (steam/CT),0.110023,0.0431206,0.00654116,0.0117395,0.00493583,0.00460214,0.00447488,0.00262088,0.00148851,4.18326E-4,1.76968E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00184775,0.0124153,0.0321172,0.0575097,0.0676316,0.0918163,0.0787603,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,8.73005E-6,4.17679E-5,1.49336E-4,0.0023771,0.0104423,0.0326242,0.199456,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,solar,electricity,PV,0.0,0.0,2.87998E-5,2.23199E-4,0.003900889,0.014706088999999999,0.039799689,0.10018998900000001,0.145843989,0.18617308999999999,0.2305562,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,2.41233E-6,7.58095E-6,2.076695E-5,2.6711495000000004E-4,0.00112824795,0.0035069379500000004,0.02166602562,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,wind,electricity,wind,0.0,0.0,3.23998E-5,0.00105839,0.00963005,0.024450149999999997,0.04927085,0.15027284999999999,0.26409384999999996,0.39252045999999996,0.6618388,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,7.39531E-9,4.2962910000000003E-8,2.0555591E-7,2.48588591E-6,9.79544591E-6,3.11850506E-5,1.82737483E-4,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Central Asia,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.66941E-5,6.06026E-5,1.7732160000000002E-4,0.0012541016,0.0037449316,0.0093425016,0.0409201075,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764447,0.301358,0.550274,0.943559,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.0201581,0.0426402,0.0580825,0.0458034,0.00361926,4.82865E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357246,1.21018,1.90901,2.14492,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,biomass,electricity,biomass (conv),1.44586E-6,0.01872,0.121906,0.229424,0.260597,0.323424,0.394549,0.425253,0.150186,0.00571574,7.15595E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542808,1.98134,3.2012,2.52199,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.752954,1.44956,1.46099,0.961159,0.0704286,9.54668E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748613,2.44617,3.64119,1.92721,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,coal,electricity,coal (conv pul),1.69114,7.2263,11.7485,14.8819,17.7658,19.5409,20.6094,15.3373,6.42198,0.319558,3.98447E-5,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172613,0.572629,1.01499,1.35959,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,gas,electricity,gas (CC),0.00690796,0.0341544,0.0,0.106125,0.209136,0.317648,0.437814,0.423971,0.398526,0.229374,3.80501E-4,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,gas,electricity,gas (steam/CT),0.0030676,0.0501501,0.332899,0.463401,0.380389,0.381238,0.385429,0.208462,0.11756,0.0252713,2.04449E-5,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,geothermal,electricity,geothermal,2.05199E-4,4.14E-4,4.49998E-4,4.5E-4,0.0686782,0.113014,0.113032,0.112918,0.112803,0.112805,0.11274,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,hydro,electricity,hydro,0.456446,1.42964,2.56154,4.01311,4.01308,4.01308,4.01308,4.01308,4.01308,4.01308,4.01308,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.496468,1.07694,1.70775,3.72,8.43787,13.2872,23.093,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,nuclear,electricity,Gen_II_LWR,0.0,0.191117,0.265967,0.61484,0.568199,0.541549,0.502677,0.449484,0.382713,0.30742,0.232127,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265923,0.0641963,0.0791422,0.0705829,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.006499,0.00999178,0.0147469,0.00775786,0.00677031,0.00158346,2.8503E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,refined liquids,electricity,refined liquids (steam/CT),0.183375,0.182675,0.0541113,0.035915,0.0193747,0.0186365,0.0186827,0.0135314,0.00831429,0.00210202,5.1495E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0509575,0.357426,0.709681,1.25202,1.74349,2.17033,1.03306,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,solar,electricity,CSP,0.0,0.0,7.19997E-6,9.71999E-5,9.71999E-5,9.71999E-5,9.71999E-5,9.71999E-5,9.71999E-5,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,2.16137E-4,0.00106978,0.00385067,0.0475315,0.283855,0.675893,2.1201,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,solar,electricity,PV,7.19997E-6,3.103E-4,0.00252469,0.16122,0.389934,0.895431,1.5416729999999998,2.4276139999999997,3.6770239999999994,4.546284,5.3177,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.6752E-4,5.42107E-4,0.001498254,0.015046253999999998,0.085818854,0.20373285400000002,0.644566334,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,wind,electricity,wind,7.19997E-6,0.0073015,0.160644,0.668767,1.155706,1.840947,2.606073,4.246793,6.281783000000001,7.190266,9.340727000000001,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,0.00146606,0.0089483,0.032061,0.205123,0.9090750000000001,1.91582894,4.3455867,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",China,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,0.00101802,0.0035246699999999997,0.00858872,0.04005332,0.15926532,0.31758132,0.6924933,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90432E-4,0.00383277,0.00907171,0.0202441,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,4.18614E-4,9.18785E-4,0.00108515,8.15456E-4,5.70157E-5,8.68373E-9,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00467585,0.018212,0.0356123,0.0491094,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,biomass,electricity,biomass (conv),9.86402E-4,0.00181081,0.0087012,0.00493558,0.00479248,0.00622682,0.00754155,0.00761809,0.00341295,1.24684E-4,1.65346E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00180142,0.00786791,0.0166194,0.0165362,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00301957,0.0065016,0.00635352,0.00387714,2.30428E-4,4.14178E-8,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234333,0.00907983,0.0169023,0.0107044,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,coal,electricity,coal (conv pul),0.0133488,0.00888843,0.014742,0.0255239,0.0268399,0.035507,0.0438897,0.0355732,0.0155345,6.77812E-4,1.13472E-7,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00871014,0.0511129,0.147435,0.243671,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,gas,electricity,gas (CC),0.00176042,0.0144739,0.0151573,0.0359444,0.0363313,0.0605045,0.0891271,0.0958269,0.0981948,0.0543791,8.83246E-5,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,gas,electricity,gas (steam/CT),0.014436,0.0121626,0.0279347,0.0286934,0.0274264,0.0408051,0.0547911,0.0464456,0.0316,0.00547307,4.26976E-6,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,2.32779E-4,0.00232876,0.00560901,0.0117014,0.0244558,0.0398615,0.0566433,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,hydro,electricity,hydro,0.0989892,0.143291,0.145444,0.174845,0.184503,0.194161,0.203819,0.213477,0.223135,0.232793,0.242451,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00406168,0.0163205,0.0586591,0.0,0.0,0.0,EJ,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Colombia,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153902,0.0442388,0.0762043,0.0967414,0.0,0.0,0.0,EJ,
