elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",EU-15,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,4.44648E-4,0.002259828,0.0055714679999999996,0.011515238,0.020638198,0.038388898000000005,0.05054695,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,2.84144E-4,8.30253E-4,0.00163955,0.00264592,0.0036601,0.00465913,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,biomass,electricity,biomass (conv),0.0,0.0,8.89178E-4,5.03986E-4,0.00115486,0.0021312,0.00402793,0.00652541,0.00908048,0.0110622,0.0127537,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00583001,0.0136116,0.0223461,0.0312125,0.0390328,0.0457696,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,coal,electricity,coal (conv pul),0.428483,0.180042,0.242835,0.199359,0.219458,0.230545,0.242091,0.250087,0.252723,0.248654,0.241148,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,gas,electricity,gas (CC),0.0752631,0.0,0.0,0.0,0.0102645,0.0244024,0.0539362,0.0991061,0.154026,0.208617,0.257217,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,gas,electricity,gas (steam/CT),0.173926,0.230757,0.184956,0.164523,0.144727,0.149536,0.1542,0.152235,0.144602,0.135691,0.126212,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00298552,0.00597875,0.00922667,0.00968311,0.00968236,0.00968302,0.00967855,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,hydro,electricity,hydro,0.0388476,0.0459936,0.0489744,0.0207792,0.0215649,0.0223507,0.0231364,0.0239221,0.0247079,0.0254936,0.0262793,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.037646,0.0677283,0.105609,0.146145,0.185832,0.21976,0.24838,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,nuclear,electricity,Gen_II_LWR,0.274249,0.319513,0.320939,0.315449,0.291519,0.277846,0.257903,0.230611,0.196354,0.157724,0.119094,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,8.35249E-4,0.00160563,0.00340722,0.00600054,0.00902466,0.0117633,0.0147379,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,refined liquids,electricity,refined liquids (steam/CT),0.255453,0.00540345,0.00492108,0.00326871,0.00232496,0.00298146,0.00376939,0.00442319,0.00487335,0.00507089,0.00529423,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,3.68416E-4,0.00312403,0.0082449,0.010026,0.00906979,0.00901309,0.00959183,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,3.38866E-5,1.42825E-4,5.45017E-4,0.00177771,0.00483916,0.0100462,0.0173526,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,solar,electricity,PV,0.0,0.0,0.0,0.00175315,0.00340469,0.00741497,0.01677056,0.02820706,0.03811301,0.04402416,0.04824277,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.0918E-6,3.0790100000000004E-6,8.827760000000001E-6,2.472226E-5,6.283796E-5,1.2794895999999997E-4,2.2003045999999997E-4,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,wind,electricity,wind,0.0,1.40396E-4,1.87195E-4,0.00400309,0.00891055,0.01728209,0.033268690000000004,0.05471189,0.07786239,0.0946678,0.10727593999999999,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,7.38307E-6,4.9324269999999996E-5,2.6256427E-4,9.475202700000001E-4,0.0025686502700000002,0.0052928272,0.009188676,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Eastern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,5.40013E-6,1.920923E-5,6.170873000000001E-5,1.5549313E-4,3.1922413000000003E-4,5.3542113E-4,7.819470000000001E-4,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,4.21621E-4,0.00103783,0.00186298,0.00289194,0.0042019,0.00545647,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,biomass,electricity,biomass (conv),0.0,4.31993E-5,1.00798E-4,4.57191E-4,0.00119732,0.00257587,0.00456294,0.00696484,0.0094922,0.0121697,0.0143289,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0254839,0.0525654,0.0796643,0.106734,0.1359,0.160141,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,coal,electricity,coal (conv pul),0.231688,0.307824,0.366178,0.452179,0.520618,0.58296,0.633309,0.667214,0.686791,0.701326,0.701634,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,gas,electricity,gas (CC),0.0315041,0.233906,0.256639,0.291445,0.328685,0.404628,0.480537,0.547668,0.606992,0.675002,0.727997,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,gas,electricity,gas (steam/CT),0.0140465,0.024721,0.0955639,0.0630754,0.0548296,0.0581839,0.0605509,0.0610034,0.0603484,0.0607368,0.06016,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,geothermal,electricity,geothermal,2.87998E-4,3.38395E-4,0.00240475,0.0123297,0.0176357,0.0253339,0.0336054,0.0412619,0.0479588,0.046504,0.0492617,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,hydro,electricity,hydro,0.147445,0.262537,0.337874,0.356594,0.365473,0.376134,0.386795,0.397456,0.408117,0.418778,0.429438,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0362865,0.0775038,0.118041,0.1559,0.194183,0.236144,0.271891,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,6.90787E-4,0.00137684,0.00229005,0.00331584,0.00430246,0.00543488,0.00599236,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,refined liquids,electricity,refined liquids (steam/CT),0.0257903,0.0251024,0.00898902,0.00786944,0.00396209,0.00386974,0.00371638,0.00352168,0.00324601,0.00285603,0.00269411,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00215407,0.0148889,0.0371405,0.0577869,0.0736656,0.0988653,0.117657,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,6.16021E-6,4.04702E-5,1.51546E-4,4.56219E-4,0.00118237,0.00260472,0.00464205,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,solar,electricity,PV,0.0,0.0,0.0,0.00102598,0.00396389,0.01543709,0.038122989999999995,0.06689658999999999,0.09685738999999999,0.13153191,0.15705439999999998,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,2.05783E-6,8.54682E-6,2.5007420000000002E-5,6.573662000000001E-5,1.5946612000000002E-4,3.4385512E-4,6.1071029E-4,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,wind,electricity,wind,0.0,2.48396E-4,0.0110014,0.0452475,0.060367500000000004,0.0840166,0.1117193,0.13937159999999998,0.16523089999999999,0.14804620000000002,0.1544838,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,3.78396E-5,2.158696E-4,7.274036E-4,0.0018541736,0.0039584436,0.007407354,0.011490094,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Europe_Non_EU,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.79587E-5,6.35113E-5,1.5828210000000002E-4,3.2955410000000006E-4,6.101831000000001E-4,0.0010433691000000002,0.0015147914000000003,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00129733,0.00259666,0.00406237,0.00562635,0.00715835,0.00868891,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,biomass,electricity,biomass (conv),0.00165601,0.00277206,0.00294109,0.00230375,0.00447677,0.00960794,0.0144313,0.0197784,0.0245856,0.0281219,0.0306828,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,4.8501E-4,9.50325E-4,0.00144331,0.00196432,0.00249827,0.00307034,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,coal,electricity,coal (conv pul),3.38403E-4,4.75211E-4,4.85982E-4,5.4354E-4,0.00157719,0.00311014,0.00442055,0.00568309,0.00692306,0.00811374,0.00933846,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,gas,electricity,gas (CC),0.0,0.0,0.0085027,3.16018E-4,0.00104461,0.00296669,0.00543601,0.00862426,0.0123952,0.0170115,0.0223324,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,gas,electricity,gas (steam/CT),7.12806E-4,0.00230045,0.00333726,7.67463E-4,0.00151963,0.00283889,0.00382608,0.0045241,0.00488142,0.00520101,0.00519542,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,geothermal,electricity,geothermal,0.00108001,0.00596893,0.0160734,0.0180088,0.0249341,0.0252937,0.0253129,0.0253238,0.0253315,0.0253573,0.0253539,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,hydro,electricity,hydro,0.558752,0.626339,0.595411,0.681628,0.681628,0.681628,0.681628,0.681628,0.681628,0.681628,0.681628,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0162002,0.047199,0.0725376,0.0954368,0.116132,0.134301,0.151054,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,nuclear,electricity,Gen_II_LWR,0.0850904,0.0840295,0.0948169,0.0831113,0.0768066,0.0732041,0.0679496,0.0607592,0.0517333,0.0415556,0.0313778,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,4.2999E-5,1.4726E-4,2.01805E-4,2.7289E-4,3.19556E-4,3.31123E-4,3.40256E-4,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,refined liquids,electricity,refined liquids (steam/CT),0.00107641,3.09607E-4,1.69194E-4,1.40385E-4,1.4254E-4,1.96403E-4,1.89615E-4,1.93605E-4,1.85225E-4,1.62709E-4,1.43828E-4,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,2.16238E-5,8.01277E-6,1.6316E-5,3.51867E-5,6.30045E-5,8.73862E-5,9.93687E-5,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,7.64825E-6,1.28641E-4,4.06908E-4,8.89065E-4,0.00159219,0.0024633,0.00348842,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,solar,electricity,PV,3.60003E-6,7.56017E-5,3.38387E-4,0.00402796,0.00815436,0.01213579,0.01506439,0.01772879,0.02003078,0.01789773,0.01536611,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,3.62177E-6,3.605967E-5,9.451397000000001E-5,1.8587997000000001E-4,3.1452697E-4,4.7460197E-4,6.636262E-4,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,wind,electricity,wind,0.0,0.00182524,0.00329748,0.00948856,0.02855136,0.09468776,0.16521286,0.23309056,0.29143096,0.331905,0.3585977,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,4.7195E-5,6.415629999999999E-4,0.002570573,0.007663102999999999,0.018084602999999998,0.034464408,0.057336040000000005,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",European Free Trade Association,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,2.14061E-5,1.495871E-4,4.157481E-4,9.307631E-4,0.0017635430999999998,0.0028610030999999996,0.004186347,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.0333635,0.0701042,0.115463,0.168757,0.228159,0.287575,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,biomass,electricity,biomass (conv),0.0,0.017604,0.0509399,0.0938303,0.0834077,0.210555,0.334538,0.476414,0.615902,0.745042,0.85571,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.477006,0.966943,1.51075,2.10586,2.73592,3.33556,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,coal,electricity,coal (conv pul),0.689878,1.72254,2.36863,3.71541,4.38529,5.7441,6.90022,7.9919,9.03443,10.0225,10.8811,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,gas,electricity,gas (CC),0.0,0.217786,0.0,0.0741009,0.104465,0.235179,0.419069,0.687502,1.04722,1.49951,1.98226,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,gas,electricity,gas (steam/CT),0.0358488,0.0538954,0.410594,0.166537,0.182379,0.278374,0.361912,0.435404,0.491489,0.534099,0.561348,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.0220232,0.0557635,0.0557547,0.0557372,0.0557204,0.0557073,0.0556964,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,hydro,electricity,hydro,0.257962,0.389236,0.449719,0.491382,0.541944,0.592507,0.643069,0.693632,0.744194,0.794756,0.845319,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0598962,0.203861,0.343921,0.491242,0.662216,0.853478,1.04578,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,nuclear,electricity,Gen_II_LWR,0.0221076,0.0623663,0.0945575,0.13469,0.124473,0.118635,0.110119,0.0984664,0.0838391,0.067345,0.050851,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0277657,0.118787,0.20784,0.34048,0.487814,0.636586,0.793951,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,refined liquids,electricity,refined liquids (steam/CT),0.0479231,0.0913175,0.0878147,0.0831455,0.0515838,0.127861,0.166395,0.202613,0.226162,0.238823,0.255297,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0518369,0.277212,0.507054,0.813757,1.21431,1.69856,2.1996,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,5.5947E-5,8.28107E-4,0.00416997,0.0158925,0.0456378,0.102194,0.186113,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,solar,electricity,PV,0.0,1.08E-5,4.53599E-4,0.0375119,0.0890521,0.3600561,0.6961151,1.0648981,1.4535061,1.8311832000000001,2.172256,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,3.76604E-5,3.319374E-4,0.0013298773999999998,0.004487647399999999,0.0122242974,0.026998297400000003,0.049228137000000005,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,wind,electricity,wind,1.152E-4,0.0223596,0.0707651,0.149987,0.250037,0.60333,1.005002,1.441123,1.880725,2.1788980000000002,2.48384,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,2.1268E-4,0.0034151499999999996,0.014867749999999999,0.04556155,0.10825905,0.20902637000000002,0.3388039,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",India,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.54671E-4,0.0013550810000000002,0.004402321000000001,0.011255791000000001,0.024134591,0.044511591,0.07074902,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,8.26003E-4,0.00233885,0.00455263,0.00760666,0.011514,0.0156299,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,biomass,electricity,biomass (conv),0.0,7.92E-5,3.42E-4,0.0017316,0.00302462,0.00623369,0.011787,0.0191332,0.0278104,0.0371565,0.0456744,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0440044,0.101101,0.164156,0.233793,0.30863,0.376312,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,coal,electricity,coal (conv pul),0.0351648,0.186455,0.246402,0.469829,0.597644,0.721492,0.858111,0.985104,1.10677,1.22334,1.31577,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,gas,electricity,gas (CC),1.566E-5,0.0350213,0.0251895,0.0307736,0.0591088,0.119669,0.232318,0.386919,0.570276,0.789496,0.992411,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,gas,electricity,gas (steam/CT),0.00262674,0.0336883,0.1197,0.181245,0.208971,0.262672,0.317503,0.350925,0.361096,0.366071,0.361182,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,geothermal,electricity,geothermal,0.00405,0.0237744,0.0336852,0.0361728,0.0516349,0.072747,0.097768,0.121765,0.143801,0.139805,0.149481,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,hydro,electricity,hydro,0.0205488,0.03861,0.0628416,0.0494676,0.0512443,0.0530209,0.0547976,0.0565743,0.058351,0.0601276,0.0619043,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.00325471,0.0117101,0.0273105,0.049114,0.0759885,0.107834,0.139382,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0122735,0.0286475,0.0568127,0.0896075,0.124855,0.15479,0.175717,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,refined liquids,electricity,refined liquids (steam/CT),0.0551952,0.141476,0.12294,0.0730908,0.0435728,0.0533586,0.0607428,0.0648702,0.0665726,0.06352,0.0629866,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00574165,0.0501074,0.117546,0.174458,0.230421,0.283444,0.344168,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,1.10188E-5,8.74753E-5,4.39547E-4,0.00161415,0.00480947,0.0116314,0.0220818,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,solar,electricity,PV,0.0,0.0,3.6E-6,1.8E-5,0.00437813,0.02594683,0.07572033,0.14229433,0.21823813,0.29981453,0.3678248,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,2.86161E-6,1.410341E-5,5.466581E-5,1.7674181E-4,4.973928099999999E-4,0.00118494481,0.0022523732000000003,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,wind,electricity,wind,0.0,0.0,1.44E-5,1.44E-5,0.0026374799999999998,0.008942229999999999,0.018045199999999997,0.027466439999999998,0.03654691,0.044994030000000004,0.04904215000000001,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,4.02241E-5,5.019291000000001E-4,0.0030018091,0.0106937591,0.029066159100000002,0.064001535,0.11227743000000001,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Indonesia,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,7.56637E-6,4.0748970000000004E-5,1.3592807E-4,3.1675107000000004E-4,6.0849107E-4,0.00101346707,0.0014422897,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00182375,0.00348512,0.00527384,0.00692723,0.00957739,0.0112524,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,biomass,electricity,biomass (conv),0.0313956,0.0522359,0.101952,0.119027,0.120018,0.119024,0.116166,0.111056,0.101373,0.0904102,0.0763441,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0352332,0.066805,0.0975774,0.124965,0.167211,0.196773,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,coal,electricity,coal (conv pul),0.441669,1.05435,1.11929,1.2746,1.39534,1.45138,1.46045,1.43097,1.36036,1.3036,1.21454,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,gas,electricity,gas (CC),0.554796,0.787912,0.786268,1.02156,1.07895,1.17088,1.22721,1.2593,1.26286,1.34608,1.38576,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,gas,electricity,gas (steam/CT),0.0516196,0.10385,0.386565,0.452777,0.436183,0.45397,0.457106,0.448423,0.426599,0.424251,0.409036,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,geothermal,electricity,geothermal,0.0062676,0.0116136,0.00947519,0.009342,0.0155184,0.0224307,0.0294702,0.0363931,0.0422465,0.0437125,0.0452488,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,hydro,electricity,hydro,0.386734,0.351482,0.376751,0.388102,0.31453,0.315436,0.316342,0.317247,0.318153,0.319059,0.319964,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,0.0174609,0.0467568,0.0867944,0.120411,0.169594,0.202536,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,nuclear,electricity,Gen_II_LWR,0.728179,1.09712,1.03763,0.0339732,0.031396,0.0299235,0.0277756,0.0248364,0.0211469,0.0169866,0.0128262,0.0,0.0,0.0,EJ,
"current_policies_advMEF,date=2021-21-10T15:24:23-07:00",Japan,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0175509,0.024867,0.0354955,0.0507197,0.0704123,0.0858145,0.0830195,0.0,0.0,0.0,EJ,
