IRONSTL production by tech and vintage
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1p5C,date=2021-21-10T15:24:23-07:00",South Korea,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18815,4.24137,2.59392,0.946391,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",South Korea,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16266,3.40311,2.08122,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",South Korea,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90949,4.83123,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",South Korea,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13364,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2025",0.0,0.0,0.0,0.0,0.0,0.12442,0.101722,0.0622095,0.0226971,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.820275,0.670634,0.410135,0.149637,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98727,2.44231,1.49362,0.544919,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.50651,5.31949,3.25307,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43556,6.89637,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2402,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2025",0.0,0.0,0.0,0.0,0.0,0.00606841,0.00495826,0.00302894,0.00109754,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.0244421,0.0199535,0.0121312,0.00353616,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569072,0.0462342,0.0232778,6.61101E-4,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563141,0.038734,0.0020897,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00682334,4.83651E-4,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37925E-4,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=1990",1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2005",0.0,1.4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2010",0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2015",0.0,0.0,0.0,3.52,2.87786,1.75993,0.642071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2020",0.0,0.0,0.0,0.0,1.56561,1.27995,0.782725,0.285527,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2025",0.0,0.0,0.0,0.0,0.0,2.30095,1.88103,1.1502,0.419294,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,2.40496,1.96583,1.20136,0.426216,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90379,1.55526,0.92867,0.135644,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81607,0.653334,0.175587,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105054,0.0405528,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00380759,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2020",0.0,0.0,0.0,0.0,7.31429E-4,5.9799E-4,3.65695E-4,1.33401E-4,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2025",0.0,0.0,0.0,0.0,0.0,0.0431765,0.0352983,0.021584,0.0078636,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.0650038,0.0531365,0.0324564,0.0107202,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0567582,0.0463487,0.0260248,0.00103909,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204993,0.0155651,0.00119104,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149378,1.64528E-4,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78185E-5,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2025",0.0,0.0,0.0,0.0,0.0,1.07502,0.878568,0.537229,0.195959,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,2.30355,1.88248,1.15101,0.419893,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65144,2.98363,1.82449,0.66563,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01852,4.10066,2.5077,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09862,6.61776,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5977,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=1990",4.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2005",0.0,9.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2010",0.0,0.0,12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2015",0.0,0.0,0.0,9.4236,7.70078,4.70778,1.71716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2020",0.0,0.0,0.0,0.0,3.83373,3.13169,1.9147,0.698079,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2025",0.0,0.0,0.0,0.0,0.0,9.18221,7.49986,4.58382,1.66947,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,9.61403,7.84951,4.79326,1.73189,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44159,7.70037,4.67034,1.54721,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26257,6.69391,3.76921,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98059,3.76646,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29206,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2025",0.0,0.0,0.0,0.0,0.0,0.657895,0.525598,0.31945,0.114647,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,1.84686,1.47248,0.887846,0.323142,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23982,1.77075,1.08066,0.399505,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44331,1.93788,1.1985,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53389,2.84285,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21459,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=1990",1.55778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2005",0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2010",0.0,0.0,3.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2015",0.0,0.0,0.0,2.9714,2.42892,1.48536,0.541924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2020",0.0,0.0,0.0,0.0,1.16858,0.955161,0.584129,0.213099,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2025",0.0,0.0,0.0,0.0,0.0,3.06861,2.50823,1.53381,0.559529,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,4.19074,3.4253,2.09452,0.764103,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74543,3.8784,2.37167,0.865211,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11601,4.18115,2.55681,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64809,4.6159,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45156,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2025",0.0,0.0,0.0,0.0,0.0,0.0461748,0.0377399,0.0230626,0.00840837,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.220402,0.180029,0.110032,0.039859,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277104,0.226257,0.137529,0.0480291,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311783,0.253306,0.149243,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118125,0.0930748,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616534,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2025",0.0,0.0,0.0,0.0,0.0,0.00557746,0.00454907,0.00277295,9.91295E-4,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.0526967,0.0428747,0.0257662,0.00372751,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0837682,0.067193,0.0178571,8.93112E-5,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420397,0.0160494,1.44648E-4,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00174891,1.16368E-5,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11993E-5,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=1990",9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2005",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2010",0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2015",0.0,0.0,0.0,13.3,10.8734,6.64205,2.41768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2020",0.0,0.0,0.0,0.0,2.73068,2.22987,1.36051,0.493415,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2025",0.0,0.0,0.0,0.0,0.0,0.511569,0.416974,0.253695,0.0889407,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,1.09882,0.89208,0.527182,0.0318925,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502032,0.396213,0.0456081,1.07339E-4,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759894,0.0128867,5.24766E-5,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00143687,1.92081E-6,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2267E-5,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2020",0.0,0.0,0.0,0.0,0.00214384,0.00175267,0.00107175,3.90875E-4,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2025",0.0,0.0,0.0,0.0,0.0,0.0432807,0.0353804,0.02163,0.00786145,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.177177,0.144796,0.0882613,0.0194863,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107767,0.0878298,0.0345121,1.81762E-4,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174645,0.00967248,9.5003E-5,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76236E-4,3.95491E-6,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8962E-6,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2025",0.0,0.0,0.0,0.0,0.0,0.0989501,0.0808738,0.0494504,0.0180377,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C,date=2021-21-10T15:24:23-07:00",Taiwan,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.55491,0.453486,0.277279,0.101081,0.0,0.0,0.0,0.0,Mt,
