IRONSTL production by tech and vintage
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2020",0.0,0.0,0.0,0.0,0.00736295,0.00601839,0.00368073,0.00134293,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2025",0.0,0.0,0.0,0.0,0.0,0.0526432,0.0430322,0.0263172,0.00959067,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.104708,0.0855947,0.0522946,0.0186079,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293681,0.239873,0.143595,5.20998E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489946,0.0393031,2.80308E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00132387,1.46346E-5,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4967E-6,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12951,2.55038,1.5605,0.56619,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64489,2.97309,1.80967,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4407,4.42182,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3961,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=1990",26.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2005",0.0,29.5961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2010",0.0,0.0,27.7591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2015",0.0,0.0,0.0,25.6622,20.7952,12.7158,4.64485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2020",0.0,0.0,0.0,0.0,6.61869,5.36263,3.28348,1.18534,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2025",0.0,0.0,0.0,0.0,0.0,8.36402,6.79225,4.11616,1.47454,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,10.3267,8.32886,5.01418,1.71531,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00735,5.58737,3.23297,0.0488299,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34046,3.31327,0.0970494,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38354,0.102349,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0610807,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2025",0.0,0.0,0.0,0.0,0.0,0.748221,0.490564,0.335259,0.123955,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,2.00277,1.4897,0.921608,0.343623,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05229,2.32405,1.4481,0.525696,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4337,2.68455,1.63475,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02683,3.94259,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14979,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=1990",33.1483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2005",0.0,37.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2010",0.0,0.0,35.3595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2015",0.0,0.0,0.0,32.672,26.701,16.3299,5.95831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2020",0.0,0.0,0.0,0.0,8.33581,6.8122,4.16637,1.5203,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2025",0.0,0.0,0.0,0.0,0.0,12.8716,10.5201,6.43447,2.34756,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,19.0114,15.5404,9.50378,3.46763,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4219,19.1459,11.7094,4.27199,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1252,17.2695,10.561,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0837,20.5051,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0281,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36861,1.93636,1.18421,0.430545,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65083,2.1671,1.32138,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.828223,0.675391,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR CCS,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264682,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2025",0.0,0.0,0.0,0.0,0.0,0.0758081,0.0619738,0.0378685,0.0137717,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.345873,0.28255,0.172319,0.0619196,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486052,0.396174,0.239154,0.00329996,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240273,0.193779,0.00523519,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182863,7.65328E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR with hydrogen,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1126E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=1990",28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2005",0.0,34.8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2010",0.0,0.0,31.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2015",0.0,0.0,0.0,21.7,17.7387,10.8483,3.95803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2020",0.0,0.0,0.0,0.0,3.90991,3.19613,1.95465,0.708506,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2025",0.0,0.0,0.0,0.0,0.0,5.53103,4.52143,2.74964,0.976086,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,6.61725,5.38351,3.21583,1.00333,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03294,0.824239,0.440256,5.01992E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142723,0.101744,2.2397E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596003,1.80991E-5,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"BLASTFUR,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74119E-5,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2020",0.0,0.0,0.0,0.0,0.00745174,0.00609154,0.00372531,0.00135928,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2025",0.0,0.0,0.0,0.0,0.0,0.058664,0.047956,0.02933,0.0106952,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.11883,0.0971468,0.0593838,0.0215525,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54892,0.448581,0.273108,0.00561256,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958381,0.0780271,0.00313432,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474784,2.97074E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,"Biomass-based,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66624E-5,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246857,0.195532,0.121147,0.0412203,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273902,0.220413,0.126986,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455411,0.349191,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI CCS,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264058,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=1990",2.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2005",0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2010",0.0,0.0,2.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2015",0.0,0.0,0.0,2.89,2.16485,1.30906,0.478123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2020",0.0,0.0,0.0,0.0,0.558416,0.413597,0.253212,0.0868848,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2025",0.0,0.0,0.0,0.0,0.0,0.646352,0.485612,0.281474,0.0859175,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.715173,0.51892,0.271179,0.079056,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421486,0.271011,0.135601,4.66305E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226728,0.126088,8.09469E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120254,8.30211E-4,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"EAF with DRI,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137815,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2025",0.0,0.0,0.0,0.0,0.0,0.142499,0.080286,0.0621675,0.0226143,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.333167,0.242122,0.147688,0.0578294,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557243,0.410801,0.267019,0.0979255,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585566,0.461723,0.283618,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0714,0.852683,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,"Hydrogen-based DRI,year=2050",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67191,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=1990",0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2005",0.0,2.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2010",0.0,0.0,1.3568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2015",0.0,0.0,0.0,1.359,1.10552,0.675853,0.246679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2020",0.0,0.0,0.0,0.0,0.305066,0.247957,0.151701,0.0555071,0.0,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2025",0.0,0.0,0.0,0.0,0.0,0.550092,0.447629,0.27443,0.10009,0.0,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2030",0.0,0.0,0.0,0.0,0.0,0.0,0.936219,0.76396,0.467065,0.170617,0.0,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37393,1.12115,0.686368,0.250445,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2040",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52439,1.24538,0.761692,0.0,0.0,0.0,Mt,
"1p5C_delay,date=2021-21-10T15:24:23-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,"EAF with scrap,year=2045",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96199,2.4203,0.0,0.0,0.0,Mt,
