hydrogen production by tech
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 central production,biomass,biomass to H2,0.0,0.0,4.19514E-6,2.90395E-5,7.78288E-5,1.55811E-4,2.47053E-4,3.31338E-4,4.3123E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 central production,coal,coal chemical,0.0,0.0,2.33952E-5,1.63128E-4,4.31613E-4,8.76457E-4,0.00147809,0.00212931,0.0029739,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 central production,electricity,electrolysis,0.0,0.0,1.11675E-7,8.963E-7,2.78831E-6,6.39567E-6,1.17736E-5,1.8773E-5,2.80391E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 central production,gas,natural gas steam reforming,0.0,0.0,3.89405E-5,2.5703E-4,6.88709E-4,0.00137181,0.00219025,0.00308551,0.00402678,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 central production,nuclear,thermal splitting,0.0,0.0,4.19687E-6,2.80101E-5,7.09838E-5,1.34736E-4,2.11277E-4,2.8347E-4,3.66632E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 central production,solar,electrolysis,0.0,0.0,4.01994E-6,2.69333E-5,6.85501E-5,1.3073E-4,2.0603E-4,2.77951E-4,3.61579E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 central production,wind,electrolysis,0.0,0.0,2.28252E-6,1.51E-5,3.8154E-5,7.26518E-5,1.1483E-4,1.56631E-4,2.05525E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 forecourt production,electricity,electrolysis,0.0,0.0,2.76355E-6,2.02085E-5,5.74094E-5,1.21111E-4,2.058E-4,3.03023E-4,4.16323E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Northern,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,3.53961E-5,2.44439E-4,6.67431E-4,0.00137301,0.00228166,0.00331268,0.00454625,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 central production,biomass,biomass to H2,0.0,0.0,3.30612E-6,2.61269E-5,9.31873E-5,2.34241E-4,4.59827E-4,7.51798E-4,0.0011807,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 central production,coal,coal chemical,0.0,0.0,2.18019E-5,1.68978E-4,5.76752E-4,0.00142338,0.00290261,0.00492645,0.00795049,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 central production,electricity,electrolysis,0.0,0.0,4.58867E-8,4.02249E-7,1.65154E-6,4.71915E-6,1.06039E-5,2.01299E-5,3.6715E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 central production,gas,natural gas steam reforming,0.0,0.0,3.03435E-5,2.06038E-4,6.81615E-4,0.0015137,0.0026526,0.00428738,0.00668563,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 central production,nuclear,thermal splitting,0.0,0.0,3.52007E-6,2.6473E-5,8.80799E-5,2.0769E-4,4.03332E-4,6.6045E-4,0.00103251,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 central production,solar,electrolysis,0.0,0.0,3.37168E-6,2.54552E-5,8.50602E-5,2.01515E-4,3.93316E-4,6.47593E-4,0.00101828,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 central production,wind,electrolysis,0.0,0.0,3.05615E-6,2.17817E-5,7.02104E-5,1.6313E-4,3.13861E-4,5.10188E-4,7.91278E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.35972E-6,1.07858E-5,4.01146E-5,1.03618E-4,2.11312E-4,3.69093E-4,6.17229E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Southern,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,3.2746E-5,2.41112E-4,8.27522E-4,0.00196525,0.00372884,0.00630285,0.0102276,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 central production,biomass,biomass to H2,0.0,0.0,6.15208E-6,9.34998E-5,5.00081E-4,0.00144207,0.00321963,0.00605541,0.0103936,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 central production,coal,coal chemical,0.0,0.0,3.61817E-5,5.50708E-4,0.00288986,0.00834452,0.0197375,0.0397833,0.0734814,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 central production,electricity,electrolysis,0.0,0.0,1.61503E-7,2.86323E-6,1.74811E-5,5.54637E-5,1.37567E-4,2.93482E-4,5.61591E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 central production,gas,natural gas steam reforming,0.0,0.0,5.61214E-5,7.58611E-4,0.0038382,0.0099852,0.0202909,0.036859,0.0621585,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 central production,nuclear,thermal splitting,0.0,0.0,6.4095E-6,9.27997E-5,4.66557E-4,0.00127121,0.00282609,0.0053537,0.00921248,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 central production,solar,electrolysis,0.0,0.0,6.1393E-6,8.92321E-5,4.50561E-4,0.00123341,0.00275591,0.00524948,0.00908549,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 central production,wind,electrolysis,0.0,0.0,5.7358E-6,7.71787E-5,3.68032E-4,9.76491E-4,0.00213228,0.00397624,0.00673621,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 forecourt production,electricity,electrolysis,0.0,0.0,4.09687E-6,6.49047E-5,3.57876E-4,0.00103014,0.00233235,0.00456931,0.00808935,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Africa_Western,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,5.46249E-5,7.86509E-4,0.00412549,0.0115014,0.0253692,0.049138,0.0878998,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 central production,biomass,biomass to H2,0.0,0.0,1.68728E-6,1.203E-4,4.18886E-4,6.56099E-4,7.78419E-4,8.65618E-4,9.67566E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 central production,coal,coal chemical,0.0,0.0,9.90274E-6,6.96352E-4,0.0023348,0.00366141,0.00461242,0.00550761,0.00660797,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 central production,electricity,electrolysis,0.0,0.0,4.53704E-8,3.89522E-6,1.64083E-5,3.0218E-5,4.28062E-5,5.75158E-5,7.46311E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 central production,gas,natural gas steam reforming,0.0,0.0,1.46795E-5,9.93823E-4,0.00355772,0.00566945,0.00707554,0.00853782,0.0097276,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 central production,nuclear,thermal splitting,0.0,0.0,1.72571E-6,1.17287E-4,3.81006E-4,5.60862E-4,6.58147E-4,7.32886E-4,8.15181E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 central production,solar,electrolysis,0.0,0.0,1.65296E-6,1.12778E-4,3.67943E-4,5.44186E-4,6.41803E-4,7.18619E-4,8.03945E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 central production,wind,electrolysis,0.0,0.0,1.64349E-6,1.11405E-4,3.60976E-4,5.30771E-4,6.23257E-4,6.9594E-4,7.77113E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.13428E-6,8.77025E-5,3.34786E-4,5.64103E-4,7.37123E-4,9.14091E-4,0.00108766,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Argentina,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,1.4036E-5,9.83153E-4,0.00349754,0.00565787,0.00719928,0.00882684,0.0105015,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 central production,biomass,biomass to H2,0.0,0.0,4.26332E-6,2.64065E-5,7.32117E-5,1.48649E-4,2.32193E-4,3.01976E-4,3.72901E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 central production,coal,coal chemical,0.0,0.0,2.83329E-5,1.70652E-4,4.4685E-4,8.9356E-4,0.00146444,0.00201818,0.0026412,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 central production,electricity,electrolysis,0.0,0.0,1.74486E-7,1.14436E-6,3.4214E-6,7.33633E-6,1.24508E-5,1.88119E-5,2.62958E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 central production,gas,natural gas steam reforming,0.0,0.0,3.92796E-5,2.18293E-4,5.93526E-4,0.00110713,0.00158906,0.00209852,0.00257994,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 central production,nuclear,thermal splitting,0.0,0.0,4.53804E-6,2.67238E-5,6.87589E-5,1.3139E-4,2.03668E-4,2.66282E-4,3.28574E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 central production,solar,electrolysis,0.0,0.0,4.34674E-6,2.56965E-5,6.64016E-5,1.27484E-4,1.9861E-4,2.61098E-4,3.24045E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 central production,wind,electrolysis,0.0,0.0,2.04458E-6,1.24397E-5,3.29069E-5,6.44568E-5,1.0225E-4,1.38622E-4,1.74885E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 forecourt production,electricity,electrolysis,0.0,0.0,3.85464E-6,2.3043E-5,6.34942E-5,1.24798E-4,1.9388E-4,2.69377E-4,3.46358E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Australia_NZ,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,3.30722E-5,1.93894E-4,5.3961E-4,0.00106002,0.00161098,0.00222118,0.00287161,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 central production,biomass,biomass to H2,0.0,0.0,3.17975E-6,1.3423E-4,3.97947E-4,7.56777E-4,0.00114768,0.00145553,0.00176779,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 central production,coal,coal chemical,0.0,0.0,1.8193E-5,7.716E-4,0.00224641,0.00429881,0.00689626,0.00933884,0.0120904,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 central production,electricity,electrolysis,0.0,0.0,9.33283E-8,4.53109E-6,1.5221E-5,3.2023E-5,5.46585E-5,8.08297E-5,1.09691E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 central production,gas,natural gas steam reforming,0.0,0.0,2.37771E-5,9.62607E-4,0.00287093,0.00529513,0.0078644,0.0103199,0.0124801,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 central production,nuclear,thermal splitting,0.0,0.0,3.28522E-6,1.33069E-4,3.70706E-4,6.63745E-4,9.91096E-4,0.00125195,0.00150434,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 central production,solar,electrolysis,0.0,0.0,3.14673E-6,1.27953E-4,3.57997E-4,6.44009E-4,9.66483E-4,0.00122758,0.0014836,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 central production,wind,electrolysis,0.0,0.0,2.4008E-6,9.20415E-5,2.45641E-4,4.28164E-4,6.29617E-4,8.01067E-4,9.62942E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 forecourt production,electricity,electrolysis,0.0,0.0,2.1503E-6,9.51772E-5,2.9339E-4,5.6853E-4,8.96973E-4,0.00122695,0.0015419,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Brazil,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,2.2869E-5,9.59322E-4,0.00290211,0.00556695,0.00867214,0.0117829,0.014992,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 central production,biomass,biomass to H2,0.0,0.0,1.1272E-5,1.01698E-4,2.39875E-4,4.1123E-4,5.68136E-4,6.94179E-4,8.28417E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 central production,coal,coal chemical,0.0,0.0,7.00372E-5,6.37919E-4,0.0014819,0.00255582,0.0037374,0.00487866,0.00619537,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 central production,electricity,electrolysis,0.0,0.0,3.20578E-7,3.0465E-6,8.01764E-6,1.53938E-5,2.48038E-5,3.57819E-5,4.87284E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 central production,gas,natural gas steam reforming,0.0,0.0,9.50333E-5,6.99659E-4,0.00171271,0.00299591,0.00427245,0.00531654,0.00603535,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 central production,nuclear,thermal splitting,0.0,0.0,1.14185E-5,9.85072E-5,2.17331E-4,3.50493E-4,4.77567E-4,5.82763E-4,6.90482E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 central production,solar,electrolysis,0.0,0.0,1.09371E-5,9.47202E-5,2.0988E-4,3.40071E-4,4.65707E-4,5.71419E-4,6.80965E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 central production,wind,electrolysis,0.0,0.0,7.13251E-6,6.12568E-5,1.35666E-4,2.20096E-4,3.022E-4,3.77295E-4,4.52787E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 forecourt production,electricity,electrolysis,0.0,0.0,7.71809E-6,6.60109E-5,1.62156E-4,2.90328E-4,4.34245E-4,5.75708E-4,7.13093E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Canada,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,8.66455E-5,7.03844E-4,0.0017386,0.00311337,0.00456965,0.00591706,0.00714549,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 central production,biomass,biomass to H2,0.0,0.0,2.98079E-6,4.1902E-5,1.41968E-4,3.1658E-4,5.27937E-4,7.17035E-4,9.39643E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 central production,coal,coal chemical,0.0,0.0,1.65634E-5,2.36371E-4,7.9499E-4,0.00179867,0.00321627,0.00472555,0.00669836,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 central production,electricity,electrolysis,0.0,0.0,5.6794E-8,8.85704E-7,3.1307E-6,7.67041E-6,1.5E-5,2.44754E-5,3.77108E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 central production,gas,natural gas steam reforming,0.0,0.0,2.71643E-5,3.45388E-4,0.00116292,0.00250408,0.0040981,0.00580056,0.00750727,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 central production,nuclear,thermal splitting,0.0,0.0,3.05217E-6,4.13609E-5,1.32249E-4,2.79422E-4,4.6437E-4,6.35525E-4,8.34324E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 central production,solar,electrolysis,0.0,0.0,2.9235E-6,3.97708E-5,1.27715E-4,2.71113E-4,4.52838E-4,6.23153E-4,8.22824E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 central production,wind,electrolysis,0.0,0.0,2.58631E-6,3.34234E-5,1.04243E-4,2.17011E-4,3.57266E-4,4.88463E-4,6.45028E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.53498E-6,2.18611E-5,7.27735E-5,1.65722E-4,2.98353E-4,4.50137E-4,6.35372E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central America and Caribbean,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,2.6383E-5,3.5908E-4,0.00124841,0.00281205,0.00482917,0.00705482,0.00962265,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 central production,biomass,biomass to H2,0.0,0.0,1.57399E-5,2.29575E-4,6.04806E-4,0.00110189,0.00157101,0.00192536,0.00219587,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 central production,coal,coal chemical,0.0,0.0,1.09555E-4,0.00165177,0.00437913,0.00814394,0.0124356,0.0164272,0.0201443,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 central production,electricity,electrolysis,0.0,0.0,4.72714E-7,7.69224E-6,2.34545E-5,4.82009E-5,7.70074E-5,1.05804E-4,1.31041E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 central production,gas,natural gas steam reforming,0.0,0.0,1.52672E-4,0.00212851,0.00559705,0.00968275,0.0130577,0.0156912,0.0171481,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 central production,nuclear,thermal splitting,0.0,0.0,1.63253E-5,2.28372E-4,5.63948E-4,9.68299E-4,0.00136858,0.0016828,0.00191217,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 central production,solar,electrolysis,0.0,0.0,1.56371E-5,2.19592E-4,5.44614E-4,9.39508E-4,0.00133459,0.00165004,0.00188581,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 central production,wind,electrolysis,0.0,0.0,1.41398E-5,1.94308E-4,4.73665E-4,8.07765E-4,0.00113886,0.00140383,0.00160625,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.19851E-5,1.80191E-4,5.03446E-4,9.45361E-4,0.00138772,0.0017634,0.00202575,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Central Asia,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,1.37822E-4,0.00202146,0.00541903,0.00985342,0.01422,0.0181785,0.0213404,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 central production,biomass,biomass to H2,0.0,0.0,7.05017E-5,4.45348E-4,0.00145614,0.00346596,0.00531499,0.00669313,0.00771541,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 central production,coal,coal chemical,0.0,0.0,4.01255E-4,0.0026006,0.00842074,0.0204564,0.0334863,0.0452895,0.0560561,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 central production,electricity,electrolysis,0.0,0.0,2.26348E-6,1.51803E-5,5.31768E-5,1.329E-4,2.17449E-4,3.03873E-4,3.83805E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 central production,gas,natural gas steam reforming,0.0,0.0,5.31246E-4,0.00326886,0.0109001,0.0254227,0.0381483,0.0492612,0.0571011,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 central production,nuclear,thermal splitting,0.0,0.0,6.61623E-5,4.12377E-4,0.00129152,0.00294269,0.00448475,0.0056827,0.00655006,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 central production,solar,electrolysis,0.0,0.0,6.33732E-5,3.96523E-4,0.00124724,0.00285519,0.00437338,0.00557207,0.00645977,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 central production,wind,electrolysis,0.0,0.0,4.0461E-5,2.42333E-4,7.40424E-4,0.0016709,0.00254639,0.00332804,0.00393539,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 forecourt production,electricity,electrolysis,0.0,0.0,4.9817E-5,3.09879E-4,0.0010146,0.00237505,0.00364321,0.00478367,0.00566001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",China,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,3.85585E-4,0.00242771,0.00834885,0.0202496,0.0315275,0.0426988,0.0521321,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 central production,biomass,biomass to H2,0.0,0.0,2.17942E-6,2.30599E-5,7.61908E-5,1.61588E-4,2.55529E-4,3.4396E-4,4.36714E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 central production,coal,coal chemical,0.0,0.0,1.3299E-5,1.37806E-4,4.32764E-4,9.0253E-4,0.00148347,0.00209481,0.00279311,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 central production,electricity,electrolysis,0.0,0.0,6.87031E-8,8.06971E-7,3.00743E-6,6.93906E-6,1.21033E-5,1.87848E-5,2.70403E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 central production,gas,natural gas steam reforming,0.0,0.0,1.96313E-5,1.93747E-4,6.38814E-4,0.00127234,0.00190766,0.00263977,0.00327918,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 central production,nuclear,thermal splitting,0.0,0.0,2.15553E-6,2.212E-5,6.91902E-5,1.39222E-4,2.17871E-4,2.93234E-4,3.6938E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 central production,solar,electrolysis,0.0,0.0,2.06466E-6,2.12696E-5,6.6818E-5,1.35083E-4,2.1246E-4,2.87525E-4,3.64289E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 central production,wind,electrolysis,0.0,0.0,1.94519E-6,1.82005E-5,5.35174E-5,1.02582E-4,1.54418E-4,2.01739E-4,2.48881E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.68808E-6,1.79503E-5,6.08538E-5,1.28111E-4,2.05233E-4,2.93731E-4,3.86673E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",Colombia,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,1.85112E-5,1.92724E-4,6.45013E-4,0.00135604,0.00216651,0.00310559,0.00407367,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,H2 central production,biomass,biomass to H2,0.0,0.0,7.01885E-5,2.93022E-4,6.58867E-4,0.00144092,0.00241476,0.00308611,0.00368971,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,H2 central production,coal,coal chemical,0.0,0.0,4.7364E-4,0.00198473,0.00426642,0.00916057,0.0159755,0.0217423,0.0278311,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T15:24:23-07:00",EU-12,H2 central production,electricity,electrolysis,0.0,0.0,1.97062E-6,8.65385E-6,2.08968E-5,4.92121E-5,9.14482E-5,1.35281E-4,1.81399E-4,0.0,0.0,0.0,EJ,
