"","region","year","input","total_energy","share","Ref","1p5","1p5 delay"
"79","China",2040,"biomass",8.6786930326,5.19388470483739,NA,0.45076131,NA
"80","China",2040,"biomass",10.13296486882,2.7912464284793,NA,NA,0.28283602
"81","China",2040,"biomass",20.75008479446,1.45992145574692,0.30293494,NA,NA
"82","China",2040,"coal",8.6786930326,22.7204659571796,NA,1.971839496,NA
"83","China",2040,"coal",10.13296486882,44.1179539046462,NA,NA,4.47045677
"84","China",2040,"coal",20.75008479446,87.0755055320255,18.0682412331,NA,NA
"85","China",2040,"electricity",8.6786930326,38.739644257158,NA,3.362094807,NA
"86","China",2040,"electricity",10.13296486882,29.8084828093531,NA,NA,3.020483091
"87","China",2040,"electricity",20.75008479446,10.4990009293921,2.17855159542,NA,NA
"88","China",2040,"gas",8.6786930326,2.9058214704991,NA,0.2521873255,NA
"89","China",2040,"gas",10.13296486882,4.36132093697334,NA,NA,0.44193111836
"90","China",2040,"gas",20.75008479446,0.354021202552448,0.07345969972,NA,NA
"91","China",2040,"hydrogen",8.6786930326,27.7624644741949,NA,2.40941907,NA
"92","China",2040,"hydrogen",10.13296486882,16.8601352330451,NA,NA,1.70843158
"93","China",2040,"hydrogen",20.75008479446,0.407242330993082,0.084503129,NA,NA
"94","China",2040,"refined liquids",8.6786930326,2.67771913613102,NA,0.2323910241,NA
"95","China",2040,"refined liquids",10.13296486882,2.06086068750299,NA,NA,0.20882628946
"96","China",2040,"refined liquids",20.75008479446,0.204308549289971,0.04239419722,NA,NA
"97","China",2045,"biomass",6.596250318308,2.6073240356366,NA,0.17198562,NA
"98","China",2045,"biomass",7.17956494466,2.35726469924724,NA,NA,0.16924135
"99","China",2045,"biomass",19.06936868896,1.77211529921094,0.3379312,NA,NA
"100","China",2045,"coal",6.596250318308,5.05577698096733,NA,0.3334917052,NA
"101","China",2045,"coal",7.17956494466,19.0493136637372,NA,NA,1.367657846
"102","China",2045,"coal",19.06936868896,86.6610332316212,16.5257119366,NA,NA
"103","China",2045,"electricity",6.596250318308,49.3599125379337,NA,3.2559033879,NA
"104","China",2045,"electricity",7.17956494466,43.2055433011603,NA,NA,3.101970041
"105","China",2045,"electricity",19.06936868896,10.441463975956,1.9911212621,NA,NA
"106","China",2045,"gas",6.596250318308,0.282210281761639,NA,0.018615296609,NA
"107","China",2045,"gas",7.17956494466,1.22266349446829,NA,NA,0.08778191964
"108","China",2045,"gas",19.06936868896,0.336620938149688,0.06419148778,NA,NA
"109","China",2045,"hydrogen",6.596250318308,39.3546406629681,NA,2.59593061,NA
"110","China",2045,"hydrogen",7.17956494466,31.217734880538,NA,NA,2.24129755
"111","China",2045,"hydrogen",19.06936868896,0.583557026533472,0.1112806409,NA,NA
"112","China",2045,"refined liquids",6.596250318308,3.34013550073271,NA,0.220323698599,NA
"113","China",2045,"refined liquids",7.17956494466,2.9474799608491,NA,NA,0.21161623802
"114","China",2045,"refined liquids",19.06936868896,0.205209528528625,0.03913216158,NA,NA
"115","China",2050,"biomass",5.4418724635359,0.0546358320582201,NA,NA,0.0029732123
"116","China",2050,"biomass",5.48594040719474,0.0516715784276906,NA,0.002834672,NA
"117","China",2050,"biomass",17.2188192886,2.02311374642648,0.3483563,NA,NA
"118","China",2050,"coal",5.4418724635359,0.0631479856616697,NA,NA,0.003436432843
"119","China",2050,"coal",5.48594040719474,0.0659788356842702,NA,0.003619559607,NA
"120","China",2050,"coal",17.2188192886,86.3110216287563,14.8617388404,NA,NA
"121","China",2050,"electricity",5.4418724635359,52.4731237675608,NA,NA,2.855520473064
"122","China",2050,"electricity",5.48594040719474,52.172199512017,NA,2.862135774352,NA
"123","China",2050,"electricity",17.2188192886,10.3816326871117,1.7875945716,NA,NA
"124","China",2050,"gas",5.4418724635359,0.00332897464087739,NA,NA,0.0001811585543
"125","China",2050,"gas",5.48594040719474,0.00430370459894824,NA,0.0002360986696,NA
"126","China",2050,"gas",17.2188192886,0.316209799216883,0.0544475939,NA,NA
"127","China",2050,"hydrogen",5.4418724635359,43.9092777166522,NA,NA,2.389486893
"128","China",2050,"hydrogen",5.48594040719474,44.2497131634231,NA,2.4275128945,NA
"129","China",2050,"hydrogen",17.2188192886,0.762662391648094,0.131321459,NA,NA
"130","China",2050,"refined liquids",5.4418724635359,3.4964857234263,NA,NA,0.1902742937746
"131","China",2050,"refined liquids",5.48594040719474,3.4561332058489,NA,0.18960140806614,NA
"132","China",2050,"refined liquids",17.2188192886,0.205359746840546,0.0353605237,NA,NA
"133","Europe",2015,"biomass",2.341593751,0,0,0,0
"134","Europe",2015,"coal",2.341593751,64.8940226865168,1.51955438,1.51955438,1.51955438
"135","Europe",2015,"electricity",2.341593751,17.8300954135063,0.4175084,0.4175084,0.4175084
"136","Europe",2015,"gas",2.341593751,14.9090627206752,0.349109681,0.349109681,0.349109681
"137","Europe",2015,"hydrogen",2.341593751,0,0,0,0
"138","Europe",2015,"refined liquids",2.341593751,2.36681917930178,0.05542129,0.05542129,0.05542129
"139","Europe",2020,"biomass",2.3873558711288,0.00629136618534308,NA,0.0001501973,NA
"140","Europe",2020,"biomass",2.3873585515708,0.00629058420659886,NA,NA,0.0001501788
"141","Europe",2020,"biomass",2.4108589723454,0.00696152292295739,0.0001678325,NA,NA
"142","Europe",2020,"coal",2.3873558711288,64.224234624687,NA,1.533261036,NA
"143","Europe",2020,"coal",2.3873585515708,64.223991532029,NA,NA,1.533256954
"144","Europe",2020,"coal",2.4108589723454,64.8882175168509,1.564363414,NA,NA
"145","Europe",2020,"electricity",2.3873558711288,18.0933141457776,NA,0.431951797541,NA
"146","Europe",2020,"electricity",2.3873585515708,18.0933503533765,NA,NA,0.431953146927
"147","Europe",2020,"electricity",2.4108589723454,17.8855345206075,0.431195013742,NA,NA
"148","Europe",2020,"gas",2.3873558711288,15.1984315706288,NA,0.3628406484209,NA
"149","Europe",2020,"gas",2.3873585515708,15.1986234104282,NA,NA,0.3628456357099
"150","Europe",2020,"gas",2.4108589723454,14.804720924197,0.3569209427317,NA,NA
"151","Europe",2020,"hydrogen",2.3873558711288,0,NA,0,NA
"152","Europe",2020,"hydrogen",2.3873585515708,0,NA,NA,0
"153","Europe",2020,"hydrogen",2.4108589723454,0,0,NA,NA
"154","Europe",2020,"refined liquids",2.3873558711288,2.47772829272124,NA,0.0591521918669,NA
"155","Europe",2020,"refined liquids",2.3873585515708,2.47774411995968,NA,NA,0.0591526361339
"156","Europe",2020,"refined liquids",2.4108589723454,2.41456551542162,0.0582117693717,NA,NA
"157","Europe",2025,"biomass",2.0892575722898,0.423595798688455,NA,0.0088500073,NA
"158","Europe",2025,"biomass",2.3206957377212,0.0713815935916978,NA,NA,0.0016565496
"159","Europe",2025,"biomass",2.539049019514,0.0898642043719479,0.0022816962,NA,NA
"160","Europe",2025,"coal",2.0892575722898,57.2149980382692,NA,1.195368679,NA
"161","Europe",2025,"coal",2.3206957377212,62.4969179468645,NA,NA,1.450363311
"162","Europe",2025,"coal",2.539049019514,65.3000027276889,1.657999079,NA,NA
"163","Europe",2025,"electricity",2.0892575722898,20.8781726067376,NA,0.436198802142,NA
"164","Europe",2025,"electricity",2.3206957377212,18.7473032777323,NA,NA,0.435067868104
"165","Europe",2025,"electricity",2.539049019514,17.7548589184894,0.450804571286,NA,NA
"166","Europe",2025,"gas",2.0892575722898,17.3991864492081,NA,0.3635138204069,NA
"167","Europe",2025,"gas",2.3206957377212,15.5827910055198,NA,NA,0.3616291666831
"168","Europe",2025,"gas",2.539049019514,14.4423488668285,0.366698317298,NA,NA
"169","Europe",2025,"hydrogen",2.0892575722898,1.26916400120731,NA,0.026516105,NA
"170","Europe",2025,"hydrogen",2.3206957377212,0.623517971994413,NA,NA,0.014469955
"171","Europe",2025,"hydrogen",2.539049019514,0.133613978065274,0.0033925244,NA,NA
"172","Europe",2025,"refined liquids",2.0892575722898,2.81488310588937,NA,0.0588101584409,NA
"173","Europe",2025,"refined liquids",2.3206957377212,2.47808820429733,NA,NA,0.0575088873341
"174","Europe",2025,"refined liquids",2.539049019514,2.27931130455597,0.05787283133,NA,NA
"175","Europe",2030,"biomass",1.75310984900298,1.11363578335397,NA,0.0195232586,NA
"176","Europe",2030,"biomass",2.11769306741362,0.191260762115387,NA,NA,0.0040503159
"177","Europe",2030,"biomass",2.56497024733046,0.243532434986378,0.0062465345,NA,NA
"178","Europe",2030,"coal",1.75310984900298,42.7039985215854,NA,0.748648004,NA
"179","Europe",2030,"coal",2.11769306741362,58.4695568518928,NA,NA,1.238205752
"180","Europe",2030,"coal",2.56497024733046,65.5697739476866,1.681845193,NA,NA
