CO2 emissions by subsector
scenario,region,sector,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,H2 central production,biomass,0.0,0.0,0.0,0.0,5.18027E-4,0.00346728,0.013447,0.0366073,0.0713491,0.116298,0.177891,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,H2 central production,coal,0.0,0.0,0.0,0.0,0.00251508,0.0171534,0.0661153,0.182786,0.385764,0.69118,1.1591,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,H2 central production,gas,0.0,0.0,0.0,0.0,0.00183657,0.0103766,0.0343742,0.0751069,0.140714,0.236848,0.370937,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,H2 forecourt production,gas,0.0,0.0,0.0,0.0,0.0023071,0.0141279,0.0509773,0.119944,0.230578,0.396362,0.639852,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,N fertilizer,gas,0.0,0.00133626,0.0,0.0,0.045723,0.1046724,0.1761508,0.248987,0.3128694,0.38472707,0.45437063,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,N fertilizer,refined liquids,0.0118274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,agricultural energy use,biomass,0.0,0.500193,0.603452,0.71945,0.6258369,0.46608890000000003,0.3308357,0.27904459,0.3094068,0.322083,0.32255619999999996,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,agricultural energy use,refined liquids,0.123663,0.298358,0.21277,0.262317,0.34408,0.43294499999999997,0.4896263,0.5004063999999999,0.48657540000000005,0.4652619,0.4567185,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,backup_electricity,gas,0.0,0.0,0.0,0.0,0.0183223,0.126616,0.583337,1.42647,2.46619,3.75798,5.22923,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,cement,cement,0.299,0.725,1.093,1.093,1.216904,1.60985,2.2361750000000002,3.082633,4.2574693,5.8376695000000005,7.93824551,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,comm heating,coal,0.0,2.12931E-4,2.12945E-4,2.04752E-4,1.52412E-4,2.05836E-4,2.91351E-4,3.81214E-4,4.5191E-4,5.44186E-4,6.16976E-4,0.0,0.0,0.0,MTC,
