"","region","scenario","sector","subsector","input","technology","Units","year","value","input2"
"1045","EU-27","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2040,0.1682497,"electricity"
"1046","EU-27","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2040,0.00002299531862,"refined liquids"
"1047","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2040,0.0001185120716,"refined liquids"
"1048","EU-27","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2040,0.000577266535,"refined liquids"
"1049","EU-27","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2040,0.0000382829496,"gas"
"1050","EU-27","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2040,0.00021068845,"gas"
"1051","EU-27","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2040,0.0009703167,"gas"
"1052","EU-27","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2040,0.36634912,"coal with CCS"
"1053","EU-27","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2040,0.2316104,"coal with CCS"
"1054","EU-27","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2040,0.039244975,"electricity"
"1055","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2040,0.02481136,"electricity"
"1056","EU-27","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2040,0.0001257410866,"refined liquids with CCS"
"1057","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2040,0.000079261314,"refined liquids with CCS"
"1058","EU-27","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2040,0.00023066008,"gas with CCS"
"1059","EU-27","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2040,0.0001459411,"gas with CCS"
"1060","EU-27","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2040,0.0023388147,"coal"
"1061","EU-27","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2040,0.007973468,"coal"
"1062","EU-27","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2040,0.017552237,"coal"
"1063","EU-27","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2040,0.00009387524,"electricity"
"1064","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2040,0.00032003793,"electricity"
"1065","EU-27","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2040,0.00070451118,"electricity"
"1066","EU-27","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2040,0.00056491234,"hydrogen"
"1067","EU-27","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2040,0.0019258903,"hydrogen"
"1068","EU-27","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2040,0.0042395318,"hydrogen"
"1069","EU-27","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2040,0.0000017124265,"refined liquids"
"1070","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2040,0.0000058379809,"refined liquids"
"1071","EU-27","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2040,0.000012851344,"refined liquids"
"1072","EU-27","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2040,0.0000017124265,"gas"
"1073","EU-27","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2040,0.0000058379809,"gas"
"1074","EU-27","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2040,0.000012851344,"gas"
"1075","EU-27","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2040,0.017027048,"coal"
"1076","EU-27","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2040,0.033400064,"coal"
"1077","EU-27","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2040,0.053131054,"coal"
"1078","EU-27","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.031345043,"electricity"
"1079","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.06149703,"electricity"
"1080","EU-27","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.09782862,"electricity"
"1081","EU-27","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.013316984,"refined liquids"
"1082","EU-27","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.0249243659,"refined liquids"
"1083","EU-27","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.0393621011,"refined liquids"
"1084","EU-27","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,0.10320316,"gas"
"1085","EU-27","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,0.20576376,"gas"
"1086","EU-27","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,0.32811139,"gas"
"1087","EU-27","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2040,0.025471954,"coal with CCS"
"1088","EU-27","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2040,0.01526347,"coal with CCS"
"1089","EU-27","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2040,0.046904942,"electricity"
"1090","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2040,0.02810719,"electricity"
"1091","EU-27","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2040,0.01841571354,"refined liquids with CCS"
"1092","EU-27","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2040,0.0109753001,"refined liquids with CCS"
"1093","EU-27","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2040,0.15856431,"gas with CCS"
"1094","EU-27","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2040,0.09518201,"gas with CCS"
"1095","EU-27","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.28131623,"electricity"
"1096","EU-27","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.24154679,"electricity"
"1097","EU-27","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.17429097,"electricity"
"1098","EU-27","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.0205512405,"refined liquids"
"1099","EU-27","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.0178585951,"refined liquids"
"1100","EU-27","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.0131007423,"refined liquids"
"1101","EU-27","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.034278288,"electricity"
"1102","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.02530913,"electricity"
"1103","EU-27","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.0025900708,"electricity"
"1104","EU-27","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.12964863,"hydrogen"
"1105","EU-27","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.096008512,"hydrogen"
"1106","EU-27","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.0098953371,"hydrogen"
"1107","EU-27","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.000060586762,"biomass"
"1108","EU-27","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.000693875079,"biomass"
"1109","EU-27","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.014942961,"biomass"
"1110","EU-27","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.00000197960481,"electricity"
"1111","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.0000226716408,"electricity"
"1112","EU-27","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.00048824481,"electricity"
"1113","EU-27","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.000000035980003,"refined liquids"
"1114","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.000000413565989,"refined liquids"
"1115","EU-27","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.000008906324,"refined liquids"
"1116","EU-27","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.000000035980003,"gas"
"1117","EU-27","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.000000413565989,"gas"
"1118","EU-27","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.000008906324,"gas"
"1119","EU-27","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,0.000571363052,"coal"
"1120","EU-27","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,0.01824184333,"coal"
"1121","EU-27","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,1.5302373,"coal"
"1122","EU-27","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.0000611676291,"electricity"
"1123","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.001953226669,"electricity"
"1124","EU-27","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.16388438,"electricity"
"1125","EU-27","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.000000237195323,"refined liquids"
"1126","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.00000722824421,"refined liquids"
"1127","EU-27","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.000568332591,"refined liquids"
"1128","EU-27","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2045,0.000000339456375,"gas"
"1129","EU-27","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2045,0.00001100845646,"gas"
"1130","EU-27","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2045,0.000942204,"gas"
"1131","EU-27","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2045,0.2328411,"coal with CCS"
"1132","EU-27","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2045,0.183837,"coal with CCS"
"1133","EU-27","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2045,0.024942001,"electricity"
"1134","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2045,0.019693659,"electricity"
"1135","EU-27","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2045,0.0000809572792,"refined liquids with CCS"
"1136","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2045,0.000062879317,"refined liquids with CCS"
"1137","EU-27","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2045,0.00014608814,"gas with CCS"
"1138","EU-27","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2045,0.00011585478,"gas with CCS"
"1139","EU-27","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2045,0.000054570517,"coal"
"1140","EU-27","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2045,0.00111149716,"coal"
"1141","EU-27","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2045,0.022502452,"coal"
"1142","EU-27","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2045,0.0000021903475,"electricity"
"1143","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2045,0.000044613195,"electricity"
"1144","EU-27","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2045,0.0009032019,"electricity"
"1145","EU-27","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2045,0.000013180845,"hydrogen"
"1146","EU-27","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2045,0.000268468575,"hydrogen"
"1147","EU-27","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2045,0.0054351923,"hydrogen"
"1148","EU-27","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2045,0.000000039955257,"refined liquids"
"1149","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2045,0.00000081381149,"refined liquids"
"1150","EU-27","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2045,0.000016475778,"refined liquids"
"1151","EU-27","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2045,0.000000039955257,"gas"
"1152","EU-27","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2045,0.00000081381149,"gas"
"1153","EU-27","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2045,0.000016475778,"gas"
"1154","EU-27","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2045,0.00125650097,"coal"
"1155","EU-27","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2045,0.008219618,"coal"
"1156","EU-27","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2045,0.051678296,"coal"
"1157","EU-27","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2045,0.0023125627,"electricity"
"1158","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2045,0.015129648,"electricity"
"1159","EU-27","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2045,0.09515306,"electricity"
"1160","EU-27","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2045,0.001040509089,"refined liquids"
"1161","EU-27","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2045,0.00662825327,"refined liquids"
"1162","EU-27","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2045,0.0383645504,"refined liquids"
"1163","EU-27","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2045,0.0074556092,"gas"
"1164","EU-27","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2045,0.049266678,"gas"
"1165","EU-27","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2045,0.31892159,"gas"
"1166","EU-27","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2045,0.031356939,"coal with CCS"
"1167","EU-27","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2045,0.030377208,"coal with CCS"
"1168","EU-27","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2045,0.057736331,"electricity"
"1169","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2045,0.05593787,"electricity"
"1170","EU-27","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2045,0.0232570117,"refined liquids with CCS"
"1171","EU-27","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2045,0.0219484843,"refined liquids with CCS"
"1172","EU-27","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2045,0.1935722,"gas with CCS"
"1173","EU-27","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2045,0.18913808,"gas with CCS"
"1174","EU-27","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2045,0.28768352,"electricity"
"1175","EU-27","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2045,0.28755691,"electricity"
"1176","EU-27","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2045,0.17482525,"electricity"
"1177","EU-27","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2045,0.0208094334,"refined liquids"
"1178","EU-27","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2045,0.0208507661,"refined liquids"
"1179","EU-27","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2045,0.0131720838,"refined liquids"
"1180","EU-27","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2045,0.044931033,"electricity"
"1181","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2045,0.042847661,"electricity"
"1182","EU-27","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2045,0.0028971918,"electricity"
"1183","EU-27","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2045,0.17040305,"hydrogen"
"1184","EU-27","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2045,0.16188259,"hydrogen"
"1185","EU-27","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2045,0.0110624131,"hydrogen"
"1186","EU-27","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2050,0.0000000519367,"biomass"
"1187","EU-27","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2050,0.000000047316028,"biomass"
"1188","EU-27","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2050,0.015702521,"biomass"
"1189","EU-27","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2050,0.000000001373601,"electricity"
"1190","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2050,0.000000001487074,"electricity"
"1191","EU-27","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2050,0.0005130631,"electricity"
"1192","EU-27","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2050,0,"refined liquids"
"1193","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2050,0,"refined liquids"
"1194","EU-27","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2050,0.000009359058,"refined liquids"
"1195","EU-27","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2050,0,"gas"
"1196","EU-27","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2050,0,"gas"
"1197","EU-27","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2050,0.000009359058,"gas"
"1198","EU-27","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2050,0.000000622196107,"coal"
"1199","EU-27","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2050,0.000000718482486,"coal"
"1200","EU-27","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2050,1.4831438,"coal"
"1201","EU-27","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2050,0.000000066552805,"electricity"
"1202","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2050,0.000000076814822,"electricity"
"1203","EU-27","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2050,0.15883631,"electricity"
"1204","EU-27","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2050,0.00000000024472,"refined liquids"
"1205","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2050,0.000000000243268,"refined liquids"
"1206","EU-27","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2050,0.000555884429,"refined liquids"
"1207","EU-27","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2050,0.000000000289899,"gas"
"1208","EU-27","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2050,0.000000000288179,"gas"
"1209","EU-27","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2050,0.0009107238,"gas"
"1210","EU-27","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2050,0.09814901,"coal with CCS"
"1211","EU-27","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2050,0.09204263,"coal with CCS"
"1212","EU-27","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2050,0.01051252,"electricity"
"1213","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2050,0.0098582818,"electricity"
"1214","EU-27","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2050,0.0000354016614,"refined liquids with CCS"
"1215","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2050,0.00003339947335,"refined liquids with CCS"
"1216","EU-27","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2050,0.000060951075,"gas with CCS"
"1217","EU-27","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2050,0.000057060166,"gas with CCS"
"1218","EU-27","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2050,0.000000100869872,"coal"
"1219","EU-27","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2050,0.000000090530964,"coal"
"1220","EU-27","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2050,0.027023596,"coal"
"1221","EU-27","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2050,0.000000004043985,"electricity"
"1222","EU-27","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2050,0.000000003620097,"electricity"
"1223","EU-27","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2050,0.0010846719,"electricity"
"1224","EU-27","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2050,0.00000002433547,"hydrogen"
"1225","EU-27","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2050,0.00000002178465,"hydrogen"
"1226","EU-27","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2050,0.006527227,"hydrogen"
"1227","EU-27","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2050,0,"refined liquids"
"1228","EU-27","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2050,0,"refined liquids"
"1229","EU-27","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2050,0.000019786048,"refined liquids"
"1230","EU-27","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2050,0,"gas"
"1231","EU-27","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2050,0,"gas"
"1232","EU-27","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2050,0.000019786048,"gas"
"1233","EU-27","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2050,0.00001146982065,"coal"
"1234","EU-27","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2050,0.00000649651625,"coal"
"1235","EU-27","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2050,0.049726706,"coal"
"1236","EU-27","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2050,0.0000211087084,"electricity"
"1237","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2050,0.00001195534213,"electricity"
"1238","EU-27","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2050,0.09155843,"electricity"
"1239","EU-27","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2050,0.000009639957395,"refined liquids"
"1240","EU-27","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2050,0.000005528791869,"refined liquids"
"1241","EU-27","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2050,0.0370630417,"refined liquids"
"1242","EU-27","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2050,0.0000676644964,"gas"
"1243","EU-27","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2050,0.0000381348148,"gas"
"1244","EU-27","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2050,0.30646998,"gas"
"1245","EU-27","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2050,0.026818514,"coal with CCS"
"1246","EU-27","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2050,0.025369239,"coal with CCS"
"1247","EU-27","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2050,0.049371654,"electricity"
"1248","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2050,0.04670369,"electricity"
"1249","EU-27","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2050,0.0208082204,"refined liquids with CCS"
"1250","EU-27","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2050,0.01967085695,"refined liquids with CCS"
"1251","EU-27","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2050,0.16301318,"gas with CCS"
"1252","EU-27","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2050,0.15423909,"gas with CCS"
"1253","EU-27","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2050,0.26948698,"electricity"
"1254","EU-27","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2050,0.26772406,"electricity"
"1255","EU-27","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2050,0.17352443,"electricity"
"1256","EU-27","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2050,0.0190111424,"refined liquids"
"1257","EU-27","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2050,0.0188201873,"refined liquids"
"1258","EU-27","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2050,0.0131196332,"refined liquids"
"1259","EU-27","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2050,0.056790755,"electricity"
"1260","EU-27","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2050,0.058589846,"electricity"
"1261","EU-27","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2050,0.0030307383,"electricity"
"1262","EU-27","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2050,0.21701182,"hydrogen"
"1263","EU-27","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2050,0.22399933,"hydrogen"
