"","region","scenario","sector","subsector","input","technology","Units","year","value","input2"
"2158","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2030,0.01180091,"electricity"
"2159","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2030,0.1034511,"electricity"
"2160","India","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2030,0.13851901,"electricity"
"2161","India","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2030,0.00002358256,"refined liquids"
"2162","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2030,0.0002067339,"refined liquids"
"2163","India","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2030,0.0002768123,"refined liquids"
"2164","India","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2030,1.076167,"coal with CCS"
"2165","India","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2030,0,"coal with CCS"
"2166","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2030,0.02392321,"electricity"
"2167","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2030,0,"electricity"
"2168","India","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2030,0.0000478074,"refined liquids with CCS"
"2169","India","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2030,0,"refined liquids with CCS"
"2170","India","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2030,0.2094649,"coal"
"2171","India","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2030,0.1412822,"coal"
"2172","India","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2030,0.15207728,"coal"
"2173","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2030,0.0084075,"electricity"
"2174","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2030,0.00567077,"electricity"
"2175","India","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2030,0.0061040556,"electricity"
"2176","India","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2030,0.0505938,"hydrogen"
"2177","India","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2030,0.03412493,"hydrogen"
"2178","India","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2030,0.036732304,"hydrogen"
"2179","India","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2030,0.0001533655,"refined liquids"
"2180","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2030,0.0001034435,"refined liquids"
"2181","India","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2030,0.00011134735,"refined liquids"
"2182","India","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2030,0.0001533655,"gas"
"2183","India","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2030,0.0001034435,"gas"
"2184","India","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2030,0.00011134735,"gas"
"2185","India","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2030,0.8749057,"coal"
"2186","India","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2030,1.1010414,"coal"
"2187","India","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2030,1.1451057,"coal"
"2188","India","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2030,0.3344873,"electricity"
"2189","India","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2030,0.4209412,"electricity"
"2190","India","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2030,0.4377882,"electricity"
"2191","India","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2030,0.06991323,"refined liquids"
"2192","India","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2030,0.0879836,"refined liquids"
"2193","India","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2030,0.09150477,"refined liquids"
"2194","India","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2030,0.002353144,"gas"
"2195","India","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2030,0.002961357,"gas"
"2196","India","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2030,0.00307987,"gas"
"2197","India","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2030,0.2346817,"coal with CCS"
"2198","India","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2030,0,"coal with CCS"
"2199","India","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2030,0.0897217,"electricity"
"2200","India","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2030,0,"electricity"
"2201","India","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2030,0.01875324,"refined liquids with CCS"
"2202","India","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2030,0,"refined liquids with CCS"
"2203","India","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2030,0.0006312,"gas with CCS"
"2204","India","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2030,0,"gas with CCS"
"2205","India","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2030,0.19262103,"electricity"
"2206","India","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2030,0.18002225,"electricity"
"2207","India","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2030,0.16898778,"electricity"
"2208","India","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2030,0.007606457,"refined liquids"
"2209","India","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2030,0.007108936,"refined liquids"
"2210","India","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2030,0.006673192,"refined liquids"
"2211","India","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2030,0.03236796,"electricity"
"2212","India","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2030,0.02146719,"electricity"
"2213","India","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2030,0.004946628,"electricity"
"2214","India","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2030,0.1435106,"hydrogen"
"2215","India","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2030,0.0951798,"hydrogen"
"2216","India","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2030,0.02193198,"hydrogen"
"2217","India","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2035,0.288506456,"biomass"
"2218","India","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2035,0.080277517,"biomass"
"2219","India","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2035,0.12531448,"biomass"
"2220","India","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2035,0.0094266509,"electricity"
"2221","India","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2035,0.0026229779,"electricity"
"2222","India","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2035,0.0040945128,"electricity"
"2223","India","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2035,0.000171956563,"refined liquids"
"2224","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2035,0.000047847096,"refined liquids"
"2225","India","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2035,0.00007469018,"refined liquids"
"2226","India","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2035,0.000171956563,"gas"
"2227","India","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2035,0.000047847096,"gas"
"2228","India","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2035,0.00007469018,"gas"
"2229","India","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2035,0.06527292,"coal"
"2230","India","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2035,2.0621957,"coal"
"2231","India","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2035,7.226362,"coal"
"2232","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2035,0.001451019,"electricity"
"2233","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2035,0.045842704,"electricity"
"2234","India","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2035,0.16064204,"electricity"
"2235","India","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2035,0.000002899671,"refined liquids"
"2236","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2035,0.00009161066,"refined liquids"
"2237","India","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2035,0.0003210223,"refined liquids"
"2238","India","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2035,1.311891,"coal with CCS"
"2239","India","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2035,0.782389,"coal with CCS"
"2240","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2035,0.02916335,"electricity"
"2241","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2035,0.0173925,"electricity"
"2242","India","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2035,0.0000582793,"refined liquids with CCS"
"2243","India","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2035,0.0000347567,"refined liquids with CCS"
"2244","India","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2035,0.2532769,"coal"
"2245","India","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2035,0.2925012,"coal"
"2246","India","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2035,0.302306933,"coal"
"2247","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2035,0.01016602,"electricity"
"2248","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2035,0.011740403,"electricity"
"2249","India","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2035,0.0121339941,"electricity"
"2250","India","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2035,0.061176,"hydrogen"
"2251","India","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2035,0.0706501,"hydrogen"
"2252","India","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2035,0.073018659,"hydrogen"
"2253","India","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2035,0.0001854435,"refined liquids"
"2254","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2035,0.0002141627,"refined liquids"
"2255","India","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2035,0.000221341987,"refined liquids"
"2256","India","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2035,0.0001854435,"gas"
"2257","India","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2035,0.0002141627,"gas"
"2258","India","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2035,0.000221341987,"gas"
"2259","India","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2035,0.8689463,"coal"
"2260","India","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2035,1.1583793,"coal"
"2261","India","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2035,1.4541158,"coal"
"2262","India","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2035,0.3322087,"electricity"
"2263","India","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2035,0.4428626,"electricity"
"2264","India","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2035,0.5559266,"electricity"
"2265","India","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2035,0.06943693,"refined liquids"
"2266","India","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2035,0.09256544,"refined liquids"
"2267","India","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2035,0.11619741,"refined liquids"
"2268","India","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2035,0.002337118,"gas"
"2269","India","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2035,0.003115582,"gas"
"2270","India","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2035,0.003910986,"gas"
"2271","India","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2035,0.4757004,"coal with CCS"
"2272","India","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2035,0.212691,"coal with CCS"
"2273","India","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2035,0.1818666,"electricity"
"2274","India","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2035,0.0813142,"electricity"
"2275","India","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2035,0.03801295,"refined liquids with CCS"
"2276","India","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2035,0.016996,"refined liquids with CCS"
"2277","India","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2035,0.001279443,"gas with CCS"
"2278","India","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2035,0.000572052,"gas with CCS"
"2279","India","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2035,0.26617095,"electricity"
"2280","India","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2035,0.24406661,"electricity"
"2281","India","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2035,0.22055739,"electricity"
"2282","India","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2035,0.010510875,"refined liquids"
"2283","India","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2035,0.009638006,"refined liquids"
"2284","India","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2035,0.008709635,"refined liquids"
"2285","India","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2035,0.0579722,"electricity"
"2286","India","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2035,0.0438217,"electricity"
"2287","India","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2035,0.007160221,"electricity"
"2288","India","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2035,0.2570334,"hydrogen"
"2289","India","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2035,0.1942944,"hydrogen"
"2290","India","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2035,0.031746547,"hydrogen"
"2291","India","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2040,0.152307556,"biomass"
"2292","India","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2040,0.068255426,"biomass"
"2293","India","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2040,0.151356283,"biomass"
"2294","India","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2040,0.00497647899,"electricity"
"2295","India","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2040,0.00223016936,"electricity"
"2296","India","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2040,0.0049454066,"electricity"
"2297","India","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2040,0.000090778641,"refined liquids"
"2298","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2040,0.00004068171,"refined liquids"
"2299","India","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2040,0.000090211784,"refined liquids"
"2300","India","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2040,0.000090778641,"gas"
"2301","India","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2040,0.00004068171,"gas"
"2302","India","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2040,0.000090211784,"gas"
"2303","India","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2040,0.0010061612,"coal"
"2304","India","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2040,0.3226924,"coal"
"2305","India","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2040,7.82595,"coal"
"2306","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2040,0.000022366949,"electricity"
"2307","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2040,0.0071734569,"electricity"
"2308","India","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2040,0.17397096,"electricity"
"2309","India","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2040,0.00000004469743,"refined liquids"
"2310","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2040,0.0000143352276,"refined liquids"
"2311","India","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2040,0.00034765865,"refined liquids"
"2312","India","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2040,1.071175,"coal with CCS"
"2313","India","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2040,1.201398,"coal with CCS"
"2314","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2040,0.0238122,"electricity"
"2315","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2040,0.0267071,"electricity"
"2316","India","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2040,0.00004758568,"refined liquids with CCS"
"2317","India","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2040,0.0000533706,"refined liquids with CCS"
"2318","India","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2040,0.1744785,"coal"
"2319","India","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2040,0.28802558,"coal"
"2320","India","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2040,0.48644275,"coal"
"2321","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2040,0.007003201,"electricity"
"2322","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2040,0.01156074,"electricity"
"2323","India","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2040,0.01952479,"electricity"
"2324","India","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2040,0.0421432,"hydrogen"
"2325","India","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2040,0.06956908,"hydrogen"
"2326","India","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2040,0.11749453,"hydrogen"
"2327","India","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2040,0.0001277491,"refined liquids"
"2328","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2040,0.00021088512,"refined liquids"
"2329","India","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2040,0.00035616213,"refined liquids"
"2330","India","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2040,0.0001277491,"gas"
"2331","India","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2040,0.00021088512,"gas"
"2332","India","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2040,0.00035616213,"gas"
"2333","India","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2040,0.7067946,"coal"
"2334","India","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2040,1.1125441,"coal"
"2335","India","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2040,1.7789739,"coal"
"2336","India","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.27021626,"electricity"
"2337","India","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.42533961,"electricity"
"2338","India","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.68012373,"electricity"
"2339","India","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.05647954,"refined liquids"
"2340","India","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.0889027,"refined liquids"
"2341","India","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.14215677,"refined liquids"
"2342","India","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,0.001900993,"gas"
"2343","India","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,0.0029922964,"gas"
"2344","India","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,0.0047847294,"gas"
"2345","India","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2040,0.8429633,"coal with CCS"
"2346","India","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2040,0.543153,"coal with CCS"
"2347","India","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2040,0.32227583,"electricity"
"2348","India","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2040,0.2076541,"electricity"
"2349","India","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2040,0.06736073,"refined liquids with CCS"
"2350","India","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2040,0.043403,"refined liquids with CCS"
"2351","India","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2040,0.0022672345,"gas with CCS"
"2352","India","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2040,0.001460863,"gas with CCS"
"2353","India","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.3458207,"electricity"
"2354","India","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.3124116,"electricity"
"2355","India","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.262878,"electricity"
"2356","India","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.0136562,"refined liquids"
"2357","India","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.012336881,"refined liquids"
"2358","India","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.010380849,"refined liquids"
"2359","India","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.09302953,"electricity"
"2360","India","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.06948019,"electricity"
"2361","India","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.0091478333,"electricity"
"2362","India","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.4124688,"hydrogen"
"2363","India","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.30805667,"hydrogen"
"2364","India","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.040559062,"hydrogen"
"2365","India","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.0093649465,"biomass"
"2366","India","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.030569789,"biomass"
"2367","India","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.1631031,"biomass"
"2368","India","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.00030598973,"electricity"
"2369","India","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.00099883515,"electricity"
"2370","India","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.005329221,"electricity"
"2371","India","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.0000055817186,"refined liquids"
"2372","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.0000182202937,"refined liquids"
"2373","India","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.00009721307,"refined liquids"
"2374","India","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.0000055817186,"gas"
"2375","India","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.0000182202937,"gas"
"2376","India","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.00009721307,"gas"
"2377","India","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,0.00000461471042,"coal"
"2378","India","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,0.00020292621,"coal"
"2379","India","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,8.057636,"coal"
"2380","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.00000010258519,"electricity"
"2381","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.000004511046,"electricity"
"2382","India","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.17912146,"electricity"
"2383","India","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.000000000157895,"refined liquids"
"2384","India","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.000000008981994,"refined liquids"
"2385","India","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.0003579512,"refined liquids"
"2386","India","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2045,0.3726123,"coal with CCS"
"2387","India","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2045,0.9616537,"coal with CCS"
"2388","India","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2045,0.008283175,"electricity"
"2389","India","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2045,0.02137753,"electricity"
