"","year","region","scenario","color","value","total","share"
"1",2020,"China","Ref","green",0.0006659296,0.0036660596,18.1647237813591
"2",2020,"China","Ref","grey",0.00300013,0.0036660596,81.8352762186409
"3",2020,"China","1p5","blue",0,0.0059953709,0
"4",2020,"China","1p5","green",0.0008347809,0.0059953709,13.9237574109051
"5",2020,"China","1p5","grey",0.00516059,0.0059953709,86.0762425890949
"6",2020,"China","1p5 delay","blue",0,0.0059953709,0
"7",2020,"China","1p5 delay","green",0.0008347809,0.0059953709,13.9237574109051
"8",2020,"China","1p5 delay","grey",0.00516059,0.0059953709,86.0762425890949
"9",2020,"EU-27","Ref","green",0.00091776663,0.00509670763,18.0070487974999
"10",2020,"EU-27","Ref","grey",0.004178941,0.00509670763,81.9929512025001
"11",2020,"EU-27","1p5","blue",0,0.00831938211,0
"12",2020,"EU-27","1p5","green",0.00111473011,0.00831938211,13.3991935369825
"13",2020,"EU-27","1p5","grey",0.007204652,0.00831938211,86.6008064630175
"14",2020,"EU-27","1p5 delay","blue",0,0.00831938211,0
"15",2020,"EU-27","1p5 delay","green",0.00111473011,0.00831938211,13.3991935369825
"16",2020,"EU-27","1p5 delay","grey",0.007204652,0.00831938211,86.6008064630175
"17",2020,"Global","Ref","green",0.008317972612032,0.049860938488032,16.6823426599332
"18",2020,"Global","Ref","grey",0.041542965876,0.049860938488032,83.3176573400668
"19",2020,"Global","1p5","blue",0,0.06451370763737,0
"20",2020,"Global","1p5","green",0.00739448624737,0.06451370763737,11.461883866502
"21",2020,"Global","1p5","grey",0.05711922139,0.06451370763737,88.538116133498
"22",2020,"Global","1p5 delay","blue",0,0.0645128332332,0
"23",2020,"Global","1p5 delay","green",0.0073944061032,0.0645128332332,11.4619149905738
"24",2020,"Global","1p5 delay","grey",0.05711842713,0.0645128332332,88.5380850094262
"25",2020,"India","Ref","green",0.0009148814,0.0056767714,16.1162276148728
"26",2020,"India","Ref","grey",0.00476189,0.0056767714,83.8837723851272
"27",2020,"India","1p5","blue",0,0.0066059046,0
"28",2020,"India","1p5","green",0.0007206246,0.0066059046,10.9087951406383
"29",2020,"India","1p5","grey",0.00588528,0.0066059046,89.0912048593617
"30",2020,"India","1p5 delay","blue",0,0.0066059046,0
"31",2020,"India","1p5 delay","green",0.0007206246,0.0066059046,10.9087951406383
"32",2020,"India","1p5 delay","grey",0.00588528,0.0066059046,89.0912048593617
"33",2020,"Japan","Ref","green",0.00022003201,0.00115352601,19.0747333040197
"34",2020,"Japan","Ref","grey",0.000933494,0.00115352601,80.9252666959803
