"","region","year","share","scenario","generation"
"521","South Korea",2040,35.1498249438531,"Ref","clean"
"522","South Korea",2040,64.850175056147,"Ref","conventional"
"523","South Korea",2045,35.2039075032042,"Ref","clean"
"524","South Korea",2045,64.7960924967958,"Ref","conventional"
"525","South Korea",2050,35.1248488452255,"Ref","clean"
"526","South Korea",2050,64.8751511547744,"Ref","conventional"
"527","South Korea",2065,NA,"Ref","clean"
"528","South Korea",2065,NA,"Ref","conventional"
"529","South Korea",2080,NA,"Ref","clean"
"530","South Korea",2080,NA,"Ref","conventional"
"531","South Korea",2095,NA,"Ref","clean"
"532","South Korea",2095,NA,"Ref","conventional"
"533","South Korea",1990,59.5585802711487,"1p5","clean"
"534","South Korea",1990,40.4414197288513,"1p5","conventional"
"535","South Korea",2005,41.2787579065185,"1p5","clean"
"536","South Korea",2005,58.7212420934815,"1p5","conventional"
"537","South Korea",2010,32.7566651920899,"1p5","clean"
"538","South Korea",2010,67.2433348079101,"1p5","conventional"
"539","South Korea",2015,33.6690687654231,"1p5","clean"
"540","South Korea",2015,66.3309312345769,"1p5","conventional"
"541","South Korea",2020,32.3613863854762,"1p5","clean"
"542","South Korea",2020,67.6386136145238,"1p5","conventional"
"543","South Korea",2025,43.7405318098311,"1p5","clean"
"544","South Korea",2025,56.2594681901689,"1p5","conventional"
"545","South Korea",2030,61.5634025065061,"1p5","clean"
"546","South Korea",2030,38.4365974934939,"1p5","conventional"
"547","South Korea",2035,77.9111972015948,"1p5","clean"
"548","South Korea",2035,22.0888027984052,"1p5","conventional"
"549","South Korea",2040,95.7711182313258,"1p5","clean"
"550","South Korea",2040,4.22888176867424,"1p5","conventional"
"551","South Korea",2045,99.9578091276003,"1p5","clean"
"552","South Korea",2045,0.0421908723996538,"1p5","conventional"
"553","South Korea",2050,99.9998941442277,"1p5","clean"
"554","South Korea",2050,0.000105855772337059,"1p5","conventional"
"555","South Korea",2065,NA,"1p5","clean"
"556","South Korea",2065,NA,"1p5","conventional"
"557","South Korea",2080,NA,"1p5","clean"
"558","South Korea",2080,NA,"1p5","conventional"
"559","South Korea",2095,NA,"1p5","clean"
"560","South Korea",2095,NA,"1p5","conventional"
"561","South Korea",1990,59.5585802711487,"1p5 delay","clean"
"562","South Korea",1990,40.4414197288513,"1p5 delay","conventional"
"563","South Korea",2005,41.2787579065185,"1p5 delay","clean"
"564","South Korea",2005,58.7212420934815,"1p5 delay","conventional"
"565","South Korea",2010,32.7566651920899,"1p5 delay","clean"
"566","South Korea",2010,67.2433348079101,"1p5 delay","conventional"
"567","South Korea",2015,33.6690687654231,"1p5 delay","clean"
"568","South Korea",2015,66.3309312345769,"1p5 delay","conventional"
"569","South Korea",2020,32.3613863854762,"1p5 delay","clean"
"570","South Korea",2020,67.6386136145238,"1p5 delay","conventional"
"571","South Korea",2025,32.4123840572898,"1p5 delay","clean"
"572","South Korea",2025,67.5876159427101,"1p5 delay","conventional"
"573","South Korea",2030,33.3607727877557,"1p5 delay","clean"
"574","South Korea",2030,66.6392272122443,"1p5 delay","conventional"
"575","South Korea",2035,47.7748143664038,"1p5 delay","clean"
"576","South Korea",2035,52.2251856335962,"1p5 delay","conventional"
"577","South Korea",2040,70.1778416592526,"1p5 delay","clean"
"578","South Korea",2040,29.8221583407474,"1p5 delay","conventional"
"579","South Korea",2045,99.3126367884249,"1p5 delay","clean"
"580","South Korea",2045,0.687363211575093,"1p5 delay","conventional"
"581","South Korea",2050,99.9999683255732,"1p5 delay","clean"
"582","South Korea",2050,0.0000316744268229702,"1p5 delay","conventional"
"583","South Korea",2065,NA,"1p5 delay","clean"
"584","South Korea",2065,NA,"1p5 delay","conventional"
"585","South Korea",2080,NA,"1p5 delay","clean"
"586","South Korea",2080,NA,"1p5 delay","conventional"
"587","South Korea",2095,NA,"1p5 delay","clean"
"588","South Korea",2095,NA,"1p5 delay","conventional"
"589","US",1990,30.7621180277451,"Ref","clean"
"590","US",1990,69.2378819722549,"Ref","conventional"
"591","US",2005,27.8876103357325,"Ref","clean"
"592","US",2005,72.1123896642675,"Ref","conventional"
"593","US",2010,29.7375304496981,"Ref","clean"
"594","US",2010,70.2624695503019,"Ref","conventional"
"595","US",2015,32.9733438608884,"Ref","clean"
"596","US",2015,67.0266561391116,"Ref","conventional"
"597","US",2020,34.5014515092356,"Ref","clean"
"598","US",2020,65.4985484907644,"Ref","conventional"
"599","US",2025,35.8702900201522,"Ref","clean"
"600","US",2025,64.1297099798478,"Ref","conventional"
"601","US",2030,36.7775109800427,"Ref","clean"
"602","US",2030,63.2224890199573,"Ref","conventional"
"603","US",2035,37.5213654040439,"Ref","clean"
"604","US",2035,62.4786345959561,"Ref","conventional"
"605","US",2040,38.538997501188,"Ref","clean"
"606","US",2040,61.461002498812,"Ref","conventional"
"607","US",2045,37.7670178048141,"Ref","clean"
"608","US",2045,62.2329821951859,"Ref","conventional"
"609","US",2050,37.6425198101583,"Ref","clean"
"610","US",2050,62.3574801898417,"Ref","conventional"
"611","US",2065,NA,"Ref","clean"
"612","US",2065,NA,"Ref","conventional"
"613","US",2080,NA,"Ref","clean"
"614","US",2080,NA,"Ref","conventional"
"615","US",2095,NA,"Ref","clean"
"616","US",2095,NA,"Ref","conventional"
"617","US",1990,30.7621180277451,"1p5","clean"
"618","US",1990,69.2378819722549,"1p5","conventional"
"619","US",2005,27.8876103357325,"1p5","clean"
"620","US",2005,72.1123896642675,"1p5","conventional"
"621","US",2010,29.7375304496981,"1p5","clean"
"622","US",2010,70.2624695503019,"1p5","conventional"
"623","US",2015,32.9733438608884,"1p5","clean"
"624","US",2015,67.0266561391116,"1p5","conventional"
"625","US",2020,34.503405881798,"1p5","clean"
"626","US",2020,65.496594118202,"1p5","conventional"
"627","US",2025,51.2669071476244,"1p5","clean"
"628","US",2025,48.7330928523756,"1p5","conventional"
"629","US",2030,68.8002129952179,"1p5","clean"
"630","US",2030,31.1997870047821,"1p5","conventional"
"631","US",2035,83.592979293924,"1p5","clean"
"632","US",2035,16.407020706076,"1p5","conventional"
"633","US",2040,97.8033723450219,"1p5","clean"
"634","US",2040,2.19662765497811,"1p5","conventional"
"635","US",2045,99.9771192875733,"1p5","clean"
"636","US",2045,0.0228807124266696,"1p5","conventional"
"637","US",2050,99.999929515522,"1p5","clean"
"638","US",2050,0.0000704844779930264,"1p5","conventional"
"639","US",2065,NA,"1p5","clean"
"640","US",2065,NA,"1p5","conventional"
"641","US",2080,NA,"1p5","clean"
"642","US",2080,NA,"1p5","conventional"
"643","US",2095,NA,"1p5","clean"
"644","US",2095,NA,"1p5","conventional"
"645","US",1990,30.7621180277451,"1p5 delay","clean"
"646","US",1990,69.2378819722549,"1p5 delay","conventional"
"647","US",2005,27.8876103357325,"1p5 delay","clean"
"648","US",2005,72.1123896642675,"1p5 delay","conventional"
"649","US",2010,29.7375304496981,"1p5 delay","clean"
"650","US",2010,70.2624695503019,"1p5 delay","conventional"
"651","US",2015,32.9733438608884,"1p5 delay","clean"
"652","US",2015,67.0266561391116,"1p5 delay","conventional"
"653","US",2020,34.503405881798,"1p5 delay","clean"
"654","US",2020,65.496594118202,"1p5 delay","conventional"
"655","US",2025,35.7179292003025,"1p5 delay","clean"
"656","US",2025,64.2820707996975,"1p5 delay","conventional"
"657","US",2030,36.5117870965077,"1p5 delay","clean"
"658","US",2030,63.4882129034923,"1p5 delay","conventional"
"659","US",2035,55.0233063010009,"1p5 delay","clean"
"660","US",2035,44.9766936989991,"1p5 delay","conventional"
"661","US",2040,78.6123924703285,"1p5 delay","clean"
"662","US",2040,21.3876075296715,"1p5 delay","conventional"
"663","US",2045,99.6814529356375,"1p5 delay","clean"
"664","US",2045,0.318547064362464,"1p5 delay","conventional"
"665","US",2050,99.9999778776605,"1p5 delay","clean"
"666","US",2050,0.0000221223395113321,"1p5 delay","conventional"
"667","US",2065,NA,"1p5 delay","clean"
"668","US",2065,NA,"1p5 delay","conventional"
"669","US",2080,NA,"1p5 delay","clean"
"670","US",2080,NA,"1p5 delay","conventional"
"671","US",2095,NA,"1p5 delay","clean"
"672","US",2095,NA,"1p5 delay","conventional"
