"","region","year","input","total_energy","share","Ref","1p5","1p5 delay"
"1","China",2015,"biomass",5000.0739722782,0,0,0,0
"2","China",2015,"coal",5000.0739722782,88.278457980913,4413.98820063218,4413.98820063218,4413.98820063218
"3","China",2015,"coal with CCS",5000.0739722782,0,NA,0,0
"4","China",2015,"electricity",5000.0739722782,10.6631718859446,533.1664820884,533.1664820884,533.1664820884
"5","China",2015,"gas",5000.0739722782,0.835008314522532,41.7510334008,41.7510334008,41.7510334008
"6","China",2015,"gas with CCS",5000.0739722782,0,NA,0,0
"7","China",2015,"hydrogen",5000.0739722782,0,0,0,0
"8","China",2015,"refined liquids",5000.0739722782,0.223361818619883,11.16825615682,11.16825615682,11.16825615682
"9","China",2015,"refined liquids with CCS",5000.0739722782,0,NA,0,0
"10","China",2020,"biomass",6514.73393076075,0.0321075448368425,NA,2.09172111782,2.09172111782
"11","China",2020,"biomass",6572.89644285184,0.0360953961430528,2.37251300912,NA,NA
"12","China",2020,"coal",6514.73393076075,85.727619382382,NA,5584.92630793747,5584.92630793747
"13","China",2020,"coal",6572.89644285184,88.6322522319347,5825.70615417231,NA,NA
"14","China",2020,"coal with CCS",6514.73393076075,0,NA,0,0
"15","China",2020,"electricity",6514.73393076075,10.9124266352566,NA,710.915560676438,710.915560676438
"16","China",2020,"electricity",6572.89644285184,10.649874044299,700.005192225928,NA,NA
"17","China",2020,"gas",6514.73393076075,2.96853022585874,NA,193.391845868909,193.391845868909
"18","China",2020,"gas",6572.89644285184,0.469322141387275,30.8480583367603,NA,NA
"19","China",2020,"gas with CCS",6514.73393076075,0,NA,0,0
"20","China",2020,"hydrogen",6514.73393076075,0,NA,0,0
"21","China",2020,"hydrogen",6572.89644285184,0.00868630942818081,0.57094212342,NA,NA
"22","China",2020,"refined liquids",6514.73393076075,0.359316211665777,NA,23.4084951601145,23.4084951601145
"23","China",2020,"refined liquids",6572.89644285184,0.203769876807782,13.3935829843023,NA,NA
"24","China",2020,"refined liquids with CCS",6514.73393076075,0,NA,0,0
"25","China",2025,"biomass",5564.04564846629,0.629555956472707,NA,35.02878080078,NA
"26","China",2025,"biomass",6277.84800359661,0.143475854934362,NA,NA,9.00719609464
"27","China",2025,"biomass",6741.50845426912,0.209706284006622,14.13736686544,NA,NA
"28","China",2025,"coal",5564.04564846629,78.5769560392457,NA,4372.05770319892,NA
"29","China",2025,"coal",6277.84800359661,84.536542460357,NA,NA,5307.07564315712
"30","China",2025,"coal",6741.50845426912,88.5084152204598,5966.80229482691,NA,NA
"31","China",2025,"coal with CCS",5564.04564846629,2.64897741083824,NA,147.3903123566,NA
"32","China",2025,"coal with CCS",6277.84800359661,0,NA,NA,0
"33","China",2025,"electricity",5564.04564846629,12.5006038588816,NA,695.53930504211,NA
"34","China",2025,"electricity",6277.84800359661,11.5892576381225,NA,NA,727.55597926654
"35","China",2025,"electricity",6741.50845426912,10.6220429284113,716.085922034946,NA,NA
"36","China",2025,"gas",5564.04564846629,3.40313380077731,NA,189.351918153636,NA
"37","China",2025,"gas",6277.84800359661,3.02292021723868,NA,NA,189.774336508237
"38","China",2025,"gas",6741.50845426912,0.40114377658532,27.0431416122738,NA,NA
"39","China",2025,"gas with CCS",5564.04564846629,0.928695246483887,NA,51.6730274495,NA
"40","China",2025,"gas with CCS",6277.84800359661,0,NA,NA,0
"41","China",2025,"hydrogen",5564.04564846629,0.726817897076874,NA,40.44047957458,NA
"42","China",2025,"hydrogen",6277.84800359661,0.278487107520028,NA,NA,17.48299731972
"43","China",2025,"hydrogen",6741.50845426912,0.0586729937053655,3.95544483102,NA,NA
"44","China",2025,"refined liquids",5564.04564846629,0.537420340940158,NA,29.9023130940536,NA
"45","China",2025,"refined liquids",6277.84800359661,0.429316721827477,NA,NA,26.9518512503526
"46","China",2025,"refined liquids",6741.50845426912,0.200018796831601,13.4842840985298,NA,NA
"47","China",2025,"refined liquids with CCS",5564.04564846629,0.0478394492835572,NA,2.661808796112,NA
"48","China",2025,"refined liquids with CCS",6277.84800359661,0,NA,NA,0
"49","China",2030,"biomass",4820.12109132712,1.35408514941457,NA,65.26854388146,NA
"50","China",2030,"biomass",5561.47227160204,0.330660308642026,NA,NA,18.38958137832
"51","China",2030,"biomass",6550.63220152379,0.572598244766281,37.50880500702,NA,NA
"52","China",2030,"coal",4820.12109132712,53.1724201387797,NA,2562.97503787839,NA
"53","China",2030,"coal",5561.47227160204,79.9237104000454,NA,NA,4444.93499233404
"54","China",2030,"coal",6550.63220152379,88.039214636912,5767.1251439742,NA,NA
"55","China",2030,"coal with CCS",4820.12109132712,18.7375825185863,NA,903.1741669832,NA
"56","China",2030,"coal with CCS",5561.47227160204,0,NA,NA,0
"57","China",2030,"electricity",4820.12109132712,15.9918198768416,NA,770.825082770684,NA
"58","China",2030,"electricity",5561.47227160204,13.2770962075079,NA,NA,738.40202405448
"59","China",2030,"electricity",6550.63220152379,10.5883828048386,693.606013634367,NA,NA
"60","China",2030,"gas",4820.12109132712,3.08092502289821,NA,148.504316836692,NA
"61","China",2030,"gas",5561.47227160204,4.68636827606627,NA,NA,260.63107221858
"62","China",2030,"gas",6550.63220152379,0.431057263444907,28.2369759062293,NA,NA
"63","China",2030,"gas with CCS",4820.12109132712,3.46167245343937,NA,166.856804040892,NA
"64","China",2030,"gas with CCS",5561.47227160204,0,NA,NA,0
"65","China",2030,"hydrogen",4820.12109132712,3.18236196946675,NA,153.39370049264,NA
"66","China",2030,"hydrogen",5561.47227160204,1.10040528984659,NA,NA,61.19873507006
"67","China",2030,"hydrogen",6550.63220152379,0.164929689306541,10.8039373375874,NA,NA
"68","China",2030,"refined liquids",4820.12109132712,0.83723454586247,NA,40.3557189289938,NA
"69","China",2030,"refined liquids",5561.47227160204,0.681759517891758,NA,NA,37.9158665465579
"70","China",2030,"refined liquids",6550.63220152379,0.20381736073168,13.3513256643853,NA,NA
"71","China",2030,"refined liquids with CCS",4820.12109132712,0.181898324711091,NA,8.76771951417,NA
"72","China",2030,"refined liquids with CCS",5561.47227160204,0,NA,NA,0
"73","China",2035,"biomass",3919.86454368024,1.38876997602856,NA,54.43790188362,NA
"74","China",2035,"biomass",4178.2855294313,0.79278260690596,NA,NA,33.1247209442
"75","China",2035,"biomass",6147.27891270531,1.04148002201977,64.02268177366,NA,NA
"76","China",2035,"coal",3919.86454368024,22.7411722291278,NA,891.423147026836,NA
"77","China",2035,"coal",4178.2855294313,58.1053777687771,NA,NA,2427.80859113421
"78","China",2035,"coal",6147.27891270531,87.4996339972477,5378.84654940713,NA,NA
"79","China",2035,"coal with CCS",3919.86454368024,39.3475620575357,NA,1542.37113389592,NA
"80","China",2035,"coal with CCS",4178.2855294313,12.4725473034805,NA,NA,521.1386391328
"81","China",2035,"electricity",3919.86454368024,20.6457581893732,NA,809.285755039197,NA
"82","China",2035,"electricity",4178.2855294313,17.6335477483754,NA,NA,736.77997389573
"83","China",2035,"electricity",6147.27891270531,10.5384606346566,647.828568317996,NA,NA
"84","China",2035,"gas",3919.86454368024,1.46480427898655,NA,57.4183435663048,NA
"85","China",2035,"gas",4178.2855294313,3.38952644761541,NA,NA,141.624093076962
"86","China",2035,"gas",6147.27891270531,0.405782377276788,24.9445745098103,NA,NA
"87","China",2035,"gas with CCS",3919.86454368024,6.23751179803975,NA,244.502013379232,NA
"88","China",2035,"gas with CCS",4178.2855294313,2.46788621232007,NA,NA,103.1153324922
"89","China",2035,"hydrogen",3919.86454368024,6.68737170800879,NA,262.13591248634,NA
"90","China",2035,"hydrogen",4178.2855294313,3.99453965593674,NA,NA,166.9032724114
"91","China",2035,"hydrogen",6147.27891270531,0.309517434778507,19.0268999992856,NA,NA
"92","China",2035,"refined liquids",3919.86454368024,1.15703653627392,NA,45.3542649428274,NA
"93","China",2035,"refined liquids",4178.2855294313,1.01447166016026,NA,NA,42.3875225766576
"94","China",2035,"refined liquids",6147.27891270531,0.205125534020643,12.6096386974251,NA,NA
"95","China",2035,"refined liquids with CCS",3919.86454368024,0.330013226625804,NA,12.93607145996,NA
"96","China",2035,"refined liquids with CCS",4178.2855294313,0.129320596428541,NA,NA,5.403383767148
"97","China",2040,"biomass",3008.24241360478,0.959875133315954,NA,28.875370878056,NA
"98","China",2040,"biomass",3141.46495886718,0.757845284211766,NA,NA,23.80744404594
"99","China",2040,"biomass",5764.30636748585,1.39465557075072,80.39221986928,NA,NA
"100","China",2040,"coal",3008.24241360478,5.49308574313308,NA,165.245335140607,NA
"101","China",2040,"coal",3141.46495886718,35.1762098665649,NA,NA,1105.04830681572
"102","China",2040,"coal",5764.30636748585,87.1217297666159,5021.96341640085,NA,NA
"103","China",2040,"coal with CCS",3008.24241360478,40.011991968528,NA,1203.6577129254,NA
"104","China",2040,"coal with CCS",3141.46495886718,18.0780593198656,NA,NA,567.9158987768
"105","China",2040,"electricity",3008.24241360478,27.7760079195224,NA,835.569651041297,NA
"106","China",2040,"electricity",3141.46495886718,25.4696198390484,NA,NA,800.119182400389
"107","China",2040,"electricity",5764.30636748585,10.4889805241449,604.616972237635,NA,NA
"108","China",2040,"gas",3008.24241360478,0.285436470853931,NA,8.58662098012462,NA
"109","China",2040,"gas",3141.46495886718,2.30526865553659,NA,NA,72.4192070214304
"110","China",2040,"gas",5764.30636748585,0.3480902619696,20.0649891353118,NA,NA
"111","China",2040,"gas with CCS",3008.24241360478,10.4826679881624,NA,315.344064497272,NA
"112","China",2040,"gas with CCS",3141.46495886718,6.61361926640648,NA,NA,207.764531767048
"113","China",2040,"hydrogen",3008.24241360478,12.7518057696036,NA,383.605229661716,NA
"114","China",2040,"hydrogen",3141.46495886718,9.61191084292679,NA,NA,301.9548110081
"115","China",2040,"hydrogen",5764.30636748585,0.4427893360277,25.523733891193,NA,NA
"116","China",2040,"refined liquids",3008.24241360478,1.69505769531784,NA,50.991444525623,NA
