"","region","scenario","sector","subsector","input","technology","Units","year","value"
"32","China","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","TWh",2015,0
"33","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2015,0
"34","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2015,0
"35","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2015,0
"36","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2015,0
"37","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2015,0
"38","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2015,0
"39","China","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2015,0
"40","China","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2015,0
"41","China","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2015,0
"42","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2015,0
"43","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2015,0
"44","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2015,0
"45","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2015,0
"46","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2015,0
"47","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2015,0
"48","China","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2015,1.92911543218
"49","China","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2015,1.92911543218
"50","China","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2015,1.92911543218
"51","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2015,3.4093916164
"52","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2015,3.4093916164
"53","China","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2015,3.4093916164
"54","China","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2015,1.72160971062
"55","China","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2015,1.72160971062
"56","China","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2015,1.72160971062
"57","China","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2015,34.170027336
"58","China","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2015,34.170027336
"59","China","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2015,34.170027336
"60","China","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","TWh",2015,0
"61","China","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","TWh",2015,0
"62","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","TWh",2015,0
"63","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","TWh",2015,0
"64","China","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","TWh",2015,0
"65","China","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","TWh",2015,0
"66","China","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","TWh",2015,0
"67","China","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","TWh",2015,0
"68","China","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2015,76.345616632
"69","China","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2015,76.345616632
"70","China","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2015,76.345616632
"71","China","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2015,7.2836447158
"72","China","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2015,7.2836447158
"73","China","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2015,7.2836447158
"74","China","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2015,0
"75","China","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2015,0
"76","China","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2015,0
"77","China","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2015,0
"78","China","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2015,0
"79","China","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2015,0
"80","China","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2020,2.09172111782
"81","China","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2020,2.09172111782
"82","China","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2020,2.37251300912
"83","China","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2020,0.068344776898
"84","China","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2020,0.068344776898
"85","China","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2020,0.077519228682
"86","China","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2020,0.00124671210848
"87","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2020,0.00124671210848
"88","China","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2020,0.0014140705757
"89","China","1p5","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2020,0.00124671210848
"90","China","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2020,0.00124671210848
"91","China","Ref","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2020,0.0014140705757
"92","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2020,5574.54890408
"93","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2020,5574.54890408
"94","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2020,5822.16576884
"95","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2020,572.876569412
"96","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2020,572.876569412
"97","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2020,598.321867546
"98","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2020,2.7329049641
"99","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2020,2.7329049641
"100","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2020,2.85429950566
"101","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2020,9.5784521072
"102","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2020,9.5784521072
"103","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2020,10.0039246698
"104","China","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","TWh",2020,0
"105","China","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","TWh",2020,0
"106","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","TWh",2020,0
"107","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","TWh",2020,0
"108","China","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","TWh",2020,0
"109","China","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","TWh",2020,0
"110","China","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","TWh",2020,0
"111","China","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","TWh",2020,0
"112","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2020,0
"113","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2020,0
"114","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2020,2.36377411324
"115","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2020,0
"116","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2020,0
"117","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2020,0.094877020346
"118","China","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2020,0
"119","China","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2020,0
"120","China","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2020,0.57094212342
"121","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2020,0
"122","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2020,0
"123","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2020,0.00173070138456
"124","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2020,0
"125","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2020,0
"126","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2020,0.00173070138456
"127","China","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2020,10.377403857472
"128","China","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2020,10.377403857472
"129","China","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2020,1.176611219066
"130","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2020,18.34027300554
"131","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2020,18.34027300554
"132","China","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2020,2.0794599969
"133","China","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2020,9.261139908906
"134","China","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2020,9.261139908906
"135","China","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2020,1.050047784482
"136","China","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2020,183.8121470496
"137","China","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2020,183.8121470496
"138","China","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2020,20.840988895
"139","China","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","TWh",2020,0
"140","China","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","TWh",2020,0
"141","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","TWh",2020,0
"142","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","TWh",2020,0
"143","China","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","TWh",2020,0
"144","China","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","TWh",2020,0
"145","China","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","TWh",2020,0
"146","China","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","TWh",2020,0
"147","China","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2020,119.630373482
"148","China","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2020,119.630373482
"149","China","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2020,99.431468434
"150","China","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2020,11.413203575
"151","China","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2020,11.413203575
"152","China","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2020,9.4860909222
"153","China","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2020,0
"154","China","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2020,0
"155","China","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2020,0
"156","China","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2020,0
"157","China","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2020,0
"158","China","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2020,0
"159","China","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2025,35.02878080078
"160","China","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2025,9.00719609464
"161","China","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2025,14.13736686544
"162","China","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2025,1.14453008229
"163","China","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2025,0.29430023544
"164","China","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2025,0.46192259176
"165","China","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2025,0.02087796670236
"166","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2025,0.00536847096144
"167","China","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2025,0.00842616785204
"168","China","1p5","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2025,0.02087796670236
"169","China","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2025,0.00536847096144
"170","China","Ref","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2025,0.00842616785204
"171","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2025,4353.17570476
"172","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2025,5288.87089776
"173","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2025,5950.81587176
"174","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2025,447.36008011
"175","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2025,543.517934814
"176","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2025,611.543267012
"177","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2025,2.134132818416
"178","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2025,2.59285485206
"179","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2025,2.91737177834
"180","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2025,7.47983653942
"181","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2025,9.08757393672
"182","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2025,10.2249804022
"183","China","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","TWh",2025,144.487060034
"184","China","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","TWh",2025,0
"185","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","TWh",2025,14.8484007676
"186","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","TWh",2025,0
"187","China","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","TWh",2025,0.070834501112
"188","China","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","TWh",2025,0
"189","China","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","TWh",2025,0.2482640875
"190","China","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","TWh",2025,0
"191","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2025,8.6156457814
"192","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2025,8.0044230702
"193","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2025,15.03802314152
"194","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2025,0.34581416554
"195","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2025,0.32128081258
"196","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2025,0.603594371764
"197","China","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2025,2.08100444258
"198","China","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2025,1.93337376892
"199","China","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","TWh",2025,3.6322529058
"200","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2025,0.0063081717132
"201","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2025,0.0058606713552
"202","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","TWh",2025,0.01101049214172
"203","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2025,0.0063081717132
"204","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2025,0.0058606713552
"205","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","TWh",2025,0.01101049214172
"206","China","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2025,10.26635265752
"207","China","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2025,10.200322326918
"208","China","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","TWh",2025,0.948399925386
"209","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2025,18.14400340408
"210","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2025,18.02730331072
"211","China","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","TWh",2025,1.676131063126
"212","China","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2025,9.162034829622
"213","China","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2025,9.103116171376
"214","China","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","TWh",2025,0.846384565996
"215","China","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2025,181.8448954758
"216","China","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2025,180.6755334292
"217","China","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","TWh",2025,16.79872455008
"218","China","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","TWh",2025,2.9032523226
"219","China","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","TWh",2025,0
"220","China","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","TWh",2025,5.1310318826
"221","China","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","TWh",2025,0
"222","China","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","TWh",2025,2.590974295
"223","China","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","TWh",2025,0
"224","China","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","TWh",2025,51.424763362
"225","China","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","TWh",2025,0
"226","China","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2025,194.74043357
"227","China","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2025,159.790961166
"228","China","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","TWh",2025,101.684525792
"229","China","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2025,18.5789593076
"230","China","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2025,15.2446510846
"231","China","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","TWh",2025,9.7010910942
"232","China","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2025,13.82501106
"233","China","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2025,5.6041989278
"234","China","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","TWh",2025,0.116481204296
"235","China","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2025,38.359475132
"236","China","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2025,15.5496235508
"237","China","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","TWh",2025,0.32319192522
"238","China","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2030,65.26854388146
"239","China","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2030,18.38958137832
"240","China","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","TWh",2030,37.50880500702
"241","China","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2030,2.132584761622
"242","China","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2030,0.600859091798
"243","China","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","TWh",2030,1.22556070267
"244","China","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2030,0.03890156445456
"245","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2030,0.01096061154626
"246","China","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","TWh",2030,0.0223560873293
"247","China","1p5","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2030,0.03890156445456
"248","China","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2030,0.01096061154626
"249","China","Ref","iron and steel","BLASTFUR","gas","Biomass-based","TWh",2030,0.0223560873293
"250","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2030,2520.47146082
"251","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2030,4392.98684772
"252","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","TWh",2030,5724.73235756
"253","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2030,259.01965166
"254","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2030,451.451472272
"255","China","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","TWh",2030,588.309637314
"256","China","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2030,1.235656266302
"257","China","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2030,2.15365172292
"258","China","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","TWh",2030,2.80653557856
"259","China","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2030,4.33078957574
"260","China","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2030,7.54823381636
"261","China","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","TWh",2030,9.8365078692
"262","China","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","TWh",2030,893.840715072
"263","China","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","TWh",2030,0
"264","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","TWh",2030,91.8569623744
"265","China","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","TWh",2030,0
"266","China","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","TWh",2030,0.43820451723
"267","China","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","TWh",2030,0
"268","China","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","TWh",2030,1.535838450892
"269","China","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","TWh",2030,0
"270","China","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2030,34.3676386052
"271","China","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2030,37.6621412408
"272","China","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","TWh",2030,41.35693030774
"273","China","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","TWh",2030,1.37944832578
