CO2 emissions by sector (no bio)
scenario,region,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,H2 central production,0.0,0.0,0.0,0.0,0.01809868928200777,-0.09654068745034891,-0.6088742108597273,-1.7545521029403046,-2.8757458345044586,-4.058442281915356,-7.676553468964799,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,H2 forecourt production,0.0,0.0,0.0,0.0,0.01786667637628296,0.05344639554024026,0.19200300335669912,0.39077481221888866,0.5508871933518994,0.32785939241803586,0.12334574533825463,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,N fertilizer,0.0118274,0.00133626,0.0,0.0,0.04538808602491737,0.0338257578852974,0.0370995237222176,0.038160170940671166,0.031819470484262424,0.01842932110625135,0.007170547298191481,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,agricultural energy use,0.123663,0.2983582584652251,0.21274525314118897,0.26228207510683565,0.34353460026228,0.3725485183863565,0.39211238159794004,0.3676913852812021,0.3085458662356975,0.20864046513869342,0.05704160942667361,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,backup_electricity,0.0,0.0,0.0,0.0,0.0175819290699602,0.17283778838071626,0.7538866775108274,1.6642143176054192,2.722076650480212,3.5449662844252017,3.8336388433998856,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,cement,0.299,0.725,1.093,1.093,1.2170159999999999,1.25289329,1.30514174,1.14591252,0.90241075,0.70687293,0.5533011090000001,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,comm heating,0.0113099,0.024435531,0.026970117615103137,0.02985572198911057,0.03762494775050387,0.034600603454381706,0.04004616818963933,0.04608384104642482,0.05165643728409728,0.047580736700678285,0.03480630970252643,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,comm others,0.22189873158352136,0.48511929623646344,0.5351240027837638,0.5914362713958301,0.6243052185097211,0.3527562393880583,0.30749855319460867,0.2367273042631171,0.16136290733218156,0.05862127674890101,0.011157131336305626,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,construction energy use,0.0,0.0237934,0.07957410714688935,0.03773504393336721,0.043515461367783184,0.041442109462044616,0.039260444183862535,0.03652202990205805,0.03380538355615801,0.027214486670159608,0.011685184226191574,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,construction feedstocks,0.0,0.0,0.0,0.0,-3.988570409522734E-6,-2.27019999036069E-5,-1.958477425387063E-4,-6.053565761986567E-4,-0.0013024423027139837,-0.0019284464641129546,-0.003109111093077743,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,delivered biomass,0.0,-2.400000451933E-5,-4.999993577894E-5,-6.999998934217E-5,-7.999994248393E-5,-1.999998652428E-5,0.0,0.0,-6.999988558082E-5,0.0,0.0,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,delivered gas,0.0,0.0,0.0,-7.450445306373598E-22,0.0,0.0,-1.3092951288421972E-8,-1.4660742037140974E-8,0.0,0.0,-8.390690281578889E-12,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,elec_biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,-0.07481878101160438,-0.2760312434289133,-0.844983620407694,-2.0038181793720455,-3.9937642158146525,-7.3887225859145635,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,elec_biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,-0.4740706830472317,-1.536654807568174,-4.087900780720811,-7.97377244287818,-11.198967520553367,-9.508674763717774,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,elec_coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0034395319999999995,0.010644929999999999,0.026988545,0.054168973999999995,0.087053331,0.06809776179999999,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,elec_coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.006717136,0.017716014,0.03888840300000001,0.06887682899999999,0.093608288,0.043447651,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,elec_gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.00714481671728981,0.01883656621214786,0.039002149433827904,0.07767023849120674,0.15212074066551537,0.2184872148177055,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,elec_refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.18626941365545419,0.28845536177403724,0.28910556522981345,0.0805798957870983,-0.07428603152197526,-0.4973126092294465,0.0,0.0,0.0,MTC,
"0_1p5C,date=2021-21-10T04:33:00-07:00",Africa_Eastern,electricity,0.6779523071453901,2.203032950025802,2.4452419116026336,2.8793850432853816,3.934874302146099,2.3111308099770778,1.6515935028467328,0.8727682190026909,0.3147997362692082,0.021308648666099772,3.410971670364503E-4,0.0,0.0,0.0,MTC,
