IRONSTL production by region,,,,,,,,,,,,,,,,,,,,,,,,
"MEF (our analysis),date=2021-27-7T09:20:39-07:08",Central Asia,iron and steel,5.884718572,8.288721084,11.0862037,4.7328,5.884718572,8.288721084,11.0862037,13.27062888,14.80080159,15.61846895,15.74828541,16.05979176,16.18778651,16.1871823,15.99115792,15.57249135,15.00065513,14.34289344,13.65747358,12.96305664,12.26493774,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:09",Colombia,iron and steel,1.333891446,2.065370142,2.818038386,1.211,1.333891446,2.065370142,2.818038386,3.663885842,4.571585758,5.468294708,6.288860012,7.263694801,8.150352361,8.90831446,9.50909121,9.928713229,10.16439452,10.21211836,10.11092508,9.884064235,9.5545127,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:10",Europe_Eastern,iron and steel,25.65484,23.39666185,21.34257665,25.949,25.65484,23.39666185,21.34257665,19.3608611,17.54366146,15.83454161,14.22634617,13.25315982,12.35847584,11.46360729,10.58573199,9.726723868,8.899237045,8.115189584,7.385052138,6.704921316,6.067472022,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:11",Europe_Non_EU,iron and steel,42.29482832,44.56958096,45.55445788,33.7673,42.29482832,44.56958096,45.55445788,45.65718096,44.92409383,43.53507002,41.58266799,40.7285879,39.48706524,37.91736847,36.08186481,34.03794263,31.85634123,29.62844583,27.45972742,25.3696471,23.36486088,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:12",European Free Trade Association,iron and steel,2.336431923,2.478393606,2.624199641,2.065,2.336431923,2.478393606,2.624199641,2.745486652,2.834116969,2.913113308,2.985151228,3.165716214,3.336042751,3.482868385,3.601117308,3.683817335,3.732007511,3.744691053,3.717779441,3.652126634,3.553205647,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:13",Indonesia,iron and steel,9.419840703,16.79201748,26.13908468,4.852,9.419840703,16.79201748,26.13908468,34.87119681,42.23534051,47.44828356,50.32160556,53.21398031,54.47523326,54.29319721,52.92213227,50.72357239,47.99209367,44.9286395,41.69426088,38.41186023,35.17384131,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:14",Mexico,iron and steel,18.54276952,21.62383391,24.66048446,18.26,18.54276952,21.62383391,24.66048446,27.21346505,29.13924973,30.49678686,31.27686145,32.65937989,33.45304743,33.84418697,33.87862924,33.60222791,33.0153567,32.14816897,31.07954999,29.88913069,28.61764238,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:15",Middle East,iron and steel,37.06056451,42.58437405,52.75723709,29.378,37.06056451,42.58437405,52.75723709,62.28013207,71.11119943,78.47149952,84.03952419,91.62038135,98.34088984,103.9808128,108.2074934,110.8824887,112.1386423,112.0775577,110.9399339,108.8849724,105.9510337,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:16",Pakistan,iron and steel,3.870190189,6.082876266,10.65245065,2.892,3.870190189,6.082876266,10.65245065,17.25122482,25.96505557,36.10275302,46.63639122,58.73514701,70.18096,80.33619274,88.72257707,95.01889353,99.09840016,101.223595,101.486928,100.3160045,97.95190163,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:17",Russia,iron and steel,72.1870532,67.2954434,62.31554878,70.91,72.1870532,67.2954434,62.31554878,57.31719106,52.76067601,48.45758649,44.3143429,41.94686596,39.73514305,37.45948759,35.20739581,32.96979547,30.72745052,28.5101579,26.37062152,24.31145922,22.32045154,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:18",South Africa,iron and steel,8.01228207,9.61387401,11.23114276,6.422,8.01228207,9.61387401,11.23114276,12.47175899,13.3452217,13.86651766,14.0612178,14.55438403,14.88175525,14.98358494,14.85962335,14.53582349,14.0296882,13.40869228,12.70046255,11.92411159,11.1010362,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:19",South America_Northern,iron and steel,8.68E-05,4.26E-05,1.27E-04,1.343,8.68E-05,4.26E-05,1.27E-04,3.74E-04,0.001060472,0.002734642,0.00632102,0.01369102,0.026909392,0.047647356,0.077198474,0.116716873,0.16700449,0.227487782,0.295638597,0.367849236,0.440871619,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:20",South America_Southern,iron and steel,3.02726505,4.618320462,6.396400891,3.0605,3.02726505,4.618320462,6.396400891,8.10485258,9.730533757,11.1765708,12.32622381,13.64850507,14.69440087,15.47036288,15.97689289,16.21346581,16.21006381,15.99254621,15.60571353,15.09603837,14.49169168,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:21",South Asia,iron and steel,0.346487913,1.154550666,2.657567159,0.13,0.346487913,1.154550666,2.657567159,4.879347452,7.928817742,11.59653621,15.59029531,20.35906173,25.14384464,29.58613983,33.42266953,36.52059313,38.76790799,40.17154691,40.80187702,40.77574122,40.20659204,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:22",Southeast Asia,iron and steel,19.50688441,31.09643626,42.78460235,15.915,19.50688441,31.09643626,42.78460235,53.68165874,63.55464111,71.6272154,77.35564884,84.06343433,88.96559339,91.98553847,93.19184531,92.71125197,90.81598179,87.80525152,84.02627364,79.74333375,75.15307869,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:23",Taiwan,iron and steel,20.32991,17.89670944,16.11109139,21.37,20.32991,17.89670944,16.11109139,14.55489537,13.16077092,11.94634442,10.87732419,10.31131316,9.779463332,9.210372537,8.682248981,8.197495475,7.749905302,7.338754166,6.959780125,6.608643396,6.324424126,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:24",EU-12,iron and steel,27.41932,30.4801,25.1589,25.2,23.399811,27.77617721,28.65668186,26.78143585,24.63643928,22.36483377,20.07930153,18.91928321,17.72207023,16.44704516,15.12759808,13.82233874,12.58475063,11.45572679,10.44163528,9.525950006,8.68848197,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:25",EU-15,iron and steel,148.9382,165.1481,147.6386,141.0242,146.012589,142.9773232,136.1987365,128.9558386,121.5279686,113.9517554,105.8222943,103.1807902,100.2713318,96.92321182,93.32616742,89.58576597,85.65046721,81.55510086,77.26854105,72.83748806,68.23996109,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:26",USA,iron and steel,93,94.8,80.5,78.9,87.76118,87.11076137,87.14254993,85.89513716,83.54264366,79.76480284,75.52858452,75.53037726,75.49798684,75.19234721,74.47830149,73.30213683,71.69074317,69.66152562,67.33431201,64.78255132,61.99427122,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:27",China,iron and steel,117.322,355.79,638.32,803.47,1053,1044,990,915,828,760,684.5330843,608.5478074,535.3607099,467.2847643,405.7965879,350.5976865,300.9660239,257.3617593,220.0827937,188.7010577,162.4112723,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:28",India,iron and steel,24.54,45.79,68.9,89,111.350704,212.8445927,287.2843553,355.2599372,410.7497292,453.002937,480.2967992,511.5169078,530.0683391,536.4849778,532.4651681,519.2992772,498.5250568,471.8628343,441.6833538,409.3024424,376.5563524,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:29",Japan,iron and steel,97.2,112.4,109.65,105.12,99.284114,92.58928994,85.8093586,79.11689174,72.61792407,66.35268996,60.37196525,58.07054286,55.79622849,53.44786657,51.05723931,48.69814179,46.41515336,44.1280315,41.89919376,39.74804504,37.67436516,Mt
"MEF (our analysis),date=2021-27-7T09:20:39-07:30",South Korea,iron and steel,39.34,47.7,58.9,69.7,71.411852,67.83144929,64.02686545,59.9339234,55.55992003,51.01969794,46.42960654,43.93861761,41.42649593,38.94174236,36.5273161,34.21837498,32.03774168,29.9969928,28.10077773,26.34906958,24.6791122,Mt
IRONSTL production by region,,,,,,,,,,,,,,,,,,,,,,,,
scenario,region,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
"REF (GCAM),date=2021-8-10T09:00:42-07:00",Africa_Eastern,iron and steel,0.01828,0.02,0.02,0.02,0.02892993,0.085749874,0.279523066,0.745398861,1.73861463,3.51498153,6.2071993,8.893186675,12.66851411,16.67546158,20.58865118,24.1255285,27.08819025,29.38251188,30.98212678,31.93750395,32.30916358,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:01",Africa_Northern,iron and steel,4.53846,8.1456,8.8031,7.0737,8.293409456,10.24384374,12.04294881,13.57513709,14.856121,15.86670308,16.55867788,13.4182798,13.46744167,13.32287617,12.9984111,12.53330737,11.98101023,11.37515717,10.74583775,10.09868824,9.449911957,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:02",Africa_Western,iron and steel,0.02278,0.125,0.125,0.125,0.10918125,0.20228902,0.717799685,1.963719226,4.53815146,9.1052136,16.1458799,22.01496352,31.9709711,42.96855518,54.22050002,64.9521286,74.53128117,82.54286757,88.82792227,93.3392109,96.24278481,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:03",Argentina,iron and steel,4.083,5.374,5.138,5.029,2.879543,3.804937154,4.904577727,5.978529523,6.942518008,7.764439177,8.466597552,7.084678042,7.412703561,7.634204213,7.740460775,7.735314384,7.640350866,7.484093193,7.28604949,7.046763599,6.772980884,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:04",Australia_NZ,iron and steel,7.1468,8.6502,8.1518,5.7214,6.478923934,7.134965924,7.704236459,8.216850134,8.694289287,9.149983024,9.552797802,8.001247036,8.22619685,8.358885872,8.403609759,8.362033711,8.232181107,8.01925693,7.723749743,7.35116099,6.925631904,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:05",Brazil,iron and steel,25.45,31.66,32.91,33.22,34.41617556,39.89879045,45.32170446,49.53062671,52.8849005,55.27977092,56.54904871,45.36800304,44.90060785,43.76528176,42.12299866,40.12036341,37.81652398,35.33085865,32.79642864,30.29273176,27.86228759,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:06",Canada,iron and steel,15.14,15.33,13.01,12.48,13.89124468,14.99676555,15.78953835,16.48346889,17.11302202,17.67930202,18.17128512,14.56189135,14.7880369,14.89838659,14.89839372,14.78258404,14.53816664,14.15982658,13.65953687,13.02807625,12.29259971,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:07",Central America and Caribbean,iron and steel,1.2085933,1.2132,1.1869,1.4023,1.544895868,2.466076687,3.782286145,5.383732065,7.296160688,9.434805031,11.62928866,10.89252059,12.38636406,13.67636296,14.72411586,15.49680672,15.99563148,16.21451828,16.19553739,15.97059494,15.59049318,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:08",Central Asia,iron and steel,4.7212,5.3752,5.052,4.7328,6.075321173,9.350132001,13.19871743,16.54817988,19.23049276,21.1474825,22.25198764,16.05979176,16.18778651,16.1871823,15.99115792,15.57249135,15.00065513,14.34289344,13.65747358,12.96305664,12.26493774,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:09",China,iron and steel,117.322,355.79,638.32,803.47,1058.965677,1087.833007,1060.33254,999.5729121,941.0975573,868.6338987,787.4837243,7.263694801,8.150352361,8.90831446,9.50909121,9.928713229,10.16439452,10.21211836,10.11092508,9.884064235,9.5545127,Mt
"REF (GCAM),date=2021-8-10T09:00:42-07:10",Colombia,iron and steel,0.6023,1.007,1.207,1.211,1.335647218,2.180363329,3.115310539,4.223984767,5.482933466,6.819976949,8.165226959,13.25315982,12.35847584,11.46360729,10.58573199,9.726723868,8.899237045,8.115189584,7.385052138,6.704921316,6.067472022,Mt
