elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00117245,0.00127025,8.65651E-4,2.34673E-4,3.07923E-6,1.48893E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0183008,0.0421625,0.0765763,0.120055,0.162579,0.16639,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,biomass,electricity,biomass (conv),0.0,0.0,0.0,0.0,0.0041174,0.00686193,0.00388038,0.00158344,2.82611E-4,2.54379E-6,1.021E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0175177,0.0329256,0.0501683,0.0693727,0.0869217,0.0544716,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00711886,0.00559255,0.00288216,6.83162E-4,8.87679E-6,4.66652E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0314734,0.0530014,0.073422,0.0926696,0.100119,0.032392,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,coal,electricity,coal (conv pul),0.54613,0.551288,0.556386,0.525925,0.60747,0.224702,0.0813366,0.0298948,0.00585907,6.84344E-5,3.1743E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.797323,1.34221,1.86092,2.33835,2.63178,1.52364,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,gas,electricity,gas (CC),0.0,0.0,0.0,0.0,0.148889,0.179309,0.179884,0.164732,0.107071,0.00738729,7.27591E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,gas,electricity,gas (steam/CT),1.69041,1.4949,1.7391,1.75753,1.51079,0.584239,0.290378,0.143334,0.0449077,0.00165143,1.4483E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,geothermal,electricity,geothermal,1.00804E-4,0.00147597,0.0018179,0.00164508,0.0201785,0.0883736,0.135504,0.176573,0.191718,0.19172,0.191538,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,hydro,electricity,hydro,0.597301,0.621637,0.599339,0.604775,0.646028,0.687281,0.728534,0.769788,0.811041,0.852294,0.893547,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.160324,0.693037,1.04926,1.385,1.72939,2.22243,3.56237,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,nuclear,electricity,Gen_II_LWR,0.425914,0.537994,0.613461,0.70364,0.650263,0.619764,0.575278,0.514402,0.437987,0.35182,0.265652,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0375974,0.0327069,0.0381375,0.0458529,0.0610967,0.0897238,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00783426,0.0033951,0.0020227,0.00163147,9.81016E-4,8.04121E-5,1.39372E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,refined liquids,electricity,refined liquids (steam/CT),0.463118,0.0644098,0.025717,0.0255473,0.0139881,0.00546373,0.0029131,0.00183223,9.02465E-4,8.69835E-5,1.59784E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,1.76434E-4,0.00186994,0.00161833,0.00210358,0.00282599,0.00283472,8.70328E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,3.47694E-4,0.00813644,0.0398241,0.123793,0.278656,0.61793,1.87166,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,solar,electricity,PV,0.0,0.0,0.0,0.00120591,0.00405072,0.02349372,0.03477772,0.042523189999999995,0.04828494999999999,0.0513005,0.050839279999999994,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.86893E-6,2.5572730000000002E-5,1.0113813E-4,2.8177513000000003E-4,6.0345613E-4,0.00131127013,0.0039652912,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,wind,electricity,wind,0.0,2.51994E-5,1.43992E-5,5.32761E-4,0.039764961,0.292833961,0.539860961,0.8308619610000001,1.1651959610000002,1.6378812000000003,2.568683,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.54734E-4,0.003932754,0.013421044,0.036892744000000005,0.087211644,0.21447891000000002,0.74240689,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.24235E-4,0.001498855,0.003627595,0.007386405,0.013653645,0.027164345,0.08146961,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.00163345,0.00650842,0.0148213,0.0271266,0.0408094,0.0576846,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,6.35658E-4,0.00126877,0.00190586,0.00144976,3.46924E-5,1.30927E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.00721519,0.0236983,0.0410054,0.0551179,0.0488112,0.0289785,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,biomass,electricity,biomass (conv),0.0,9.32396E-4,9.43197E-4,9.32396E-4,0.00156022,0.00360778,0.00397016,0.00338549,0.0012372,1.48271E-5,4.5108E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.029626,0.085937,0.150236,0.219133,0.252472,0.136501,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0147379,0.0219867,0.0247648,0.0143394,2.53014E-4,9.3262E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0510009,0.124857,0.189921,0.242771,0.223489,0.0699915,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,coal,electricity,coal (conv pul),0.561333,0.824688,0.870988,0.822176,0.879717,0.700071,0.511832,0.303428,0.0839544,9.442E-4,2.96672E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.00319849,0.00916586,0.017031,0.0266197,0.0368871,0.0486377,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,gas,electricity,gas (CC),0.0,0.0,0.0,0.0,0.00112506,0.00126568,0.00149606,0.00182519,0.00203145,5.92537E-4,5.93488E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,gas,electricity,gas (steam/CT),0.0,0.0,0.0,0.0,3.31076E-5,2.87135E-5,3.37504E-5,3.71295E-5,2.94775E-5,2.063E-6,1.60186E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00349905,0.0152542,0.0152501,0.0152445,0.0152372,0.0152308,0.0152166,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,hydro,electricity,hydro,0.003636,0.0047952,0.0076104,0.0028836,0.0033725,0.0038614,0.0043503,0.0048392,0.0053281,0.005817,0.0063059,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,4.82042E-4,0.00336254,0.00762024,0.0127356,0.0188792,0.0260754,0.0411612,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,nuclear,electricity,Gen_II_LWR,0.0304164,0.0406546,0.0435563,0.044053,0.0407112,0.0388018,0.0360166,0.0322053,0.0274212,0.0220265,0.0166318,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,7.30197E-4,0.00152393,0.00241843,0.00326485,0.00367496,0.00369775,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,8.41406E-5,7.26496E-5,1.08855E-4,1.53525E-4,1.52267E-4,1.47966E-5,1.94984E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,refined liquids,electricity,refined liquids (steam/CT),0.0,0.0,7.09198E-4,6.58797E-4,2.87128E-4,2.67818E-4,2.91175E-4,2.5163E-4,1.52938E-4,1.52526E-5,1.83901E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00419107,0.0404566,0.0916545,0.173749,0.2389,0.242321,0.133202,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,solar,electricity,CSP,0.0,0.0,0.0,6.83997E-4,6.83997E-4,6.83997E-4,6.83997E-4,6.83997E-4,6.83997E-4,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,2.3589E-6,1.30137E-4,0.00145713,0.00615359,0.0185116,0.0480964,0.167992,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,solar,electricity,PV,0.0,0.0,0.0,0.00785877,0.01720776,0.09165486,0.17054386,0.27519086,0.41005985999999994,0.52467209,0.6533781000000001,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,6.30933E-6,1.9980133E-4,0.00177429133,0.00680094133,0.01957194133,0.05027794133,0.176591632,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,wind,electricity,wind,0.0,4.31998E-5,1.224E-4,0.00899996,0.01656035,0.07297375,0.12561345000000002,0.17721305,0.23502645,0.27912509,0.34691079999999996,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,2.39639E-5,0.0015136739,0.0140192739,0.0553759739,0.15430827390000001,0.35414731,0.9462156,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.39338E-5,4.0415979999999997E-4,0.0025160098000000003,0.0077471998,0.0180050998,0.036465799800000004,0.091919166,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38141E-5,4.84958E-4,0.00106529,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28419E-7,1.3131E-8,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22404E-4,0.00220637,0.00339148,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,biomass,electricity,biomass (conv),6.07708E-5,9.18626E-5,9.67226E-5,1.34957E-4,1.24939E-5,1.24886E-5,2.11456E-6,5.18938E-7,3.06488E-7,5.54275E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.80945E-6,4.02943E-5,5.01666E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23062E-8,2.82716E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18414E-6,3.33551E-5,3.0188E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,coal,electricity,coal (conv pul),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97183E-8,2.03195E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00509239,0.0236281,0.0347837,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,gas,electricity,gas (CC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82951E-5,6.55315E-6,6.60908E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,gas,electricity,gas (steam/CT),0.0558838,0.0543903,0.0713674,0.106697,0.0388622,0.0314875,0.0264141,0.015988,0.00445791,1.34783E-4,1.0573E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00151824,0.0088611,0.0170242,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,hydro,electricity,hydro,0.134775,0.282745,0.281725,0.274795,0.120966,0.12792,0.176662,0.244541,0.303156,0.308828,0.3145,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11879E-4,0.00226675,0.0058687,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00457027,0.0223034,0.0192441,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67222E-5,1.98785E-5,1.42561E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,refined liquids,electricity,refined liquids (steam/CT),0.0469148,0.0859254,0.0983881,0.0990214,0.0246923,0.0124344,0.00594501,0.00338316,0.00174949,1.6327E-4,2.66782E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0043798,0.0206141,0.029483,0.040055,0.0499579,0.0528677,0.0493483,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46504E-5,5.06822E-4,0.00177698,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,solar,electricity,PV,0.0,5.31997E-5,5.03999E-5,6.06998E-5,2.61799E-5,2.71362E-5,3.67474E-5,4.98972E-5,0.0015744698,0.00668758,0.01032313,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16961E-6,1.1997761E-4,4.2528561E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,wind,electricity,wind,0.0,1.96299E-4,1.646E-4,4.77699E-4,2.06032E-4,2.13558E-4,2.89197E-4,3.92684E-4,0.0037758189999999997,0.018361719999999998,0.03273912,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04053E-4,0.002969523,0.008236083,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Northern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25689E-5,3.064169E-4,8.113829E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0027151,0.011615,0.023108,0.0369171,0.0568923,0.0934555,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,7.53611E-4,0.00132055,0.00124382,4.75866E-4,6.1365E-6,2.6745E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.01633,0.0674672,0.126813,0.183402,0.229341,0.245203,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,biomass,electricity,biomass (conv),7.38017E-4,0.00201967,0.0046406,0.00640448,0.00346252,0.00574469,0.00512055,0.00281266,5.89402E-4,5.38873E-6,2.37385E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0027557,0.0121019,0.0244947,0.0390379,0.0540257,0.0477313,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00103287,0.00166284,0.00133254,4.51648E-4,6.75713E-6,3.61422E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.00480822,0.0177603,0.0322251,0.0465415,0.056743,0.0310805,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,coal,electricity,coal (conv pul),0.0234905,0.0288586,0.063784,0.102266,0.103525,0.0850415,0.0455596,0.0192283,0.00397022,4.3607E-5,1.92331E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0296949,0.112783,0.209876,0.313003,0.434488,0.555169,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,gas,electricity,gas (CC),9.89501E-4,0.0454312,0.0107486,0.0611512,0.0600164,0.0573784,0.0534938,0.0466287,0.0336647,0.00417455,4.35289E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,gas,electricity,gas (steam/CT),0.00377341,0.0352189,0.0953157,0.0926284,0.0839594,0.0650216,0.044792,0.0267556,0.00987414,4.02949E-4,3.44163E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,4.36703E-4,0.0057668,0.0234122,0.0456728,0.0705202,0.103513,0.158096,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,hydro,electricity,hydro,0.215035,0.400529,0.415512,0.457776,0.506588,0.555399,0.604211,0.653023,0.701835,0.750646,0.799458,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,6.42567E-4,0.0038073,0.00909869,0.0197362,0.0417922,0.103856,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0230953,0.0693263,0.102896,0.134401,0.177379,0.197388,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00245103,0.00209292,0.0035129,0.00359836,0.0023907,1.99506E-4,3.07856E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,refined liquids,electricity,refined liquids (steam/CT),0.0240485,0.0373766,0.0704551,0.0499866,0.0203624,0.0130471,0.00814617,0.00520537,0.00240058,2.07997E-4,3.65791E-6,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00513838,0.0486416,0.0615481,0.0807128,0.106726,0.128948,0.100214,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,1.02915E-6,2.57716E-5,2.78044E-4,0.00116715,0.00337276,0.00939681,0.033912,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,solar,electricity,PV,0.0,0.0,1.08005E-5,0.00571327,0.00710301,0.02094671,0.05376371,0.08563751,0.11659061,0.14863964000000002,0.1973898,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,9.40064E-7,1.3735664E-5,1.1595966400000001E-4,4.40955664E-4,0.001219403664,0.003354743664,0.0121752636,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,wind,electricity,wind,0.0,2.8801E-5,0.00145446,0.0175898,0.02025542,0.04155872,0.09868811999999999,0.16262642,0.22808562,0.29727892,0.4452983,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.18749E-5,4.329159E-4,0.0044426759,0.0166311759,0.0444807759,0.112823001,0.32454896,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South America_Southern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,5.93264E-6,9.273524E-5,5.4482324E-4,0.0014328602400000001,0.0028960902400000004,0.00581243024,0.0142219976,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,9.55771E-4,0.00280488,0.00546464,0.00988298,0.0183308,0.034492,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,3.37583E-4,4.64382E-4,4.42693E-4,2.19502E-4,4.50574E-6,2.00085E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.00527047,0.0149169,0.0253712,0.036741,0.0477352,0.0455941,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,biomass,electricity,biomass (conv),5.53703E-5,1.44E-5,1.188E-4,2.16918E-4,0.00119094,0.00222056,0.00174774,9.90064E-4,2.70432E-4,3.18368E-6,1.38082E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.00267459,0.00625318,0.0100136,0.0144664,0.0180143,0.0100071,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00132944,0.0013243,9.54643E-4,3.71082E-4,6.96846E-6,4.09443E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.00438037,0.00900779,0.0129858,0.0166939,0.0164177,0.0050976,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,coal,electricity,coal (conv pul),0.0,0.00142163,0.00347498,0.0278404,0.0422924,0.0216055,0.0115801,0.00630164,0.00186756,2.79012E-5,1.58501E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.138803,0.275673,0.392131,0.51658,0.681257,0.720442,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,gas,electricity,gas (CC),0.00710737,0.0300657,0.0,0.0,0.0255664,0.031394,0.0337187,0.0339317,0.0289187,0.00462763,6.99833E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,gas,electricity,gas (steam/CT),0.0163467,0.0574752,0.138627,0.172703,0.196171,0.0964208,0.0554524,0.0326204,0.0146578,9.79891E-4,1.2402E-5,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00405891,0.0247651,0.0459253,0.0653972,0.0866631,0.0889513,0.0889002,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Asia,hydro,electricity,hydro,0.0264292,0.0437314,0.0648191,0.0944174,0.102613,0.11081,0.119006,0.127202,0.135398,0.143594,0.15179,0.0,0.0,0.0,EJ,
