industry final energy by tech and fuel
scenario,region,sector,subsector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,N fertilizer,gas,wholesale gas,gas,0.0,9.41029E-5,0.0,0.0,0.00321954,0.00732668,0.012286060000000001,0.01730243,0.02158888,0.026353872,0.031052381999999996,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,N fertilizer,refined liquids,refined liquids industrial,refined liquids,6.03441E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,agricultural energy use,biomass,delivered biomass,biomass,0.0,0.0217475,0.026237,0.0312804,0.02721029,0.02025551,0.014275482999999999,0.011881049000000001,0.013192685,0.013823539,0.013965439999999999,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,agricultural energy use,electricity,elect_td_ind,electricity,0.00103181,9.91701E-4,0.0012805,0.0028926,0.00480819,0.009010279999999999,0.013717445,0.018349011999999998,0.022249479000000003,0.02715766,0.03224812,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,agricultural energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,4.94181E-6,2.408062E-5,6.622496E-5,1.22343549E-4,1.7582793E-4,2.4251881000000001E-4,3.181836E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,agricultural energy use,refined liquids,refined liquids industrial,refined liquids,0.00630935,0.0152223,0.0108556,0.0133835,0.01755814,0.022239380000000003,0.025512149999999997,0.02651704,0.025913110000000003,0.024962699999999997,0.02452166,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,cement,cement,elect_td_ind,cement,0.00106375,0.00247004,0.0037238,0.0037238,0.004250336,0.0059177050000000005,0.008635061,0.012411142,0.017563919,0.024240064,0.0330129557,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,construction energy use,biomass,delivered biomass,biomass,0.0,0.0,0.0,0.0,2.44229E-5,8.56095E-5,1.849302E-4,2.8302466999999997E-4,3.378662E-4,3.73926E-4,3.9172329999999996E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,construction energy use,coal,delivered coal,coal,0.0,0.0,0.0,0.0,1.04591E-4,3.645769E-4,7.743595E-4,0.001173314,0.0014119997,0.0016006731,0.0017333259999999999,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,construction energy use,electricity,elect_td_ind,electricity,0.0,0.0,0.0,0.0,1.46559E-6,4.825568E-6,8.462839E-6,1.2074067E-5,1.5777341E-5,2.1284217000000002E-5,2.6485395E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,construction energy use,gas,wholesale gas,gas,0.0,0.0,0.0,0.0,4.41376E-5,1.432022E-4,2.855289E-4,3.9367641E-4,4.39657E-4,4.735591E-4,4.976614E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,construction energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,1.88077E-6,6.21933E-6,1.2945011E-5,1.8645797E-5,2.1833045000000002E-5,2.581534E-5,2.9294539999999998E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,construction energy use,refined liquids,refined liquids industrial,refined liquids,0.0,0.00121395,0.00406043,0.00192553,0.0020521849999999998,0.0018288409999999999,0.001382049,9.548790000000001E-4,7.461283000000001E-4,5.786032E-4,4.650298E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,construction feedstocks,refined liquids,refined liquids industrial,refined liquids,0.0,0.0,0.0,0.0,9.44983E-5,2.11984E-4,3.53855E-4,5.20042E-4,7.11208E-4,9.2624E-4,0.00116728,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,iron and steel,EAF with DRI,H2 enduse,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,1.22837E-4,7.468847000000001E-4,0.0020598120000000003,0.0045175288,0.008479152,0.013990357000000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,iron and steel,EAF with DRI,elect_td_ind,EAF with DRI,0.0,0.0,8.48868E-4,0.00148797,0.0021291829999999998,0.00477411,0.011698119,0.027526283999999998,0.059333682,0.11227447,0.18655364000000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,iron and steel,EAF with DRI,elect_td_ind,EAF with DRI CCS,0.0,0.0,0.0,0.0,2.91681E-5,6.472234000000001E-4,0.0034111325,0.01228149189,0.035396241,0.08359954,0.16610084,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,iron and steel,EAF with DRI,elect_td_ind,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,8.36848E-4,0.005088259,0.014032688,0.030776320000000003,0.057765402,0.09531131000000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,iron and steel,EAF with scrap,elect_td_ind,EAF with scrap,0.0,0.0,3.15439E-4,5.52929E-4,8.12742E-4,0.002535594,0.0084572127,0.022563181,0.052622925,0.10640432999999999,0.18773156000000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,mining energy use,biomass,delivered biomass,biomass,0.0,0.0,0.0,0.0,1.95187E-5,6.59263E-5,1.4538769E-4,2.3187996E-4,2.9420244999999996E-4,3.456349E-4,3.855153E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,mining energy use,coal,delivered coal,coal,0.0,0.0,0.0,0.0,8.35886E-5,2.8077090000000005E-4,6.086643E-4,9.609347E-4,0.0012302249000000001,0.0014817972,0.0017090696,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,mining energy use,electricity,elect_td_ind,electricity,0.0,0.0,0.0,2.0201E-5,2.2547E-5,2.953434E-5,3.147625E-5,3.4317000000000004E-5,3.923394000000001E-5,4.692683E-5,5.406363E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,mining energy use,gas,wholesale gas,gas,0.0,0.0,0.0,0.0,3.52745E-5,1.1037889999999999E-4,2.24322E-4,3.2132662000000005E-4,3.811026E-4,4.370949E-4,4.901696E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,mining energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,1.5031E-6,4.816271000000001E-6,1.0334434E-5,1.5665479E-5,1.9700484000000002E-5,2.4641179E-5,2.973967E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,mining energy use,refined liquids,refined liquids industrial,refined liquids,0.0,0.0,0.00126468,0.00125286,0.001406724,0.0013013789999999999,0.001037906,7.695349E-4,6.345810000000001E-4,5.261936999999999E-4,4.5350550000000005E-4,0.0,0.0,0.0,EJ,
