hydrogen production by tech
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,biomass,biomass to H2,0.0,0.0,4.2618E-5,1.36018E-5,1.85868E-6,5.95183E-7,9.82028E-8,3.3153E-10,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00179029,0.00995514,0.0199474,0.0273,0.0376101,0.0576239,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00133518,0.00573578,0.0111002,0.0164223,0.019624,0.0136451,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,electricity,electrolysis,0.0,0.0,1.91307E-6,1.51734E-5,6.46355E-5,1.2761E-4,2.0391E-4,3.87601E-4,8.5052E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,gas,natural gas steam reforming,0.0,0.0,3.29856E-4,3.26751E-4,2.3054E-4,1.57862E-4,5.18996E-5,7.45915E-7,2.58984E-9,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,9.75162E-4,0.00556119,0.010773,0.0161055,0.0263217,0.0307418,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,nuclear,thermal splitting,0.0,0.0,2.15743E-5,2.32881E-4,8.9432E-4,0.00162635,0.00248958,0.00471392,0.00984376,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,solar,electrolysis,0.0,0.0,8.71132E-6,1.4485E-4,8.36289E-4,0.0022415,0.004671,0.0115913,0.0316235,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 central production,wind,electrolysis,0.0,0.0,1.23144E-5,1.77286E-4,8.74779E-4,0.00198619,0.00349922,0.00736906,0.0170604,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 forecourt production,electricity,electrolysis,0.0,0.0,8.437E-6,9.72582E-5,4.12196E-4,8.06204E-4,0.00121596,0.0018905,0.00438618,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Eastern,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,3.16571E-4,0.00194619,0.00571028,0.00822687,0.00816973,0.00361634,0.00103518,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,biomass,biomass to H2,0.0,0.0,2.67489E-5,1.11409E-5,1.52601E-6,6.33227E-7,1.76149E-7,1.22034E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00139107,0.00745393,0.0165107,0.0227975,0.0255241,0.033035,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00101338,0.00415225,0.00910624,0.0145287,0.0158935,0.0117972,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,electricity,electrolysis,0.0,0.0,1.6151E-6,1.21449E-5,4.54586E-5,9.87876E-5,1.8095E-4,3.5014E-4,6.96753E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,gas,natural gas steam reforming,0.0,0.0,2.06675E-4,2.60853E-4,1.80133E-4,1.47491E-4,6.36811E-5,1.21122E-6,4.56234E-9,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,7.74097E-4,0.00424018,0.00939545,0.0158233,0.0257223,0.0299742,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,nuclear,thermal splitting,0.0,0.0,1.35974E-5,1.86508E-4,6.932E-4,0.00146605,0.00265725,0.00541877,0.0115203,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,solar,electrolysis,0.0,0.0,5.49038E-6,1.16006E-4,6.4822E-4,0.00202057,0.00498559,0.0133245,0.0370093,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 central production,wind,electrolysis,0.0,0.0,7.42825E-6,1.34767E-4,6.34199E-4,0.00165736,0.00342963,0.00775756,0.0180387,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 forecourt production,electricity,electrolysis,0.0,0.0,6.67732E-6,7.79821E-5,2.97675E-4,6.49867E-4,0.00112876,0.00176848,0.00336931,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Europe_Non_EU,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,2.04368E-4,0.00164894,0.00481726,0.00821271,0.00977434,0.00471199,0.00125206,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,biomass,biomass to H2,0.0,0.0,7.66937E-6,1.54844E-6,8.0379E-8,1.0438E-8,4.21848E-10,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,3.04168E-4,0.00176269,0.0057567,0.016624,0.0321387,0.0314663,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,1.84551E-4,5.00377E-4,9.43456E-4,0.00144948,0.00150943,0.00147436,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,electricity,electrolysis,0.0,0.0,3.10308E-7,4.52188E-6,1.44282E-5,2.80643E-5,4.60302E-5,7.72726E-5,2.23626E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,gas,natural gas steam reforming,0.0,0.0,6.59276E-5,4.67731E-5,2.1572E-5,1.4277E-5,4.95543E-6,6.33965E-8,3.29327E-10,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,1.52639E-4,5.56312E-4,0.00100891,0.00148654,0.00214462,0.00337601,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,nuclear,thermal splitting,0.0,0.0,3.57729E-6,3.2608E-5,8.40159E-5,1.50719E-4,2.39668E-4,3.97096E-4,0.00114333,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,solar,electrolysis,0.0,0.0,1.44445E-6,2.02819E-5,7.85642E-5,2.07727E-4,4.49671E-4,9.76439E-4,0.00367298,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 central production,wind,electrolysis,0.0,0.0,2.07905E-6,2.53649E-5,8.42171E-5,1.88668E-4,3.45236E-4,6.36918E-4,0.00204203,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.40253E-6,2.39009E-5,7.26178E-5,1.39394E-4,2.24166E-4,3.35939E-4,0.00107066,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",European Free Trade Association,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,5.76676E-5,2.45535E-4,4.79101E-4,6.71078E-4,7.30447E-4,3.43245E-4,1.44309E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,biomass,biomass to H2,0.0,0.0,3.36917E-4,2.60521E-4,4.90628E-5,7.04903E-5,5.10741E-5,4.07212E-7,2.49698E-10,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.0289335,0.111638,0.168712,0.17063,0.197789,0.334064,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.02016,0.0647172,0.114104,0.144359,0.153721,0.136223,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,electricity,electrolysis,0.0,0.0,1.30856E-5,1.42301E-4,4.68809E-4,0.00113964,0.00228392,0.00479988,0.0110393,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,gas,natural gas steam reforming,0.0,0.0,0.00304761,0.00614633,0.00401363,0.00506497,0.00331828,7.50933E-5,2.44958E-7,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.0186396,0.0886893,0.18823,0.29024,0.440455,0.509533,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,nuclear,thermal splitting,0.0,0.0,1.6725E-4,0.00397378,0.0134337,0.0320506,0.0619718,0.129756,0.270118,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,solar,electrolysis,0.0,0.0,6.75326E-5,0.00247165,0.012562,0.0441735,0.116273,0.319064,0.867764,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 central production,wind,electrolysis,0.0,0.0,7.62672E-5,0.00214695,0.00857524,0.0240002,0.0501387,0.108644,0.213887,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 forecourt production,electricity,electrolysis,0.0,0.0,5.96051E-5,0.00103439,0.00345898,0.00822393,0.015271,0.0249432,0.047237,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",India,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,0.00283768,0.0393556,0.104133,0.19554,0.243622,0.113982,0.0254457,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,biomass,biomass to H2,0.0,0.0,9.2282E-5,7.25472E-5,7.93136E-6,6.79212E-6,4.81002E-6,2.56457E-8,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.0129471,0.0627937,0.118384,0.139504,0.172762,0.266461,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00807172,0.0253102,0.0476494,0.0647369,0.0634508,0.0491425,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,electricity,electrolysis,0.0,0.0,4.80602E-6,7.28063E-5,2.47203E-4,5.84651E-4,0.00122063,0.00261516,0.0058261,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,gas,natural gas steam reforming,0.0,0.0,8.89981E-4,0.00218545,0.00124108,0.00134588,9.54056E-4,2.40258E-5,8.81995E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00713021,0.0305488,0.062371,0.0942669,0.140244,0.15233,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,nuclear,thermal splitting,0.0,0.0,4.32944E-5,0.00137897,0.00435342,0.010047,0.0210309,0.0436333,0.0876942,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,solar,electrolysis,0.0,0.0,1.74815E-5,8.57702E-4,0.00407093,0.0138472,0.0394585,0.107292,0.281721,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 central production,wind,electrolysis,0.0,0.0,1.09697E-5,3.82265E-4,0.00128635,0.00333694,0.00749906,0.0160597,0.0321196,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 forecourt production,electricity,electrolysis,0.0,0.0,2.0226E-5,4.9087E-4,0.00164661,0.00375623,0.00718014,0.011987,0.0249425,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Indonesia,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,7.98447E-4,0.0145498,0.0339107,0.0582911,0.0730204,0.0342358,0.00853381,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,biomass,biomass to H2,0.0,0.0,9.00235E-6,3.83342E-5,1.00226E-5,5.64616E-6,1.30105E-6,5.83802E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00618165,0.0388323,0.0994749,0.143122,0.151967,0.174709,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00419288,0.0228308,0.0632457,0.107555,0.113549,0.0680692,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,electricity,electrolysis,0.0,0.0,6.43516E-7,5.74914E-5,3.22111E-4,9.71401E-4,0.00195561,0.00359321,0.00654342,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,gas,natural gas steam reforming,0.0,0.0,7.0691E-5,0.00104081,0.00104986,0.00104281,3.96079E-4,5.03247E-6,1.40689E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00338118,0.0255997,0.0721591,0.12415,0.180271,0.169255,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,nuclear,thermal splitting,0.0,0.0,4.62692E-6,7.70329E-4,0.00410739,0.0108662,0.019175,0.0321865,0.054036,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,solar,electrolysis,0.0,0.0,1.86827E-6,4.79137E-4,0.00384086,0.0149762,0.0359764,0.079145,0.173593,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 central production,wind,electrolysis,0.0,0.0,2.50681E-6,5.48698E-4,0.00361232,0.0115257,0.0228089,0.0413588,0.0746842,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 forecourt production,electricity,electrolysis,0.0,0.0,2.57209E-6,3.61032E-4,0.00201761,0.00593405,0.0109915,0.0163298,0.0327913,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Japan,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,7.22059E-5,0.00718234,0.0292534,0.0609605,0.069273,0.0276525,0.0067788,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,biomass,biomass to H2,0.0,0.0,2.42344E-5,7.34099E-6,8.73333E-7,2.66381E-7,2.68211E-8,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00275412,0.0204136,0.0646828,0.143274,0.247062,0.371744,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.0014745,0.00630028,0.0149491,0.0271525,0.0384169,0.0411543,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,electricity,electrolysis,0.0,0.0,1.1022E-6,1.39184E-5,6.64068E-5,1.80656E-4,3.70423E-4,7.52609E-4,0.00179078,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,gas,natural gas steam reforming,0.0,0.0,2.12223E-4,3.26509E-4,2.43689E-4,2.13483E-4,7.46932E-5,9.87E-7,4.56675E-9,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00129883,0.0076498,0.0195803,0.0366585,0.0695487,0.110693,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,nuclear,thermal splitting,0.0,0.0,1.13657E-5,2.34348E-4,0.0010067,0.00241541,0.00443769,0.00953401,0.0279536,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,solar,electrolysis,0.0,0.0,4.58929E-6,1.45762E-4,9.41372E-4,0.00332901,0.00832609,0.0234437,0.089802,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 central production,wind,electrolysis,0.0,0.0,4.63329E-6,1.18437E-4,5.87724E-4,0.00162325,0.00324299,0.00738247,0.022096,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 forecourt production,electricity,electrolysis,0.0,0.0,4.83263E-6,9.42614E-5,4.44242E-4,0.0011792,0.00225407,0.00365612,0.00834284,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Mexico,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,2.04248E-4,0.00247058,0.00803743,0.0152267,0.0182458,0.00880485,0.00308219,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,biomass,biomass to H2,0.0,0.0,5.48243E-4,5.13527E-5,1.12234E-5,5.81793E-6,1.45019E-6,7.87465E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00996523,0.0619001,0.1853,0.312974,0.433047,0.761789,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.0064666,0.0312161,0.0955383,0.195874,0.28298,0.379016,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,electricity,electrolysis,0.0,0.0,1.41457E-5,4.4238E-5,2.499E-4,8.25519E-4,0.0018588,0.00382313,0.010913,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,gas,natural gas steam reforming,0.0,0.0,0.00571099,0.0017283,0.00144793,0.00142604,5.72678E-4,8.05595E-6,4.79877E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00669544,0.0447679,0.135461,0.270008,0.508631,1.00806,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,nuclear,thermal splitting,0.0,0.0,2.76987E-4,0.0011593,0.00558953,0.0159791,0.0329322,0.072372,0.266643,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,solar,electrolysis,0.0,0.0,1.11842E-4,7.2107E-4,0.00522683,0.022023,0.061788,0.177959,0.856602,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 central production,wind,electrolysis,0.0,0.0,1.01201E-4,5.08731E-4,0.00284635,0.00953997,0.021768,0.0514568,0.198493,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 forecourt production,electricity,electrolysis,0.0,0.0,7.02314E-5,3.24241E-4,0.0017988,0.00581831,0.0122377,0.0201623,0.0512762,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Middle East,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,0.00544677,0.0130495,0.0477579,0.106573,0.140093,0.0688641,0.0281238,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,biomass,biomass to H2,0.0,0.0,4.7726E-5,5.51336E-6,9.36025E-7,6.82328E-7,4.68819E-7,3.75996E-9,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,9.59036E-4,0.00762555,0.0252289,0.0368218,0.0560296,0.105954,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,5.4004E-4,0.00290879,0.00952838,0.0168425,0.0214205,0.0200204,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,electricity,electrolysis,0.0,0.0,1.32024E-6,4.43471E-6,2.24567E-5,7.72671E-5,1.84961E-4,4.19907E-4,0.00111806,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,gas,natural gas steam reforming,0.0,0.0,4.36797E-4,1.54831E-4,1.46691E-4,1.95582E-4,1.43865E-4,4.44027E-6,2.77762E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,4.7854E-4,0.00360768,0.0121248,0.0236108,0.0445721,0.0614673,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,nuclear,thermal splitting,0.0,0.0,2.35617E-5,1.04478E-4,5.46517E-4,0.00183887,0.00450552,0.011832,0.0330094,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,solar,electrolysis,0.0,0.0,9.51381E-6,6.49843E-5,5.11054E-4,0.0025344,0.00845335,0.0290942,0.106044,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 central production,wind,electrolysis,0.0,0.0,1.36174E-5,8.08862E-5,5.44446E-4,0.00227742,0.00635158,0.0182193,0.0542216,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 forecourt production,electricity,electrolysis,0.0,0.0,6.50814E-6,3.1585E-5,1.63663E-4,5.61742E-4,0.00126299,0.00232764,0.00523576,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Pakistan,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,4.06153E-4,9.71458E-4,0.00388975,0.0101948,0.0155461,0.00930481,0.00282465,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,biomass,biomass to H2,0.0,0.0,9.61268E-5,6.36345E-5,8.08493E-6,1.78184E-6,1.85004E-7,3.47042E-10,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.0112449,0.0559476,0.127066,0.202146,0.27817,0.366206,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,0.00887922,0.0305501,0.0567237,0.0825952,0.0887963,0.0646441,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,electricity,electrolysis,0.0,0.0,5.42937E-6,1.14882E-4,4.5462E-4,9.09042E-4,0.00143276,0.0023325,0.00484247,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,gas,natural gas steam reforming,0.0,0.0,0.00100586,0.00211789,0.00118225,6.76664E-4,1.83978E-4,1.753E-6,5.4179E-9,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,0.00836727,0.0395802,0.0730885,0.10194,0.14626,0.171394,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,nuclear,thermal splitting,0.0,0.0,4.70234E-5,0.00135403,0.00454307,0.0077912,0.0113043,0.0185295,0.0392293,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,solar,electrolysis,0.0,0.0,1.89872E-5,8.42193E-4,0.00424828,0.0107381,0.0212093,0.0455632,0.126026,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 central production,wind,electrolysis,0.0,0.0,1.65027E-5,5.68332E-4,0.00235108,0.00485787,0.00794648,0.0142269,0.0323772,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 forecourt production,electricity,electrolysis,0.0,0.0,2.26366E-5,6.9953E-4,0.00269303,0.00522997,0.00763903,0.0103927,0.0248259,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",Russia,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,7.84016E-4,0.0123103,0.0308382,0.0408881,0.0368332,0.0136439,0.00408153,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,H2 central production,biomass,biomass to H2,0.0,0.0,3.11388E-5,1.20655E-5,3.90589E-6,8.35769E-6,7.15351E-6,5.4683E-8,0.0,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,H2 central production,biomass,biomass to H2 CCS,0.0,0.0,0.0,0.00108763,0.00458872,0.00661244,0.00614458,0.00638133,0.00980022,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,H2 central production,coal,coal chemical CCS,0.0,0.0,0.0,9.21655E-4,0.00353849,0.00631579,0.00749369,0.00762519,0.00664926,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,H2 central production,electricity,electrolysis,0.0,0.0,2.16161E-6,1.01018E-5,3.45004E-5,9.19773E-5,1.91492E-4,3.8469E-4,8.19029E-4,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,H2 central production,gas,natural gas steam reforming,0.0,0.0,2.40482E-4,2.41608E-4,2.2504E-4,3.56366E-4,2.6463E-4,5.64314E-6,1.47634E-8,0.0,0.0,0.0,EJ,
"1p5C,date=2021-21-10T09:40:21-07:00",South Africa,H2 central production,gas,natural gas steam reforming CCS,0.0,0.0,0.0,6.71402E-4,0.00394839,0.00879223,0.013075,0.0189846,0.0215116,0.0,0.0,0.0,EJ,
