LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Ref,date=2021-23-6T10:04:06-07:00",Africa_Eastern,All LandLeaf,25.817975012669912,28.725265006037706,30.907458715019086,43.062764705487794,37.218791338406,35.547432755183394,47.44507797716602,71.06934129184023,9.312515162881203,13.376064101559278,15.772042239736104,17.920157237313994,19.566878336260988,22.553301320177724,23.564166801455364,25.41437387448793,22.52358246023165,18.809441456929495,15.936370557865992,13.289053548478593,10.469418619405248,8.699651376423493,7.233320815082931,6.16459983259012,5.285328345870595,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Africa_Northern,All LandLeaf,-29.853562027829007,-33.030637791953,-33.3633785091962,-0.4301646063949951,8.818295356527301,11.1557439161278,2.529504206068997,2.2701947320439992,-0.0142514818579072,0.24853086778567554,0.6089277420700614,0.44296169362499066,0.19369995090758696,0.2723976406974944,0.3783654030161231,0.09718753801841919,0.14285174711912116,0.15909609765593732,-0.008769900464148727,0.12287763626921784,0.10642576864657412,0.10742232983121823,0.13534826814624742,0.17922771553895195,0.24278260725498005,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Africa_Southern,All LandLeaf,5.3887783186558575,9.208798198235522,12.917132302396636,19.270567885975613,20.39909132118857,21.000369685558734,58.556192785733806,121.72807247830201,14.17120940368201,15.116219613695336,17.12158054211879,17.28364009424696,15.593302790423527,17.4649086856265,16.520590439688704,21.484893377559867,19.32704822397932,17.914195906984013,15.598111403119614,13.427040397579418,11.588016393934799,10.052512282058629,8.281062368676626,6.640887540497777,6.151717020495987,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Africa_Western,All LandLeaf,58.22517421859592,63.11473045782463,67.3977455943274,148.0191709080117,150.00085478858227,150.2591542600571,115.49884935355045,174.6677763362017,65.54553799409797,74.00387078653856,90.25767171394938,71.60229424314355,59.0942948605478,60.91384971979684,59.96118344590147,71.96693769259987,67.94303631202543,62.64148847171489,55.52855123976843,48.62627844677647,42.36600206858061,36.52984438052694,30.537546092724774,25.602839190811082,21.102370220883735,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Argentina,All LandLeaf,-9.822774728855373,-7.734966227216005,-7.01132661109599,43.82754369174127,43.07109394463402,41.81656619391121,35.79954410038218,46.948493739445055,7.00597476378563,5.499697144751236,3.0276870057111354,2.764527670594304,2.540632792732427,2.9992000176692963,2.458114648873581,2.8909868721309206,1.9891582780788561,1.6984376415214044,0.9950880555329523,0.6080571315139516,0.5277197021548894,0.5682404462222794,0.4638424005941195,0.33908533040809846,0.15912334098535202,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Australia_NZ,All LandLeaf,-34.828963306788616,-17.801665489976596,-7.674720762893589,3.0918468478577754,4.7182236009041985,5.415729978606573,21.966856582109287,-0.566221185775798,-22.921759248683355,-8.928574178753024,-2.656436202186044,1.3232278938462296,2.22892547467518,3.8313535655405855,3.759936964440891,4.250249478959865,3.0458223395594772,2.708785564678585,1.4519339093641683,0.5379386913630735,-0.21417246024966105,-0.19725408107799003,-0.2610670488590288,-0.22513125313877186,-0.24515540261735816,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Brazil,All LandLeaf,216.89161832438467,221.40395116871215,224.39014644452558,151.20175216129397,157.27899771715317,160.88196754065484,167.39872342548216,251.64147203263602,35.80790425413694,58.783566519843816,49.144382285443,49.76244728180353,47.65653214509947,52.3255733465276,44.030908452134526,41.45608453607813,28.14982998287471,21.801600614713838,10.69475515071774,4.243646026094544,0.05338695606407257,-2.230779715582943,-2.9880777617362675,-4.094435792914607,-5.529247057106135,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Canada,All LandLeaf,84.15083453015005,81.14380412440934,79.2205691814715,73.24987308540906,74.10909602722032,74.60948544906363,23.66094257158358,34.846908628130954,20.109114561684237,15.425256397365462,11.377080004750507,10.071629417714242,8.340933294382207,10.137783608069665,8.236721318213034,9.05342021957435,5.794589827429633,4.543410456109472,1.2060353559998913,-0.5496370226978519,-1.2798333732771838,-1.2718999464215466,-0.4648216538763741,0.14499493006580252,0.33660468729215404,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Central America and Caribbean,All LandLeaf,40.59811702098155,40.59597585544695,40.730718441828216,23.74224912118842,23.788036108507352,24.107121590750154,8.098691158687027,4.615095704281577,-1.9177440614241323,-0.2854499003245808,0.8101699449056929,2.67653866411072,2.458144204556613,3.489023820069896,3.28156233336157,3.271708096908096,2.342512013039723,2.4886329236563265,1.0494089002083233,0.6212092516158038,0.3084874479508347,0.20841985016354234,0.16342447155326542,0.2020143394085468,0.20809187320683684,MtC/yr,
"Ref,date=2021-23-6T10:04:06-07:00",Central Asia,All LandLeaf,-4.10947624330247,-2.4272268911082353,-0.8327091952099571,0.9605273451308498,-7.081843179845265,-12.27185270441621,13.570573861980812,-1.573856422204906,-21.02563734154887,-10.825918163350618,-6.425716683764024,-3.8963231322859917,-2.5983780267460372,-1.4925057773772816,-1.2735479268935483,-0.6632146190763595,-0.801701244628089,-0.6984068615828364,-0.8719690214907612,-1.006658339383717,-1.0428770536789185,-0.9430726132069884,-0.832645970941005,-0.7821795127654835,-0.7883058531711227,MtC/yr,
