"","region","scenario","sector","Units","year","value.x","value.y","percent_reduction","absolute_reduction"
"94","EU-27","2_1p5C_delay","iron and steel","MTCO2",2050,3.49496259670026,175.666995147898,-98.0104614451008,-172.172032551198
"95","EU-27","3_1p5C","iron and steel","MTCO2",2050,3.62355350744914,175.667200484093,-97.9372623361313,-172.043646976644
"96","EU-27","3_1p5C_delay","iron and steel","MTCO2",2050,3.51160966336993,175.667199012308,-98.0009872741673,-172.155589348938
"97","Global","0_1p5C","iron and steel","MTCO2",2025,2620.95791033989,3371.08610327971,-22.2518253749147,-750.128192939816
"98","Global","0_1p5C_delay","iron and steel","MTCO2",2025,3401.38131258864,3371.08610057014,0.898678085183542,30.2952120184923
"99","Global","1_1p5C","iron and steel","MTCO2",2025,2629.63024988933,3371.0861021305,-21.9945688059576,-741.455852241165
"100","Global","1_1p5C_delay","iron and steel","MTCO2",2025,3407.66139335939,3371.0860993535,1.08497062750526,36.5752940058983
"101","Global","2_1p5C","iron and steel","MTCO2",2025,2557.12374399339,3373.54498855465,-24.2006923675575,-816.421244561264
"102","Global","2_1p5C_delay","iron and steel","MTCO2",2025,3359.33840833804,3373.54498543437,-0.421117167776335,-14.2065770963218
"103","Global","3_1p5C","iron and steel","MTCO2",2025,2625.9381867979,3371.08610202524,-22.1040902746352,-745.14791522734
"104","Global","3_1p5C_delay","iron and steel","MTCO2",2025,3404.37880140527,3371.08613533198,0.987594642698528,33.2926660732915
"105","Global","0_1p5C","iron and steel","MTCO2",2030,1686.07606829261,3371.08610327971,-49.9841885779115,-1685.0100349871
"106","Global","0_1p5C_delay","iron and steel","MTCO2",2030,3087.55923755159,3371.08610057014,-8.41054943599932,-283.526863018554
"107","Global","1_1p5C","iron and steel","MTCO2",2030,1709.9102167135,3371.0861021305,-49.2771716618912,-1661.175885417
"108","Global","1_1p5C_delay","iron and steel","MTCO2",2030,3106.66160052872,3371.0860993535,-7.84389632989474,-264.424498824781
"109","Global","2_1p5C","iron and steel","MTCO2",2030,1570.00879072016,3373.54498855465,-53.4611574457525,-1803.5361978345
"110","Global","2_1p5C_delay","iron and steel","MTCO2",2030,3003.91508143936,3373.54498543437,-10.9567207667579,-369.629903995006
"111","Global","3_1p5C","iron and steel","MTCO2",2030,1697.53284459636,3371.08610202524,-49.6443344008172,-1673.55325742889
"112","Global","3_1p5C_delay","iron and steel","MTCO2",2030,3095.96833939367,3371.08613533198,-8.16110253175766,-275.117795938309
"113","Global","0_1p5C","iron and steel","MTCO2",2035,879.525786318499,3371.08610327971,-73.9097205063136,-2491.56031696121
"114","Global","0_1p5C_delay","iron and steel","MTCO2",2035,1867.86453439912,3371.08610057014,-44.5916099834052,-1503.22156617102
"115","Global","1_1p5C","iron and steel","MTCO2",2035,911.355258906867,3371.0861021305,-72.9655300607452,-2459.73084322363
"116","Global","1_1p5C_delay","iron and steel","MTCO2",2035,1892.4885558676,3371.0860993535,-43.8611622458845,-1478.5975434859
"117","Global","2_1p5C","iron and steel","MTCO2",2035,792.540081587259,3373.54498855465,-76.5072028303731,-2581.00490696739
"118","Global","2_1p5C_delay","iron and steel","MTCO2",2035,1795.81878995262,3373.54498543437,-46.7676050651094,-1577.72619548175
"119","Global","3_1p5C","iron and steel","MTCO2",2035,891.697466694837,3371.08610202524,-73.5486594021098,-2479.38863533041
"120","Global","3_1p5C_delay","iron and steel","MTCO2",2035,1876.631960262,3371.08613533198,-44.3315333715971,-1494.45417506998
"121","Global","0_1p5C","iron and steel","MTCO2",2040,521.276249084598,3371.08610327971,-84.536845600667,-2849.80985419511
"122","Global","0_1p5C_delay","iron and steel","MTCO2",2040,1028.99065935544,3371.08610057014,-69.4759899730415,-2342.09544121471
"123","Global","1_1p5C","iron and steel","MTCO2",2040,551.673807691911,3371.0861021305,-83.6351314983246,-2819.41229443859
"124","Global","1_1p5C_delay","iron and steel","MTCO2",2040,1058.93749793157,3371.0860993535,-68.5876460368469,-2312.14860142192
"125","Global","2_1p5C","iron and steel","MTCO2",2040,475.682483602463,3373.54498855465,-85.8996253135411,-2897.86250495219
"126","Global","2_1p5C_delay","iron and steel","MTCO2",2040,985.090907124354,3373.54498543437,-70.7995324983782,-2388.45407831001
"127","Global","3_1p5C","iron and steel","MTCO2",2040,528.885101408078,3371.08610202524,-84.3111363696602,-2842.20100061716
