IRONSTL production by tech
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0139,0.0152,0.0152,0.0152,0.01836856,0.0406571,0.11340526,0.27766511,0.6049444900000001,1.1470118,1.9063053,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0.0,0.0,0.0,0.0,1.9056E-4,0.005507624,0.0339492803,0.1248240741,0.36131382100000003,0.8541110000000001,1.6973221,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.00306869,0.01684101,0.05825107,0.146912854,0.31561223,0.59009998,0.9733101000000001,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00438,0.0048,0.0048,0.0048,0.0073021200000000005,0.02274394,0.073917566,0.195974472,0.45674258,0.9237554,1.6302598,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.92556,2.1154,1.2631,1.2263,1.443486,1.7452039999999998,1.9599090000000001,2.1005947000000003,2.1934519999999997,2.2274019999999997,2.229418,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0.0,0.0,0.0,0.0,0.00380844,0.042030780000000004,0.11353702,0.20149325699999998,0.28304507,0.36820169999999997,0.4418547,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,1.03866E-5,1.1119372E-4,2.9801239E-4,5.2821846E-4,7.429285000000001E-4,9.65355E-4,0.0011618903,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,7.61376E-6,7.866583E-5,2.072744E-4,3.5484814E-4,4.6289940000000004E-4,5.370260999999999E-4,5.704626000000001E-4,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.9853,4.5832,5.73,4.447,5.23313,6.49202,7.663193999999999,8.661552,9.493994,10.151985999999999,10.612213,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.00529916,0.0116224,0.016879851,0.021045282999999998,0.02334207,0.027265473999999998,0.03006051,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.6276,1.447,1.81,1.4004,1.607678,1.952802,2.288995,2.5896561,2.861176,3.09042,3.243499,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0173,0.095,0.095,0.095,0.07858506999999999,0.07763636,0.15735257,0.35496818500000005,0.71108902,1.2383811,1.9312018,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.00426771,0.07680623,0.38838315,1.134293915,2.7361982,5.7068473,10.469359,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Western,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00548,0.03,0.03,0.03,0.02632842,0.04784596,0.17206458600000002,0.47445833600000004,1.09087624,2.1600093,3.7453396999999997,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR,2.03,2.57,2.6,2.82,1.72826,2.253917,2.859675,3.495308,4.070639,4.530863,4.924675,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0.0,0.0,0.0,0.0,0.0,5.40688E-8,1.50559491E-7,1.82951309E-7,1.97050765E-7,2.43566153E-7,2.71138711E-7,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.0,0.00348984,0.01332827,0.024398509999999998,0.034139691,0.045624490000000004,0.05796255,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.0,0.00245337,0.00938058,0.01676451,0.021791071,0.02579102,0.02860948,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.56,2.13,1.93,1.68,0.827518,0.826722,0.683404,0.6073434,0.6518896,0.6596983000000001,0.6419834,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0,0.291823,0.779128,1.132738,1.3341900999999998,1.5727387,1.8073586000000001,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.493,0.674,0.608,0.529,0.32379,0.42667200000000005,0.5599402,0.7024005,0.8303319,0.9301784,1.0064598,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR,6.004,6.985,6.69,4.383,4.97304,5.43867,5.752238,5.992865999999999,6.23635,6.439783,6.603932,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.00270132,0.02770642,0.08082912,0.152316284,0.2232123,0.3078598,0.40018390000000004,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00169867,0.0176036,0.052500928999999995,0.09937692100000001,0.13943877999999998,0.17591468,0.20456950000000002,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.869,1.266,1.111,1.017,1.119498,1.206285,1.3013810000000001,1.3887200000000002,1.4604979999999999,1.530465,1.591387,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0127148,0.024688230000000002,0.03720787,0.046711821,0.05165135,0.06219873,0.07186227,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Australia_NZ,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.2738,0.3992,0.3508,0.3214,0.36945300000000003,0.4209847,0.4818169,0.5393091000000001,0.5854383,0.6359257,0.6830054999999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR,20.2,24.7,25.1,26.5,27.842869999999998,32.3476,36.65896,39.885189999999994,42.41405,44.04128,44.81113,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,0.00656005,0.09115166000000001,0.26314764,0.47871301,0.6876708,0.9289342,1.1713687,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,Biomass-based,0.0,0.0,0.0,0.0,0.00499672,0.06714893,0.19139867,0.339917833,0.4579645,0.5581062,0.6274556,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI,3.99,5.29,5.94,5.11,4.75392,5.058946,5.325201,5.515118,5.715482,5.842276,5.849163000000001,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0.0,0.0,0.0,0.0,0.0974776,0.2580599,0.37995439999999997,0.45299083,0.4898988,0.5756595,0.6294215999999999,0.0,0.0,0.0,Mt,
