industry final energy by tech and fuel
scenario,region,sector,subsector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial energy use,biomass,delivered biomass,biomass,0.464185,0.662512,0.714271,0.823967,0.925143,1.179923,1.5990959999999999,2.0814604,2.6107828,3.1960415,3.76849898,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial energy use,biomass,delivered biomass,biomass cogen,0.0,0.0,0.0,0.0033366,0.0033357633,0.0033023129000000003,0.0030716527999999996,0.0022987724,0.0014516212,0.00111515013,0.0010200693,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial energy use,coal,delivered coal,coal,0.0085523,0.0076415,0.0103706,0.0388862,0.044377520000000004,0.05917519,0.08598743,0.12241243,0.17035349,0.23059712999999998,0.303180061,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial energy use,electricity,elect_td_ind,electricity,0.0115146,0.0220415,0.0268091,0.0391979,0.0427222,0.0882024,0.1525484,0.2673845,0.46259898,0.73320847,1.097211057,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial energy use,gas,wholesale gas,gas,0.0,0.0134147,0.0242825,0.0121779,0.013997889999999999,0.018493120000000002,0.026064780000000003,0.03445865,0.044932927,0.058762565,0.0759350844,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,1.67045E-4,0.001081591,0.00372469,0.009255504,0.0189437115,0.0337225975,0.05628075405,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial energy use,hydrogen,H2 enduse,hydrogen cogen,0.0,0.0,0.0,0.0,6.76234E-5,4.34305E-4,0.0018470381,0.0046126771,0.0085034902,0.0136793547,0.020979773110000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial energy use,refined liquids,refined liquids industrial,refined liquids,0.0356646,0.0617436,0.10913,0.103036,0.1257162,0.1711625,0.22642589999999999,0.2768605,0.3364406,0.40677813,0.4972061400000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial feedstocks,gas,wholesale gas,gas,0.0,0.0193914,0.0059219,0.0196007,0.0201578,0.0324456,0.0590733,0.0993188,0.156795,0.236164,0.334627,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,other industrial feedstocks,refined liquids,refined liquids industrial,refined liquids,0.0108424,0.0187059,0.0210976,0.0253092,0.0328182,0.048815,0.0796927,0.133977,0.213772,0.311985,0.444274,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,process heat cement,biomass,delivered biomass,biomass,0.00284227,9.33313E-4,0.00140649,0.00140649,0.001596516,0.002321779,0.003918242000000001,0.006646669,0.010119177,0.0143253266,0.01901173976,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,process heat cement,coal,delivered coal,coal,0.00242428,0.00541317,0.00815766,0.00815766,0.00912377,0.01277848,0.02043567,0.033277321,0.051032463,0.074928518,0.1046298923,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,process heat cement,gas,wholesale gas,gas,0.0,0.00541317,0.00815766,0.00815766,0.00912536,0.01225816,0.017925669999999998,0.02481825,0.033378342,0.045324328,0.060029065500000006,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,process heat cement,refined liquids,refined liquids industrial,refined liquids,0.00309297,0.0069065,0.010408,0.010408,0.012389849999999999,0.017675530000000002,0.023311159999999997,0.02888848,0.036471918,0.044062111,0.056233349099999996,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,N fertilizer,gas,wholesale gas,gas,0.0605287,0.117396,0.149477,0.15078,0.15567569,0.16061515,0.16105194,0.15227932,0.14211661,0.13948146,0.14026887899999999,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,agricultural energy use,biomass,delivered biomass,biomass,0.0,1.271E-4,1.453E-4,1.64E-4,5.13324E-4,0.0015994877,0.0032770947,0.0049345731,0.006020294000000001,0.00698991,0.007757362,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,agricultural energy use,electricity,elect_td_ind,electricity,0.0110104,0.0335734,0.0414855,0.0509879,0.0553562,0.0643669,0.07528306,0.08453308,0.09063249,0.09583775,0.0991749,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,agricultural energy use,gas,wholesale gas,gas,0.0,0.0,0.0014232,0.0025116,0.002673455,0.0027980039999999998,0.002836651,0.002793353,0.0027467280000000004,0.002647707,0.002521218,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,agricultural energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,2.5969E-5,1.1313179999999999E-4,2.576716E-4,4.1537521E-4,5.426755E-4,6.899027E-4,8.380972E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,agricultural energy use,refined liquids,refined liquids industrial,refined liquids,0.0188046,0.110068,0.139704,0.0898456,0.0952847,0.0984042,0.0990307,0.09912605,0.10119712,0.10233679999999999,0.10356388999999999,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,alumina,biomass,delivered biomass,biomass,0.0,4.71128E-5,2.51408E-4,2.00715E-4,2.309501E-4,2.459733E-4,2.5722219999999994E-4,2.649867E-4,2.696752E-4,2.7139675E-4,2.6948600000000004E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,alumina,coal,delivered coal,coal,0.00194136,0.00179529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,alumina,gas,wholesale gas,gas,0.0,0.0,3.50871E-5,2.83162E-5,3.258096E-5,3.469989E-5,3.628665E-5,3.738201E-5,3.8046309999999996E-5,3.8293483E-5,3.8028706E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,alumina,refined liquids,refined liquids industrial,refined liquids,0.00180376,9.97171E-4,6.88548E-4,7.40523E-4,8.52055E-4,9.072968999999999E-4,9.486001000000001E-4,9.77422E-4,9.955697E-4,0.0010029328,9.9706702E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,aluminum,electricity,elect_td_ind,electricity,0.0102584,0.012624,0.0116822,0.0151754,0.017461189999999998,0.01859568,0.01944478,0.02003298,0.02039378,0.020531629000000003,0.020396101,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,cement,cement,elect_td_ind,cement,0.0140982,0.0293312,0.0398772,0.0398772,0.04107593,0.04497799,0.049542779999999995,0.05537847,0.060741689,0.064190872,0.06626642640000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,chemical energy use,biomass,delivered biomass,biomass,0.0,0.0,2.93002E-4,3.76698E-4,4.097201E-4,4.646176E-4,5.396989E-4,6.510626E-4,7.61754E-4,8.2401E-4,8.561872199999999E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,chemical energy use,electricity,elect_td_ind,electricity,0.00460461,0.00653019,0.0104232,0.00975336,0.01067432,0.01261447,0.016100970000000003,0.022942615,0.031345194,0.037447032,0.04227715940000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,chemical energy use,refined liquids,refined liquids industrial,refined liquids,5.44201E-4,0.0010884,8.37006E-5,0.00259529,0.002815424,0.003167321,0.0036574800000000003,0.004475782,0.005473041,0.0062013716,0.0068259011,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,chemical feedstocks,gas,wholesale gas,gas,0.0691706,0.173427,0.209102,0.192708,0.20645,0.224602,0.239235,0.245263,0.246091,0.247663,0.246105,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,chemical feedstocks,refined liquids,refined liquids industrial,refined liquids,0.050818,0.0362926,0.0982036,0.0196323,0.0194581,0.0200294,0.0207225,0.0218063,0.0232788,0.0239551,0.0259884,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,construction energy use,biomass,delivered biomass,biomass,0.0,0.0,4.18999E-5,4.19E-5,4.359636E-5,4.509807E-5,4.554227E-5,4.4516549999999996E-5,4.267283E-5,3.9554330000000004E-5,3.607381E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,construction energy use,electricity,elect_td_ind,electricity,0.00414411,0.00866501,0.0126836,0.0064464,0.006143490000000001,0.00736088,0.008780841000000001,0.009934578999999999,0.010538108000000001,0.011098001,0.011364064,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,construction energy use,gas,wholesale gas,gas,0.0290091,0.0560506,0.0387204,0.0419856,0.04360879,0.04486636,0.04532484,0.044603279999999995,0.04336406,0.041365940000000004,0.038848009999999995,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,construction energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,2.22993E-6,9.81408E-6,2.2418545E-5,3.5895636E-5,4.589397E-5,5.840935E-5,7.044287000000001E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,construction energy use,refined liquids,refined liquids industrial,refined liquids,0.00226041,0.00447901,0.0244881,0.0187951,0.01940867,0.01971312,0.019771169999999998,0.019780743,0.01995069,0.01997156,0.01993951,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,construction feedstocks,refined liquids,refined liquids industrial,refined liquids,0.0,0.0,0.0063627,0.0081627,0.0113538,0.0152151,0.0195111,0.0239626,0.0285278,0.0331593,0.0377191,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,H2 enduse,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,3.42645E-8,3.6681550000000003E-7,9.831117E-7,1.7425368E-6,2.4508483999999997E-6,3.184613E-6,3.832963E-6,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,delivered biomass,Biomass-based,0.0,0.0,0.0,0.0,1.27743E-7,1.319849E-6,3.4776282E-6,5.953606E-6,7.766476E-6,9.010178E-6,9.571158E-6,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,delivered coal,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,1.4186E-7,1.518665E-6,4.0702187E-6,7.2143547E-6,1.0146852000000001E-5,1.3184716E-5,1.5868978E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,elect_td_ind,BLASTFUR,8.19518E-4,4.84215E-4,3.36869E-4,2.01726E-4,2.3745340000000002E-4,2.8708559999999995E-4,3.224057E-4,3.45548E-4,3.6082240000000004E-4,3.664085E-4,3.667386E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,elect_td_ind,BLASTFUR CCS,0.0,0.0,0.0,0.0,6.26488E-7,6.914061E-6,1.8676844E-5,3.3145617E-5,4.656096E-5,6.056925E-5,7.268509E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,elect_td_ind,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,5.69395E-9,6.095615000000001E-8,1.633699E-7,2.8956975E-7,4.072742E-7,5.292078000000001E-7,6.369493E-7,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,elect_td_ind,Biomass-based,0.0,0.0,0.0,0.0,4.17386E-9,4.3124610000000005E-8,1.1362783999999999E-7,1.9452777700000002E-7,2.5376144E-7,2.943975E-7,3.1272729999999997E-7,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,refined liquids industrial,BLASTFUR,9.82036E-6,9.09622E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,refined liquids industrial,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,1.03866E-10,1.02725E-9,2.928338E-9,5.263291E-9,7.429285E-9,9.65355E-9,1.1618903E-8,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,refined liquids industrial,Biomass-based,0.0,0.0,0.0,0.0,0.0,7.2444E-10,2.034695E-9,3.5346E-9,4.628994E-9,5.370261E-9,5.704626E-9,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,wholesale gas,BLASTFUR,5.58412E-6,2.75002E-6,2.14727E-6,1.59419E-6,1.8765349999999999E-6,2.26877E-6,2.547884E-6,2.730769E-6,2.85149E-6,2.895619E-6,2.898244E-6,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,wholesale gas,BLASTFUR CCS,0.0,0.0,0.0,0.0,4.95097E-9,5.4639989999999995E-8,1.4759839E-7,2.6194058400000003E-7,3.6795821000000004E-7,4.786626E-7,5.744113000000001E-7,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,wholesale gas,BLASTFUR with hydrogen,0.0,0.0,0.0,0.0,1.03866E-10,1.02725E-9,2.928338E-9,5.263291E-9,7.429285E-9,9.65355E-9,1.1618903E-8,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,BLASTFUR,wholesale gas,Biomass-based,0.0,0.0,0.0,0.0,0.0,7.2444E-10,2.034695E-9,3.5346E-9,4.628994E-9,5.370261E-9,5.704626E-9,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with DRI,H2 enduse,Hydrogen-based DRI,0.0,0.0,0.0,0.0,7.61452E-5,1.670064E-4,2.425519E-4,3.0240507999999995E-4,3.3540982E-4,3.9178689999999996E-4,4.319479E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with DRI,elect_td_ind,EAF with DRI,0.00202659,0.00251618,0.00366548,0.00175434,0.0020644649999999997,0.002561107,0.0030231290000000003,0.003416981,0.003745382,0.00400496,0.004186518,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with DRI,elect_td_ind,Hydrogen-based DRI,0.0,0.0,0.0,0.0,2.09052E-6,4.585048E-6,6.659098E-6,8.302351E-6,9.208459E-6,1.0756249E-5,1.1858863000000001E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with DRI,refined liquids industrial,EAF with DRI,0.00257215,0.00499798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with DRI,wholesale gas,EAF with DRI,0.0081572,0.00874612,0.0138534,0.0086214,0.01014547,0.01258608,0.01485664,0.016792171,0.01840601,0.01968166,0.02057388,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with scrap,elect_td_ind,EAF with scrap,7.53873E-4,9.34762E-4,0.00136239,6.50066E-4,7.462850000000001E-4,9.064909999999999E-4,0.0010625510000000001,0.0012021184,0.00132816,0.0014345753,0.0015056316,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,EAF with scrap,refined liquids industrial,EAF with scrap,1.80749E-4,3.50753E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,mining energy use,electricity,elect_td_ind,electricity,0.00334881,0.00669763,0.00724186,0.0104232,0.01132725,0.01316136,0.01539245,0.017303615,0.01858562,0.019690859999999998,0.0204195,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,mining energy use,gas,wholesale gas,gas,0.00180001,0.0010046,0.00184182,0.0012558,0.00133657,0.001398493,0.001417894,0.0013977333,0.0013767573,0.001329786,0.001268969,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,mining energy use,hydrogen,H2 enduse,hydrogen,0.0,0.0,0.0,0.0,4.22239E-6,1.839873E-5,4.193706E-5,6.7720381E-5,8.866264999999999E-5,1.1292572E-4,1.3747271E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,mining energy use,refined liquids,refined liquids industrial,refined liquids,0.0,0.0,0.00134651,0.0146157,0.01549909,0.016002640000000002,0.01610541,0.016138501,0.01650493,0.01672439,0.01696131,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,other industrial energy use,biomass,delivered biomass,biomass,1.703E-4,0.0042315,2.683E-4,2.167E-4,2.4058990000000002E-4,3.0688E-4,3.754033E-4,4.323158E-4,4.764144E-4,5.154933800000001E-4,5.4520899E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,other industrial energy use,biomass,delivered biomass,biomass cogen,0.0,0.0,0.0,1.75E-5,1.910822E-5,2.2808000000000003E-5,2.5299900000000005E-5,2.518037E-5,2.3643902E-5,2.2656841999999998E-5,2.17890833E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,other industrial energy use,coal,delivered coal,coal,0.0390202,0.0018852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,other industrial energy use,electricity,elect_td_ind,electricity,0.0737189,0.137554,0.160488,0.196555,0.2079803,0.2899474,0.3935368,0.5200487,0.6573734,0.7955469000000001,0.93113863,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,other industrial energy use,gas,wholesale gas,gas,0.352983,0.533068,0.576223,0.481954,0.5341759,0.6777926000000001,0.8273176,0.9537775000000001,1.06129,1.1713737,1.2682382700000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,other industrial energy use,gas,wholesale gas,gas cogen,0.0,0.0,0.002016,0.004176,0.004509102,0.005191936,0.005531126,0.00518314,0.004575163,0.0042725568000000005,0.0041018747,0.0,0.0,0.0,EJ,
