IRONSTL inputs by tech (energy and feedstocks)
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,4.40949E-5,2.4199360000000001E-4,8.370266E-4,0.00211102354,0.0045351382,0.008479325,0.013985808,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,iron and steel,elect_td_ind,0.0,0.0,0.001164307,0.0020408989999999997,0.0029583635,0.0087877725,0.028642142300000006,0.07635747933,0.17810003830000004,0.3600730649999999,0.63584574,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Eastern,iron and steel,scrap,0.0,0.0,0.0,0.0,0.00379723,0.0224292,0.08036543,0.215571743,0.50241726,1.0161317,1.7932860000000002,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,7.617946449999999E-5,1.673732155E-4,2.435350117E-4,3.041476168E-4,3.378606684E-4,3.94971513E-4,4.35780863E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.27743E-7,1.319849E-6,3.4776282E-6,5.953606E-6,7.766476E-6,9.010178E-6,9.571158E-6,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,1.4186E-7,1.518665E-6,4.0702187E-6,7.2143547E-6,1.0146852000000001E-5,1.3184716E-5,1.5868978E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,elect_td_ind,0.003599981,0.003935157,0.0053647389999999994,0.002606132,0.0030509302758099997,0.0037662867897600002,0.00443369863974,0.005006579465527,0.005490794854640001,0.0058780929043,0.0061443818296,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,refined liquids industrial,0.00276271936,0.00535782922,0.0,0.0,1.03866E-10,1.75169E-9,4.963033E-9,8.797890999999999E-9,1.2058278999999999E-8,1.5023811E-8,1.7323529000000002E-8,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,scrap,0.0,0.0,0.0,0.0,0.509023,1.377862,2.236871,2.8486218,3.14729,3.3994660000000003,3.5678400000000003,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Northern,iron and steel,wholesale gas,0.00816278412,0.008748870019999999,0.01385554727,0.00862299419,0.010147351589836,0.01258840516168,0.014859340445423,0.016795172507475,0.018409241506489,0.019685049305411,0.020577369978829002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Western,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,6.1324E-5,0.0011036531,0.0055807836999999996,0.0162990027,0.039317191,0.082003392,0.15043729,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Western,iron and steel,delivered coal,0.00297206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Western,iron and steel,elect_td_ind,0.0,2.51158E-4,0.001438148,0.0024391449999999998,0.0021308902,0.0039449665,0.014005876899999999,0.038328999880000006,0.0885597544,0.17758875699999999,0.3146291400000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Western,iron and steel,scrap,0.0,0.0,0.0,0.0,0.00199454,0.036137840000000004,0.183253438,0.521905299,1.19996377,2.3760111,4.119866099999999,0.0,0.0,0.0,Mt,
"current_policies,date=2021-8-10T07:50:52-07:00",Africa_Western,iron and steel,wholesale gas,0.002093,0.00803712,0.00259532,0.0106743,0.008829909,0.008723295999999998,0.017680268,0.0398846264,0.079898786,0.13914573,0.21699214,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,0.0042048026,0.01123948851,0.016357148420000002,0.01928400138,0.02274964072,0.026161652770000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,0.0,4.11624E-5,1.573861E-4,2.8127299999999996E-4,3.6560887E-4,4.327193E-4,4.80007E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-8-10T07:50:52-07:00",Argentina,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,4.76639E-5,1.82036E-4,3.332327E-4,4.6627702999999996E-4,6.231358E-4,7.916467E-4,0.0,0.0,0.0,EJ,
