IRONSTL inputs by tech (energy and feedstocks)
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Eastern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,7.055533E-5,4.8554045560000007E-4,0.00171868717633,0.003834544323,0.00512733688,0.0069972512099999995,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Eastern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,7.32567E-4,0.001691059,0.0037227149999999997,0.0059104150000000005,0.0062763409999999995,0.0042192359999999995,0.0019501361,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Eastern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,2.83795E-4,0.0019584349999999997,0.006875448,0.0142891029,0.012204245,0.006863682899999999,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Eastern,iron and steel,elect_td_ind,0.0,0.0,0.001164307,0.0020408989999999997,2.566514163E-4,4.820087356490001E-4,0.001610662463961,0.005386559071557001,0.028956907567359996,0.1503796343629,0.352305658973,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Eastern,iron and steel,refined liquids industrial,0.0,0.0,0.0,0.0,4.36626E-7,1.215699E-6,3.65274E-6,8.5567909E-6,1.42029918E-5,1.1450423E-5,6.1877512899999996E-6,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Eastern,iron and steel,scrap,0.0,0.0,0.0,0.0,6.04073E-4,0.0011251122218000002,0.0039329959718,0.014205881024799999,0.082085013,0.43276868,1.01244939,0.0,0.0,0.0,Mt,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Eastern,iron and steel,wholesale gas,0.0,0.0,0.0,0.0,4.36626E-7,1.215699E-6,3.65274E-6,8.5567909E-6,1.42029918E-5,1.1450423E-5,6.1877512899999996E-6,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Northern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,3.8655611199999996E-5,1.160497774E-4,2.121031442E-4,2.91994096722E-4,4.3514568064000005E-4,7.058165700000001E-4,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Northern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.55985E-7,5.30978E-7,7.157835000000001E-7,5.580197E-7,5.236669E-8,2.32368E-10,0.0,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Northern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,0.0,9.98235E-8,2.938562E-7,4.009482E-7,7.0989882E-8,1.20329E-9,0.0,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Northern,iron and steel,elect_td_ind,0.003599981,0.003935157,0.0053647389999999994,0.002606132,0.0030443539966499996,0.00351403698585,0.0038212996182400006,0.003965371456895,0.00400680134247,0.0038998708659999997,0.0037078284039999995,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Northern,iron and steel,refined liquids industrial,0.00276271936,0.00535782922,0.0,0.0,0.0,2.4106E-10,5.463890000000001E-10,3.2374800000000003E-10,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Northern,iron and steel,scrap,0.0,0.0,0.0,0.0,0.489917,1.1843219999999999,1.8263099999999999,2.2187953,2.350272,2.471146,2.582059,0.0,0.0,0.0,Mt,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Northern,iron and steel,wholesale gas,0.00816278412,0.008748870019999999,0.01385554727,0.00862299419,0.010088604460000001,0.011502520527059999,0.012181802731349,0.012199562276948,0.01177770512953,0.0106114699091,0.0091837939672,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Western,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,0.0,5.7848541E-4,0.00340621274,0.010055047840000001,0.023070132986,0.044625430869999996,0.07799309528949999,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Western,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.28953E-6,4.959809E-5,1.63823762E-4,2.65547233E-4,2.1275996E-4,1.0304905999999999E-4,1.6385396E-6,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Western,iron and steel,delivered coal,0.00297206,0.0,0.0,0.0,0.0,1.28527E-5,9.87867E-5,3.1657056E-4,3.5528286E-4,1.9787728E-4,3.458209E-6,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Western,iron and steel,elect_td_ind,0.0,2.51158E-4,0.0014381379999999998,0.0024391449999999998,0.0021605121341,0.0032051334787000004,0.009820739460899999,0.024879818129000003,0.053573017609000004,0.09862419989309999,0.163065395492561,0.0,0.0,0.0,EJ,
"1_1p5C,date=2021-19-10T14:08:40-07:00",Africa_Western,iron and steel,refined liquids industrial,0.0,0.0,0.0,0.0,7.68589E-10,3.8972029E-8,1.69972002E-7,3.90058324E-7,3.869394E-7,2.0630066400000001E-7,3.393788E-9,0.0,0.0,0.0,EJ,
